"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"bb1d9bac-a094-477f-b5af-259e78241a47","","pass","","folder","TRUE","FALSE","SP13"
"e4f86c7e-7435-4cf0-8f79-70e8aa97724f","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)"
"f877901a-34d6-40d8-98bd-e0025e182e7e","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA"
"bea251b3-a276-4e36-a105-0a06ecd0beb4","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 (BA1)"
"bae2887e-4eb0-4388-b97a-e48a3d290fd8","","pass","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 (BA1)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"8d0bcb01-f452-4961-8f75-d23998a46f8c","","pass","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 (BA1)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"f83cd87e-7575-4e16-93fc-dd861937228a","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 _ BUS-TIE (BA1.BD4)"
"e9ad49c6-2cd7-46e5-ac42-8ed54fba130a","","pass","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 _ BUS-TIE (BA1.BD4)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"9330abcd-3365-4823-a440-6f5d853cfaa3","","pass","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-01 _ BUS-TIE (BA1.BD4)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"fa7107df-bc0c-46e2-bc53-f053f9dca7f2","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 (BA2)"
"fac4b8db-7cea-487d-a9ac-738275b549eb","","pass","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 (BA2)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"e674fc3e-5b2d-4893-b85b-4960f6d49f0c","","pass","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 (BA2)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"36e2085b-2f81-41eb-a7a0-64830803a6e9","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 _ BUS-TIE (BA2.BB1)"
"083425df-b820-41d1-91fe-93b107db3f85","","pass","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 _ BUS-TIE (BA2.BB1)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"3e75da68-5a6a-4ba4-92b9-056cbd8375bb","","pass","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-03 _ BUS-TIE (BA2.BB1)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"5fa7b2b8-d727-463a-8350-45ebfcbf9d39","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-07 (BA3)"
"3eafbdc8-8266-4ed1-9ba4-966915c352dd","","pass","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-07 (BA3)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"e19a3197-278a-448d-aafe-77ab069fe3af","","pass","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-07 (BA3)","S3-EL-01-ITC-HD5-L3-LVCABLE"
"b201d4e5-446e-4ede-9fcc-af0358bf3941","","pass","","folder","TRUE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-07 _ BUS-TIE (BA3.BB2)"
"f58b50bc-d01b-4fc2-b734-ada30c0c419e","","pass","S3-EL-01-ITC-HD5-L2-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-07 _ BUS-TIE (BA3.BB2)","S3-EL-01-ITC-HD5-L2-LVCABLE"
"bbb45875-9068-434c-b283-2ad886974adc","","pass","S3-EL-01-ITC-HD5-L3-LVCABLE","checklist","FALSE","FALSE","SP13","LV Submains (CxL2 CxL3)","OPSB-BA","DB-GLP-BA-05-07 _ BUS-TIE (BA3.BB2)","S3-EL-01-ITC-HD5-L3-LVCABLE"
