Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Inground Services,,,,,,,
,Scope,,,Inground Services,,,
,Rows,,,,,,
,,External ducting - Harvey Norman,grouping,External ducting - Harvey Norman,,,
,,Mains incoming ducts,,Mains incoming ducts,External ducting - Harvey Norman,Inground services,Site QA
,,Pits,,Pits,External ducting - Harvey Norman,Inground services,Site QA
,,Ducting from pit to Tx,,Ducting from pit to Tx,External ducting - Harvey Norman,Inground services,Site QA
,,Pole light,,Pole light,External ducting - Harvey Norman,Inground services,Site QA
,,Sign,,Sign,External ducting - Harvey Norman,Inground services,Site QA
,,Telecome incoming sleeve,,Telecome incoming sleeve,External ducting - Harvey Norman,Inground services,Site QA
,,External ducting - Tenancy X,grouping,External ducting - Tenancy X,,,
,,Mains incoming ducts,,Mains incoming ducts,External ducting - Tenancy X,Inground services,Site QA
,,Pole light,,Pole light,External ducting - Tenancy X,Inground services,Site QA
,,Telecome incoming sleeve,,Telecome incoming sleeve,External ducting - Tenancy X,Inground services,Site QA
,,Pits,,Pits,External ducting - Tenancy X,Inground services,Site QA
,,Ducting from pit to Tx,,Ducting from pit to Tx,External ducting - Tenancy X,Inground services,Site QA
,Columns,,,,,,
,,Ducts and Conduits,,Ducts and Conduits,,,
,,Electrical Pits,,Electrical Pits,,,
,,Light Pole Foundations,,Light Pole Foundations,,,
,,Photos,,Photos,,,
,,,,,,,
Cable Tray,,,,,,,
,Scope,,,Cable Tray,,,
,Rows,,,,,,
,,Harvey Norman,grouping,Harvey Norman,,,
,,Electrical,,Electrical,Harvey Norman,Cable Tray,Site QA
,,Furniture,,Furniture,Harvey Norman,Cable Tray,Site QA
,,Bedding,,Bedding,Harvey Norman,Cable Tray,Site QA
,,BOH,,BOH,Harvey Norman,Cable Tray,Site QA
,Columns,,,,,,
,,Unistrutt Filed & Painted,,Unistrutt Filed & Painted,Cable Ladder,,
,,Hangers Spaced as Specified,,Hangers Spaced as Specified,Cable Ladder,,
,,Correct Size Ladder Installed,,Correct Size Ladder Installed,Cable Ladder,,
,,Ladder Joined Correctly,,Ladder Joined Correctly,Cable Ladder,,
,,Hangers Sceismicly Restrained as per Design,,Hangers Sceismicly Restrained as per Design,Cable Ladder,,
,,Ladder Fastened to Hangers,,Ladder Fastened to Hangers,Cable Ladder,,
,,Correct Anchors used fixing to Ceiling/Walls,,Correct Anchors used fixing to Ceiling / Walls,Cable Ladder,,
,,Cable Ladder Bonded,,Cable Ladder Bonded,Cable Ladder,,
,,Photos,,Add Photos,Photos,,
,,,,,,,
Switchboards,,,,,,,
,Scope,,,Switchboards,,,
,Rows,,,,,,
,,Harvey Norman,grouping,Harvey Norman,,,
,,Main Switchboard,,Main Switchboard,Harvey Norman,Switchboards,Site QA
,,Electrical DB,,Electrical DB,Harvey Norman,Switchboards,Site QA
,,DB3,,DB3,Harvey Norman,Switchboards,Site QA
,,DB2,,DB2,Harvey Norman,Switchboards,Site QA
,,DB4,,DB4,Harvey Norman,Switchboards,Site QA
,,Tenancy X,grouping,Tenancy X,,,
,,MSB,,MSB,Tenancy X,Switchboards,Site QA
,Columns,,,,,,
,,Spatial certificate signed if required,,Spatial certificate signed if required,Switchboard,,
,,Fixings installed in wall correctly if board is wall mounted,,Fixings installed in wall correctly if board is wall mounted,Switchboard,,
,,All clearances sighted to ensure location is compliant,,All clearances sighted to ensure location is compliant,Switchboard,,
,,All cables correctly installed in protection device/earth/neutral bars,,All cables correctly installed in protection device and earth and neutral bars and fully secured,Switchboard,,
,,Cables neatly dressed,,Cables neatly dressed,Switchboard,,
,,Phase tabs on chassy covered,,Phase tabs on chassy covered,Switchboard,,
,,All earths and neutrals labelled to match phase numbers,,All earths and neutrals labelled to match phase numbers,Switchboard,,
,,Switchboard is clean on the inside & outside,,Switchboard is clean on the inside and outside,Switchboard,,
,,Masking blanks installed,,Masking blanks installed,Switchboard,,
,,DB legend installed,,DB legend installed,Switchboard,,
,,Feisst label on the door installed,,Feisst label on the door installed,Switchboard,,
,,Photos,,Add Photos,Photos,,
,,,,,,,
First Fix,,,,,,,
,Scope,,,First Fix,,,
,Rows,,,,,,
,,Harvey Norman,grouping,Harvey Norman,,,
,,Mains,,Mains,Harvey Norman,First Fix,Site QA
,,Main Earth,,Main Earth,Harvey Norman,First Fix,Site QA
,,Sub Mains Electrical DB,,Sub Mains Electrical DB,Harvey Norman,First Fix,Site QA
,,Sub Mains DB3,,Sub Mains DB3,Harvey Norman,First Fix,Site QA
,,Sub Mains DB2,,Sub Mains DB2,Harvey Norman,First Fix,Site QA
,,Sub Mains DB4,,Sub Mains DB4,Harvey Norman,First Fix,Site QA
,,MSB,,MSB,Harvey Norman,First Fix,Site QA
,,Bedding,,Bedding,Harvey Norman,First Fix,Site QA
,,Furniture,,Furniture,Harvey Norman,First Fix,Site QA
,,Electrical ,,Electrical ,Harvey Norman,First Fix,Site QA
,,Inwards goods,,Inwards goods,Harvey Norman,First Fix,Site QA
