"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"dbb19a7e-d4de-4da4-a1fd-bd89fa5daac2","","folder-normal","work-in-progress","","step","TRUE","FALSE","SECTION 6 – JET GROUTING"
"fd4b2646-ba54-425f-9599-a611b13aa483","","checklist-sectioned","pass","DS2672-ITP-S101 - Jet Grouting Materials - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","DS2672-ITP-S101 - Rev 1 - Jet Grouting Materials"
"00ea16cd-33da-416d-bbed-88b137bd1f7e","","checklist-sectioned","pass","DS2672-ITP-S102 - Jet Grout Trial Columns - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","DS2672-ITP-S102 - Rev 1 - Jet Grout Trial Columns"
"04feb18f-9912-4771-bd04-94bec238c1b0","","folder-normal","work-in-progress","","step","TRUE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns"
"49d8226d-a912-4126-87ec-5dfdba11b52c","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Jet Grouting - Startup and Closeout"
"a164e54c-a598-44a5-9f9a-1d8073012c78","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Columns 14 & 16"
"4e608fb0-9e06-4247-a229-feb1292b0f77","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Column 17"
"141304a7-ead5-4a52-a824-22cf409fa596","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Columns 13 & 15"
"df14a7fe-2042-4c3b-ac23-098432b1d8ca","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Columns 5, 7 & 9"
"a47fb0c1-e666-4c57-b5fc-b0b48f2dcba0","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Columns 6 & 8"
"c713b956-a9de-462f-851b-6d98381aba8f","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Columns 10 & 12"
"12957af3-89f0-4556-9666-98f5e70840f6","","checklist-sectioned","work-in-progress","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Column 23, 11, 19"
"0e964389-2e7c-47ae-b1d7-a773a373f598","","checklist-sectioned","not-started","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Column 1, 18, 22"
"7d20fcc2-63af-48c6-b7e3-6ea6caf00dce","","checklist-sectioned","not-started","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Columns 2, 4, 21"
"d5d96570-18cd-4809-8654-0e61e8d30d74","","checklist-sectioned","not-started","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Column 3"
"d0f4b908-32a1-4f70-93e1-879ba6781519","","checklist-sectioned","not-started","DS2672-ITP-S103 - Jet Grout Installation - Rev 1","checklist","FALSE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns","Column 20"
"3c63b743-ab68-4c6d-88e4-f349c017dd4a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SECTION 6 – JET GROUTING","Jet Grout Columns - Lot 2"
"54fd8608-4921-44ce-937f-d068d22489ea","","folder-normal","work-in-progress","","step","TRUE","FALSE","SECTION 7 – PILING"
"2c352f50-15ba-46c7-ab1e-f18f19d330a7","","checklist-sectioned","work-in-progress","DS2672-ITP-S108 - Piling Materials - Rev 1","checklist","FALSE","FALSE","SECTION 7 – PILING","Piling Materials"
"2b5c3de0-1e25-4df4-9584-88e0a33e95a7","","checklist-sectioned","work-in-progress","DS2672-ITP-S104 - Piling Overarching - Rev 1","checklist","FALSE","FALSE","SECTION 7 – PILING","Piling Overarching"
"986273f2-b447-4b8a-9636-57d7d3e686da","","folder-normal","work-in-progress","","step","TRUE","FALSE","SECTION 7 – PILING","Pile Overarching"
"b35b7dba-58f5-4548-ad12-a9c789cdc252","","checklist-sectioned","work-in-progress","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile Overarching","Pile SW 1 - Pile Construction Card"
"429fcbb4-a59b-4cd0-97b7-b71f83826df4","","checklist-sectioned","work-in-progress","DS2672-ITP-S106 - Piling First Pile Hold Points - Rev 1","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile Overarching","Pile SW 1, 3, 5, 7 - Piling First Pile Hold Points"
"b4cf5ee4-572f-42a7-ab6a-978522b99ba2","","checklist-sectioned","work-in-progress","DS2672-ITP-S107 - Piling Logging Hold Points - Rev 1","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile Overarching","Pile SW 1, 3, 5, 7 - Piling Logging Hold Points"
"9c94023e-69c2-4658-9242-577efd2d3bd4","","checklist-sectioned","work-in-progress","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile Overarching","Pile SW 3 - Pile Construction Card"
"5432ff37-a682-47a7-b54c-3561fe47f56f","","checklist-sectioned","work-in-progress","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile Overarching","Pile SW 5 - Pile Construction Card"
"e1ad17bd-8dd3-4560-8e24-89c0de6f5627","","checklist-sectioned","work-in-progress","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile Overarching","Pile - Pile Construction Card- Over Arching"
"c48faec2-046e-4e00-a03f-5eedff1d0a06","","folder-normal","work-in-progress","","step","TRUE","FALSE","SECTION 7 – PILING","Pile SW 9, 11, 13 - 26/06/2023"
"d270162c-85a2-4428-95c8-005a09ebc02c","","checklist-sectioned","work-in-progress","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 9, 11, 13 - 26/06/2023","Pile SW 9 - Pile Construction Card "
"e315cb79-7f0e-43fb-977a-a78abfee99c4","","checklist-sectioned","work-in-progress","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 9, 11, 13 - 26/06/2023","Pile SW 11 - Pile Construction Card "
"8b8f63d7-5929-420a-b788-c58598a9c355","","checklist-sectioned","work-in-progress","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 9, 11, 13 - 26/06/2023","Pile SW 13 - Pile Construction Card "
"1928f69c-4c14-4a2b-bea0-7ff35434ac98","","checklist-sectioned","not-started","DS2672-ITP-S107 - Piling Logging Hold Points - Rev 1","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 9, 11, 13 - 26/06/2023","DS2672-ITP-S107 - Piling Logging Hold Points - Rev 1"
"f306506e-fc10-4403-884d-9b7571324f98","","folder-normal","not-started","","step","TRUE","FALSE","SECTION 7 – PILING","Pile SW 2, 4, 6 - 29/06/2023"
"b35eadd1-d433-4504-914a-a2e658d09df9","","checklist-sectioned","not-started","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 2, 4, 6 - 29/06/2023","Pile Construction Card - SW 2"
"451f315a-2fab-4911-9a2a-709dedcafabc","","checklist-sectioned","not-started","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 2, 4, 6 - 29/06/2023","Pile Construction Card - SW 4"
"a780857f-1f64-45b4-afb8-3e157fe09c07","","checklist-sectioned","not-started","DS2672-ITP-S105 - Pile Construction Card - Rev 2","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 2, 4, 6 - 29/06/2023","Pile Construction Card - SW 6"
"3734d765-d96a-404a-a06e-860bbc7734ef","","checklist-sectioned","not-started","DS2672-ITP-S107 - Piling Logging Hold Points - Rev 1","checklist","FALSE","FALSE","SECTION 7 – PILING","Pile SW 2, 4, 6 - 29/06/2023","DS2672-ITP-S107 - Piling Logging Hold Points - Rev 1"
"9b4367c6-8a3c-42f0-adfe-e7a4fb8ac9f5","","folder-normal","work-in-progress","","step","TRUE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE"
"55145bd7-1448-4c7b-9811-37f7e878b329","","checklist-sectioned","work-in-progress","DS2672-ITP-S109 - EW and Drainage Material - Rev 1","checklist","FALSE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Earthworks and Drainage Materials"
"8fa0f34a-15f2-471d-8b64-3672a10e228d","","checklist-sectioned","not-started","DS2672-ITP-S110 - EW General and Setup - Rev 1","checklist","FALSE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Earthworks Overarching, Diversion, and Clearing Inspection and Test Plan"
"31daaa16-ec75-4f08-a614-883cb603dfe9","","folder-normal","not-started","","step","TRUE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Drainage"
"03d83f5e-a8cd-4619-b03a-743725ac0d00","","checklist-sectioned","not-started","DS2672-ITP-S111 - Drainage - Rev 1","checklist","FALSE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Drainage","Drainage Inspection and Test Plan"
"0e87ee37-ffe1-46f2-843e-c85b73100634","","folder-normal","not-started","","step","TRUE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Buttress Fill "
"0dbf130d-74b1-46a1-8ee6-d35232541e90","","checklist-sectioned","not-started","DS2672-ITP-S112 - Buttress Fill - Rev 1","checklist","FALSE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Buttress Fill ","Buttress Fill - Inspection and Test Plan - Area:"
"39858759-79e6-468e-b3f5-788ca2186a6a","","folder-normal","not-started","","step","TRUE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Rip Rap"
"378f53a6-a80a-4d24-a850-80e1f6573b4c","","checklist-sectioned","not-started","DS2672-ITP-S113 - Rip Rap - Rev 1","checklist","FALSE","FALSE","SECTION 5 – BULK EARTHWORKS AND DRAINAGE","Rip Rap","Rip Rap - Inspection and Test Plan - Area:"
"498787a0-fff3-4f51-b24f-852097e38260","","folder-normal","not-started","","step","TRUE","FALSE","SECTION 8 – WALL AND SLAB"
"1af039dc-6ea8-433a-bfcb-4154542ef63f","","checklist-sectioned","not-started","DS2672-ITP-S114 - Wall And Slab Materials - Rev 1","checklist","FALSE","FALSE","SECTION 8 – WALL AND SLAB","Wall And Slab Materials"
"71219919-07e0-466d-9762-b66f69ee451e","","checklist-sectioned","not-started","DS2672-ITP-S115 - Wall And Slab Overarching - Rev 1","checklist","FALSE","FALSE","SECTION 8 – WALL AND SLAB","Wall And Slab Overarching"
"b3cbcce6-80dc-47d4-b707-f6c9bd77bd16","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SECTION 8 – WALL AND SLAB","Slab Pours"
"96287460-2b87-4780-b334-fdaef87e2ae6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","SECTION 8 – WALL AND SLAB","Wall Pours"
"06dd9886-a5e0-44ba-b699-f11ccd2bb68b","","folder-normal","not-started","","step","TRUE","FALSE","SECTION 9 – RAIL AND WALKWAY"
"34d74ca3-a134-4f57-b9f7-755cbc0b0edd","","checklist-sectioned","not-started","DS2672-ITP-S117 - Rail and Walkway Materials - Rev 1","checklist","FALSE","FALSE","SECTION 9 – RAIL AND WALKWAY","Rail and Walkway Materials"
"08be4c7a-992e-481d-a059-9fc5cd38371f","","checklist-sectioned","not-started","DS2672-ITP-S119 - Welding Finishing and Coating - Rev 1","checklist","FALSE","FALSE","SECTION 9 – RAIL AND WALKWAY","Welding Finishing and Coating"
"a562a95f-47eb-4910-ad8e-bfa338bf05c6","","checklist-sectioned","not-started","DS2672-ITP-S120 - Rail and Walkway Installation - Rev 1","checklist","FALSE","FALSE","SECTION 9 – RAIL AND WALKWAY","Rail and Walkway Installation"
"9fc95d4d-35e1-46fd-a31e-77de9c5f1a32","","folder-normal","not-started","","step","TRUE","FALSE","SECTION 9 – RAIL AND WALKWAY","Rail and Walkway Concrete"
"2ccd63b9-817a-42dc-a984-4db0a8c1d3d7","","checklist-sectioned","not-started","DS2672-ITP-S118 - Walkway Concrete Construction - Rev 1","checklist","FALSE","FALSE","SECTION 9 – RAIL AND WALKWAY","Rail and Walkway Concrete","Walkway Concrete Construction - Pour No. 01 - "
