"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"B11 - Ground Floor",,"ground floor","b11"
,,"B11 - Level 1",,"level 1","b11"
,,"B11 - Level 2",,"level 2","b11"
,,"B10 - Ground Floor",,"b10","ground floor"
,,"B10 - Level 1",,"b10","level 1"
,,"B10 - Level 2",,"b10","level 2"
,,"B9 - Ground Floor",,"ground floor","b9"
,,"B9 - Level 1",,"level 1","b9"
,,"B9 - Level 2",,"level 2","b9"
,,"B8 - Ground Floor",,"ground floor","b8"
,,"B8 - Level 1",,"level 1","b8"
,,"B7 - Level 1",,"b7","level 1"
,,"B7 - Level 2",,"b7","level 2"
,,"B6 - Level 1",,"b6","level 1"
,,"B6 - Level 2",,"b6","level 2"
,,"B5 - Ground Floor",,"ground floor","b5"
,,"B5 - Level 1",,"level 1","b5"
,,"B5 - Level 2",,"level 2","b5"
,,"B4 - Ground Floor",,"ground floor","b4"
,,"B4 - Level 1",,"level 1","b4"
,,"B4 - Level 2",,"b4","level 2"
,,"B3 - Ground Floor",,"ground floor","b3"
,,"B3 - Level 1",,"b3","level 1"
,,"B3 - Level 2",,"b3","level 2"
,,"B2 - Ground Floor",,"b2","ground floor"
,,"B2 - Level 1",,"b2","level 1"
,,"B2 - Level 2",,"b2","level 2"
,,"B1 - Ground Floor",,"ground floor","b1"
,,"B1 - Level 1",,"level 1","b1"
,,"B1 - Level 2",,"level 2","b1"
,"Columns"
,,"Timber Framing",,"timber framing"
,,"Floor Framing",,"floor framing"

