Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Floor Finishes - WING A,,,,,
,Scope,,,floor finishes,wing a
,Rows,,,,
,,WING A,dynamic,floor finishes,wing a
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"subfloor, floor preparation, adhesive",
,,Carpet / Vinyl,,carpet / vinyl,
,,Wall Finish,,wall finish,
,,Protection and Handover,,protection and handover,
,,,,,
Floor Finishes - WING B1,,,,,
,Scope,,,floor finishes,wing b1
,Rows,,,,
,,WING B1,dynamic,floor finishes,wing b1
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"subfloor, floor preparation, adhesive",
,,Carpet / Vinyl,,carpet / vinyl,
,,Wall Finish,,wall finish,
,,Protection and Handover,,protection and handover,
,,,,,
Floor Finishes - WING B2,,,,,
,Scope,,,floor finishes,wing b2
,Rows,,,,
,,WING B2,dynamic,floor finishes,wing b2
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"subfloor, floor preparation, adhesive",
,,Carpet / Vinyl,,carpet / vinyl,
,,Wall Finish,,wall finish,
,,Protection and Handover,,protection and handover,
,,,,,
Floor Finishes - WING C,,,,,
,Scope,,,floor finishes,wing c
,Rows,,,,
,,WING C,dynamic,wing c,floor finishes
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"subfloor, floor preparation, adhesive",
,,Carpet / Vinyl,,carpet / vinyl,
,,Wall Finish,,wall finish,
,,Protection and Handover,,protection and handover,
,,,,,
Floor Finishes - WING D,,,,,
,Scope,,,floor finishes,wing d
,Rows,,,,
,,WING D,dynamic,wing d,floor finishes
,Columns,,,,
,,"Subfloor, Floor Preparation, Adhesive",,"subfloor, floor preparation, adhesive",
,,Carpet / Vinyl,,carpet / vinyl,
,,Wall Finish,,wall finish,
,,Protection and Handover,,protection and handover,
