"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Retention Piles - Simple Progress"
,"Scope",,,"retention piles"
,"Rows"
,,"Zone 1 - RP154-RP200","grouping","rp154-rp200"
,,"RP154 - Type E5","expanded","rp154-rp200","rp154 - type e5"
,,"RP155 - Type E5","expanded","rp154-rp200","rp155 - type e5"
,,"RP156 - Type E5","expanded","rp156 - type e5","rp154-rp200"
,,"RP157 - Type E5","expanded","rp157 - type e5","rp154-rp200"
,,"RP158 - Type E5","expanded","rp158 - type e5","rp154-rp200"
,,"RP159 - Type E5","expanded","rp159 - type e5","rp154-rp200"
,,"RP160 - Type E5","expanded","rp154-rp200","rp160 - type e5"
,,"RP161 - Type E5","expanded","rp154-rp200","rp161 - type e5"
,,"RP162 - Type E5","expanded","rp162 - type e5","rp154-rp200"
,,"RP163 - Type E5","expanded","rp163 - type e5","rp154-rp200"
,,"RP164 - Type E5","expanded","rp164 - type e5","rp154-rp200"
,,"RP165 - Type E5","expanded","rp165 - type e5","rp154-rp200"
,,"RP166 - Type E5","expanded","rp154-rp200","rp166 - type e5"
,,"RP167 - Type E5","expanded","rp154-rp200","rp167 - type e5"
,,"RP168 - Type E5","expanded","rp154-rp200","rp168 - type e5"
,,"RP169 - Type E5","expanded","rp154-rp200","rp169 - type e5"
,,"RP170 - Type E5","expanded","rp170 - type e5","rp154-rp200"
,,"RP171 - Type E5","expanded","rp154-rp200","rp171 - type e5"
,,"RP172 - Type E5","expanded","rp154-rp200","rp172 - type e5"
,,"RP173 - Type E5","expanded","rp154-rp200","rp173 - type e5"
,,"RP174 - Type E5","expanded","rp154-rp200","rp174 - type e5"
,,"RP175 - Type E5","expanded","rp154-rp200","rp175 - type e5"
,,"RP176 - Type E5_L1","expanded","rp154-rp200","rp176 - type e5_l1"
,,"RP177 - Type E5_L1","expanded","rp154-rp200","rp177 - type e5_l1"
,,"RP178 - Type E5","expanded","rp154-rp200","rp178 - type e5"
,,"RP179 - Type E5","expanded","rp179 - type e5","rp154-rp200"
,,"RP180 - Type E5_L1","expanded","rp180 - type e5_l1","rp154-rp200"
,,"RP181 - Type E5_L1","expanded","rp154-rp200","rp181 - type e5_l1"
,,"RP182 - Type E5","expanded","rp154-rp200","rp182 - type e5"
,,"RP183 - Type E5","expanded","rp154-rp200","rp183 - type e5"
,,"RP184 - Type E5_L1","expanded","rp154-rp200","rp184 - type e5_l1"
,,"RP185 - Type E5_L1","expanded","rp154-rp200","rp185 - type e5_l1"
,,"RP186 - Type E5","expanded","rp186 - type e5","rp154-rp200"
,,"RP187 - Type E5","expanded","rp187 - type e5","rp154-rp200"
,,"RP188 - Type E5","expanded","rp188 - type e5","rp154-rp200"
,,"RP189 - Type E5","expanded","rp154-rp200","rp189 - type e5"
,,"RP190 - Type E6A","expanded","rp190 - type e6a","rp154-rp200"
,,"RP191 - Type E6A","expanded","rp154-rp200","rp191 - type e6a"
,,"RP192 - Type E6A","expanded","rp154-rp200","rp192 - type e6a"
,,"RP193 - Type E6A","expanded","rp193 - type e6a","rp154-rp200"
,,"RP194 - Type E6A_L1","expanded","rp154-rp200","rp194 - type e6a_l1"
,,"RP195 - Type E6A_L1","expanded","rp154-rp200","rp195 - type e6a_l1"
,,"RP196 - Type E6A_L1","expanded","rp154-rp200","rp196 - type e6a_l1"
,,"RP197 - Type E6A","expanded","rp154-rp200","rp197 - type e6a"
,,"RP197-B - Type E6A","expanded","rp197-b - type e6a","rp154-rp200"
,,"RP198 - Type E6A","expanded","rp154-rp200","rp198 - type e6a"
,,"RP199 - Type E6","expanded","rp154-rp200","rp199 - type e6"
,,"RP200 - Type E6","expanded","rp154-rp200","rp200 - type e6"
,,"Zone 1 - RP201-RP289","grouping","rp201-rp289"
,,"RP201 - Type E6","expanded","rp201-rp289","rp201 - type e6"
,,"RP202 - Type E6","expanded","rp202 - type e6","rp201-rp289"
,,"RP203 - Type E6","expanded","rp201-rp289","rp203 - type e6"
,,"RP204 - Type E6","expanded","rp204 - type e6","rp201-rp289"
,,"RP205 - Type E6","expanded","rp201-rp289","rp205 - type e6"
