"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Overall Progress"
,"Scope",,
,"Rows"
,,"RW14 - 03",,"rw14 - 03"
,,"RW14 - 04",,"rw14 - 04"
,,"RW14 - 05",,"rw14 - 05"
,,"RW14 - 06",,"rw14 - 06"
,,"RW14 - 07",,"rw14 - 07"
,,"RW14 - 08",,"rw14 - 08"
,,"RW14 - 09",,"rw14 - 09"
,,"RW14 - 10",,"rw14 - 10"
,,"RW14 - 11",,"rw14 - 11"
,,"RW14 - 12",,"rw14 - 12"
,,"RW14 - 13",,"rw14 - 13"
,,"RW14 - 14",,"rw14 - 14"
,,"RW14 - 15",,"rw14 - 15"
,,"RW14 - 16",,"rw14 - 16"
,,"RW14 - 17",,"rw14 - 17"
,,"RW14 - 18",,"rw14 - 18"
,,"RW14 - 19",,"rw14 - 19"
,,"RW14 - 20",,"rw14 - 20"
,,"RW14 - 21",,"rw14 - 21"
,,"RW14 - 22",,"rw14 - 22"
,,"RW14 - 23",,"rw14 - 23"
,,"RW14 - 24 10/2",,"rw14 - 24 10/2"
,,"RW14 - 25 10/2",,"rw14 - 25 10/2"
,,"RW14 - 26 10/2",,"rw14 - 26 10/2"
,,"RW14 - 27 13/2",,"rw14 - 27 13/2"
,,"RW14 - 28 13/2",,"rw14 - 28 13/2"
,,"RW14 - 29 14/2",,"rw14 - 29 14/2"
,,"RW14 - 30 14/2",,"rw14 - 30 14/2"
,,"RW14 - 31 15/2",,"rw14 - 31 15/2"
,,"RW14 - 32 15/2",,"rw14 - 32 15/2"
,,"RW14 - 33 15/2",,"rw14 - 33 15/2"
,,"RW14 - 34 16/2",,"rw14 - 34 16/2"
,,"RW14 - 35 16/2",,"rw14 - 35 16/2"
,,"RW14 - 36 16/2",,"rw14 - 36 16/2"
,,"RW14 - 37 17/2",,"rw14 - 37 17/2"
,,"RW14 - 38 17/2",,"rw14 - 38 17/2"
,,"RW14 - 39 17/2",,"rw14 - 39 17/2"
,,"RW14 - 40 17/2",,"rw14 - 40 17/2"
,,"RW14 - 41 20/2",,"rw14 - 41 20/2"
,,"RW14 - 42 20/2",,"rw14 - 42 20/2"
,,"RW14 - 43 20/2",,"rw14 - 43 20/2"
,,"RW14 - 44 21/2",,"rw14 - 44 21/2"
,,"RW14 - 45 21/2",,"rw14 - 45 21/2"
,,"RW14 - 46 21/2",,"rw14 - 46 21/2"
,,"RW14 - 47 21/2",,"rw14 - 47 21/2"
,,"RW14 - 48 22/2",,"rw14 - 48 22/2"
,,"RW14 - 49 22/2",,"rw14 - 49 22/2"
,"Columns"
,,"Information Complete",,"information complete"
,,"Concrete Volume","Concrete Volume","information complete"
,,"Concrete Strength","Concrete Strength","information complete"
,,"Prepour",,"prepour"
,,"Length/Width/Thickness/Cutouts",,"length/width/thickness/cutouts"
,,"Square",,"square"
,,"Edge Details & Rebates",,"edge details & rebates"
,,"Cast in items (Inserts, Weldplates)",,"cast in items (inserts, weldplates)"
,,"Main Reinforcing",,"main reinforcing"
,,"Starters",,"starters"
,,"Stirrups",,"stirrups"
,,"Lifters",,"lifters"
,,"Mould Cleaned & Oiled",,"mould cleaned & oiled"
,,"Tie wire Trimmed",,"tie wire trimmed"
,,"Rugasol",,"rugasol"
,,"Drawings & General Photos",,"drawings & general photos"
,,"Concrete",,"concrete"
,,"Concrete results obtained",,"concrete results obtained"
,,"Concrete Docket Attached (photo)",,"concrete docket attached (photo)"
,,"Concrete Docket Number","Concrete Docket Number","concrete docket attached (photo)"
,,"Post Pour",,"post pour"
,,"Post pour Complete",,"post pour complete"
,,"Release Date","Release Date","post pour complete"
,,"Release Strength","Release Strength","post pour complete"
,,"Remedial Required",,"remedial required"
,,"Mould Face Finish",,"mould face finish"
,,"Near Face Finish",,"near face finish"
,,"Cast -In/Inserts/Penetrations",,"cast -in/inserts/penetrations"
,,"Starter lengths/Positions",,"starter lengths/positions"
,,"Approved",,"approved"
,,"Mill certificate attached",,"mill certificate attached"

