"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"180cd2a5-ad7d-4444-8825-aefcb1e52161","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Building details"
"f0498c12-8494-4649-8df5-8c73ec2230e1","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Site Information"
"54fcdf06-5058-456a-abfd-a307e092d3a4","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Site information - Final check"
"d9410df4-7f44-4a61-be31-edee39feda8c","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Emergency Lighting"
"f8b87574-2b0e-4171-8f36-2b15c5a04999","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Emergency Lighting - Final check"
"797cfa6d-8193-4737-ae17-f4feeba4ab5c","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Lighting Audit"
"623a373a-966b-4375-ba69-f43b060aa697","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Lighting Audit - Final check"
"68180b8a-ef70-4385-9a3e-f21ab393b7fe","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Distribution Board"
"19efc1d2-2482-4802-a780-c517d440f0cc","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Distribution Board - Final check"
"48ca2506-97f3-43a8-a30b-dc3b6477e175","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Thermal Imagery"
"a861c5a2-a5f9-4bee-9035-15e326c3d9d0","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Thermal Imagery - Final check"
"2b918179-c4cf-4e5f-9e59-3147ff8cd9fa","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - RCD Testing"
"9b2b70dc-2b57-4fb5-b71b-54d5f53dda92","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Comms Rack"
"ae7c9cc2-1133-47ce-bed5-e13a601ec334","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Comms Rack - Final check"
"1c8fcf54-cf2c-4155-a581-e3978b231547","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Test and Tag"
"f01dd047-c1d6-4ce5-87aa-46436e73019d","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Test and Tag - Final check"
"2bf27e9d-130e-4488-b36e-1353c9cf3309","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - General maintenance"
"045f2a4c-5c6e-4976-8d3c-02cc808bb1e0","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - General maintenance - Final check"
"cb65f6f1-fb5d-4799-a22b-d51b49f2943c","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Glenmore Park - New centre","SNSW Maintenance - Additional Notes"
"522cd485-f637-4b87-8dba-a602957d4b6b","","not-started","","folder","TRUE","FALSE","Gosford Service Centre"
"66b3eed0-a6ae-4185-9510-d9db9ecfbc90","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Building details"
"b14437ee-0c7b-4219-8262-65acc45ee8ce","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Site Information"
"40aead97-e4c5-43e2-be02-9337df123d3a","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Site information - Final check"
"b89581b8-bbc8-4f0e-8c76-a2ebc18800fd","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Emergency Lighting"
"99c41296-e9e1-4167-85a4-7f2e0d0a52bf","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"72589822-6c4d-4fad-9876-8cc791443536","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Lighting Audit"
"91761336-689d-4f93-b1ab-1c64c1e8d1f4","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"ec66ab12-3853-4ca0-af38-1e28d445a701","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Distribution Board"
"0a76ce67-b7d7-4df5-be29-d6f98dd55b57","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Distribution Board - Final check"
"dca9f711-5c4e-43c8-ab59-838cb32f6ffd","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Thermal Imagery"
"4c714dab-8144-41a6-a499-111368ae0131","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"4b7bbbca-871e-4f9d-8475-bf6a74445d71","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - RCD Testing"
"bf8fca9a-dd33-4967-be14-b6b42c7690c6","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Comms Rack"
"751ca8fb-c9b3-4843-b389-4a0c7d0b457e","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Comms Rack - Final check"
"6210c572-b77e-421b-9e83-15a180613399","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Test and Tag"
"82ccf265-aaed-46fe-9d37-8a21ab260826","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Test and Tag - Final check"
"79b71eb3-a4aa-4050-93d2-7d1cdd7ecfc8","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - General maintenance"
"2bdc7de8-bbc6-4038-9bba-4e01d8d08451","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - General maintenance - Final check"
"42a45519-8f8b-4db5-ba9d-7cfbe427652e","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Gosford Service Centre","SNSW Maintenance - Additional Notes"
"63de5cba-5850-4f0e-97d4-e09e1deabd4a","","not-started","","folder","TRUE","FALSE","Goulburn Service Centre"
"11c5c36b-43fa-4f3d-93cb-fa9a5fa8164a","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Building details"
"2e1cf022-2aac-4844-8aa6-8f9343234dd0","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Site Information"
"b739952c-f515-41ce-96b9-320217281f03","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Site information - Final check"
"78135351-af71-42e5-95b7-fd70bfb8acb3","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Emergency Lighting"
"6381863b-551d-454c-ac34-98d8c2956384","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"e8d67fb5-9ee1-4e53-81f2-83260fd23191","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Lighting Audit"
"1e4cb1fc-7e05-4739-bbde-bb1ebe6af36c","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"e9c2fe8d-7eee-4563-be00-9ffea519e362","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Distribution Board"
"ed646fb1-a7f1-4249-8b09-9fc294bafadf","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Distribution Board - Final check"
"bbdb99bb-6c32-4c20-8823-3c5127d173ce","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Thermal Imagery"
"c9aed455-bc9c-412f-b9d9-bce8b940a5bf","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"46117e5e-fae3-4f5c-9b50-5792247cf3ee","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - RCD Testing"
"aa557398-80f0-4c9a-964d-5d4485d304d0","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Comms Rack"
"646e9a2b-03ac-43c9-8886-4cda466b48cf","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Comms Rack - Final check"
"9c278529-7336-46ca-bcde-d2ce7033b7b8","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Test and Tag"
"369a8268-0ffb-48de-aeb5-39b95013da5a","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Test and Tag - Final check"
"afdae9c9-3f3e-4e31-9f55-c7cbbbcc405f","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - General maintenance"
"b2ca2b66-2fe5-4681-9b19-51c986c355e9","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - General maintenance - Final check"
"5ccc7172-7674-48bd-b6f4-3f06d3f0a2af","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Goulburn Service Centre","SNSW Maintenance - Additional Notes"
"a2fab5cc-37f4-43e9-b96b-bc01190705ce","","not-started","","folder","TRUE","FALSE","Grafton Service Centre"
"0425d594-9891-43d5-a396-8345aed406d0","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Building details"
"8f24cc87-41f8-4835-b70a-c4aa4be32d4f","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Site Information"
"cf292e55-eb15-4a7d-9520-9e21e9e4c395","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Site information - Final check"
"d59edc51-16a8-49d8-aa16-3fb5341578c9","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Emergency Lighting"
"54362a06-d849-47c7-b6d0-734ee2f907ff","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"b6079cb9-af96-4566-aea1-8e2375e00b5d","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Lighting Audit"
"09279fc8-5a20-426e-a32c-8e1665f2b3db","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"3cfa96c2-4990-4f5b-b0f1-74c2105042e4","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Distribution Board"
"e15b46fe-cacb-479e-8a26-783b97199dbc","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Distribution Board - Final check"
"582d7c94-a0f3-4de8-aa24-9bdf0174ba2e","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Thermal Imagery"
"804c641a-7fcb-422d-ba87-4f7928ff48bd","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"97027da7-0f3f-4620-8a49-323e379d7e5e","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - RCD Testing"
"db7b4ec1-ff49-4518-868b-3a3865d7fe3a","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Comms Rack"
"f921190c-f7eb-41d7-9347-57fa9f7092b5","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Comms Rack - Final check"
"b6d2077b-e4e3-4c2c-afe1-0c73054532f4","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Test and Tag"
"2c7154b4-eddc-4363-8ea7-7c360572bdc2","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Test and Tag - Final check"
"7653d855-ad7f-42cc-9428-d0ff56fe3a2c","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - General maintenance"
"4e384f05-d15a-4489-bd96-db54884eb532","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - General maintenance - Final check"
"20cebe14-b4ae-4a81-9626-151fa3fa4509","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Grafton Service Centre","SNSW Maintenance - Additional Notes"
"fab35f57-ebe7-4463-8553-18d24b8aa1e5","","not-started","","folder","TRUE","FALSE","Griffith Service Centre"
"3fe2b2c3-b2a5-4345-bf68-1c310f668598","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Building details"
"62bf041d-6ceb-4a5e-b183-f8fab703b319","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Site Information"
"7d20bba2-71fb-44cb-bd98-4ef6ec5b2294","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Site information - Final check"
"b034d2d0-6869-4703-9896-be814ea91135","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Emergency Lighting"
"95563888-bdbe-44c6-b9c0-e12f69e681e6","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"3366fd74-deb5-434f-8f29-7459589c2e0f","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Lighting Audit"
"987f815d-e0c1-48e4-a909-005e7d09db29","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"151a8368-38ac-4ee7-b79d-19752d275df4","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Distribution Board"
"4b82b9a3-2c30-4d21-b805-69a121884e73","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Distribution Board - Final check"
"0eb6bcc3-2c23-4495-8d2c-009ed3bfd594","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Thermal Imagery"
"b1ad5622-75a8-4a89-888c-6ae2582bc519","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"94c7a6d6-da41-4aed-8971-280590130f80","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - RCD Testing"
"b130491d-74e3-41ab-966c-1d5b074ae67f","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Comms Rack"
"18b939ab-3c86-4857-85c1-cf7e7bdbe1ec","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Comms Rack - Final check"
"f7a69c25-264b-42ca-9ed4-3cc1b3943593","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Test and Tag"
"e39987cd-36d6-49ac-96b1-ab45b0a15323","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Test and Tag - Final check"
"c7b456d7-572a-4a24-b4aa-e1b280817de4","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - General maintenance"
"7217ac84-70f7-4dd6-9827-427f502d0b10","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - General maintenance - Final check"
"1208685a-ff34-47f4-81ed-d2fb2f763af9","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Griffith Service Centre","SNSW Maintenance - Additional Notes"
"a478af07-9fce-4323-b32c-c6f3939a1f3b","","not-started","","folder","TRUE","FALSE","Gunnedah Service Centre"
"f31c670c-e23b-495b-bdaf-b94015a7c3b3","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Building details"
"5598e40e-2185-42a7-8719-f8eb77978fba","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Site Information"
"b72291cd-2a8e-411b-91a4-bffd5c5c0bba","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Site information - Final check"
"82135713-c5b8-4628-82e0-1a63304830a1","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Emergency Lighting"
"8f3d0935-5117-4baf-847f-d82984df569f","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"6f32ce6d-4dca-48d6-b61a-66e459e7c20e","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Lighting Audit"
"4f25dda6-4d22-4f61-8915-060c55fa1e87","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"890723a8-85d3-4ca5-b56d-4bb01c2cfb3a","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Distribution Board"
"b97da348-f545-4824-9ba6-3240a2637fef","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Distribution Board - Final check"
"4e413c8d-c17c-4378-96c3-ddba340bb1eb","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Thermal Imagery"
"71289e75-6f60-46e5-9160-ed29dbf3747c","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"ec04251c-751f-4720-9481-04fadff58fcc","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - RCD Testing"
"a40a07b1-e633-41d2-9825-9502376e6c51","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Comms Rack"
"2c0e97ea-60bf-499f-a8ee-941d7cf3c465","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Comms Rack - Final check"
"9e3abdb9-28b3-4643-8cd8-c6a6c4b542df","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Test and Tag"
"feecc255-c009-4854-be43-689802ac2843","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Test and Tag - Final check"
"05400d10-ea7a-4c22-8b9d-2f20aeb1229f","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - General maintenance"
"f23e6f74-8b2a-451a-adc2-4f47ecc070be","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - General maintenance - Final check"
"947145e5-c0df-456a-b078-f4ce688435ed","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Gunnedah Service Centre","SNSW Maintenance - Additional Notes"
"7f05e49c-bda5-4e65-9d79-c01c95c37eea","","not-started","","folder","TRUE","FALSE","Haymarket Service Centre"
"69e6bbc0-e755-4a9e-beaf-83d0d1bf4ed7","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Building details"
"1f6e5c57-8105-4ecb-802c-abc6f1704bba","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Site Information"
"3e8025d2-3c58-4fa9-aa4a-ffe98ba7a5fc","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Site information - Final check"
"299c5399-4700-4859-8235-50d06ce1ece8","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Emergency Lighting"
"a9713686-2eb5-4b3f-9f24-c2b112705b3f","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"4632a855-bd7d-469a-960e-fcceb8ebbdbf","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Lighting Audit"
"c011ae9f-4a13-45c9-97e5-6063fc9c8f34","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"91a50ccc-a220-442f-9b2a-6f88a1d32f2a","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Distribution Board"
"3ab3b526-94f0-40fd-a1d0-3157f5d6bbb2","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Distribution Board - Final check"
"82c720be-3b40-431c-85f3-a572aee7cc02","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Thermal Imagery"
"bf8f0622-0734-47d9-957c-34f4f2145b07","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"5e3cd643-b215-49d9-b605-0da574cf6705","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - RCD Testing"
"bc85a1b7-ffaa-4b20-82d5-fbc963e9ae4a","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Comms Rack"
"e5945b80-df41-4417-83d2-e764dcc29a08","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Comms Rack - Final check"
"995a2ac7-f9d9-4100-8f73-02cef03debe1","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Test and Tag"
"54be6bcb-65c1-46ca-a9ac-70b9d34ee768","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Test and Tag - Final check"
"965eb18f-86fa-47c1-af07-ffa18ead2491","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - General maintenance"
"3a0aa31f-ed5b-41c3-9f4e-1bcfa74da0ab","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - General maintenance - Final check"
"e616e8da-a12f-4add-a6f6-987ba9d10426","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Haymarket Service Centre","SNSW Maintenance - Additional Notes"
"6be649f8-5a63-4f79-9a21-b3ef885cb8f7","","not-started","","folder","TRUE","FALSE","Hay Service Centre"
"640f6b34-0e72-4857-9a7c-9ee7524aed1b","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Hay Service Centre","SNSW Maintenance - Building details"
"c90b1998-7fe6-4a26-bc52-4bd452707e8f","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Hay Service Centre","SNSW Maintenance - Site Information"
"b31e53d7-ebc2-4762-a775-45d3a0ee7264","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Hay Service Centre","SNSW Maintenance - Site information - Final check"
"c7f26a9e-114e-4d4c-a0cb-5e7689fb8003","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Hay Service Centre","SNSW Maintenance - Emergency Lighting"
"1fd58796-4ff0-4dc1-b1c6-80e640f0628f","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Hay Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"2bca8dc8-dacb-4d9a-a127-83cfd3718f32","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Hay Service Centre","SNSW Maintenance - Lighting Audit"
