"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"e7ad2444-5a1f-40fb-b4f1-a081eea52140","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Lighting Audit"
"95f031b7-058f-4b68-8b0a-764b006ded2f","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"4939d7c0-5ad7-405f-ad48-0f6ebd103f56","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Distribution Board"
"785cb606-3ac1-495a-9e16-433d1181999f","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Distribution Board - Final check"
"f1563d5e-08b7-4060-8d0b-179b010a0510","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Thermal Imagery"
"a5a12241-cec5-4886-94b6-a75d71535536","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"e1347beb-0f12-4e31-ae5b-a48e8b744cf3","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - RCD Testing"
"0cb3313a-f34a-42b3-b7ba-5e090baab11c","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Comms Rack"
"9b317634-43c7-4f41-805d-9dc151cd378d","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Comms Rack - Final check"
"81f29331-79a7-470e-b653-cface34ee603","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Test and Tag"
"d708955c-31fe-4fa2-943f-8e10cdcf1469","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Test and Tag - Final check"
"595af886-6661-4ef9-a5e9-85c79d7d047c","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - General maintenance"
"7a8b1689-06ec-475f-9a99-45021c239bc0","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - General maintenance - Final check"
"fee7e116-ed58-43d8-8475-0bab4f535384","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Newcastle Service Centre","SNSW Maintenance - Additional Notes"
"5fe5296c-bb37-42a4-94ff-c86872e04911","","not-started","","folder","TRUE","FALSE","North Rocks Service Centre"
"7f6d0dde-ee9a-4889-a2b8-a113f6dd7088","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Building details"
"804df0ef-724c-4cf6-b4ed-ac536f2f19d6","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Site Information"
"015e38cb-f59b-4e5b-b842-4b6d877d3a11","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Site information - Final check"
"05660768-b804-4688-b81c-2f15538c5361","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Emergency Lighting"
"351d94dd-711d-4639-9f65-f2fa0a595a69","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"938b6cf9-690b-47b0-b008-6af41e5e31a8","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Lighting Audit"
"5b686332-0219-43f7-919e-069bf0bc4799","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"eea0ea0d-f274-44b7-ba30-65002b5f0946","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Distribution Board"
"147605ea-aa40-4776-a864-7d630257274e","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Distribution Board - Final check"
"ce4e1901-3fec-4c82-9a37-0856125e89b0","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Thermal Imagery"
"b268933c-6778-448d-917c-e4c974fa75ba","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"15e12a95-224f-436d-8e74-d380596180ec","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - RCD Testing"
"adadd099-bbc0-43ee-9fe6-b34e6b42aedd","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Comms Rack"
"83b3d3c8-0334-46c2-8652-01692ea7e0cc","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Comms Rack - Final check"
"a4353e57-a91a-49ae-a6da-112c85cb1edc","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Test and Tag"
"d210d6d3-c891-4336-b232-a7f55d921212","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Test and Tag - Final check"
"23927be6-d417-4744-a612-c19cbb857038","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - General maintenance"
"69375410-9564-4055-8533-1e018704769a","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - General maintenance - Final check"
"d5c3b21c-b2a6-4adf-930a-90f485256782","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","North Rocks Service Centre","SNSW Maintenance - Additional Notes"
"9fcf7cd3-5802-4781-b1e1-03519153a679","","not-started","","folder","TRUE","FALSE","North Sydney Service Centre"
"9c19fb1b-ce7f-49ea-b26f-c43fb1dec061","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Building details"
"e5c58c9b-4633-46d3-b13c-db00407bfd1e","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Site Information"
"3b56419a-227a-421b-ac6d-4261f2de2f97","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Site information - Final check"
"4d3b3492-c431-48f3-9b50-d94689f987da","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Emergency Lighting"
"0f0d48d2-c435-487d-a023-2ce69831ec17","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"a8967567-6c08-4935-9993-24ec6e711ed0","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Lighting Audit"
"7884b5e1-feaf-439f-b88c-2c65f928be0d","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"c0f2fdde-3896-4f3c-b979-9c9b782c2883","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Distribution Board"
"efbb2beb-c157-4baa-83ff-0ce7c2470b0c","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Distribution Board - Final check"
"f19ad4f2-4638-448c-86e2-16b28e5bb197","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Thermal Imagery"
"663c6698-6e6f-480f-98f2-fd8dbf956f13","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"7160f2e5-f875-4fd0-aef4-675682ea2a17","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - RCD Testing"
"7107527d-25b3-493c-942e-4ee88ea37e19","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Comms Rack"
"014056a9-0516-493f-aabe-a75b81284f1b","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Comms Rack - Final check"
"873ce73f-f43d-49d4-8266-3282c6a9ba45","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Test and Tag"
"3712a171-02d6-47a2-9ac8-f49399fefa75","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Test and Tag - Final check"
"6d956ecc-320e-4ba9-8e25-e203b79f8ca0","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - General maintenance"
"d152ef76-ff25-43c8-8d42-f3fd3260984f","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - General maintenance - Final check"
"e668412e-7202-4f9b-a57f-d479faed38f5","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","North Sydney Service Centre","SNSW Maintenance - Additional Notes"
"2e787702-4ceb-41d6-921e-9ad7e7b572c5","","not-started","","folder","TRUE","FALSE","Nowra Service Centre"
"517d71db-6e84-4b7c-a2fe-afed9d740464","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Building details"
"481dd0ca-1b1f-41f7-8d13-bdd183086a19","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Site Information"
"c12d3816-31b8-4ef5-9b2d-1ae58652d288","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Site information - Final check"
"79d7cf20-0dcd-4e70-ac52-0c1a98ad8dba","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Emergency Lighting"
"1f539a89-15c9-44e4-8884-f223fc1d1c18","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"05350387-aef3-4fab-9221-06550d0eb618","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Lighting Audit"
"c3586cc5-729b-4c5c-a66f-053db1abf59f","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"2a4ef339-208d-4af4-8101-e8a333aad156","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Distribution Board"
"961f47e6-96f9-4c86-b967-0685cf21fcd4","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Distribution Board - Final check"
"22381410-62c8-480e-a6b7-1eef99401f3a","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Thermal Imagery"
"411107af-15d6-4a8d-854b-a00c2ef0cb91","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"ca171e87-c309-4443-8e82-1dacb5421a74","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - RCD Testing"
"87b6ac1b-0bfe-4a9e-ae4d-d95df260af56","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Comms Rack"
"d9098b05-a097-4277-b331-6ef5b280e2bc","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Comms Rack - Final check"
"f126e95e-bef0-400e-a5d5-932c04fba951","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Test and Tag"
"ab346130-3b10-4fa5-9a8b-1a057efffa2e","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Test and Tag - Final check"
"bf78a712-1529-4223-bb49-617b7d529a05","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - General maintenance"
"8ae3a7de-264f-4416-9d2a-7b30fe8f9b25","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - General maintenance - Final check"
"2815b07d-de25-408d-8360-90573e82fcef","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Nowra Service Centre","SNSW Maintenance - Additional Notes"
"cf891efc-3236-4285-a1e3-8f5b5d7af4c2","","not-started","","folder","TRUE","FALSE","Nyngan Service Centre"
"138d0ba1-95aa-4ce5-9864-150673b350fb","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Building details"
"99a73ec7-b128-497c-9298-129fc0dbf647","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Site Information"
"32e2bd15-10bb-4b4e-905d-5e6f17dd44a9","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Site information - Final check"
"5bea63fd-7a53-46ce-9ff1-77692b9fced1","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Emergency Lighting"
"03ac0e31-1e79-456f-8a17-a1dffa6d8f28","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"8088f6ea-1b89-4ec0-b69c-29137bea8ac3","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Lighting Audit"
"81e313ed-957e-41d5-addb-c49cb39d6f7f","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"ec35b2bf-c4f3-4e16-a2d7-1c61954fbeed","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Distribution Board"
"ebb69ff0-5ee1-48eb-b179-ffad955b9f59","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Distribution Board - Final check"
"f8078701-94d8-4ec5-89b0-0e12c9017357","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Thermal Imagery"
"4bd8e992-bbdf-42b8-ab8d-17826bee38ab","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"88061675-9ca1-481e-b1f9-836eaf3cf1c2","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - RCD Testing"
"a9c3356d-557f-4e6c-8ed6-97f0f81e4d13","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Comms Rack"
"5e3c5cf8-ce9d-4448-b60e-2817720ca1ea","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Comms Rack - Final check"
"ea3d4d92-a539-4047-89c0-35196ad276b5","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Test and Tag"
"07545da7-ea80-455d-8601-8f76f9630193","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Test and Tag - Final check"
"e21bcf6f-01df-47e7-a894-edb1d1015333","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - General maintenance"
"f24cb1de-203b-4459-870b-3a2c4677a43f","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - General maintenance - Final check"
"82649a4d-1a44-400d-9112-3cb4dde17bde","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Nyngan Service Centre","SNSW Maintenance - Additional Notes"
"f5c5e256-feb7-4807-a002-2c98a7df1b7c","","not-started","","folder","TRUE","FALSE","Orange Service Centre"
"b3b54510-5cbb-4856-9328-0d674b22c777","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Building details"
"6e1b0879-1c36-437b-86ad-be0cf03fd130","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Site Information"
"4a51cdc9-22f9-44af-906c-b40cef4f9fe0","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Site information - Final check"
"bfb007af-4211-4555-9b41-e1bba0e03a97","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Emergency Lighting"
"8561f60d-50f5-4943-8e02-1eb88d351122","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"2d392833-8d4d-4ff4-927b-6998eb7cfc82","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Lighting Audit"
"4c345e03-9af7-4f7d-bd8a-ab8b31edcfef","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"6856f359-2c68-44a0-ab6d-61a894dce69e","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Distribution Board"
"756953da-0ace-4b13-8723-83e012f23ce8","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Distribution Board - Final check"
"1e99358e-5a4e-438d-988a-ce6f4d0eb335","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Thermal Imagery"
"23d29321-1d86-4fff-bed8-cb2627dbbeed","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"2cd9cdf9-a780-4994-b0b4-c24b6b1b5d2e","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - RCD Testing"
"512cbb1d-6145-4c3c-accb-9d55698dee6d","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Comms Rack"
"61f4f8cd-1a6d-466f-8606-e4b5c370841c","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Comms Rack - Final check"
"2745c837-8332-4a1d-9377-0941572fe992","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Test and Tag"
"3d9a2459-ccc9-4c75-9fa9-af6b1ca17cc7","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Test and Tag - Final check"
"1412cd1a-27ed-4f28-90dd-4fec4a9805eb","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - General maintenance"
"dbe56d35-ddab-4fd0-9c55-0e899b2a8f73","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - General maintenance - Final check"
"ce367395-f4ad-4ecf-9444-32cd97c08b5e","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Orange Service Centre","SNSW Maintenance - Additional Notes"
"6448a8f7-dbba-42cd-9e13-1fadcf6b5ec5","","not-started","","folder","TRUE","FALSE","Parkes Service Centre"
"a4c94c25-da74-4aab-af48-7f9e9800b6db","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Building details"
"027875ce-845a-4e4f-8fb5-e135657cd356","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Site Information"
"8839eda5-e8f6-4c05-a910-ed5eb8ecfba8","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Site information - Final check"
"80d3f45f-b236-4d58-94ed-5434e75d4900","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Emergency Lighting"
"16fa3814-b9fb-40d6-b9f8-04b725531f7a","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Emergency Lighting - Final check"
"08febd77-f9ac-4e56-9724-8f7b4fcb8665","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Lighting Audit"
"702ea069-36a5-49ff-8c2c-83e7f6441ab2","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Lighting Audit - Final check"
"82501c30-6515-4891-a6d7-d72ea3dabc51","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Distribution Board"
"940948e4-96d6-4786-a62f-ff9287fca167","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Distribution Board - Final check"
"ef28e060-0335-4e7f-ad6e-86983005afbc","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Thermal Imagery"
"4f3b462d-d18f-40e2-a041-61a464f4b379","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Thermal Imagery - Final check"
"ba0dd9d8-78da-4342-88c7-63d27b2c99e9","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - RCD Testing"
"94aa5f85-4aaf-4917-aa95-4a0b73c0e432","","not-started","SNSW Maintenance - Comms Rack","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Comms Rack"
"a90157f8-f1fa-4ae2-8bc1-5339186fd831","","not-started","SNSW Maintenance - Comms Rack - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Comms Rack - Final check"
"c016f735-5125-4697-9280-8b14459d9849","","no-status-not-started","SNSW Maintenance - Test and Tag","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Test and Tag"
"e6df1dc9-43ea-4ef7-a4f0-6efa42229548","","not-started","SNSW Maintenance - Test and Tag - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Test and Tag - Final check"
"061d70a8-9efb-4942-a231-acd113393e3b","","no-status-not-started","SNSW Maintenance - General maintenance","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - General maintenance"
"d40c2473-a1af-4c06-aa64-2096285651fa","","not-started","SNSW Maintenance - General maintenance - Final check","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - General maintenance - Final check"
"1af6ba1c-4691-4846-b1f3-79b02ded93c0","","no-status-not-started","SNSW Maintenance - Additional Notes","checklist","FALSE","FALSE","Parkes Service Centre","SNSW Maintenance - Additional Notes"
"6909bf8c-a2b4-45c2-8231-dd3c0a91fbac","","not-started","","folder","TRUE","FALSE","Parramatta Contact Centre"
"bb36d1ab-6ffb-4ab5-89ae-07918bd67200","","no-status-not-started","SNSW Maintenance - Building details","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Building details"
"c3286599-50f1-4eda-98d1-9ac5e56abcee","","not-started","SNSW Maintenance - Site Information","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Site Information"
"a3f79f6a-1cd8-4149-ae61-122d4fefa475","","not-started","SNSW Maintenance - Site information - Final check","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Site information - Final check"
"283841ab-23eb-4b0b-95d7-e112d73be411","","not-started","SNSW Maintenance - Emergency Lighting","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Emergency Lighting"
"e98e725e-e518-4b66-a10c-ee0999fbbf63","","not-started","SNSW Maintenance - Emergency Lighting - Final check","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Emergency Lighting - Final check"
"aba7e736-6087-44d4-901f-7691b87ea3d3","","not-started","SNSW Maintenance - Lighting Audit","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Lighting Audit"
"9823529c-cb67-4dcf-b0f0-2db3b80b44d4","","not-started","SNSW Maintenance - Lighting Audit - Final check","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Lighting Audit - Final check"
"e9013cf8-f414-4964-8481-50b41a95adca","","not-started","SNSW Maintenance - Distribution Board","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Distribution Board"
"1e3bc3c9-0360-46f1-b0ab-b62731c40bfe","","not-started","SNSW Maintenance - Distribution Board - Final check","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Distribution Board - Final check"
"313b962c-257e-4027-a795-3bf33af773bd","","not-started","SNSW Maintenance - Thermal Imagery","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Thermal Imagery"
"8b044ad5-82eb-421e-8624-3d45d8bca7f0","","not-started","SNSW Maintenance - Thermal Imagery - Final check","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - Thermal Imagery - Final check"
"a767c7a5-35e3-49cc-aa8d-f69c367af77c","","not-started","SNSW Maintenance - RCD Testing","checklist","FALSE","FALSE","Parramatta Contact Centre","SNSW Maintenance - RCD Testing"
