"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"15daf0f2-1738-4077-ae28-db3c14bb55b9","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up"
"b9e2961c-b8bc-4ca9-ba68-6c7c7217ce4a","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up","Management Plans"
"bd01850e-cfbe-4059-88f4-2fab39217386","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP001 - ID 39 - Project Management Plan"
"77356c45-12e4-47fa-becd-ae79f55d89db","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP002 - IDs 9, 11, 12, 13 - WHS Management Plan, Incident, Crisis and Bushfire Management Plans"
"a38b9408-ae25-4751-b302-49df3b3f023c","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP003 - ID 7 - CEMP Stage 1, Early Works"
"fa080287-8db1-4ece-96d3-dca44e04276f","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP004 - ID 10.2 - Noise and Vibration Management Plan"
"74e4ba46-1ef4-4196-b273-1f1481324435","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP005 - ID 8 - Soil & Water Management Plan"
"2a784f6b-3e56-4ac2-8df4-4c06878b22ec","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP006 - ID 10.1 - Waste Management & Resource Recovery Sub-Plan"
"28f83ec9-71d7-4393-8c54-c1d2cfbdcbc9","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP007 - ID 16 - Clearing & Grubbing"
"3d7fe0fe-901d-4238-84b3-dd1c41bf44f6","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP008 - ID 20 - Site Establishment Plan"
"62955f61-5cbd-4865-82db-b49d4b6afd25","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP009 - ID 6 - Project Quality Plan & Records Management Plan"
"5466807f-0c91-4c66-9aac-233ae58d0d0f","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP010 - ID 9.1 - Workplace Risk Assessment (WRA)"
"28fe3bf8-119b-4ef9-8c3e-593df4772ab5","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP011 - ID 14 - Chain of Responsibility (CoR)"
"d36cec92-728f-44c2-9930-83b8197348de","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP012 - ID 3 - Jobs, Skills and Industry Participation Management Plan"
"4294f686-c801-4bee-9b85-84535bb29143","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP013 - ID 1 - Workplace Relations Management Plan"
"d7587df5-8943-447f-a7e2-ecd8b2287e76","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP014 - ID 40 - Covid-19 Management Plan"
"86c88806-9225-4145-8557-d92901a780ae","","checklist-flat","not-applicable","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP015 - ID 2 - Aboriginal Procurement Plan"
"f2d65f84-18c6-4140-bc4a-b01e0e72ecce","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP018 - ID 17 - Community and Stakeholder Engagement Plan"
"6084d224-31d4-4dcc-bf06-d6e766b68ade","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP019 - IDs 7, 8, 10.1, 10.2, 16 - Submission of CEMP Early Works and updated sub-plans"
"4cb8c4cc-7212-4d43-9acf-8ec9d58fe51e","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP021 - Earthworks Management Plan"
"f3a06c1d-0589-408f-a2b3-fb277d3ab396","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP022 - Submission of CTMP"
"69777ec1-9a49-41aa-bbc9-67f0491a6af6","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP025 - Submission of CEMP (Main Works)"
"0901f081-1307-4cf5-b9b0-100f58867ad1","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP027 - Main Works Enviro Plans - Sustainability, Clear + Grub, Contaminated Land, Asbestos Management"
"9087c814-e90b-4ccf-835d-f72d0c392900","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP029 - Utility Management Plan"
"3980a51c-445e-4263-a692-17dc40e44f16","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP030 - Aboriginal Industry Participation and Procurement Plan"
"0f9be1cd-cbc8-44e2-81c3-6b455aaf43b6","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP033 - Weed and Pathogen Management Sub-Plan (Early Works)"
"9a30532a-a4a1-4af8-9776-15e51224af0e","","checklist-flat","not-applicable","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP052 - Main Works - Heritage Management Sub-Plan (CANCELLED REFER HP065)"
"d4a917ab-390f-41d5-870f-d30e0e8bbf2b","","checklist-flat","not-applicable","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP053 - Main Works - Soil and Water Management Sub-Plan (CANCELLED REFER HP065)"
"1dc8c283-7c8b-4fea-b601-f11acd1a9817","","checklist-flat","not-applicable","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP054 - Main Works - Waste Management Sub-Plan (CANCELLED REFER HP065)"
"92e454d7-bab4-4012-bc3b-8e5160d9fab7","","checklist-flat","not-applicable","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP055 - Main Works - Air Quality Management Sub-Plan (CANCELLED REFER HP065)"
"2bf6bd92-5169-4c8e-807b-880f56a1dcfd","","checklist-flat","work-in-progress","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Management Plans","HP065 - CEMP (Main Works) and associated Sub Plans "
"34f037f0-a3c9-4bb4-8154-788460f6fc3f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up","Material and Subcontractor Approvals"
"1cd35c94-6c56-4277-843c-20d7774c733b","","checklist-flat","pass","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP017 - Submission of Tender Docs for Primary Testing"
"bc03de8b-8d4b-4dfd-b2e7-b555ad5e114f","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP023 - Accepting of Primary Tester"
"e1a151e2-e0a7-4c57-9b1c-c9713824c66c","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP028 - ABFI Steel - QA documentation (Part 1)"
"f5beed73-d471-4c57-b102-a84ef02c19ae","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP031 - ABFI Steel - 1200 Pile Casing Prototype"
"3c27e8dc-92af-4397-9a96-307e39a46718","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP035 - Approval for Contestable Electrical Subcontractor (JLE)"
"6b2bbdd5-abf2-46e2-8e5f-8b501d94782f","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP042 - ABFI Steel - 900 Pile Casing Prototype"
"acb102fe-e5bd-485f-abc4-219c2cccb1b0","","checklist-flat","work-in-progress","Project Startup Witness Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","WP001 - ABFI Steel welding qualifications"
"9b3b6e59-cac0-43ac-bc8e-bc02d7cabb15","","checklist-flat","work-in-progress","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP047 - Welding Procedure Specification"
"73a3e0a4-b3dd-4ea5-b188-db41afee2268","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","HP049 - Jemena provisional price"
"8515f71d-9296-45b6-8117-c55bbdcb1eb3","","checklist-flat","work-in-progress","Project Startup Witness Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","WP002 - Wagstaff Steel Welding Supervisor Qualifications"
"a7356896-6d66-4b80-a0f6-dc5c5595422e","","checklist-flat","work-in-progress","Project Startup Witness Point","checklist-flat","FALSE","FALSE","Project Start-Up","Material and Subcontractor Approvals","WP003 - Wagstaff Steel Welding Supervisor Qualification"
"dc7255d4-a566-4c87-8235-56b244c6d598","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up","Work Methodologies"
"08fce846-e14b-4d01-a4cc-73641784f47a","","checklist-flat","work-in-progress","Submission of Management Plan","checklist-flat","FALSE","FALSE","Project Start-Up","Work Methodologies","HP016 - G1 Cl 26 - Temporary Works Precast Pile Cap Shell"
"5492075c-0b74-4e98-8b2d-aa2e976c49a4","","checklist-flat","work-in-progress","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","Work Methodologies","HP080 - Verification of Driving Method"
"3ef074f7-f596-4ad7-b60b-f54c3dadc906","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up","G Specifications"
"d2fad042-4b58-417b-8d5a-7a109394a26c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up","G Specifications","G4 - Principal's Project Accom"
"d0eadb99-9dd3-438c-bdc3-d067a9cd209c","","checklist-flat","work-in-progress","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G4 - Principal's Project Accom","HP020 - Principal's Project Accom (G4 Cl 1.3)"
"9789736a-92fd-4f69-972d-f24a129f8f91","","folder-normal","pass","","step","TRUE","FALSE","Project Start-Up","G Specifications","G1"
"5747ee03-1728-4623-b76c-134946b1bdba","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP056 - (G1.29.2) - Main Works - Acceptance of Prior Work, Test Piles"
"39d8f5c5-7182-4a75-adf1-d3ac544f6afd","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP059 - (G1.26) Submission of Piling Pad Design"
"d854a2a1-ea64-4fa0-84c9-2b8b434f4fd1","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP60 - (G1.26) Submission of Standard Lifting Design"
"bf71e686-61f6-483b-ba4e-66469330544b","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP 067 - G1.26 Use of Temporary works (Pier 4 to Pier 6) Piling platform Sign off"
"49944af6-6efe-4464-9711-b2bfbb5e5158","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G1","HP075 - G1.26 Use of Temporary Works (Pier 7 to Pier 8) Piling Platform Sign off"
"96ec94c6-e163-4d1f-942c-2e0323aa1c22","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project Start-Up","G Specifications","G2"
"8ef8603a-83e4-4419-bfbc-e8f9f3b106f4","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up","G Specifications","G7 - Utilities"
"1d5dc4e4-12f5-47d8-951d-294b052d5fca","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","HP038 - Telstra Asset Relocation Conditions - SW359710-2 Issue 1"
"be8aead0-c7e7-48fa-8071-1bc23a54163d","Unsupported Children: folder-normal NCR(52260a75-dcc6-5c0f-8684-ea05538414d4)","checklist-sectioned","not-started","ITC 03 - B80 Concrete Structures (B80) Rev 1","checklist","FALSE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","TEST"
"52260a75-dcc6-5c0f-8684-ea05538414d4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Project Start-Up","G Specifications","G7 - Utilities","TEST","NCR"
"b3a08afc-24b2-498f-93d0-90f15391dfc2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Project Start-Up","G Specifications","G10 - Traffic"
"bf6d8901-dd31-4564-bf68-ac5205042981","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP034 - Name of Proposed Traffic Controllers (G10.1.7.4)"
"3d2e831a-0e11-4e28-bb64-0347691f7f66","","checklist-flat","work-in-progress","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP036 Proposed TGS for  Works (Withdrawn - TGSs to be resubmitted individually)"
"9f66a0db-462b-47ad-82c4-c4e3bb35c00d","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP044 - Name of Proposed Traffic Controllers (G10.1.7.4)"
"a5007878-a918-4d96-83db-a7fac7437ed8","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP045 - ROL - Whylandra St"
"a4cc0e21-fcbb-4712-9fb7-317c863b211b","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP046 - Name & Tickets of Proposed Traffic Controller (G10.1.7.4) - Kye Donnelly"
"58433478-00a2-4d85-bfb9-c9e71466e0fe","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP058 - Proposed TGS - Brisbane St X River st Intersection"
"baaf3505-fe4a-4942-b975-a6a93ed8accb","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP063 - ROL Bourke St"
"f375df14-477b-426d-9b50-48a5308d4988","","checklist-flat","work-in-progress","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP064 - TGS - Bourke St River St Shoulder Closure "
"719043c0-80a3-4f0d-b45e-c8805dd9a711","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP066 - Proposed Traffic Controllers "
"4aa685d7-22e1-4de1-aacb-6cfaba790946","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP072 - TGS - River st Drilling Works"
"8319eb74-af1b-45ca-b3ab-259532661bcd","","checklist-flat","pass","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP074 - Proposed Traffic Controllers "
"bdc969fb-e445-4c87-ade1-89081f41e610","","checklist-flat","work-in-progress","Project Startup Hold Point","checklist-flat","FALSE","FALSE","Project Start-Up","G Specifications","G10 - Traffic","HP076 - Proposed Traffic Controllers "
