Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,Switchboard,dynamic,Switchboard,,
,,Variable Speed Drives,dynamic,Variable Speed Drives,,
,,Smoke Clearance Fans,dynamic,Smoke Clearance Fans,,
,,Stair Tunnel pressurisation,dynamic,Stair Tunnel pressurisation,,
,,Ventilation Fans,dynamic,Ventilation Fans,,
,,ERV / HRV Unit,dynamic,ERV / HRV Unit,,
,,Packaged Unit,dynamic,Packaged Unit,,
,,Air Handling Unit,dynamic,Air Handling Unit,,
,,VRF / Split AC Unit - Operations - Ground Floor,dynamic,VRF / Split AC Unit,Operations,Ground Floor
,,VRF / Split AC Unit - Operations - Ground Floor (2),dynamic,VRF / Split AC Unit,Operations,Ground Floor (2)
,,VRF / Split AC Unit - Operations - First Floor,dynamic,VRF / Split AC Unit,Operations,First Floor
,,VRF / Split AC Unit - Operations - First Floor (2),dynamic,VRF / Split AC Unit,Operations,First Floor (2)
,,VRF / Split AC Unit - MHE Workshop - MHE / MHS,dynamic,VRF / Split AC Unit,MHE Workshop,MHE / MHS
,,VRF / Split AC Unit - Gatehouse - North,dynamic,VRF / Split AC Unit,Gatehouse,North
,,VRF / Split AC Unit - Gatehouse - South,dynamic,VRF / Split AC Unit,Gatehouse,South
,,VRF / Split AC Unit - Receiving Office - North,dynamic,VRF / Split AC Unit,Receiving Office,North
,,VRF / Split AC Unit - Dispatch Office - Office,dynamic,VRF / Split AC Unit,Dispatch Office,Office
,,VRF / Split AC Unit - GF Kiosk - Spine Data Room,dynamic,VRF / Split AC Unit,GF Kiosk,Spine Data Room
,,VRF / Split AC Unit - Truck Maintenance - GF Office,dynamic,VRF / Split AC Unit,Truck Maintenance,GF Office
,,VRF / Split AC Unit - Case Buffer IT - L1 IT workshop,dynamic,VRF / Split AC Unit,Case Buffer IT,L1 IT workshop
,,VRF / Split AC Unit - Energy Centre - Inverter Room,dynamic,VRF / Split AC Unit,Energy Centre,Inverter Room
,,CRAC Units - Operations - Data Room,dynamic,CRAC Units,Operations,Data Room
,,CRAC Units - Warehouse Spine - Data Room,dynamic,CRAC Units,Warehouse Spine,Data Room
,,CRAC Units - Energy Complex - UPS Room,dynamic,CRAC Units,Energy Complex,UPS Room
,,CRAC Units - Rotary Ventilator - Truck Maintenance,dynamic,CRAC Units,Rotary Ventilator,Truck Maintenance
,,CRAC Units - Rotary Ventilator - Truck Wash,dynamic,CRAC Units,Rotary Ventilator,Truck Wash
,,CRAC Units - Plant - Chilled Water Pump,dynamic,CRAC Units,Plant,Chilled Water Pump
,,CRAC Units - Plant - Chiller,dynamic,CRAC Units,Plant,Chiller
,,CRAC Units - Fire Damper - JR-WD-M-A-2105,dynamic,CRAC Units,Fire Damper,JR-WD-M-A-2105
,,CRAC Units - Fire Damper - JR-WD-M-E-2100,dynamic,CRAC Units,Fire Damper,JR-WD-M-E-2100
,Columns,,,,,
,,QA,,Paramount Air - 9743 - RCC MoRDC,,
