Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Stage 001 - Main Building ,dynamic,Stage 001 - Main Building ,
,,Stage 002 - Davies ,,Stage 002 - Davies ,
,,Stage 003 - Magee ,dynamic,Stage 003 - Magee ,
,,004 -Mellor ,dynamic,004 -Mellor ,
,Columns,,,,
,,Main Building & Townhouse Spiderproofing,,Main Building & Townhouse Spiderproofing,
,,Main Building Gutter Debris Removal,,Main Building Gutter Debris Removal,
,,Main Building Plaster Wall Washdowns,,Main Building Plaster Wall Washdowns,
,,Path Treatments & Lamp Cleaning,,Path Treatments & Lamp Cleaning,
