"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"13a39965-dd25-4115-9323-29fc5a740c1e","","folder-normal","work-in-progress","","step","TRUE","FALSE","North Carpark"
"1e80a9ae-fb9f-42cf-b49d-013f2b4332f9","","folder-normal","pass","","step","TRUE","FALSE","North Carpark","ITP-001 Clearing & Grubbing"
"e7a88713-1e43-4045-9c1c-5a59c8f94771","","checklist-sectioned","pass","ITP-01-001 - Clearing & Grubbing [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-001 Clearing & Grubbing","ITP-001-01 - Clearing & Grubbing - North Car Park"
"84a07bf4-1910-4e90-9d3d-0563e3c83c0a","","checklist-sectioned","pass","ITP-01-001 - Clearing & Grubbing [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-001 Clearing & Grubbing","ITP-001-02 - Clearing & Grubbing - North Car Park "
"5a8977f9-221d-47d2-a68c-ef3c6fc150d6","","checklist-sectioned","pass","ITP-01-001 - Clearing & Grubbing [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-001 Clearing & Grubbing","ITP-001-03 - Clearing & Grubbing - North Carpark"
"10aad30e-1cfe-4bfd-b000-f5b4a90769f9","","folder-normal","pass","","step","TRUE","FALSE","North Carpark","ITP-002 Stripping & Topsoil Replacement"
"dff79637-bebe-4db3-b614-bae7f344ca31","","checklist-sectioned","pass","ITP-01-002 - Stripping Topsoil & Topsoil Replacement [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-002 Stripping & Topsoil Replacement","ITP-002-01 - Stripping Topsoil - North Carpark"
"8943dd05-8b47-4e35-985a-93d9fd05e11e","","folder-normal","pass","","step","TRUE","FALSE","North Carpark","ITP-003 Subgrade Preperation"
"5f8e31ed-6745-4072-9832-7cbf4a73dc06","","checklist-sectioned","pass","ITP-01-003 - Subgrade Preparation [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-003 Subgrade Preperation","ITP-003-01 - North Carpark - Subgrade Preparation (Stripped Surface Level) 27.05.2022"
"0c190c61-d7ca-48c8-9d38-576915dcbf28","","checklist-sectioned","pass","ITP-01-003 - Subgrade Preparation [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-003 Subgrade Preperation","ITP-003-02 - North Carpark - Subgrade Preparation (Stripped Surface Level) 02.06.2022"
"3e9a7739-a94a-4351-bda1-da22a65827e7","","checklist-sectioned","pass","ITP-01-003 - Subgrade Preparation [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-003 Subgrade Preperation","ITP-003-03 - North Carpark - Subgrade Preparation (Stripped Surface Level) 03.06.2022"
"eaf1f3b7-064e-4985-a92c-4b6c526f6834","","checklist-sectioned","pass","ITP-01-003 - Subgrade Preparation [Tarneit] ","checklist","FALSE","FALSE","North Carpark","ITP-003 Subgrade Preperation","ITP-003-04 - North Carpark - Subgrade Preparation (Stripped Surface Level) 06.06.2022"
"2d8a4ec9-c841-43c3-8956-3ce1648bf395","","folder-normal","work-in-progress","","step","TRUE","FALSE","North Carpark","ITP-021 Type B Fill Placement"
