resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9,,,,,,
,step,,,,,,Patch Panel: 4344.03-PPT-00002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-038,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-039,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-040,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.03-041,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
,step,,,,FDR-4344.06,,,,,,,,,,,,,
,step,,,,,Rack: 4344.06-PPC-00001,,,,,,,,,,,,
Communications - Cabinet,checklist,,,,,,Cabinet ITC,,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.06-PPT-00001,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-004,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-008,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-009,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-010,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-011,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-012,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-013,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-014,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-015,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-016,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-017,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-018,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-019,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-020,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-021,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-022,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-023,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-024,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.06-PPT-00002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-038,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.06-039,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 8,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 9,,,,,,,,,,
,step,,,,FDR-4344.09,,,,,,,,,,,,,
,step,,,,,Rack: 4344.09-PPC-00001,,,,,,,,,,,,
Communications - Cabinet,checklist,,,,,,Cabinet ITC,,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.09-PPT-00001,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-004,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-008,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-009,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-010,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-011,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-012,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-013,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-014,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-015,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-016,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-017,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-018,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-019,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-020,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-021,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-022,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-023,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-024,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.09-PPT-00002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-038,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-039,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-040,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-041,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-042,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-043,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-044,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-045,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-046,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-047,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-048,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.09-PPT-00003,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-049,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-050,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-051,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-052,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-053,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-054,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-055,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-056,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-057,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-058,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-059,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-060,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-061,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-062,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-063,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-064,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-065,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-066,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-067,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-068,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-069,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.09-PPT-00004,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 8,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 9,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 10,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 11,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 12,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 13,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 14,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 15,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 16,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 17,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 18,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 19,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 20,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 21,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 22,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 23,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 24,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.09-PPT-00005,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-004,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-008,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-009,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-010,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-011,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-012,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-013,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-014,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-015,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-016,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-017,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-018,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-019,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-020,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-021,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-022,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-023,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-024,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.09-PPT-00006,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.09-4-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 8,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 9,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 10,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 11,,,,,,,,,,
,step,,,,FDR-4344.10,,,,,,,,,,,,,
,step,,,,,Rack: 4344.10-PPC-00001,,,,,,,,,,,,
Communications - Cabinet,checklist,,,,,,Cabinet ITC,,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.10-PPT-00001,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-004,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-008,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-009,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-010,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-011,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-012,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-013,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-014,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-015,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-016,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-017,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-018,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-019,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-020,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-021,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-022,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-023,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-024,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.10-PPT-00002,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-025,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-026,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-027,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-028,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-029,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-030,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-031,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-032,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-033,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-034,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-035,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-036,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-037,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-038,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-039,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-040,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-041,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-042,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-043,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-044,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-045,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-046,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-047,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-048,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.10-PPT-00003,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-049,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-050,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-051,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-052,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-053,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-054,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-055,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-056,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-057,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-058,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-059,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-060,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-061,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-062,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-063,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-064,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-065,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-066,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-067,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-068,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-069,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-070,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-071,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-072,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.10-PPT-00004,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-073,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-074,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-075,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-076,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-077,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-078,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-079,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-080,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-081,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-082,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-083,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-084,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-085,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-086,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-087,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-088,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-089,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-090,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-091,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-092,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-093,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-094,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-095,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-096,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.10-PPT-00005,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-097,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-098,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-099,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-100,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-101,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-102,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-103,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-104,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-105,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-106,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-107,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-108,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-109,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-110,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-111,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-112,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-113,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-114,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-115,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-116,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-117,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-118,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-119,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-120,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.10-PPT-00006,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-121,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-122,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-123,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-124,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-125,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-126,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-127,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-128,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-129,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-130,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-131,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 1,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 2,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 3,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 4,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 5,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 6,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 7,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 8,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 9,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 10,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 11,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 12,,,,,,,,,,
Communications - Copper,checklist,,,,,,,SPARE 13,,,,,,,,,,
,step,,,,,,Patch Panel: 4344.10-PPT-00007,,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-001,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-002,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-003,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-004,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-005,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-006,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-007,,,,,,,,,,
Communications - Copper,checklist,,,,,,,4344.10-4-008,,,,,,,,,,
