resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,step,,,Bridge Planks,,,,,,,,
,step,,,Abutment Base Type A,,,,,,,,
,step,,,,Checkers Checklist,,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A9,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A10,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A11,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A12,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A13,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A14,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A15,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A16,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A17,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A18,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A19,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A20,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A21,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A22,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A23,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A24,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A25,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A26,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A27,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A28,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A29,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A30,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A31,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A32,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A33,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A34,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A35,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A36,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A37,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A38,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A39,,,,,,
Checkers Checklist - Abutment Base - Type A,checklist,,,,,Base-A40,,,,,,
,step,,,,Installers Checklist,,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A9,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A10,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A11,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A12,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A13,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A14,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A15,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A16,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A17,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A18,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A19,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A20,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A21,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A22,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A23,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A24,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A25,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A26,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A27,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A28,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A29,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A30,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A31,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A32,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A33,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A34,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A35,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A36,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A37,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A38,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A39,,,,,,
Installers Checklist - Abutment Base - Type A,checklist,,,,,Base-A40,,,,,,
,step,,,Abutment Base Type A,,,,,,,,
,step,,,,Checkers Checklist,,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B7,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B8,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B9,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B10,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B11,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B12,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B13,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B14,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B15,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B16,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B17,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B18,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B19,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B20,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B21,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B22,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B23,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B24,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B25,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B26,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B27,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B28,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B29,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B30,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B31,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B32,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B33,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B34,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B35,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B36,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B37,,,,,,
Checkers Checklist - Abutment Base - Type B,checklist,,,,,Base-B38,,,,,,
,step,,,,Installers Checklist,,,,,,,
Installers Checklist - Abutment Base - Type B,checklist,,,,,Base-B7,,,,,,
Installers Checklist - Abutment Base - Type B,checklist,,,,,Base-B8,,,,,,
Installers Checklist - Abutment Base - Type B,checklist,,,,,Base-B9,,,,,,
Installers Checklist - Abutment Base - Type B,checklist,,,,,Base-B10,,,,,,
Installers Checklist - Abutment Base - Type B,checklist,,,,,Base-B11,,,,,,
Installers Checklist - Abutment Base - Type B,checklist,,,,,Base-B12,,,,,,
