"Rich Type","Id","Warnings","type","name","values","prefix","postfix","Usage Count","User Addable","Template Name","Template Id"
"checklist-flat",,"","checklist","Cell Comms V1",,,,0,"Yes","Cell Comms V1","13988f08-740b-4017-a1c9-2d595e12ccf5"
"checkpoint-status",,"","checkpoint","Communications cables fitted off"
"checkpoint-status",,"","checkpoint","Communications cables labelled"
"checkpoint-status",,"","checkpoint","Communications cables tested"
"checkpoint-status",,"","checkpoint","WAP Installed"
"checkpoint-status",,"","checkpoint","Cell complete"

"checklist-flat",,"","checklist","Comms BMS 2",,,,0,"Yes","Comms BMS 2","1ab0dfe9-067d-475a-986f-194f379876dc"
"checkpoint-status",,"","checkpoint","Communications BMS copper cables roughed in"
"checkpoint-status",,"","checkpoint","Terminated rack end"
"checkpoint-status",,"","checkpoint","Terminated field end"
"checkpoint-status",,"","checkpoint","Tested"
"checkpoint-status",,"","checkpoint","Labelled"
"checkpoint-status",,"","checkpoint","Outlets complete"

"checklist-flat",,"","checklist","OS2 - V1",,,,0,"Yes","OS2 - V1","220f70a3-4881-41c5-b611-34f6e373a258"
"checkpoint-status",,"","checkpoint","12 Core OS2 cable roughed in"
"checkpoint-status",,"","checkpoint","Terminated local end"
"checkpoint-status",,"","checkpoint","Terminated remote end"
"checkpoint-status",,"","checkpoint","Tested - OTDR"
"checkpoint-status",,"","checkpoint","Tested - Power/Light Meter"
"checkpoint-status",,"","checkpoint","Labelled"
"checkpoint-status",,"","checkpoint","Fibre link complete"

"checklist-flat",,"","checklist","Drawings / Documents",,,,0,"Yes","Drawings / Documents","25b41c33-aa51-45ae-9efd-7b8d7d27f7f9"
"checkpoint-status",,"","checkpoint","Attach Drawings / Docs"

"checklist-flat",,"","checklist","DJCS 2",,,,0,"Yes","DJCS 2","3e98a237-e00d-4b18-8bb4-422dff2cd7e2"
"checkpoint-status",,"","checkpoint","10 pair DJCS cable roughed in R1 Top"
"checkpoint-status",,"","checkpoint","Terminated local end"
"checkpoint-status",,"","checkpoint","Terminated remote end Administration Bldg PABX Rm"
"checkpoint-status",,"","checkpoint","Tested"
"checkpoint-status",,"","checkpoint","Labelled"
"checkpoint-status",,"","checkpoint","Copper backbone links complete"

"checklist-flat",,"","checklist","Rough In & Fit Off With Floor box",,,,4,"Yes","Rough In & Fit Off With Floor box","44adc196-0b95-4170-ac19-18c689f9a35c"
"checkpoint-status",,"","checkpoint","In slab conduits and FB blockout installed for FB"
"checkpoint-status",,"","checkpoint","Lighting roughed in"
"checkpoint-status",,"","checkpoint","Power roughed in"
"checkpoint-status",,"","checkpoint","Lighting control roughed in - KNX / DALI"
"checkpoint-status",,"","checkpoint","Light feed installed CB #"
"checkpoint-status",,"","checkpoint","Power feeds installed CB #"
"checkpoint-status",,"","checkpoint","Lighting fit off"
"checkpoint-status",,"","checkpoint","Power fit off"
"checkpoint-status",,"","checkpoint","Room complete"
"checkpoint-status",,"","checkpoint","Delays / Issues"

"checklist-flat",,"","checklist","OS2-V3",,,,0,"Yes","OS2-V3","4963fcab-3063-4b83-90b4-f6f3ea624cfe"
"checkpoint-status",,"","checkpoint","24 Core OS2 DJCS cable roughed in R1 Top"
"checkpoint-status",,"","checkpoint","12 Core OS2 PIN/PEN cable roughed in R1 Bottom"
"checkpoint-status",,"","checkpoint","Terminated local end"
"checkpoint-status",,"","checkpoint","Terminated remote end"
"checkpoint-status",,"","checkpoint","Tested - OTDR"
"checkpoint-status",,"","checkpoint","Tested - Power/Light Meter"
"checkpoint-status",,"","checkpoint","Labelled"
"checkpoint-status",,"","checkpoint","Fibre links complete"

"checklist-flat",,"","checklist","Racks 2",,,,0,"Yes","Racks 2","4a0cf19c-bdd4-4936-8abe-f5cc1498aa3c"
"checkpoint-status",,"","checkpoint","Install 15RU Wall Cabinet R4386"
"checkpoint-status",,"","checkpoint","Cabinet secured"
"checkpoint-status",,"","checkpoint","Cabinet fitted off"
"checkpoint-status",,"","checkpoint","Cable management installed"
"checkpoint-status",,"","checkpoint","PDU's Installed"
"checkpoint-status",,"","checkpoint","Cabinet labelled"
"checkpoint-status",,"","checkpoint","Cabinet cleaned"
"checkpoint-status",,"","checkpoint","Cabinet complete"

"checklist-flat",,"","checklist","Comms BMS 1",,,,0,"Yes","Comms BMS 1","4c885cc5-5eed-42a7-a435-0330936dd846"
