Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,,
ffb5aee9-8aed-43cb-95af-8b547f168e7f,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,ST175
f5a9ffe4-ae21-49d9-821e-0410f6219525,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,ST170
9527a03b-852b-400c-a68a-cf241f360f45,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD85
792eb176-6ba4-4bec-9c56-c790c06ba381,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD80
82cf5a0b-95ed-4514-a8b0-27b7c54e0390,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD75
fd563fd7-3cd4-4390-a5c8-5ddda6946288,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,ST70
a167c00f-1015-4ea7-b6ae-893f88703b53,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region B,VD65
ebe0acb5-7ea3-47fe-a70d-702b42a2dd12,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,
bd04c6b3-42d3-4a88-9280-97ef641ab8f0,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST165
834024b4-6f7e-4eed-b909-10dc9e280299,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST160
d376948c-a57c-4b14-8ad9-e053890a7cac,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST155
f0b4856b-a88c-4279-acab-e96b4a7603cd,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST150
2e0cf947-b7c3-4daf-836d-22b25fd46c5d,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST145
cd37c3df-33dc-4ba5-ba3a-3f86df613207,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST140
ee8026e0-343a-4a22-9b38-e2fa9dac6596,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,VD135
4417fe55-0bde-4479-b7ad-5ce9ed1fdb94,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST130
79c24a9b-272a-4f3e-bf9d-ea6d2902930c,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST125
0d90d8b2-eabc-42cd-9f98-e448356a9ce8,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST120
5e702a0d-d8b5-4000-bbb4-7b2159db8421,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST115
fc99999a-2b61-4ef2-914a-c6cf93582d34,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST110
0d4d5bfb-420b-44c9-bed2-df3b2a91d5bc,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST105
376d59ff-ea7a-4266-a16f-661696ced8a4,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST100
764e442f-bb90-42f6-bc59-672c354c3045,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,ST95
bb976c1d-3567-436c-bc66-58cfc4cbed4d,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 1,Stormwater Risers,Region C,VD90
2c866c3c-9f40-4cfd-a8d6-8877a90d1ae5,,folder-normal,fail,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Preline,,
cdf18e82-0494-4a3f-8bbc-c8c40522bbea,,folder-normal,fail,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,
14c578a8-92a1-4535-87f6-6db02bf8a7eb,,checklist-sectioned,not-started,QA - Plumbing Preline (Hallways),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Hallways
9408be88-2e1d-48d4-8a9a-f3f243fd7969,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs104
60f71d0e-07d3-413a-820f-d58b486b6153,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs105
a35333c1-52bd-4fea-bb42-3b2a3d9eeb59,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs106
b27165d4-fa19-4a01-8748-8e7307e0bbe6,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs107
b1f24c90-a056-4674-9c9f-d4a6448c2f25,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Don/dof shower
a10ed026-bf94-409e-9023-b2d7cf89da00,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs108
510bb462-fd93-4460-b642-8ce1ae89ef10,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Trauma
53ab643b-bce3-4c2c-a16c-7c0d4b73c811,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs109
e889f705-8821-4fa4-b113-b4c06894dafa,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs110
fe10fcd5-544f-4eca-a528-fbd087a3cca4,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs111
bca0f6c8-3a74-4d4e-a206-767425e0f8f7,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs112
6072228f-40f2-47b5-b240-343b27cf50ca,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs113
05d2c6fd-ae42-4d3c-9cdb-dcc43bcd58e0,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs114
a28372ca-eb96-4a1c-aec4-0072b10431ae,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs115
efb54d0d-8bd3-4717-b1d6-d0afd402b86d,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Nurse office
ffe13c4e-f942-480d-ba6b-15ba600abda7,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cleaners sink
cf5a07d7-d677-4c79-a92c-ac655d6c64cb,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Sluice
2b2b2014-73e1-4710-b166-4ad2da710c10,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs116
c7e5119a-1cc7-4bef-a264-04e8917c6afb,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region A:,Cs103
2d536852-a7c0-4658-b34a-d64d7889df22,,folder-normal,fail,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,
b67b3d07-7bf1-4e0e-ac78-b3f851587c10,,checklist-sectioned,not-started,QA - Plumbing Preline (Hallways),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Hallways
816f4a88-5506-48b6-b6fc-c23cef2f8151,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Cs117
a6767d39-770c-4d25-9da7-7cfd83dde88b,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Cs118
344a5f83-ece9-48a2-991b-3645cab29858,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Dining servers
8e3028dc-c8f3-489c-a528-70150c3f7a26,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Cs119
43b6b9f4-19de-43ad-b618-f5193336c860,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,WC
aa657123-1d4f-4718-a19b-7c6d1a269ca6,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Cs135
98d1e889-71be-47be-802e-f29f4d3ecc32,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Cs136
5ee6f40e-b47c-4457-8c50-2ca6be91efab,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Cs101
6dd43b39-96d1-49c3-bb9d-1db6b5d66aa9,,checklist-sectioned,fail,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region B,Cs102
37823e1f-5a0f-4e64-88f0-c8613e54fa05,,folder-normal,work-in-progress,,step,TRUE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,
d243a079-89a3-48fb-a433-003ea41900ce,,checklist-sectioned,not-started,QA - Plumbing Preline (Hallways),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Hallways
3cae4d47-c6b4-40d1-a1b9-72e789df044a,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs120
2efac753-7b5a-47b3-b06c-6b64cb30448e,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs121
f2ebda53-77a6-4304-b3df-c198efd383af,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Trauma
af0de4c9-4d8f-4191-ab05-487f2695a6c7,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs122
d2d80895-5147-4ea0-8015-99c357c8f3cc,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs123
cc31b0cc-2caa-46da-9bd2-9c7700d9d719,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs124
d2e9a116-e90b-4c96-93a7-05a102dfe530,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs125
28a606f6-bca6-4b42-891a-bff72a482507,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs126
87ee4f90-db14-46de-a122-cbca402dddff,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cleaners sink
dab4ac47-1c1f-4c0b-b009-0d5feaacb3d9,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Sluice room
95abe3b3-e7f1-498e-bcfa-ba0edcf6dc07,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs127
bbc8be5d-f9d9-43b5-b9c9-ac06a1e1b535,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs128
64d2d334-fd39-42f5-b1d9-36035185778d,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs129
08a0fed0-2f2d-4ea4-aef3-b9baebfe7428,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs130
2d04cfb5-0815-40ca-b025-f7d2cfa7da55,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs131
2a436f48-60de-4eaa-8343-d69067782955,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs132
43687044-b9b1-4ae4-b89c-1e0f1dbc1832,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs133
1e6b0295-e057-46dc-b4b8-345b517c4621,,checklist-sectioned,work-in-progress,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Don/dof
91502a5f-3468-4742-817e-8662950815df,,checklist-sectioned,not-started,QA - Plumbing Preline (Levels),checklist,FALSE,FALSE,Site QA,First Fix,Level 1,Preline,Region C,Cs134
b28b770b-a6de-4efe-a350-bd96bf0f23b0,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,,,
9e384bfc-887a-4e87-b916-91a991c3e89f,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,Water Risers,,
c8c6fc6f-e64f-4c77-8ce2-7982d2fe93df,,checklist-flat,not-started,QA - Water Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Water Risers,HWF5,
435d96a8-50d7-4f54-8a48-4525931bc3f8,,checklist-flat,not-started,QA - Water Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Water Risers,HWR5,
be05f179-585e-4047-b514-9e1b07f4a56e,,checklist-flat,not-started,QA - Water Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Water Risers,CW5,
15541680-cf21-4e5a-ba39-40ec61b38218,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,,
aa12e513-f230-4b79-b58c-4e5d5a6ef88b,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,
0af634a9-a75e-4432-aa5b-b0e6961f8de6,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD5
7ad7fdd7-4d64-443d-a274-124dda2ef8de,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,ST10
14b6a96a-6514-4e82-a143-03564cbe7e36,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,ST15
22b58153-26b6-450d-8649-f6c0aed8a41a,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,ST20
72f22571-a6ae-4580-b345-cf7ccab065f2,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD25
4da0f484-b4fa-4b46-9ba0-892e74e9b7bf,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD30
6163aa30-57b9-4c03-822e-6e5444dce79e,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD35
57d854eb-c8f7-4333-8edb-e61ad525bd6f,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,ST40
da7fbc9a-8086-43e4-b93e-e7e00e9b9a95,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD45
d1868322-8485-4727-9816-4de73bc52085,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD50
0c707c4f-a781-409a-8433-dab319b34d2a,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,ST55
7381abbe-f4aa-4fe0-9018-30848abfc786,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD60
8f8f12dc-082d-4ecf-b89e-68149b37609c,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD215
7c6072c6-73b7-4f40-81e6-0ec8498aebda,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,ST225
b6e472e9-aac2-47b6-b67d-2b3b253e890b,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region A,VD230
120c2a25-6b18-405d-b6e3-4b7ab9fef7e0,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,
2f035c53-20d0-4c86-b7fc-b37de3353a02,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD210
a894732f-99db-49b7-8f38-8a07a9f7affc,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD200
221fa2aa-1082-46ab-b78a-5e50ad1516e8,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD195
3e7099a5-8d64-4c2e-97ae-9c07e9354347,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD190
fbadcfd8-f99b-4a33-80e5-516d602af38c,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD185
e3c9b733-9172-48f1-a60a-ebf00ef1cab5,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,ST180
a61f23cd-a68e-4716-8fde-e213edb69f68,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,ST175
2406b77c-2705-4ea1-a258-2cd3e318da77,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,ST170
c7805fc8-76be-4315-9ac1-80d6de938426,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD85
5d87fb93-b148-4c22-91dc-f7128cb79b27,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD80
5b12905c-18d7-41d8-a0c0-5fbe9460b711,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD75
0e7cbed0-6ed7-42ca-a720-2624fa8e65ef,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,ST70
27ecfc6f-809e-40ad-9741-a02da1fc47db,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region B,VD65
9d82da5e-71ac-4cba-9d71-75d7fb6f00e0,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,
ca699465-16a0-4053-9b34-78031095cf97,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST165
7844d8fc-5c24-4ba9-936d-2f982634a60e,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST160
6a3e062d-604a-4f71-be09-e9e0d9c4bf96,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST155
400f52c1-7074-47f4-b939-1761e62d85ac,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST150
880f303c-a089-4315-96cf-3dc7aac8f31e,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST145
27ce3c0d-97a7-4f47-9f84-e2f35be78b35,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST140
70e7829d-1bba-4aaf-bb1c-d5753c1b8dec,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,VD135
1afc87af-8f7f-4795-9b5c-5d60ac446a5d,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST130
226b0262-a20b-44ef-9cdc-8d4084576ccd,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST125
9ba3aca9-1a73-4734-a320-d27ebbf1e6d8,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST120
c7ed770d-bb96-49fe-a215-01e614fd69d8,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST115
27b2f5fd-b030-426d-a912-43898cee513d,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST110
5ec8f4ff-13f1-4a69-89de-47fddf901fa3,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST105
b06fdb5c-4c6a-40c9-b049-13c830cbf080,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST100
b2137f31-5dc7-4d8d-a77a-f264680402b5,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,ST95
b03bde62-b679-4164-bd86-36f445224a54,,checklist-flat,not-started,QA - Sewer Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Sewer Risers,Region C,VD90
ad68c233-0956-4922-90d7-e0e974f3aef9,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,,
815ce5da-b901-4488-acd6-c1548cd59859,,folder-normal,not-started,,step,TRUE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,
9a46c687-5f0f-46da-aa32-f14820407958,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,VD5
5d27192c-3145-4591-8f5a-c006a917aa34,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,ST10
e59179a6-2bf9-48c2-82e7-f39c9506c76e,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,ST15
5ca92619-ecca-469c-a3e8-2eaeb18298dc,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,ST20
546d856a-059a-4e98-bf19-27b6f3b55a2a,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,VD25
9381178a-2e3b-4e80-be22-61417c7669e4,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,VD30
a1e61fb0-47b5-43af-be4f-1f61d4cd2d32,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,VD35
be75a4af-5ad6-4740-aa2f-98a6baa6c132,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,ST40
1be9e06a-aed6-43c0-9fb5-993f019be767,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,VD45
1881d624-6e02-4ba9-8bf1-4c7f4a7c144c,,checklist-flat,not-started,QA - Stormwater Risers,checklist-flat,FALSE,FALSE,Site QA,First Fix,Level 2,Stormwater Risers,Region A,VD50
