type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,LED Inspection,,,,,,,
section,Details,,,,,,,
checkpoint,Ceiling Type,,,,,,,
checkpoint,Amount of fittings and Type,,,,,,,
checkpoint,Switching type/Dimming,,,,,,,
checkpoint,Notes,,,,,,,
,,,,,,,,
checklist,DB Inspection,,,,,,,
section,Details,,,,,,,
checkpoint,Make/Model,,,,,,,
checkpoint,Current rating ,,,,,,,
checkpoint,RCD/Circuit breaker count,,,,,,,
checkpoint,Notes,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Notes,,,,,,,
section,Details,,,,,,,
checkpoint,Note 1,,,,,,,
checkpoint,Note 2,,,,,,,
checkpoint,Note 3,,,,,,,
checkpoint,Note 4,,,,,,,
checkpoint,Note 5,,,,,,,
checkpoint,Note 6,,,,,,,
checkpoint,Note 7,,,,,,,
checkpoint,Note 8,,,,,,,
checkpoint,Note 9,,,,,,,
checkpoint,Note 10,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Lighting Types 1-15,,,,,,,
section,Details,,,,,,,
checkpoint,Type 1,,,,,,,
checkpoint,Type 2,,,,,,,
checkpoint,Type 3,,,,,,,
checkpoint,Type 4,,,,,,,
checkpoint,Type 5,,,,,,,
checkpoint,Type 6,,,,,,,
checkpoint,Type 7,,,,,,,
checkpoint,Type 8,,,,,,,
checkpoint,Type 9,,,,,,,
checkpoint,Type 10,,,,,,,
checkpoint,Type 11,,,,,,,
checkpoint,Type 12,,,,,,,
checkpoint,Type 13,,,,,,,
checkpoint,Type 14,,,,,,,
checkpoint,Type 15,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Lighting Types 16-30,,,,,,,
section,Details,,,,,,,
checkpoint,Type 16,,,,,,,
checkpoint,Type 17,,,,,,,
checkpoint,Type 18,,,,,,,
checkpoint,Type 19,,,,,,,
checkpoint,Type 20,,,,,,,
checkpoint,Type 21,,,,,,,
checkpoint,Type 22,,,,,,,
checkpoint,Type 23,,,,,,,
checkpoint,Type 24,,,,,,,
checkpoint,Type 25,,,,,,,
checkpoint,Type 26,,,,,,,
checkpoint,Type 27,,,,,,,
checkpoint,Type 28,,,,,,,
checkpoint,Type 29,,,,,,,
checkpoint,Type 30,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Lighting Types 31-45,,,,,,,
section,Details,,,,,,,
checkpoint,Type 31,,,,,,,
checkpoint,Type 32,,,,,,,
checkpoint,Type 33,,,,,,,
checkpoint,Type 34,,,,,,,
checkpoint,Type 35,,,,,,,
checkpoint,Type 36,,,,,,,
checkpoint,Type 37,,,,,,,
checkpoint,Type 38,,,,,,,
checkpoint,Type 39,,,,,,,
checkpoint,Type 40,,,,,,,
checkpoint,Type 41,,,,,,,
checkpoint,Type 42,,,,,,,
checkpoint,Type 43,,,,,,,
checkpoint,Type 44,,,,,,,
checkpoint,Type 45,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Lighting Types 46-60,,,,,,,
section,Details,,,,,,,
checkpoint,Type 46,,,,,,,
checkpoint,Type 47,,,,,,,
checkpoint,Type 48,,,,,,,
checkpoint,Type 49,,,,,,,
checkpoint,Type 50,,,,,,,
checkpoint,Type 51,,,,,,,
checkpoint,Type 52,,,,,,,
checkpoint,Type 53,,,,,,,
checkpoint,Type 54,,,,,,,
checkpoint,Type 55,,,,,,,
checkpoint,Type 56,,,,,,,
checkpoint,Type 57,,,,,,,
checkpoint,Type 58,,,,,,,
checkpoint,Type 59,,,,,,,
checkpoint,Type 60,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Lighting Types 61-75,,,,,,,
section,Details,,,,,,,
checkpoint,Type 61,,,,,,,
checkpoint,Type 62,,,,,,,
checkpoint,Type 63,,,,,,,
checkpoint,Type 64,,,,,,,
checkpoint,Type 65,,,,,,,
checkpoint,Type 66,,,,,,,
checkpoint,Type 67,,,,,,,
checkpoint,Type 68,,,,,,,
checkpoint,Type 69,,,,,,,
checkpoint,Type 70,,,,,,,
checkpoint,Type 71,,,,,,,
checkpoint,Type 72,,,,,,,
checkpoint,Type 73,,,,,,,
checkpoint,Type 74,,,,,,,
checkpoint,Type 75,,,,,,,
,,,,,,,,
,,,,,,,,
checklist,Lighting Types 76-90,,,,,,,
section,Details,,,,,,,
checkpoint,Type 76,,,,,,,
checkpoint,Type 77,,,,,,,
checkpoint,Type 78,,,,,,,
checkpoint,Type 79,,,,,,,
checkpoint,Type 80,,,,,,,
checkpoint,Type 81,,,,,,,
checkpoint,Type 82,,,,,,,
checkpoint,Type 83,,,,,,,
checkpoint,Type 84,,,,,,,
checkpoint,Type 85,,,,,,,
checkpoint,Type 86,,,,,,,
checkpoint,Type 87,,,,,,,
checkpoint,Type 88,,,,,,,
checkpoint,Type 89,,,,,,,
checkpoint,Type 90,,,,,,,
