"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"A Block"
,"Scope",,
,"Rows"
,,"GF","dynamic","a block","gf"
,,"LEVEL 1","dynamic","level 1","a block"
,,"Level 2","dynamic","a block","level 2"
,,"Level 3","dynamic","a block","level 3"
,,"Level 4","dynamic","level 4","a block"
,"Columns"
,,"Floor Plan",,"a block","floor plan"
,,"Subframe Installation",,"a block","subframe installation"
,,"Frame Installation",,"frame installation","a block"
,,"Glass Installation",,"a block","glass installation"
,,"Commissioning",,"a block","commissioning"

"B Block"
,"Scope",,
,"Rows"
,,"GF","dynamic","b block","gf"
,,"Level 1","dynamic","level 1","b block"
,,"Level 2","dynamic","level 2","b block"
,,"Level 3","dynamic","b block","level 3"
,,"Level 4","dynamic","level 4","b block"
,,"Level 5","dynamic","level 5","b block"
,"Columns"
,,"Floor Plan",,"floor plan","b block"
,,"Subframe Installation",,"subframe installation","b block"
,,"Frame Installation",,"frame installation","b block"
,,"Glass Installation",,"b block","glass installation"
,,"Commissioning",,"commissioning","b block"

"C Block"
,"Scope",,
,"Rows"
,,"GF","dynamic","gf","c block"
,,"Level 1","dynamic","level 1","c block"
,,"Level 2","dynamic","level 2","c block"
,,"Level 3","dynamic","level 3","c block"
,,"Level 4","dynamic","level 4","c block"
,,"Level 5","dynamic","level 5","c block"
,"Columns"
,,"Floor Plan",,"floor plan","c block"
,,"Subframe Installation",,"subframe installation","c block"
,,"Frame Installation",,"frame installation","c block"
,,"Glass Installation",,"glass installation","c block"
,,"Commissioning",,"commissioning","c block"

