resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Job Details,,,checklist,,,Anura - QA,,,,,,,,
,,,step,,,Level 3,,,,,,,,
,,,step,,,,Balustrade,,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-01,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-02,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-03,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-04,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-05,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-06,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-07,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-13,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-15,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-16,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-17,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-18,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-19,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-20,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-21,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-22,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-23,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-24,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-99,,,,,,
,,,step,,,,Panel,,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-25,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-26,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-27,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-28,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-29,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-30,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-31,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-32,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-33,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-34,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-35,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-36,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-37,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-38,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-41,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-42,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-43,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-44,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-52,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-59,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-60,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-61,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-62,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-63,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-64,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-65,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-75,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-77,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-79,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-80,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-82,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-84,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-85,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-86,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-88,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-90,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-92,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-93,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-94,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-96,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-97,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,03-98,,,,,,
,,,step,,,Level 4,,,,,,,,
,,,step,,,,Balustrade,,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-01,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-02,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-03,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-04,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-15,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-16,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-17,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-18,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-19,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-20,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-21,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-22,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-23,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-24,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-25,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-26,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-27,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-28,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-29,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-30,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-31,,,,,,
,,,step,,,,Panel,,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-13,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-41,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-42,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-45,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-46,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-47,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-48,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-49,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-50,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-51,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-52,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-53,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-54,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-55,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-56,,,,,,
Manufacturing Checklist,Delivery Checklist,Installation Checklist,folder-with-checklists,,,,,04-57,,,,,,
