Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Overall Progress,,,,,,,,
,Scope,,,,,,,
,Rows,,,,,,,
,,Ground Floor,grouping,Ground Floor,,,,
,,AC-Unit,grouping,AC-Unit,,,,
,,AC-G02-1,expanded,AC-G02-1,AC-Unit,CU-02,Ground Floor,QA
,,AC-G02-2,expanded,AC-G02-2,AC-Unit,CU-02,Ground Floor,QA
,,AC-G03,expanded,AC-G03,AC-Unit,CU-02,Ground Floor,QA
,,AC-G04A,expanded,AC-G04A,AC-Unit,CU-02,Ground Floor,QA
,,AC-G04B,expanded,AC-G04B,AC-Unit,CU-02,Ground Floor,QA
,,AC-G05,expanded,AC-G05,AC-Unit,CU-02,Ground Floor,QA
,,AC-G06,expanded,AC-G06,AC-Unit,CU-02,Ground Floor,QA
,,AC-G07A,expanded,AC-G07A,AC-Unit,CU-01,Ground Floor,QA
,,AC-G07B,expanded,AC-G07B,AC-Unit,CU-01,Ground Floor,QA
,,AC-G08A,expanded,AC-G08A,AC-Unit,CU-01,Ground Floor,QA
,,AC-G08B,expanded,AC-G08B,AC-Unit,CU-01,Ground Floor,QA
,,AC-G09,expanded,AC-G09,AC-Unit,CU-01,Ground Floor,QA
,,AC-G10,expanded,AC-G10,AC-Unit,CU-01,Ground Floor,QA
,,Fan ,grouping,Fan ,,,,
,,OAF-G02-1,expanded,OAF-G02-1,AC-Fan,Fan ,Ground Floor,QA
,,OAF-G02-2,expanded,OAF-G02-2,AC-Fan,Fan ,Ground Floor,QA
,,OAF-G04-A,expanded,OAF-G04-A,AC-Fan,Fan ,Ground Floor,QA
,,Level 1 ,grouping,Level 1 ,,,,
,,AC-Unit,grouping,AC-Unit,,,,
,,AC-01A,expanded,AC-01A,AC-Unit,CU-06,Level 1 ,QA
,,AC-01B,expanded,AC-01B,AC-Unit,CU-06,Level 1 ,QA
,,AC-02A,expanded,AC-02A,AC-Unit,CU-07,Level 1 ,QA
,,AC-02B,expanded,AC-02B,AC-Unit,CU-07,Level 1 ,QA
,,AC-03A,expanded,AC-03A,AC-Unit,CU-04,Level 1 ,QA
,,AC-03B,expanded,AC-03B,AC-Unit,CU-04,Level 1 ,QA
,,AC-04,expanded,AC-04,AC-Unit,CU-03,Level 1 ,QA
,,AC-05,expanded,AC-05,AC-Unit,CU-03,Level 1 ,QA
,,AC-06,expanded,AC-06,AC-Unit,CU-03,Level 1 ,QA
,,AC-07,expanded,AC-07,AC-Unit,CU-05,Level 1 ,QA
,,AC-09A,expanded,AC-09A,AC-Unit,CU-05,Level 1 ,QA
,,AC-09B,expanded,AC-09B,AC-Unit,CU-06,Level 1 ,QA
,,AC-09C,expanded,AC-09C,AC-Unit,CU-06,Level 1 ,QA
,,AC-10A,expanded,AC-10A,AC-Unit,CU-07,Level 1 ,QA
,,AC-10B,expanded,AC-10B,AC-Unit,CU-07,Level 1 ,QA
,,AC-10C,expanded,AC-10C,AC-Unit,CU-07,Level 1 ,QA
,,AC-11A,expanded,AC-11A,AC-Unit,CU-03,Level 1 ,QA
,,AC-11B,expanded,AC-11B,AC-Unit,CU-03,Level 1 ,QA
,,AC-12A,expanded,AC-12A,AC-Unit,CU-04,Level 1 ,QA
,,AC-12B,expanded,AC-12B,AC-Unit,CU-04,Level 1 ,QA
,,AC-13,expanded,AC-13,AC-Unit,CU-05,Level 1 ,QA
,,AC-14,expanded,AC-14,AC-Unit,CU-05,Level 1 ,QA
,,AC-15,expanded,AC-15,AC-Unit,CU-03,Level 1 ,QA
,,AC-16,expanded,AC-16,AC-Unit,CU-07,Level 1 ,QA
,,AC-17,expanded,AC-17,AC-Unit,CU-06,Level 1 ,QA
,,AC-Fan ,grouping,AC-Fan ,,,,
,,OAF-01-1A,expanded,OAF-01-1A,AC-Fan ,Fan,Level 1 ,QA
,,OAF-01-1B,expanded,OAF-01-1B,AC-Fan ,Fan,Level 1 ,QA
,,OAF-01-2A,expanded,OAF-01-02A,AC-Fan ,Fan,Level 1 ,QA
