Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
ONSITE - Installation of Facade System,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Area 01,grouping,Area 01,,,
,,Area 01 - A1S-20,,A1S-20,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-73,,A1S-73,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-91,,A1S-91,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-100,,A1S-100,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-118,,A1S-118,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-132,,A1S-132,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-143,,A1S-143,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-167,,A1S-167,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-178,,A1S-178,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-187,,A1S-187,Shop Drawing - SKP-MOR-002,Area 01,Site QA
,,Area 01 - A1S-103,,A1S-103,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1S-111,,A1S-111,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1S-193,,A1S-193,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1S-194,,A1S-194,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1S-204,,A1S-204,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1S-210,,A1S-210,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1S-217,,A1S-217,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1B-27,,A1B-27,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1B-44,,A1B-44,Shop Drawing - SKP-MOR-003,Area 01,Site QA
,,Area 01 - A1S-225,,A1S-225,Shop Drawing - SKP-MOR-004,Area 01,Site QA
,,Area 01 - A1S-321,,A1S-321,Shop Drawing - SKP-MOR-004,Area 01,Site QA
,,Area 01 - A1B-160,,A1B-160,Shop Drawing - SKP-MOR-004,Area 01,Site QA
,,Area 01 - A1S-05,,A1S-05,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-19,,A1S-19,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-30,,A1S-30,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-40,,A1S-40,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-65,,A1S-65,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-119,,A1S-119,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-133,,A1S-133,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-144,,A1S-144,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1S-154,,A1S-154,Shop Drawing - SKP-MOR-005,Area 01,Site QA
,,Area 01 - A1B-08,,A1B-08,Shop Drawing - SKP-MOR-006,Area 01,Site QA
,,Area 01 - A1B-64,,A1B-64,Shop Drawing - SKP-MOR-006,Area 01,Site QA
,,Area 01 - A1B-79,,A1B-79,Shop Drawing - SKP-MOR-006,Area 01,Site QA
,,Area 01 - A1B-103,,A1B-103,Shop Drawing - SKP-MOR-006,Area 01,Site QA
,,Area 01 - A1B-113,,A1B-113,Shop Drawing - SKP-MOR-006,Area 01,Site QA
,,Area 01 - A1B-117,,A1B-117,Shop Drawing - SKP-MOR-006,Area 01,Site QA
,,Area 01 - A1S-162,,A1S-162,Shop Drawing - SKP-MOR-007,Area 01,Site QA
,,Area 01 - A1S-74,,A1S-74,Shop Drawing - SKP-MOR-008,Area 01,Site QA
,,Area 02,grouping,Area 02,,,
,,Area 02 - A2S-08,,A2S-08,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-13,,A2S-13,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-10,,A2S-10,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-22,,A2S-22,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-31,,A2S-31,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-38,,A2S-38,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-45,,A2S-45,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-68,,A2S-68,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-81,,A2S-81,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-95,,A2S-95,Shop Drawing - SKP-MOR-010,Area 02,Site QA
,,Area 02 - A2S-107,,A2S-107,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-114,,A2S-114,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-134,,A2S-134,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-144,,A2S-144,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-155,,A2S-155,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-164,,A2S-164,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-168,,A2S-168,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-175,,A2S-175,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-187,,A2S-187,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-203,,A2S-203,Shop Drawing - SKP-MOR-011,Area 02,Site QA
,,Area 02 - A2S-219,,A2S-219,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-220,,A2S-220,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-221,,A2S-221,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-238,,A2S-238,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-239,,A2S-239,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-256,,A2S-256,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-264,,A2S-264,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-265,,A2S-265,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-282,,A2S-282,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-283,,A2S-283,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-302,,A2S-302,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 02 - A2S-303,,A2S-303,Shop Drawing - SKP-MOR-012,Area 02,Site QA
,,Area 03,grouping,Area 03,,,
,,Area 03 - A3S-04,,A3S-04,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-15,,A3S-15,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-30,,A3S-30,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-39,,A3S-39,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-50,,A3S-50,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-55,,A3S-55,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-60,,A3S-60,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-61,,A3S-61,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-70,,A3S-70,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-71,,A3S-71,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3BL-02,,A3BL-02,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3BL-10,,A3BL-10,Shop Drawing - SKP-MOR-015,Area 03,Site QA
,,Area 03 - A3S-78,,A3S-78,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-91,,A3S-91,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-92,,A3S-92,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-114,,A3S-114,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-115,,A3S-115,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-130,,A3S-130,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-142,,A3S-142,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-143,,A3S-143,Shop Drawing - SKP-MOR-016,Area 03,Site QA
,,Area 03 - A3S-05,,A3S-05,Shop Drawing - SKP-MOR-017,Area 03,Site QA
,,Area 04,grouping,Area 04,,,
,,Area 04 - A4B-02,,A4B-02,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-05,,A4B-05,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-08,,A4B-08,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-15,,A4B-15,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-26,,A4B-26,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-28,,A4B-28,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-34,,A4B-34,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-41,,A4B-41,Shop Drawing - SKP-MOR-019,Area 04,Site QA
,,Area 04 - A4B-44,,A4B-44,Shop Drawing - SKP-MOR-020,Area 04,Site QA
,,Area 04 - A4B-50,,A4B-50,Shop Drawing - SKP-MOR-020,Area 04,Site QA
,,Area 04 - A4B-54,,A4B-54,Shop Drawing - SKP-MOR-020,Area 04,Site QA
,,Area 04 - A4B-57,,A4B-57,Shop Drawing - SKP-MOR-020,Area 04,Site QA
,,Area 04 - A4B-64,,A4B-64,Shop Drawing - SKP-MOR-021,Area 04,Site QA
,,Area 04 - A4B-76,,A4B-76,Shop Drawing - SKP-MOR-021,Area 04,Site QA
,,Area 04 - A4B-83,,A4B-83,Shop Drawing - SKP-MOR-021,Area 04,Site QA
,,Area 04 - A4G-04,,A4G-04,Shop Drawing - SKP-MOR-021,Area 04,Site QA
,,Area 04 - A4G-15,,A4G-15,Shop Drawing - SKP-MOR-021,Area 04,Site QA
,,Area 04 - A4G-32,,A4G-32,Shop Drawing - SKP-MOR-021,Area 04,Site QA
,,Area 04 - A4G-39,,A4G-39,Shop Drawing - SKP-MOR-021,Area 04,Site QA
,,Area 04 - A4B-89,,A4B-89,Shop Drawing - SKP-MOR-022,Area 04,Site QA
,,Area 04 - A4B-94,,A4B-94,Shop Drawing - SKP-MOR-022,Area 04,Site QA
,,Area 04 - A4B-63,,A4B-63,Shop Drawing - SKP-MOR-023,Area 04,Site QA
,,Area 05,grouping,Area 05,,,
,,Area 05 - A5P-12,,A5P-12,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-38,,A5P-38,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-51,,A5P-51,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-56,,A5P-56,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-71,,A5P-71,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-76,,A5P-76,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-81,,A5P-81,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-91,,A5P-91,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-59,,A5P-59,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-122,,A5P-122,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-133,,A5P-133,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-144,,A5P-144,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-165,,A5P-165,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-282,,A5P-282,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-283,,A5P-283,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-300,,A5P-300,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-301,,A5P-301,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-324,,A5P-324,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-333,,A5P-333,Shop Drawing - SKP-MOR-025,Area 05,Site QA
,,Area 05 - A5P-187,,A5P-187,Shop Drawing - SKP-MOR-026,Area 05,Site QA
,,Area 05 - A5P-247,,A5P-247,Shop Drawing - SKP-MOR-026,Area 05,Site QA
,,Area 05 - A5P-310,,A5P-310,Shop Drawing - SKP-MOR-026,Area 05,Site QA
,,Area 05 - A5P-313,,A5P-313,Shop Drawing - SKP-MOR-026,Area 05,Site QA
,,Area 05 - A5P-324,,A5P-324,Shop Drawing - SKP-MOR-026,Area 05,Site QA
,,Area 05 - A5P-333,,A5P-333,Shop Drawing - SKP-MOR-026,Area 05,Site QA
,,Area 05 - A5P-346,,A5P-346,Shop Drawing - SKP-MOR-026,Area 05,Site QA
