"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"SP6 Progress"
,"Scope",,
,"Rows"
,,"BOH - Zone B","dynamic","boh - zone b"
,,"Check-in Back of House","dynamic","check-in back of house"
,,"BOH - Zone C","dynamic","boh - zone c"
,,"BOH - Zone D","dynamic","boh - zone d"
,,"BOH - Zone E","dynamic","boh - zone e"
,"Columns"
,,"Trades QA approved and attached if applicable",,"trades qa approved and attached if applicable"
,,"On site inspecion of works if applicable",,"on site inspecion of works if applicable"
,,"General photos and observations if applicable",,"general photos and observations if applicable"

"Site QA Progress"
,"Scope",,,"site qa"
,"Rows"
,,"SP2","dynamic","sp2","site qa"
,,"SP2A - EBH South Operational Ground floor - Grids 35 to E3","dynamic","sp2a - ebh south operational ground floor - grids 35 to e3","site qa"
,,"SP2B - Ground Floor - Grids 36a-35","dynamic","sp2b - ground floor - grids 36a-35","site qa"
,,"SP2C - EBH South Balance Of Works - Envelope","dynamic","envelope","sp2c - ebh south balance of works","site qa"
,,"SP2C - EBH South Balance Of Works - Level 1 - Services Installation","dynamic","level 1 - services installation","sp2c - ebh south balance of works","site qa"
,,"SP2C - EBH South Balance Of Works - Level 2 - Services Installation","dynamic","level 2 - services installation","sp2c - ebh south balance of works","site qa"
,,"SP2C - EBH South Balance Of Works - Level 3 Plant - Services Installation","dynamic","level 3 plant - services installation","sp2c - ebh south balance of works","site qa"
,,"SP3 - Power Centre 69 (PC69)","dynamic","sp3 - power centre 69 (pc69)","site qa"
,,"SP4 - EBH Stage 1 infill (Pre-stitch)","grouping","sp4 - ebh stage 1 infill (pre-stitch)"
,,"Demolition","expanded","demolition","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Underground Services","expanded","underground services","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Piling","expanded","piling","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Excavations","expanded","excavations","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Pile Caps and Ground Beams","expanded","pile caps and ground beams","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Structural Steel","expanded","structural steel","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Intumescent Painting","expanded","intumescent painting","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Waterproof Membrane","expanded","waterproof membrane","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Flat Metal Deck","expanded","flat metal deck","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Slab Reinforcements","expanded","slab reinforcements","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Concrete to Slabs","expanded","concrete to slabs","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Roofing","expanded","roofing","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"Commissioning Works","expanded","commissioning works","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
