,,"SP4 - EBH Stage 1 infill (Pre-stitch) - Ground Level - Services Install","dynamic","ground level - services install","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"SP4 - EBH Stage 1 infill (Pre-stitch) - Level 1 - Services Installation","dynamic","level 1 - services installation","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"SP4 - EBH Stage 1 infill (Pre-stitch) - Level 2 - Services Installation","dynamic","level 2 - services installation","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"SP4 - EBH Stage 1 infill (Pre-stitch) - Level 3 Plant - Services Installation","dynamic","level 3 plant - services installation","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"SP4 - EBH Stage 1 infill (Pre-stitch) - Roof - Services Installation","dynamic","roof - services installation","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"SP4 - EBH Stage 1 infill (Pre-stitch) - Envelope - Services Installation","dynamic","envelope","sp4 - ebh stage 1 infill (pre-stitch)","site qa"
,,"SP5 - EBH Stage 2 Infill (Stitch)","grouping","sp5 - ebh stage 2 infill (stitch)"
,,"Demolition","expanded","sp5 - ebh stage 2 infill (stitch)","demolition","site qa"
,,"Piling","expanded","sp5 - ebh stage 2 infill (stitch)","piling","site qa"
,,"Excavations","expanded","sp5 - ebh stage 2 infill (stitch)","excavations","site qa"
,,"Pile Caps and Ground Beams","expanded","pile caps and ground beams","sp5 - ebh stage 2 infill (stitch)","site qa"
,,"Structural Steel","expanded","sp5 - ebh stage 2 infill (stitch)","structural steel","site qa"
,,"Waterproof Membrane","expanded","waterproof membrane","sp5 - ebh stage 2 infill (stitch)","site qa"
,,"Flat Metal Deck","expanded","sp5 - ebh stage 2 infill (stitch)","flat metal deck","site qa"
,,"Slab Reinforcements","expanded","slab reinforcements","sp5 - ebh stage 2 infill (stitch)","site qa"
,,"Concrete to Slabs","expanded","sp5 - ebh stage 2 infill (stitch)","concrete to slabs","site qa"
,,"Fit-out for Shell State","expanded","sp5 - ebh stage 2 infill (stitch)","concrete to slabs","site qa"
,,"Commissioning Works","expanded","sp5 - ebh stage 2 infill (stitch)","concrete to slabs","site qa"
,,"Envelope","expanded","sp5 - ebh stage 2 infill (stitch)","concrete to slabs","site qa"
,,"Roofing","expanded","sp5 - ebh stage 2 infill (stitch)","concrete to slabs","site qa"
,,"SP5 - EBH Stage 2 Infill (Stitch)  - Ground Level","dynamic","sp5 - ebh stage 2 infill (stitch)","ground level","site qa"
,,"SP5 - EBH Stage 2 Infill (Stitch)  - Services installation - Level 1","dynamic","services installation - level 1","sp5 - ebh stage 2 infill (stitch)","site qa"
,,"SP5 - EBH Stage 2 Infill (Stitch)  - Service installation - Level 2","dynamic","sp5 - ebh stage 2 infill (stitch)","service installation - level 2","site qa"
,,"SP5 - EBH Stage 2 Infill (Stitch)  - Level 2 Plant","dynamic","sp5 - ebh stage 2 infill (stitch)","level 2 plant","site qa"
,,"SP5 - EBH Stage 2 Infill (Stitch)  - Roof","dynamic","sp5 - ebh stage 2 infill (stitch)","roof","site qa"
,,"SP6 - Check-in Back of House - Check-in Back of House","dynamic","check-in back of house","sp6 - check-in back of house","site qa"
,,"SP6 - Check-in Back of House - BOH - Zone B","dynamic","boh - zone b","sp6 - check-in back of house","site qa"
,,"SP6 - Check-in Back of House - BOH - Zone C","dynamic","boh - zone c","sp6 - check-in back of house","site qa"
,,"SP6 - Check-in Back of House - BOH - Zone D","dynamic","boh - zone d","sp6 - check-in back of house","site qa"
,,"SP6 - Check-in Back of House - BOH - Zone E","dynamic","boh - zone e","sp6 - check-in back of house","site qa"
,,"PC68","dynamic","pc68","site qa"
,,"PC69","dynamic","pc69","site qa"
,"Columns"
,,"Trades QA approved and attached if applicable",,"trades qa approved and attached if applicable"
,,"On site inspecion of works if applicable",,"on site inspecion of works if applicable"
,,"General photos and observations if applicable",,"general photos and observations if applicable"

