Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,
9cf043c2-1448-4d06-8da6-f9de47a5183c,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-401 (T2),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
9a210c70-bdce-4509-9cb5-46ad74815694,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-203 (T3),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
4fd8995d-e547-42ce-b568-d8f293a34fd0,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-203 (T3),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
e2506e94-bc3d-41fc-807a-240385e0f30a,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-201 (PC),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
3f316d80-a421-4c25-919e-382d6a333730,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBE-01-201 (PC),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
322fdbf3-14f4-4e21-86d9-2291014a754f,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-MSBN-01-201 (PC),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
389574f5-f605-406e-b550-1e2e29395c0b,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-MSB-01-701 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
d241f42c-1153-4fd0-b9ec-56e5df5eedf0,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-701 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
d2f81334-afcb-4a65-879f-8ffa7c773e16,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-702 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
164de825-e633-4272-b739-888d9e40fe49,,checklist-sectioned,not-started,zSYS - Testing & Commissioning - Main Switchboards (Pre-Energisation) (old version),checklist,FALSE,FALSE,Testing & Commissioning,Terminal,Main Switchboards,EL-SBD-01-703 (COOLING),Main Switchboards,WSA20-MPX-04000-EL-ITC-31032000 - Construction Tests (Pre-energisation),
