PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED
'06-58,CONSTRUCTION,MIR007,L06,PANEL,'06-58,T2,GREY,220,2.06,5,9.38,13.73,40,130.27,63.1,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'06-59,CONSTRUCTION,MIR007,L06,PANEL,'06-59,T2,GREY,220,3.02,7.64,13.71,13.77,80,514.13,170.45,2215,6215,2215,6215,LMC10 ,10.0T ,YES
'06-60,CONSTRUCTION,MIR007,L06,PANEL,'06-60,T2,GREY,220,1.67,4.15,7.6,7.9,40,200.04,119.58,1330,5940,1330,5940,LMC10 LMC10 ,10.0T 7.0T ,YES
'06-62,CONSTRUCTION,MIR007,L06,PANEL,'06-62,T2,GREY,280,1.32,3.24,3.98,3.98,40,117.95,89.13,1392,2860,1392,3010,,,NO
'06-63,CONSTRUCTION,MIR007,L06,PANEL,'06-63,T2,GREY,220,2.57,6.31,11.69,16.03,40,225.66,87.76,5147,3115,5147,3115,LMC10 ,10.0T ,NO
'06-64,CONSTRUCTION,MIR007,L06,PANEL,'06-64,T2,GREY,220,1.95,4.78,8.84,8.84,40,151.09,77.65,1422,6214,1422,6214,LMC10 LMC10 ,10.0T 7.0T ,YES
'06-65,CONSTRUCTION,MIR007,L06,PANEL,'06-65,T2,GREY,220,1.83,4.57,8.32,11.58,50,251.03,137.08,3720,3114,3720,3114,LMC10 ,10.0T ,NO
'06-66,CONSTRUCTION,MIR007,L06,PANEL,'06-66,T2,GREY,220,3.31,8.1,15.04,15.04,40,223.44,67.51,2420,6215,2420,6215,LMC10 LMC10 ,10.0T 7.0T ,YES
'06-67,CONSTRUCTION,MIR007,L06,PANEL,'06-67,T2,GREY,220,3.18,7.78,14.45,14.46,50,216.6,68.11,2327,6215,2327,6215,LMC10 ,10.0T ,YES
'06-68,CONSTRUCTION,MIR007,L06,PANEL,'06-68,T2,GREY,220,1.64,4.01,7.44,7.44,40,135.08,82.54,1197,6215,1197,6215,LMC10 ,10.0T ,YES
'06-69,CONSTRUCTION,MIR007,L06,PANEL,'06-69,T2,GREY,220,2.32,5.7,10.57,12.21,40,201.46,86.65,3919,3115,3919,3115,LMC10 ,10.0T ,NO
'06-70,CONSTRUCTION,MIR007,L06,PANEL,'06-70,T2,GREY,220,0.4,1.01,1.83,1.85,40,55.24,137.02,3699,499,3699,1599,LMC10 ,10.0T ,NO
'06-71,CONSTRUCTION,MIR007,L06,PANEL,'06-71,T2,GREY,220,2.53,6.1,11.51,11.52,40,127.38,50.31,3699,3115,3699,3115,LMC10 ,10.0T ,NO
'06-72,CONSTRUCTION,MIR007,L06,PANEL,'06-72,T2,GREY,220,2.98,7.3,13.54,13.54,50,265.74,89.24,4346,3115,4346,3115,LMC10 ,10.0T ,NO
'06-73,CONSTRUCTION,MIR007,L06,PANEL,'06-73,T2,GREY,220,2.99,7.33,13.59,13.69,50,269.97,90.32,4397,3114,4397,3114,LMC10 ,10.0T ,NO
'06-74,CONSTRUCTION,MIR007,L06,PANEL,'06-74,T2,GREY,220,4.23,10.35,19.23,20.17,65,393.41,93,5968,3380,5968,3380,LMC10 ,10.0T ,NO
'06-75,CONSTRUCTION,MIR007,L06,PANEL,'06-75,T2,GREY,320,1.02,2.49,3.2,3.2,40,66.94,65.38,1118,2860,1118,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'06-77,CONSTRUCTION,MIR007,L06,PANEL,'06-77,T2,GREY,220,4.04,9.87,18.37,20.44,80,359.3,88.89,6046,3380,6046,3380,LMC10 ,10.0T ,NO
'06-78,CONSTRUCTION,MIR007,L06,PANEL,'06-78,T2,GREY,280,1.25,3.06,3.89,3.89,40,113.21,90.59,1361,2860,1361,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'06-79,CONSTRUCTION,MIR007,L06,PANEL,'06-79,T2,GREY,220,3.41,8.29,15.5,15.88,40,186.1,54.57,2451,6480,2451,6480,LMC10 LMC10 ,10.0T 7.0T ,YES
'06-81,CONSTRUCTION,MIR007,L06,PANEL,'06-81,T2,GREY,320,1.03,2.51,3.23,3.23,40,66.94,64.77,1129,2860,1129,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'06-82,CONSTRUCTION,MIR007,L06,PANEL,'06-82,T2,GREY,220,3.54,8.63,16.08,18.68,80,317.07,89.62,5527,3380,5527,3380,LMC10 ,10.0T ,NO
'06-83,CONSTRUCTION,MIR007,L06,PANEL,'06-83,T2,GREY,220,4.18,10.22,19,21.26,80,389.55,93.18,6289,3380,6289,3380,LMC10 ,10.0T ,NO
'06-86,CONSTRUCTION,MIR007,L06,PANEL,'06-86,T2,GREY,330,1.06,2.58,3.21,3.21,40,66.63,62.88,1122,2860,1122,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'06-87,CONSTRUCTION,MIR007,L06,PANEL,'06-87,T2,GREY,220,1.02,2.46,4.62,4.63,40,69.48,68.4,1371,3380,1371,3380,LMC10 LMC10 ,10.0T 7.0T ,NO
'06-88,CONSTRUCTION,MIR007,L06,PANEL,'06-88,T2,GREY,220,3.32,8.13,15.08,16.22,65,321.5,96.88,4800,3380,4800,3380,LMC10 ,10.0T ,NO
'06-89,CONSTRUCTION,MIR007,L06,PANEL,'06-89,T2,GREY,220,2.77,6.8,12.59,13.01,40,232.05,83.76,2175,5980,2175,5980,LMC10 ,10.0T ,YES
'06-91,CONSTRUCTION,MIR007,L06,PANEL,'06-91,T2,GREY,220,3.14,8.03,14.28,14.85,80,631.39,201.05,2500,5939,2500,5939,LMC10 ,10.0T ,YES
'06-92,CONSTRUCTION,MIR007,L06,PANEL,'06-92,T2,GREY,220,3.18,8.14,14.48,14.95,80,631.39,198.27,2500,5979,2500,5979,LMC10 ,10.0T ,YES
'06-93,CONSTRUCTION,MIR007,L06,PANEL,'06-93,T2,GREY,220,3.14,8.04,14.28,14.85,80,631.39,201.05,2500,5939,2500,5939,LMC10 ,10.0T ,YES
'07-01,CONSTRUCTION,MIR007,L07,PANEL,'07-01,T1,GREY,220,3.26,7.94,14.82,14.94,40,215.32,66.05,4795,3115,4795,3115,LMC10 ,10.0T ,NO
'07-02,CONSTRUCTION,MIR007,L07,PANEL,'07-02,T1,GREY,220,3.25,7.91,14.76,14.77,40,215.37,66.32,4740,3115,4740,3115,LMC10 ,10.0T ,NO
'07-04,CONSTRUCTION,MIR007,L07,PANEL,'07-04,T1,GREY,220,1.54,3.74,7,7.02,40,88.84,57.65,2253,3114,2253,3114,LMC10 LMC10 ,10.0T 7.0T ,NO
'07-05,CONSTRUCTION,MIR007,L07,PANEL,'07-05,T1,GREY,220,2.53,6.2,11.51,11.52,40,203.03,80.18,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'07-07,CONSTRUCTION,MIR007,L07,PANEL,'07-07,T1,GREY,220,2.12,5.25,9.65,9.65,40,226.53,106.66,3099,3114,3099,3114,LMC10 ,10.0T ,NO
'07-09,CONSTRUCTION,MIR007,L07,PANEL,'07-09,T1,GREY,220,2.92,7.11,13.27,13.28,40,237.17,81.26,4264,3115,4264,3115,LMC10 ,10.0T ,NO
'07-10,CONSTRUCTION,MIR007,L07,PANEL,'07-10,T1,GREY,315,1.01,2.47,3.2,3.2,40,66.33,65.77,1119,2860,1119,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'07-11,CONSTRUCTION,MIR007,L07,PANEL,'07-11,T1,GREY,220,0.79,1.95,3.6,3.6,40,63.9,80.59,1259,2860,1259,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'07-12,CONSTRUCTION,MIR007,L07,PANEL,'07-12,T1,GREY,220,2.28,5.66,10.36,10.85,80,285.69,125.39,3640,2980,3640,2980,LMC10 ,10.0T ,NO
'07-14,CONSTRUCTION,MIR007,L07,PANEL,'07-14,T1,GREY,220,2.73,6.71,12.41,12.53,65,254.49,93.19,4023,3115,4023,3115,LMC10 ,10.0T ,NO
'07-15,CONSTRUCTION,MIR007,L07,PANEL,'07-15,T1,GREY,320,1.03,2.51,3.21,3.2,40,66.37,64.7,1120,2860,1120,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'07-18,CONSTRUCTION,MIR007,L07,PANEL,'07-18,T1,GREY,280,1.3,3.2,3.91,3.91,40,120.32,92.23,1367,2860,1367,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'07-20,CONSTRUCTION,MIR007,L07,PANEL,'07-20,T1,GREY,220,1.7,4.2,7.72,7.73,50,184.44,108.53,2482,3115,2482,3115,LMC10 ,10.0T ,NO
'07-21,CONSTRUCTION,MIR007,L07,PANEL,'07-21,T1,GREY,220,1.91,4.74,8.69,13.03,80,225.35,117.84,4185,3114,4185,3114,LMC10 ,10.0T ,NO
'07-22,CONSTRUCTION,MIR007,L07,PANEL,'07-22,T1,GREY,220,2.27,5.89,10.32,13.04,80,568.74,250.4,4186,3115,4186,3115,LMC10 ,10.0T ,NO
'07-23,CONSTRUCTION,MIR007,L07,PANEL,'07-23,T1,GREY,220,2.53,6.2,11.51,11.53,40,209.7,82.81,3700,3115,3700,3115,LMC10 ,10.0T ,NO
'07-24,CONSTRUCTION,MIR007,L07,PANEL,'07-24,T1,GREY,220,1.7,4.16,7.71,7.72,40,144.64,85.22,2477,3115,2477,3115,LMC10 ,10.0T ,NO
'07-25,CONSTRUCTION,MIR007,L07,PANEL,'07-25,T1,GREY,220,3.7,9.46,16.29,16.29,65,762.04,205.74,5229,3115,5229,3115,LMC10 ,10.0T ,NO
'07-26,CONSTRUCTION,MIR007,L07,PANEL,'07-26,T1,GREY,220,3.51,9.01,15.95,16.05,65,782.59,223.06,5153,3115,5153,3115,LMC10 ,10.0T ,NO
'07-27,CONSTRUCTION,MIR007,L07,PANEL,'07-27,T1,GREY,220,3.12,7.94,14.19,14.8,80,611.61,195.94,4966,2980,4966,2980,LMC10 ,10.0T ,NO
'07-28,CONSTRUCTION,MIR007,L07,PANEL,'07-28,T1,GREY,280,1.26,3.07,3.87,3.87,40,105.62,84.14,1352,2860,1352,3010,LMC10 ,10.0T ,NO
'07-31,CONSTRUCTION,MIR007,L07,PANEL,'07-31,T1,GREY,220,3.4,8.67,15.46,16.18,80,689.04,202.63,5431,2980,5431,2980,LMC10 ,10.0T ,NO
'07-32,CONSTRUCTION,MIR007,L07,PANEL,'07-32,T1,GREY,320,1.06,2.57,3.3,3.3,40,67.35,63.81,1153,2860,1153,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'07-34,CONSTRUCTION,MIR007,L07,PANEL,'07-34,T1,GREY,220,1.69,4.11,7.7,7.72,40,102.2,60.35,2478,3114,2478,3114,LMC10 ,10.0T ,NO
'07-35,CONSTRUCTION,MIR007,L07,PANEL,'07-35,T1,GREY,280,1.1,2.68,3.94,3.93,40,76.42,69.36,1375,2860,1375,3010,LMC10 ,10.0T ,NO
'07-37,CONSTRUCTION,MIR007,L07,PANEL,'07-37,T1,GREY,275,1.09,2.65,3.96,3.96,40,74.35,68.29,1384,2860,1384,3010,LMC10 ,10.0T ,NO
'07-38,CONSTRUCTION,MIR007,L07,PANEL,'07-38,T1,GREY,220,3.57,8.95,16.21,18.65,80,539.59,151.28,5585,3340,5585,3340,LMC10 ,10.0T ,NO
'07-40,CONSTRUCTION,MIR007,L07,PANEL,'07-40,T1,GREY,280,1.32,3.22,3.87,3.87,40,101.96,77.34,1353,2860,1353,3010,LMC10 ,10.0T ,NO
'07-42,CONSTRUCTION,MIR007,L07,PANEL,'07-42,T1,GREY,220,2.85,7.07,12.94,14.64,80,356.13,125.08,4385,3339,4385,3339,LMC10 ,10.0T ,NO
'07-50,CONSTRUCTION,MIR007,L07,PANEL,'07-50,T2,GREY,220,3.47,8.49,15.77,15.88,40,288.48,83.13,5097,3115,5097,3115,LMC10 ,10.0T ,NO
'07-51,CONSTRUCTION,MIR007,L07,PANEL,'07-51,T2,GREY,220,3.6,8.81,16.38,16.38,40,287.71,79.82,5260,3114,5260,3114,LMC10 ,10.0T ,NO
'07-53,CONSTRUCTION,MIR007,L07,PANEL,'07-53,T2,GREY,220,1.66,4.05,7.54,7.55,40,122.3,73.69,2423,3115,2423,3115,LMC10 ,10.0T ,NO
'07-54,CONSTRUCTION,MIR007,L07,PANEL,'07-54,T2,GREY,220,2.53,6.17,11.51,11.52,50,181.07,71.48,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'07-56,CONSTRUCTION,MIR007,L07,PANEL,'07-56,T2,GREY,220,2.33,5.67,10.6,13.73,40,136.74,58.62,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'07-58,CONSTRUCTION,MIR007,L07,PANEL,'07-58,T2,GREY,220,1.83,4.47,8.3,13.73,40,146.75,80.38,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'07-62,CONSTRUCTION,MIR007,L07,PANEL,'07-62,T2,GREY,330,1.06,2.59,3.21,3.21,40,66.43,62.69,1122,2860,1122,3010,LMC10 ,10.0T ,NO
'07-63,CONSTRUCTION,MIR007,L07,PANEL,'07-63,T2,GREY,220,2.57,6.28,11.69,16.03,40,186.5,72.53,5147,3115,5147,3115,LMC10 ,10.0T ,NO
'07-65,CONSTRUCTION,MIR007,L07,PANEL,'07-65,T2,GREY,220,1.83,4.5,8.32,11.59,40,171.89,93.87,3720,3115,3720,3115,LMC10 ,10.0T ,NO
'07-69,CONSTRUCTION,MIR007,L07,PANEL,'07-69,T2,GREY,220,2.32,5.7,10.57,12.21,40,201.46,86.65,3919,3115,3919,3115,LMC10 ,10.0T ,NO
'07-71,CONSTRUCTION,MIR007,L07,PANEL,'07-71,T2,GREY,220,2.53,6.13,11.51,11.52,40,127.38,50.31,3699,3115,3699,3115,LMC10 ,10.0T ,NO
'07-72,CONSTRUCTION,MIR007,L07,PANEL,'07-72,T2,GREY,220,2.98,7.31,13.54,13.54,50,265.74,89.24,4346,3115,4346,3115,LMC10 ,10.0T ,NO
'07-73,CONSTRUCTION,MIR007,L07,PANEL,'07-73,T2,GREY,220,2.99,7.34,13.59,13.69,50,269.97,90.32,4397,3114,4397,3114,LMC10 ,10.0T ,NO
'07-74,CONSTRUCTION,MIR007,L07,PANEL,'07-74,T2,GREY,220,3.99,9.8,18.12,19.93,65,381.17,95.59,5968,3340,5968,3340,LMC10 ,10.0T ,NO
'07-76,CONSTRUCTION,MIR007,L07,PANEL,'07-76,T2,GREY,280,1.16,2.83,4.14,4.14,40,87,75.02,1448,2860,1448,3010,LMC10 ,10.0T ,NO
'07-77,CONSTRUCTION,MIR007,L07,PANEL,'07-77,T2,GREY,220,3.9,9.59,17.72,20.19,65,377.68,96.86,6046,3340,6046,3340,LMC10 ,10.0T ,NO
'07-78,CONSTRUCTION,MIR007,L07,PANEL,'07-78,T2,GREY,330,1.08,2.63,3.27,3.27,40,67.08,62.11,1144,2860,1144,3010,LMC10 ,10.0T ,NO
'07-80,CONSTRUCTION,MIR007,L07,PANEL,'07-80,T2,GREY,280,1.28,3.15,4,4,40,119.66,93.36,1399,2860,1399,3010,LMC10 ,10.0T ,NO
'07-82,CONSTRUCTION,MIR007,L07,PANEL,'07-82,T2,GREY,220,3.5,8.6,15.93,18.46,65,318.78,90.96,5527,3340,5527,3340,LMC10 ,10.0T ,NO
'07-83,CONSTRUCTION,MIR007,L07,PANEL,'07-83,T2,GREY,220,4.05,9.93,18.4,21.01,65,358.45,88.54,6289,3340,6289,3340,LMC10 ,10.0T ,NO
'07-84,CONSTRUCTION,MIR007,L07,PANEL,'07-84,T2,GREY,280,1.36,3.33,4.5,12.56,40,112.46,82.6,4390,2860,4390,3010,LMC10 ,10.0T ,NO
'07-87,CONSTRUCTION,MIR007,L07,PANEL,'07-87,T2,GREY,220,4.11,10.09,18.7,20.68,65,371.04,90.19,6191,3340,6191,3340,LMC10 ,10.0T ,NO
'08-01,CONSTRUCTION,MIR007,L08,PANEL,'08-01,T1,GREY,220,3.26,7.94,14.82,14.94,40,215.32,66.05,4795,3115,4795,3115,LMC10 ,10.0T ,NO
'08-02,CONSTRUCTION,MIR007,L08,PANEL,'08-02,T1,GREY,220,3.25,7.91,14.76,14.77,40,215.37,66.32,4740,3115,4740,3115,LMC10 ,10.0T ,NO
'08-04,CONSTRUCTION,MIR007,L08,PANEL,'08-04,T1,GREY,220,3.08,7.49,13.99,14,40,161.57,52.5,2253,6214,2253,6214,LMC10 ,10.0T ,YES
'08-05,CONSTRUCTION,MIR007,L08,PANEL,'08-05,T1,GREY,220,2.53,6.2,11.51,11.52,40,203.03,80.18,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'08-06,CONSTRUCTION,MIR007,L08,PANEL,'08-06,T1,GREY,220,1.3,3.2,5.91,5.91,40,117.28,90.27,951,6214,951,6214,LMC10 LMC10 ,10.0T 7.0T ,YES
'08-07,CONSTRUCTION,MIR007,L08,PANEL,'08-07,T1,GREY,220,2.12,5.25,9.65,9.65,40,226.53,106.66,3099,3114,3099,3114,LMC10 ,10.0T ,NO
'08-08,CONSTRUCTION,MIR007,L08,PANEL,'08-08,T1,GREY,220,1.12,2.76,5.1,5.11,40,108.55,96.67,822,6214,822,6214,LMC10 LMC10 ,10.0T 7.0T ,YES
'08-09,CONSTRUCTION,MIR007,L08,PANEL,'08-09,T1,GREY,220,2.92,7.15,13.28,13.28,40,237.17,81.2,4264,3115,4264,3115,LMC10 ,10.0T ,NO
'08-10,CONSTRUCTION,MIR007,L08,PANEL,'08-10,T1,GREY,220,0.79,1.93,3.61,3.6,40,63.91,80.58,1260,2860,1260,3010,LMC10 ,10.0T ,NO
'08-11,CONSTRUCTION,MIR007,L08,PANEL,'08-11,T1,GREY,330,1.06,2.58,3.21,3.21,40,74.19,70.01,1122,2860,1122,3010,LMC10 ,10.0T ,NO
'08-12,CONSTRUCTION,MIR007,L08,PANEL,'08-12,T1,GREY,220,2.28,5.72,10.36,10.85,80,355.6,156.08,3640,2980,3640,2980,LMC10 ,10.0T ,NO
'08-13,CONSTRUCTION,MIR007,L08,PANEL,'08-13,T1,GREY,220,3.03,7.45,13.76,14.37,40,260.81,86.15,2412,5959,2412,5959,LMC10 ,10.0T ,YES
'08-14,CONSTRUCTION,MIR007,L08,PANEL,'08-14,T1,GREY,220,2.73,6.72,12.43,12.53,65,261.36,95.61,4023,3115,4023,3115,LMC10 ,10.0T ,NO
'08-15,CONSTRUCTION,MIR007,L08,PANEL,'08-15,T1,GREY,320,1.03,2.5,3.21,3.21,40,66.43,64.65,1122,2860,1122,3010,LMC10 ,10.0T ,NO
'08-16,CONSTRUCTION,MIR007,L08,PANEL,'08-16,T1,GREY,220,2.27,5.73,10.3,10.76,80,380.44,167.89,1800,5980,1800,5980,LMC10 ,10.0T ,YES
'08-17,CONSTRUCTION,MIR007,L08,PANEL,'08-17,T1,GREY,220,0.78,1.97,3.57,3.75,40,117.65,149.93,640,5860,640,5860,LMC10 LMC10 ,10.0T 7.0T ,YES
'08-19,CONSTRUCTION,MIR007,L08,PANEL,'08-19,T1,GREY,330,1.06,2.58,3.21,3.21,40,74.2,70.01,1122,2860,1122,3010,LMC10 LMC10 ,10.0T 7.0T ,NO
'08-20,CONSTRUCTION,MIR007,L08,PANEL,'08-20,T1,GREY,220,3.39,8.43,15.42,15.43,50,386.11,113.82,2482,6215,2482,6215,LMC10 ,10.0T ,YES
'08-21,CONSTRUCTION,MIR007,L08,PANEL,'08-21,T1,GREY,220,1.91,4.77,8.69,13.04,50,259.71,135.81,4185,3115,4185,3115,LMC10 ,10.0T ,NO
'08-22,CONSTRUCTION,MIR007,L08,PANEL,'08-22,T1,GREY,220,2.24,5.48,10.18,13.04,50,180.43,80.56,4186,3115,4186,3115,LMC10 ,10.0T ,NO
'08-23,CONSTRUCTION,MIR007,L08,PANEL,'08-23,T1,GREY,220,2.53,6.2,11.51,11.53,40,209.7,82.81,3700,3115,3700,3115,LMC10 ,10.0T ,NO
'08-24,CONSTRUCTION,MIR007,L08,PANEL,'08-24,T1,GREY,220,1.7,4.16,7.71,7.72,40,144.64,85.22,2477,3115,2477,3115,LMC10 ,10.0T ,NO
'08-25,CONSTRUCTION,MIR007,L08,PANEL,'08-25,T1,GREY,220,2.54,6.55,10.92,10.91,65,609.15,240.2,3504,3115,3504,3115,LMC10 ,10.0T ,NO
'08-26,CONSTRUCTION,MIR007,L08,PANEL,'08-26,T1,GREY,220,2.91,7.5,13.24,13.34,65,676.36,232.22,4283,3115,4283,3115,LMC10 ,10.0T ,NO
'08-27,CONSTRUCTION,MIR007,L08,PANEL,'08-27,T1,GREY,220,3.12,7.94,14.16,14.8,80,622.68,199.85,4966,2980,4966,2980,LMC10 ,10.0T ,NO
'08-28,CONSTRUCTION,MIR007,L08,PANEL,'08-28,T1,GREY,330,1.06,2.59,3.22,3.22,40,74.27,69.95,1125,2859,1125,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'08-30,CONSTRUCTION,MIR007,L08,PANEL,'08-30,T1,GREY,220,2.51,6.11,11.4,11.39,40,133.81,53.37,1854,6144,1854,6144,LMC10 ,10.0T ,YES
'08-31,CONSTRUCTION,MIR007,L08,PANEL,'08-31,T1,GREY,220,3.39,8.45,15.4,16.18,80,470.03,138.77,5431,2980,5431,2980,LMC10 ,10.0T ,NO
'08-33,CONSTRUCTION,MIR007,L08,PANEL,'08-33,T1,GREY,280,1.41,3.46,3.9,3.9,40,121.21,86.22,1364,2860,1364,3010,LMC10 ,10.0T ,NO
'08-34,CONSTRUCTION,MIR007,L08,PANEL,'08-34,T1,GREY,220,3.39,8.24,15.39,15.4,40,171.14,50.54,2478,6215,2478,6215,LMC10 ,10.0T ,YES
'08-35,CONSTRUCTION,MIR007,L08,PANEL,'08-35,T1,GREY,330,1.06,2.59,3.21,3.21,40,82.77,78.11,1122,2859,1122,3009,LMC10 ,10.0T ,NO
'08-38,CONSTRUCTION,MIR007,L08,PANEL,'08-38,T1,GREY,220,3.57,8.87,16.23,18.65,80,512.32,143.51,5585,3339,5585,3339,LMC10 ,10.0T ,NO
'08-39,CONSTRUCTION,MIR007,L08,PANEL,'08-39,T1,GREY,320,1.02,2.49,3.2,3.2,40,66.6,65.05,1118,2859,1118,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'08-41,CONSTRUCTION,MIR007,L08,PANEL,'08-41,T1,GREY,220,3.01,7.31,13.67,13.67,40,154.65,51.43,2200,6215,2200,6215,LMC10 ,10.0T ,YES
'08-42,CONSTRUCTION,MIR007,L08,PANEL,'08-42,T1,GREY,220,2.85,7.07,12.94,14.64,80,356.13,125.08,4385,3339,4385,3339,LMC10 ,10.0T ,NO
'08-43,CONSTRUCTION,MIR007,L08,PANEL,'08-43,T1,GREY,220,2.55,6.61,11.58,11.96,80,619.94,243.34,2000,5979,2000,5979,LMC10 ,8.0T ,YES
'08-44,CONSTRUCTION,MIR007,L08,PANEL,'08-44,T1,GREY,220,2.29,5.87,10.42,10.76,80,472.24,205.97,1800,5979,1800,5979,LMC10 ,8.0T ,YES
'08-45,CONSTRUCTION,MIR007,L08,PANEL,'08-45,T1,GREY,220,2.29,5.85,10.42,10.76,90,445.14,194.15,1800,5979,1800,5979,LMC10 ,10.0T ,YES
'08-46,CONSTRUCTION,MIR007,L08,PANEL,'08-46,T1,GREY,220,1.76,4.5,8.01,8.01,65,356.34,202.13,2572,3115,2572,3115,LMC10 ,10.0T ,NO
'08-50,CONSTRUCTION,MIR007,L08,PANEL,'08-50,T2,GREY,220,3.47,8.49,15.77,15.88,40,288.48,83.13,5097,3115,5097,3115,LMC10 ,10.0T ,NO
'08-51,CONSTRUCTION,MIR007,L08,PANEL,'08-51,T2,GREY,220,3.6,8.81,16.38,16.38,40,287.71,79.82,5260,3114,5260,3114,LMC10 ,10.0T ,NO
'08-53,CONSTRUCTION,MIR007,L08,PANEL,'08-53,T2,GREY,220,3.31,8.05,15.06,15.06,40,164.93,49.8,2423,6215,2423,6215,LMC10 ,10.0T ,YES
'08-54,CONSTRUCTION,MIR007,L08,PANEL,'08-54,T2,GREY,220,2.53,6.17,11.51,11.52,50,181.07,71.48,3700,3114,3700,3114,LMC10 ,10.0T ,NO
'08-56,CONSTRUCTION,MIR007,L08,PANEL,'08-56,T2,GREY,220,2.42,5.9,11.01,13.72,40,153.54,63.37,4407,3114,4407,3114,LMC10 ,10.0T ,NO
'08-58,CONSTRUCTION,MIR007,L08,PANEL,'08-58,T2,GREY,220,2.08,5.04,9.44,13.73,40,116.26,55.99,4407,3115,4407,3115,LMC10 ,10.0T ,NO
'08-59,CONSTRUCTION,MIR007,L08,PANEL,'08-59,T2,GREY,220,3.02,7.64,13.71,13.77,80,514.13,170.45,2215,6215,2215,6215,LMC10 ,10.0T ,YES
'08-60,CONSTRUCTION,MIR007,L08,PANEL,'08-60,T2,GREY,220,1.67,4.16,7.6,7.87,40,200.04,119.57,1330,5920,1330,5920,LMC10 ,10.0T ,YES
'08-62,CONSTRUCTION,MIR007,L08,PANEL,'08-62,T2,GREY,280,1.32,3.24,3.98,3.98,40,117.95,89.13,1392,2860,1392,3010,LMC10 ,10.0T ,NO
'08-63,CONSTRUCTION,MIR007,L08,PANEL,'08-63,T2,GREY,220,2.57,6.31,11.69,16.03,40,225.66,87.76,5147,3115,5147,3115,LMC10 ,10.0T ,NO
'08-64,CONSTRUCTION,MIR007,L08,PANEL,'08-64,T2,GREY,220,1.95,4.78,8.84,8.84,40,151.09,77.65,1422,6214,1422,6214,LMC10 ,10.0T ,YES
'08-65,CONSTRUCTION,MIR007,L08,PANEL,'08-65,T2,GREY,220,1.83,4.57,8.32,11.58,50,251.03,137.08,3720,3114,3720,3114,LMC10 ,10.0T ,NO
'08-66,CONSTRUCTION,MIR007,L08,PANEL,'08-66,T2,GREY,220,3.31,8.1,15.04,15.04,40,223.44,67.51,2420,6215,2420,6215,LMC10 ,10.0T ,YES
'08-67,CONSTRUCTION,MIR007,L08,PANEL,'08-67,T2,GREY,220,3.18,7.78,14.45,14.46,50,216.6,68.11,2327,6215,2327,6215,LMC10 ,10.0T ,YES
'08-68,CONSTRUCTION,MIR007,L08,PANEL,'08-68,T2,GREY,220,1.64,4.01,7.44,7.44,40,135.08,82.54,1197,6215,1197,6215,LMC10 ,10.0T ,YES
'08-69,CONSTRUCTION,MIR007,L08,PANEL,'08-69,T2,GREY,220,2.32,5.7,10.57,12.21,40,201.46,86.65,3919,3115,3919,3115,LMC10 ,10.0T ,NO
'08-71,CONSTRUCTION,MIR007,L08,PANEL,'08-71,T2,GREY,220,2.53,6.13,11.51,11.52,40,127.38,50.31,3699,3115,3699,3115,LMC10 ,10.0T ,NO
'08-72,CONSTRUCTION,MIR007,L08,PANEL,'08-72,T2,GREY,220,2.98,7.31,13.54,13.54,50,265.74,89.24,4346,3115,4346,3115,LMC10 ,10.0T ,NO
'08-73,CONSTRUCTION,MIR007,L08,PANEL,'08-73,T2,GREY,220,2.99,7.34,13.59,13.69,50,269.97,90.32,4397,3114,4397,3114,LMC10 ,10.0T ,NO
'08-74,CONSTRUCTION,MIR007,L08,PANEL,'08-74,T2,GREY,220,3.98,9.79,18.11,19.93,65,381.17,95.69,5968,3340,5968,3340,LMC10 ,10.0T ,NO
'08-75,CONSTRUCTION,MIR007,L08,PANEL,'08-75,T2,GREY,320,1.02,2.49,3.2,3.2,40,66.94,65.38,1118,2860,1118,3009,LMC10 LMC10 ,10.0T 7.0T ,NO
'08-77,CONSTRUCTION,MIR007,L08,PANEL,'08-77,T2,GREY,220,3.88,9.54,17.65,19.98,80,376.67,97.03,6046,3305,6046,3305,LMC10 ,10.0T ,NO
