PANEL,ISSUE,JOBNUMBER,LEVEL,TYPE,PANEL-ID,ZONE,COLOUR,THK,VOL,MASS,NET_AREA,GROSS_AREA,MPA,REO_KG,KGM3,WIDTH,HEIGHT,TRANSPORT_WIDTH,TRANSPORT_HEIGHT,LIFTING_CLUTCH_TYPE,LIFTER_WLL,FRANNA_REQUIRED
'00-01,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,2.23,5.56,11.13,11.13,40,161.43,72.53,1550,7180,1550,7180,,,
'00-02,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,1.86,4.65,9.3,9.3,40,130.91,70.4,3120,2980,3120,2980,,,
'00-03,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,2.22,5.55,11.09,11.08,40,161.43,72.77,1544,7179,1544,7179,,,
'00-04,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,2.92,7.29,14.58,14.57,40,193.93,66.51,2566,5680,2566,5680,,,
'00-05,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,0.2,0.51,1.02,1.02,40,40.16,196.36,343,2980,343,2980,,,
'00-06,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,1.65,4.12,8.24,8.24,40,118.71,72.05,2764,2980,2764,2980,,,
'00-07,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,3.54,8.86,17.72,17.72,40,234.38,66.13,2232,7939,2232,7939,,,
'00-08,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,3.18,7.94,15.88,15.87,40,216.46,68.16,1999,7939,1999,7939,,,
'00-09,CONSTRUCTION,,B1,PANEL,,T1 RAMP,GREY,200,0.22,0.54,1.08,1.08,40,42.26,196.13,343,3140,343,3140,,,
'00-10,CONSTRUCTION,,B1,PANEL,,T1 RAMP,GREY,200,2.61,6.52,13.04,13.04,40,173.64,66.57,3120,4180,3120,4180,,,
'00-11,CONSTRUCTION,,B1,PANEL,,T1 RAMP,GREY,200,1.51,3.77,7.55,7.55,40,110.65,73.31,2764,2730,2764,2730,,,
'00-12,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,2.23,5.56,11.13,11.13,40,161.43,72.53,1550,7180,1550,7180,,,
'00-13,CONSTRUCTION,,B2,PANEL,,T1 RAMP,GREY,200,2.22,5.55,11.09,11.08,40,161.43,72.77,1544,7179,1544,7179,,,
'01-01,CONSTRUCTION,MIR007,L01,PANEL,'01-01,T1 RAMP,GREY,200,0.49,1.2,2.47,2.47,40,48.92,98.93,2095,1180,2095,1180,LMC10 ,10.0T ,NO
'01-02,CONSTRUCTION,MIR007,L01,PANEL,'01-02,T1 RAMP,GREY,200,0.49,1.19,2.47,2.47,40,48.78,98.89,2090,1180,2090,1180,LMC10 ,10.0T ,NO
'01-03,CONSTRUCTION,MIR007,L01,PANEL,'01-03,BOUNDARY WALL,GREY,200,1.43,3.5,7.17,7.17,40,113.77,79.38,1332,5380,1332,5380,LMC10 LMC10 ,10.0T 7.0T ,YES
'01-04,CONSTRUCTION,MIR007,L01,PANEL,'01-04,BOUNDARY WALL,GREY,200,1.44,3.52,7.2,7.2,40,114.31,79.35,1330,5415,1330,5415,LMC10 LMC10 ,10.0T 7.0T ,YES
'01-05,CONSTRUCTION,MIR007,L01,PANEL,'01-05,BOUNDARY WALL,GREY,200,1.44,3.52,7.2,7.2,40,114.31,79.35,1330,5415,1330,5415,LMC10 LMC10 ,10.0T 7.0T ,YES
'01-06,CONSTRUCTION,MIR007,L01,PANEL,'01-06,BOUNDARY WALL,GREY,200,1.44,3.51,7.2,7.2,40,114.08,79.2,1330,5415,1330,5415,LMC10 LMC10 ,10.0T 7.0T ,YES
'01-07,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,1.44,3.6,7.2,7.2,40,114.31,79.35,1330,5415,1330,5415,,,
'01-08,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,1.44,3.6,7.2,7.2,40,114.31,79.35,1330,5415,1330,5415,,,
'01-09,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,1.44,3.6,7.2,7.2,40,114.31,79.35,1330,5415,1330,5415,,,
'01-10,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,1.62,4.06,8.12,8.12,40,124.04,76.35,1500,5415,1500,5415,,,
'01-11,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,1.73,4.33,8.66,8.66,40,129.77,74.89,1600,5415,1600,5415,,,
'01-12,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,1.95,4.87,9.75,9.75,40,141.22,72.44,1800,5415,1800,5415,,,
'01-13,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.11,5.28,10.56,10.56,40,149.81,70.94,1950,5415,1950,5415,,,
'01-14,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.27,5.69,11.37,11.37,40,158.4,69.65,2100,5415,2100,5415,,,
'01-15,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.33,5.82,11.64,11.64,40,161.26,69.26,2150,5415,2150,5415,,,
'01-16,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.49,6.23,12.45,12.45,40,169.85,68.19,2300,5415,2300,5415,,,
'01-17,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.71,6.77,13.54,13.54,40,181.31,66.97,2500,5415,2500,5415,,,
'01-18,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.87,7.17,14.35,14.35,40,189.9,66.17,2650,5415,2650,5415,,,
'01-19,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.03,7.58,15.16,15.16,40,198.49,65.46,2800,5415,2800,5415,,,
'01-20,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.25,8.12,16.25,16.25,40,209.94,64.62,3000,5415,3000,5415,,,
'01-21,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.36,8.39,16.79,16.79,40,215.67,64.24,3100,5415,3100,5415,,,
'01-22,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.36,8.39,16.79,16.79,40,215.67,64.24,3100,5415,3100,5415,,,
'01-23,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.36,8.39,16.79,16.79,40,215.67,64.24,3100,5415,3100,5415,,,
'01-24,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.6,9,18,19.39,40,245.65,68.23,3100,6255,3100,6255,,,
'01-25,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,4.22,10.56,21.12,21.12,40,268.89,,2650,7970,2650,7970,,,
'01-26,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,4.24,10.6,21.21,21.21,40,271.37,,2650,8005,2650,8005,,,
'01-27,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,4.24,10.61,21.21,21.21,40,269.97,,2650,8005,2650,8005,,,
'01-28,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,4.24,10.61,21.21,21.21,40,267.16,,2650,8005,2650,8005,,,
'01-29,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,4.24,10.61,21.21,21.21,40,269.97,,2650,8005,2650,8005,,,
'01-30,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,4.24,10.61,21.21,21.21,40,269.97,,2650,8005,2650,8005,,,
'01-31,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,4.24,10.61,21.21,21.21,40,267.16,62.97,2650,8005,2650,8005,,,
'01-32,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.99,9.99,19.97,19.97,40,257.31,,2495,8005,2495,8005,,,
'01-33,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.79,9.47,18.93,18.93,40,247.02,65.24,2365,8005,2365,8005,,,
'01-34,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.79,9.49,18.97,18.97,40,247.43,65.21,2370,8005,2370,8005,,,
'01-35,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.79,9.49,18.97,18.97,40,247.43,65.21,2370,8005,2370,8005,,,
'01-36,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.79,9.49,18.97,18.97,40,247.43,65.21,2370,8005,2370,8005,,,
'01-37,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.79,9.49,18.97,18.97,40,247.43,65.21,2370,8005,2370,8005,,,
'01-38,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.79,9.49,18.97,18.97,40,247.43,65.21,2370,8005,2370,8005,,,
'01-39,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.85,6.95,14.23,14.36,40,194.27,68.26,2700,5320,2700,5320,,,
'01-40,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,2.88,7.03,14.39,14.38,40,189.99,66.04,2703,5320,2703,5320,,,
'01-41,CONSTRUCTION,,L01,PANEL,,T2,GREY,200,2.2,5.51,11.01,11.04,40,117.83,53.5,2458,4490,2458,4490,,,
'01-42,CONSTRUCTION,,L01,PANEL,,T2,GREY,200,2.16,5.4,10.8,10.85,40,116.88,54.11,2400,4520,2400,4520,,,
'01-43,CONSTRUCTION,,L01,PANEL,,T1,GREY,200,2.65,6.49,13.27,13.27,40,179.45,67.59,2337,5680,2337,5680,,,
'01-98,CONSTRUCTION,,L01,PANEL,,BOUNDARY WALL,GREY,200,3.79,9.49,18.97,18.97,40,247.43,65.21,2370,8005,2370,8005,,,
'02-01,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,1.5,3.75,7.51,7.5,40,110.39,73.53,2221,3379,2221,3379,,,
'02-02,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,1.57,3.92,7.84,7.84,40,114.15,72.79,2320,3379,2320,3379,,,
'02-03,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,1.62,4.06,8.11,8.11,40,117.19,72.24,2400,3379,2400,3379,,,
'02-04,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,1.64,4.11,8.22,8.21,40,118.37,72.04,2431,3379,2431,3379,,,
'02-05,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,1.76,4.39,8.79,8.79,40,124.8,71,2600,3380,2600,3380,,,
'02-06,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,1.96,4.9,9.8,9.8,40,136.19,69.47,2900,3380,2900,3380,,,
'02-07,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,2.16,5.41,10.82,10.82,40,147.58,68.22,3200,3380,3200,3380,,,
'02-08,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,2.37,5.92,11.83,11.83,40,158.98,67.19,3500,3380,3500,3380,,,
'02-09,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,2.54,6.35,12.71,12.71,40,168.85,66.43,3760,3380,3760,3380,,,
'02-10,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,2.91,7.27,14.53,14.53,40,189.36,65.14,4300,3380,4300,3380,,,
'02-11,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,3.22,8.06,16.11,16.11,40,207.1,64.27,4766,3380,4766,3380,,,
'02-12,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,3.38,8.45,16.9,16.9,40,215.95,63.89,5000,3380,5000,3380,,,
'02-13,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,3.38,8.45,16.9,16.9,40,215.95,63.89,5000,3380,5000,3380,,,
'02-14,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,200,0.31,0.75,1.53,1.53,40,19.41,63.53,1661,920,1661,920,,,
'02-15,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,200,1.01,2.46,5.04,5.04,40,48.86,48.49,5476,920,5476,920,,,
'02-16,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,200,1.74,4.23,8.68,8.68,40,79.56,45.85,9430,920,9430,920,,,
'02-17,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,200,1.74,4.23,8.68,8.68,40,79.56,45.85,9430,920,9430,920,,,
'02-18,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,200,0.35,0.86,1.76,1.76,40,21.34,60.51,1917,920,1917,920,,,
'02-19,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,200,0.78,1.89,3.88,3.88,40,38.8,50.04,4213,920,4213,920,,,
'02-20,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,200,0.46,1.13,2.32,5.25,40,22.59,48.73,2074,2531,2074,2531,,,
'02-21,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,200,0.72,1.75,3.59,3.59,40,36.73,51.15,3903,920,3903,920,,,
'02-22,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,1.72,4.2,8.6,8.6,40,78.94,45.89,9350,920,9350,920,,,
'02-23,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,1.72,4.2,8.6,8.6,40,78.94,45.89,9350,920,9350,920,,,
'02-24,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,1.72,4.19,8.59,8.59,40,78.81,45.89,9333,920,9333,920,,,
'02-25,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,1.51,3.68,7.54,7.54,40,69.99,46.42,8195,920,8195,920,,,
'02-26,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,200,2.38,5.81,11.92,11.92,40,98.8,41.45,10364,1150,10364,1150,,,
'02-27,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,220,0.55,1.35,2.51,2.51,40,26.28,47.56,1977,1270,1977,1270,,,
'02-28,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,220,0.47,1.14,2.13,2.13,40,23.44,50.07,1675,1270,1675,1270,,,
'02-29,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,220,0.62,1.51,2.82,2.82,40,28.58,46.03,2222,1270,2222,1270,,,
'02-30,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,220,0.36,0.88,1.63,1.63,40,19.74,55.09,1282,1270,1282,1270,,,
'02-31,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,220,0.58,1.41,2.62,2.62,40,27.08,46.99,2062,1270,2062,1270,,,
'02-32,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,220,0.74,1.79,3.35,3.35,40,32.46,44.1,2634,1270,2634,1270,,,
'02-33,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.86,2.09,3.9,3.89,40,36.74,42.87,3066,1270,3066,1270,,,
'02-34,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.62,1.51,2.81,2.81,40,28.28,45.74,2212,1270,2212,1270,,,
'02-35,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.87,2.12,3.95,3.95,40,36.92,42.51,3109,1270,3109,1270,,,
'02-36,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.61,1.48,2.76,2.76,40,28.14,46.3,2175,1270,2175,1270,,,
'02-37,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.31,0.76,1.42,1.42,40,18.17,58.3,1115,1270,1115,1270,,,
'02-38,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.8,1.94,3.62,3.62,40,34.48,43.31,2849,1270,2849,1270,,,
'02-39,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.46,1.12,2.08,2.08,40,23.07,50.46,1636,1270,1636,1270,,,
'02-40,CONSTRUCTION,,L02,BALUSTRADE,,T2,GREY,220,0.44,1.08,2.01,2.01,40,22.56,51.03,1582,1270,1582,1270,,,
'02-41,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,1.09,2.63,4.97,5.2,40,72.08,65.89,1763,2950,1763,2950,,,
'02-42,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,2.07,5.08,10.36,10.36,65,357.26,172.42,3609,2870,3609,2870,,,
'02-45,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,3.54,8.96,17.71,18.39,65,756.81,213.72,3080,5970,3080,5970,,,
'02-46,CONSTRUCTION,MIR007,L02,PANEL,,T1,GREY,220,2.89,7.09,13.13,13.67,40,283.7,98.25,2298,5950,2298,5950,,,YES
'02-47,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,4.15,10.48,20.74,21.55,65,850.77,205.07,3610,5970,3610,5970,,,
'02-48,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.21,5.47,10.06,10.48,40,250.46,113.17,1762,5950,1762,5950,,,
'02-50,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.76,6.78,12.55,13.07,40,274.44,99.38,2197,5950,2197,5950,,,
'02-51,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.31,5.7,10.49,10.95,40,262.96,113.91,1840,5950,1840,5950,,,
'02-52,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,2.04,4.98,10.19,10.23,65,335.56,164.65,3564,2870,3564,2870,,,
'02-53,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.21,5.48,10.06,10.48,40,258.84,116.95,1762,5950,1762,5950,,,
'02-54,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,4.15,10.48,20.74,21.55,65,846.13,203.95,3610,5970,3610,5970,,,
'02-55,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.21,5.48,10.06,10.48,40,258.85,116.96,1762,5950,1762,5950,,,
'02-56,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.21,5.48,10.06,10.48,40,254.42,114.96,1762,5950,1762,5950,,,
'02-57,CONSTRUCTION,,L02,PANEL,,T1,GREY,200,4.15,10.48,20.74,21.55,65,848.09,204.42,3610,5970,3610,5970,,,
'02-58,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.21,5.49,10.07,10.49,40,259.21,117.06,1763,5950,1763,5950,,,
'02-59,CONSTRUCTION,,L02,PANEL,,T1,GREY,250,3.23,7.91,12.94,14.27,65,432.26,133.65,4178,3415,4178,3415,,,
'02-60,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,3.45,8.47,15.7,15.71,65,579.41,167.76,4600,3415,4600,3415,,,
'02-61,CONSTRUCTION,,L02,PANEL,,T1,GREY,220,2.26,5.55,10.26,10.36,65,279.66,123.84,3033,3415,3033,3415,,,
'02-62,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,4.2,10.18,19.11,19.12,65,622.35,148.05,5600,3415,5600,3415,,,
'02-63,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,1.65,4.03,7.49,7.94,65,230.39,139.85,2326,3415,2326,3415,,,
'02-64,CONSTRUCTION,,L02,PANEL,,T2,GREY,250,3.6,8.67,14.4,15.18,65,350.87,97.5,4446,3415,4446,3415,,,
'02-65,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,2.98,7.19,13.56,14.17,65,326.88,109.54,4786,2960,4786,2960,,,
'02-67,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,3.64,8.93,16.55,17.24,40,324.45,89.1,2897,5950,2897,5950,,,
'02-68,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,3.2,8.07,16.01,16.69,65,617.99,192.98,2800,5960,2800,5960,,,
'02-69,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,3.42,8.62,17.12,18.06,65,664.04,193.9,3000,6020,3000,6020,,,
'02-70,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,3.45,8.6,17.25,17.88,65,562.25,162.97,3000,5960,3000,5960,,,
'02-71,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,2.11,5.24,9.6,10.01,40,255.6,121.02,1683,5950,1683,5950,,,
'02-72,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,3.41,8.58,17.06,17.76,65,652.19,191.17,2980,5960,2980,5960,,,
'02-73,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,3.45,8.67,17.25,17.88,65,642.84,186.33,3000,5960,3000,5960,,,
'02-74,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,2.19,5.42,9.94,10.35,40,256.63,117.39,1740,5950,1740,5950,,,
'02-75,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,2.21,5.33,11.07,11.11,65,275.81,124.55,3885,2860,3885,2860,,,
'02-76,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,3.44,8.64,17.18,17.88,65,652.05,189.81,3000,5960,3000,5960,,,
'02-77,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,2.87,6.89,13.03,13.59,65,314.83,109.85,4592,2960,4592,2960,,,
'02-79,CONSTRUCTION,,L02,PANEL,,T2,GREY,200,3.45,8.67,17.25,17.88,65,642.38,186.2,3000,5960,3000,5960,,,
'02-80,CONSTRUCTION,,L02,PANEL,,T1,GREY,275,0.99,2.39,3.59,3.59,40,51.3,51.95,1259,2850,1259,2850,,,
'02-81,CONSTRUCTION,,L02,PANEL,,T1,GREY,275,0.99,2.39,3.59,3.59,40,51.3,51.95,1259,2850,1259,2850,,,
'02-82,CONSTRUCTION,,L02,PANEL,,T1,GREY,275,0.99,2.39,3.59,3.59,40,51.3,51.95,1259,2850,1259,2850,,,
'02-83,CONSTRUCTION,,L02,PANEL,,T1,GREY,275,0.99,2.39,3.59,3.59,40,51.3,51.95,1259,2850,1259,2850,,,
'02-84,CONSTRUCTION,,L02,PANEL,,T2,GREY,225,1.03,2.53,4.41,4.41,40,78.48,76.04,1547,2850,1547,2850,,,
'02-86,CONSTRUCTION,,L02,PANEL,,T2,GREY,215,0.99,2.43,4.37,4.36,40,78.48,79.14,1531,2850,1531,2850,,,
'02-88,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,0.34,0.83,1.55,1.57,40,34.83,102.15,550,2850,550,2850,,,
'02-89,CONSTRUCTION,,L02,PANEL,,T1,GREY,265,0.99,2.4,3.74,3.74,40,52.35,52.75,1313,2850,1313,2850,,,
'02-90,CONSTRUCTION,,L02,PANEL,,T1,GREY,265,0.98,2.38,3.71,3.71,40,52.35,53.18,1303,2850,1303,2850,,,
'02-91,CONSTRUCTION,,L02,PANEL,,T2,GREY,265,0.99,2.41,3.75,3.75,40,51.3,51.58,1316,2850,1316,2850,,,
'02-92,CONSTRUCTION,,L02,PANEL,,T2,GREY,220,0.34,0.83,1.55,1.57,40,38.02,111.49,550,2850,550,2850,,,
'02-98,CONSTRUCTION,,L02,BALUSTRADE,,T1,GREY,200,1.19,2.91,5.96,5.96,40,52.94,44.4,5184,1149,5184,1149,,,
'02-99,CONSTRUCTION,,L02,PANEL,,BOUNDARY WALL,GREY,200,3.38,8.25,16.9,16.9,40,215.95,63.89,5000,3380,5000,3380,,,
'03-01,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,220,0.33,0.81,1.51,1.51,40,18.92,56.99,1397,1080,1397,1080,,,
'03-02,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,220,0.77,1.88,3.51,3.51,40,34.67,44.91,3249,1080,3249,1080,,,
'03-03,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,220,0.61,1.49,2.78,2.78,40,28.9,47.31,2571,1080,2571,1080,,,
'03-04,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,220,0.22,0.55,1.02,1.02,40,15.07,67.12,945,1080,945,1080,,,
'03-05,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,200,1.5,3.66,7.48,7.48,40,76.86,51.38,10535,710,10535,710,,,
'03-06,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,200,1.47,3.6,7.36,7.36,40,75.75,51.47,10365,710,10365,710,,,
'03-07,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,220,0.79,1.9,3.59,3.59,40,43.17,54.66,6189,580,6189,580,,,
'03-13,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,200,0.3,0.73,1.49,1.49,40,21.42,71.83,2100,710,2100,710,,,
'03-15,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,200,1.34,3.27,6.7,6.7,40,69.48,51.89,9430,710,9430,710,,,
'03-16,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,200,1.34,3.27,6.7,6.7,40,69.48,51.89,9430,710,9430,710,,,
'03-17,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,200,1.34,3.27,6.7,6.7,40,69.48,51.89,9430,710,9430,710,,,
'03-18,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,200,0.27,0.67,1.36,1.36,40,18.72,68.78,1917,710,1917,710,,,
'03-19,CONSTRUCTION,,L03,BALUSTRADE,,T2,GREY,200,0.6,1.47,2.99,2.99,40,33.94,56.72,4214,710,4214,710,,,
'03-20,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,200,0.29,0.72,1.47,1.47,40,19.81,67.28,2073,710,2073,710,,,
'03-21,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,200,0.55,1.36,2.77,2.77,40,32.14,57.98,3903,710,3903,710,,,
'03-22,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,200,1.33,3.25,6.64,6.64,40,68.92,51.91,9350,710,9350,710,,,
'03-23,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,200,1.33,3.25,6.64,6.64,40,68.92,51.91,9350,710,9350,710,,,
'03-24,CONSTRUCTION,,L03,BALUSTRADE,,T1,GREY,200,1.33,3.24,6.63,6.63,40,68.81,51.92,9333,710,9333,710,,,
'03-25,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,4.04,9.91,20.22,20.22,40,258.69,63.97,2650,7630,2650,7630,,,
'03-26,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,4.04,9.9,20.22,20.22,40,258.33,63.88,2650,7630,2650,7630,,,
'03-27,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,4.04,9.91,20.22,20.22,40,258.69,63.97,2650,7630,2650,7630,,,
'03-28,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,4.04,9.91,20.22,20.22,40,258.69,63.97,2650,7630,2650,7630,,,
'03-29,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,4.04,9.91,20.22,20.22,40,258.69,63.97,2650,7630,2650,7630,,,
'03-30,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,4.04,9.91,20.22,20.22,40,258.69,63.97,2650,7630,2650,7630,,,
'03-31,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,4.04,9.91,20.22,20.22,40,258.69,63.97,2650,7630,2650,7630,,,
'03-32,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,3.81,9.33,19.04,19.04,40,246.56,64.76,2495,7630,2495,7630,,,
'03-33,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,3.61,8.84,18.04,18.04,40,236.39,65.5,2365,7630,2365,7630,,,
'03-34,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,3.62,8.86,18.08,18.08,40,236.78,65.47,2370,7630,2370,7630,,,
'03-35,CONSTRUCTION,,L03,PANEL,,BOUNDARY WALL,GREY,200,3.62,8.86,18.08,18.08,40,236.78,65.47,2370,7630,2370,7630,,,
