type,name,values,prefix,postfix,usage count,user addable,template name
checklist,FC - S - Louvre Installation,,,,,,FC - S - Louvre Installation
section,Pre-Installation Checks,,,,,,
checkpoint,Pre Fit - Studding completed & setout checked,,,,,,
checkpoint,Waterproofing to pre-fit studs completed and acceptable,,,,,,
section,Installation Checks,,,,,,
checkpoint,Louvres height is compliant,,,,,,
checkpoint,No Gaps Larger than 75 mm,,,,,,
checkpoint,Louvre brackets installed,,,,,,
checkpoint,All bolts installed done up correctly,,,,,,
checkpoint,Endcaps in place and acceptable,,,,,,
checkpoint,Any paint touch ups completed,,,,,,
checkpoint,"All louvre bracket installation works completed, reviewed and approved and protection installed",,,,,,
