resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Stage 1 - B01,,,,,,,,
,,step,,,,B01 - Level 2,,,,,,,
,,step,,,,,Area A,,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,ALS Corridor- Grid lines ,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Store,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,ACC Laundry,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Lounge,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Comms,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Stair 1,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Lifts 1 &2,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 279,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 280,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 281,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 282,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 283,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 284,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 285,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 286,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 287,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 288,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 289,,,,,
POST - S - Carpet/Rubber Installation,POST - S - Glue-Down/Floating Timber Flooring,folder-with-checklists,,,,,,Apartment - ALS/Care 290,,,,,
,,step,,,,,Area B,,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Corridor- Grid lines ,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Lounge,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Lounge 01,,,,,
POST - S - Carpet/Rubber Installation,,checklist,,,,,,Hoist,,,,,
