"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Structure Overall Progress"
,"Scope",,
,"Rows"
,,"Basement 4",,"basement 4"
,,"Basement 3",,"basement 3"
,,"Basement 2",,"basement 2"
,,"Basement 1",,"basement 1"
,,"Ground",,"ground"
,,"Building A","grouping","building a","structure"
,,"Level 1","expanded","building a","level 1","structure"
,,"Level 2","expanded","building a","level 2","structure"
,,"Level 3","expanded","building a","structure","level 3"
,,"Level 4","expanded","level 4","building a","structure"
,,"Level 5","expanded","level 5","building a","structure"
,,"Level 6","expanded","building a","level 6","structure"
,,"Level 7","expanded","building a","structure","level 7"
,,"Level 8","expanded","level 8","building a","structure"
,,"Level 9","expanded","level 9","building a","structure"
,,"Level 10","expanded","building a","level 10","structure"
,,"Level 11","expanded","building a","level 11","structure"
,,"Level 12","expanded","level 12","building a","structure"
,,"Level 13","expanded","building a","structure","level 13"
,,"Level 14","expanded","building a","level 14","structure"
,,"Level 15","expanded","level 15","building a","structure"
,,"Level 16","expanded","level 16","building a","structure"
,,"Level 17","expanded","building a","structure","level 17"
,,"Level 18","expanded","building a","level 18","structure"
,,"Level 19","expanded","level 19","building a","structure"
,,"Building B","grouping","building b","structure"
,,"Level 1","expanded","level 1","building b","structure"
,,"Level 2","expanded","building b","level 2","structure"
,,"Level 3","expanded","building b","structure","level 3"
,,"Level 4","expanded","level 4","building b","structure"
,,"Level 5","expanded","level 5","building b","structure"
,,"Level 6","expanded","level 6","building b","structure"
,,"Level 7","expanded","building b","structure","level 7"
,,"Level 8","expanded","level 8","building b","structure"
,,"Level 9","expanded","level 9","building b","structure"
,,"Level 10","expanded","building b","level 10","structure"
,,"Level 11","expanded","level 11","building b","structure"
,,"Level 12","expanded","level 12","building b","structure"
,,"Level 13","expanded","building b","structure","level 13"
,,"Level 14","expanded","building b","level 14","structure"
,,"Building C","grouping","structure","building c"
,,"Level 1","expanded","level 1","structure","building c"
,,"Level 2","expanded","level 2","structure","building c"
,,"Level 3","expanded","structure","building c","level 3"
,,"Level 4","expanded","level 4","structure","building c"
,,"Level 5","expanded","level 5","structure","building c"
,"Columns"
,,"Formwork & Reinforcing",,"formwork & reinforcing"
,,"Suspended Slab",,"suspended slab"
,,"Precast",,"precast"
,,"Concrete Pour",,"concrete pour"
,,"Columns",,"columns"

"Earthworks Overall Progress"
,"Scope",,
,"Rows"
,,"Earthworks","grouping","earthworks"
,,"Basement 4","expanded","basement 4","earthworks"
,,"Basement 3","expanded","basement 3"
,,"Basement 2","expanded","basement 2"
,,"Basement 1","expanded","basement 1"
,"Columns"
,,"Shoring Piles",,"shoring piles"
,,"Shotcrete",,"shotcrete"
,,"Anchors",,"anchors"
,,"Bulk Excavation",,"bulk excavation"

"Facade Progress"
,"Scope",,
,"Rows"
,,"Building A - Ground Floor","grouping","building a - ground floor"
,,"North Elevation",,"ground floor","facade","building a","north elevation"
,,"East Elevation",,"ground floor","facade","east elevation","building a"
,,"South Elevation",,"ground floor","facade","south elevation","building a"
,,"West Elevation",,"ground floor","facade","building a","west elevation"
,,"Building A - Level 1","grouping","building a - level 1"
,,"North Elevation",,"facade","building a","level 1","north elevation"
,,"East Elevation",,"facade","east elevation","building a","level 1"
,,"South Elevation",,"facade","south elevation","building a","level 1"
,,"West Elevation",,"facade","building a","level 1","west elevation"
,,"Building A - Level 2","grouping","building a - level 2"
,,"North Elevation",,"facade","building a","level 2","north elevation"
,,"East Elevation",,"facade","east elevation","building a","level 2"
,,"South Elevation",,"facade","south elevation","building a","level 2"
,,"West Elevation",,"facade","building a","level 2","west elevation"
,,"Building A - Level 3","grouping","building a - level 3"
,,"North Elevation",,"facade","building a","north elevation","level 3"
,,"East Elevation",,"facade","east elevation","building a","level 3"
,,"South Elevation",,"facade","south elevation","building a","level 3"
,,"West Elevation",,"facade","building a","west elevation","level 3"
,,"Building A - Level 4","grouping","building a - level 4"
,,"North Elevation",,"level 4","facade","building a","north elevation"
,,"East Elevation",,"level 4","facade","east elevation","building a"
,,"South Elevation",,"level 4","facade","south elevation","building a"
,,"West Elevation",,"level 4","facade","building a","west elevation"
,,"Building A - Level 5","grouping","building a - level 5"
,,"North Elevation",,"level 5","facade","building a","north elevation"
,,"East Elevation",,"level 5","facade","east elevation","building a"
,,"South Elevation",,"level 5","facade","south elevation","building a"
,,"West Elevation",,"level 5","facade","building a","west elevation"
,,"Building A - Level 6","grouping","building a - level 6"
,,"North Elevation",,"facade","level 6","building a","north elevation"
,,"East Elevation",,"facade","level 6","east elevation","building a"
,,"South Elevation",,"facade","level 6","south elevation","building a"
,,"West Elevation",,"facade","level 6","building a","west elevation"
,,"Building A - Level 7","grouping","building a - level 7"
,,"North Elevation",,"facade","level 7","building a","north elevation"
,,"East Elevation",,"facade","level 7","east elevation","building a"
,,"South Elevation",,"facade","level 7","south elevation","building a"
,,"West Elevation",,"facade","level 7","building a","west elevation"
,,"Building A - Level 8","grouping","building a - level 8"
,,"North Elevation",,"facade","level 8","building a","north elevation"
,,"East Elevation",,"facade","level 8","east elevation","building a"
,,"South Elevation",,"facade","level 8","south elevation","building a"
,,"West Elevation",,"facade","level 8","building a","west elevation"
,,"Building A - Level 9","grouping","building a - level 9"
,,"North Elevation",,"facade","building a","level 9","north elevation"
,,"East Elevation",,"facade","east elevation","building a","level 9"
,,"South Elevation",,"facade","south elevation","building a","level 9"
,,"West Elevation",,"facade","building a","level 9","west elevation"
,,"Building A - Level 10","grouping","building a - level 10"
,,"North Elevation",,"facade","level 10","building a","north elevation"
,,"East Elevation",,"facade","level 10","east elevation","building a"
,,"South Elevation",,"facade","level 10","south elevation","building a"
,,"West Elevation",,"facade","level 10","building a","west elevation"
,,"Building A - Level 11","grouping","building a - level 11"
,,"North Elevation",,"facade","building a","level 11","north elevation"
,,"East Elevation",,"facade","east elevation","building a","level 11"
,,"South Elevation",,"facade","south elevation","building a","level 11"
,,"West Elevation",,"facade","building a","level 11","west elevation"
,,"Building A - Level 12","grouping","building a - level 12"
,,"North Elevation",,"facade","level 12","building a","north elevation"
,,"East Elevation",,"facade","level 12","east elevation","building a"
,,"South Elevation",,"facade","level 12","south elevation","building a"
,,"West Elevation",,"facade","level 12","building a","west elevation"
,,"Building A - Level 13","grouping","building a - level 13"
,,"North Elevation",,"facade","building a","north elevation","level 13"
,,"East Elevation",,"facade","east elevation","building a","level 13"
,,"South Elevation",,"facade","south elevation","building a","level 13"
,,"West Elevation",,"facade","building a","west elevation","level 13"
,,"Building A - Level 14","grouping","building a - level 14"
,,"North Elevation",,"facade","building a","level 14","north elevation"
,,"East Elevation",,"facade","east elevation","building a","level 14"
,,"South Elevation",,"facade","south elevation","building a","level 14"
,,"West Elevation",,"facade","building a","level 14","west elevation"
,,"Building A - Level 15","grouping","building a - level 15"
,,"North Elevation",,"level 15","facade","building a","north elevation"
,,"East Elevation",,"level 15","facade","east elevation","building a"
,,"South Elevation",,"level 15","facade","south elevation","building a"
,,"West Elevation",,"level 15","facade","building a","west elevation"
,,"Building A - Level 16","grouping","building a - level 16"
,,"North Elevation",,"level 16","facade","building a","north elevation"
,,"East Elevation",,"level 16","facade","east elevation","building a"
,,"South Elevation",,"level 16","facade","south elevation","building a"
,,"West Elevation",,"level 16","facade","building a","west elevation"
,,"Building A - Level 17","grouping","building a - level 17"
,,"North Elevation",,"facade","level 17","building a","north elevation"
,,"East Elevation",,"facade","level 17","east elevation","building a"
,,"South Elevation",,"facade","level 17","south elevation","building a"
,,"West Elevation",,"facade","level 17","building a","west elevation"
,,"Building A - Level 18","grouping","building a - level 18"
,,"North Elevation",,"facade","level 18","building a","north elevation"
,,"East Elevation",,"facade","level 18","east elevation","building a"
,,"South Elevation",,"facade","level 18","south elevation","building a"
,,"West Elevation",,"facade","level 18","building a","west elevation"
,,"Building A - Level 19","grouping","building a - level 19"
,,"North Elevation",,"facade","building a","level 19","north elevation"
,,"East Elevation",,"facade","east elevation","building a","level 19"
,,"South Elevation",,"facade","south elevation","building a","level 19"
,,"West Elevation",,"facade","building a","level 19","west elevation"
,,"Building A - Level 20","grouping","building a - level 20"
,,"North Elevation",,"facade","level 20","building a","north elevation"
,,"East Elevation",,"facade","level 20","east elevation","building a"
,,"South Elevation",,"facade","level 20","south elevation","building a"
,,"West Elevation",,"facade","level 20","building a","west elevation"
,,"Building B - Ground Floor","grouping","building b - ground floor"
,,"North Elevation",,"ground floor","facade","building b","north elevation"
,,"East Elevation",,"ground floor","facade","east elevation","building b"
,,"South Elevation",,"ground floor","facade","south elevation","building b"
,,"West Elevation",,"ground floor","facade","building b","west elevation"
,,"Building B - Level 1","grouping","building b - level 1"
,,"North Elevation",,"facade","level 1","building b","north elevation"
,,"East Elevation",,"facade","east elevation","level 1","building b"
,,"South Elevation",,"facade","south elevation","level 1","building b"
,,"West Elevation",,"facade","level 1","building b","west elevation"
,,"Building B - Level 2","grouping","building b - level 2"
,,"North Elevation",,"facade","building b","level 2","north elevation"
,,"East Elevation",,"facade","east elevation","building b","level 2"
,,"South Elevation",,"facade","south elevation","building b","level 2"
,,"West Elevation",,"facade","building b","level 2","west elevation"
,,"Building B - Level 3","grouping","building b - level 3"
,,"North Elevation",,"facade","building b","north elevation","level 3"
,,"East Elevation",,"facade","east elevation","building b","level 3"
,,"South Elevation",,"facade","south elevation","building b","level 3"
,,"West Elevation",,"facade","building b","west elevation","level 3"
,,"Building B - Level 4","grouping","building b - level 4"
,,"North Elevation",,"level 4","facade","building b","north elevation"
,,"East Elevation",,"level 4","facade","east elevation","building b"
,,"South Elevation",,"level 4","facade","south elevation","building b"
,,"West Elevation",,"level 4","facade","building b","west elevation"
,,"Building B - Level 5","grouping","building b - level 5"
,,"North Elevation",,"level 5","facade","building b","north elevation"
,,"East Elevation",,"level 5","facade","east elevation","building b"
,,"South Elevation",,"level 5","facade","south elevation","building b"
,,"West Elevation",,"level 5","facade","building b","west elevation"
,,"Building B - Level 6","grouping","building b - level 6"
,,"North Elevation",,"facade","level 6","building b","north elevation"
,,"East Elevation",,"facade","level 6","east elevation","building b"
,,"South Elevation",,"facade","level 6","south elevation","building b"
,,"West Elevation",,"facade","level 6","building b","west elevation"
,,"Building B - Level 7","grouping","building b - level 7"
,,"North Elevation",,"facade","level 7","building b","north elevation"
,,"East Elevation",,"facade","level 7","east elevation","building b"
,,"South Elevation",,"facade","level 7","south elevation","building b"
,,"West Elevation",,"facade","level 7","building b","west elevation"
,,"Building B - Level 8","grouping","building b - level 8"
,,"North Elevation",,"facade","level 8","building b","north elevation"
,,"East Elevation",,"facade","level 8","east elevation","building b"
,,"South Elevation",,"facade","level 8","south elevation","building b"
,,"West Elevation",,"facade","level 8","building b","west elevation"
,,"Building B - Level 9","grouping","building b - level 9"
,,"North Elevation",,"facade","level 9","building b","north elevation"
,,"East Elevation",,"facade","east elevation","level 9","building b"
,,"South Elevation",,"facade","south elevation","level 9","building b"
,,"West Elevation",,"facade","level 9","building b","west elevation"
,,"Building B - Level 10","grouping","building b - level 10"
,,"North Elevation",,"facade","level 10","building b","north elevation"
