resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,,step,,,Level 2,,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2201,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2202a,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2202b,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2202c,,,,,,,
,,,step,,,,Unit 2202 Cond,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2203,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2204,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2205,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2206,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2207,,,,,,,
,,,step,,,Level 3,,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2301              ,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2302a             ,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2302b              ,,,,,,,
,,,step,,,,Unit 2302 Cond,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2303              ,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2304              ,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2305,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2306              ,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2307              ,,,,,,,
,,,step,,,Level 4,,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2401,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2402a,,,,,,,
Apartment Checklist,Ductwork Installation Checklist,Fan Install Checklist,folder-with-checklists,,,,Unit 2402b,,,,,,,
,,,step,,,,Unit 2402 Cond,,,,,,,
