Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Main Building,dynamic,Main Building,
,,Notting Hill,dynamic,Notting Hill,
,,Corsair Bay,dynamic,Corsair Bay,
,,Waitahuna,dynamic,Waitahuna,
,,Oriental Bay ,dynamic,Oriental Bay ,
,,Townhouses ,dynamic,Townhouses ,
,,Reception Area/Portico,grouping,Reception Area/Portico,
,,Reception Area/Portico,,Reception Area/Portico,
,,Magnolia ,dynamic,Magnolia ,
,Columns,,,,
,,Main Building & Townhouse Spiderproofing,,Main Building & Townhouse Spiderproofing,
,,Main Building Gutter Debris Removal,,Main Building Gutter Debris Removal,
,,Main Building Plaster Wall Washdowns,,Main Building Plaster Wall Washdowns,
,,Main Building Plaster Wall Washdowns,,Main Building Plaster Wall Washdowns,
