type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,SG-CL-8L-C11(0) - Conduits,,,,,,SG-CL-8L-C11(0) - Conduits
checkpoint,Conduit Size Checked,,,,,,
checkpoint,Coordination Complete,,,,,,
checkpoint,Setout Checked and Deck Marked,,,,,,
checkpoint,Conduit Installed,,,,,,
checkpoint,Conduit Accessories Installed,,,,,,
checkpoint,Conduit Glued (ü),,,,,,
checkpoint,Draw Wire Installed (ü),,,,,,
checkpoint,Inspected at concrete pour,,,,,,
checkpoint,Fixings and supports installed,,,,,,
checkpoint,Drawing Marked Up,,,,,,
