resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Building A&B ,,,,,,,,
,,step,,,,GF,,,,,,,
Full Hight Screens,,checklist,,,,,Block A,,,,,,
Full Hight Screens,,checklist,,,,,Block B,,,,,,
,,step,,,,Level 01,,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block A,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block B ,,,,,,
,,step,,,,Level 02 ,,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block A,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block B ,,,,,,
,,step,,,,Stairs ,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Flight 1,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Mid landing ,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Flight 2,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Top Landing ,,,,,,
,,step,,,Building B&C ,,,,,,,,
,,step,,,,GF,,,,,,,
Full Hight Screens,,checklist,,,,,Block C,,,,,,
Full Hight Screens,,checklist,,,,,Block D,,,,,,
,,step,,,,Level 01,,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block C,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block D,,,,,,
,,step,,,,Level 02,,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block C,,,,,,
Full Hight Screens,Framed Baluster Checklist ,folder-with-checklists,,,,,Block D,,,,,,
,,step,,,,Stairs ,,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Flight 1,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Mid landing ,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Flight 2,,,,,,
Framed Baluster Checklist ,,checklist,,,,,Top Landing ,,,,,,
