"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a6fec1b9-8fb7-40a3-a9e4-f5969b7dd333","","fail","","folder","TRUE","FALSE","Site QA"
"2710b5d9-ffe9-4288-b9a5-c35696076a3c","","fail","","folder","TRUE","FALSE","Site QA","Structural"
"1f26255e-5b21-47cc-8d17-bef75cdd51da","","fail","","folder","TRUE","FALSE","Site QA","Structural","Level 14"
"8b1eb665-dbf1-414b-819f-1c9e68bdf429","","fail","","folder","TRUE","FALSE","Site QA","Structural","Level 14","Pour 1"
"4f25d69a-88b9-405e-a273-9b4605ac0a94","","work-in-progress","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2201","Tiling & Paving","Tiling - Internal Areas"
"1ad0100f-f64b-40b0-ba91-1892353c9714","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2201","Tiling & Paving","Tiling - External Balcony Paver System"
"51891740-d6e8-4506-9b7e-96915ebb8818","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2201","Defects Checklist"
"07dc381b-f407-46a8-9009-0ba1c8b4e624","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2202"
"5a7736c8-b385-4094-a0b3-f3aa9d16fe2b","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Services rough-in"
"a824defa-5293-4f0a-a54f-99caffb3af7b","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Services rough-in","Electrical"
"661639f0-f386-4037-bc1f-2a263aee0af4","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Services rough-in","Mechanical"
"45398e4f-eefa-4554-932d-2e9f065be58d","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Services rough-in","Hydraulic"
"17c14a0f-8976-44be-99eb-f44b12ca48f5","","work-in-progress","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Services rough-in","Fire"
"acb27651-5036-4815-8686-4cd66ba333bb","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Framing/Sheeting"
"55b5ce6e-bdec-4dd6-82b7-8c53e59bcb4c","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Waterproofing"
"c780effd-1d05-487b-bf66-4f8fa017bb81","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Waterproofing","Internal Areas"
"522b9534-9c0f-4afb-9b6d-2998d46678b7","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Waterproofing","Balcony Areas"
"d56c04c1-6716-485a-830a-9b40b361fa36","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Tiling & Paving"
"e3393736-d0b5-48e8-9a62-09316d6d54b3","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Tiling & Paving","Tiling - Internal Areas"
"917590e3-5556-41ec-894c-503ba0489f0b","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Tiling & Paving","Tiling - External Balcony Paver System"
"c7c950dd-9383-412c-8cd5-4736c9631255","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2202","Defects Checklist"
"d6c10216-f349-459c-bf92-bdb3581b7197","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2205"
"07689d2d-5d0a-46c9-abac-2fae9a0fbc77","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Services rough-in"
"aad3331b-f991-426c-a75e-bb132ca9f782","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Services rough-in","Electrical"
"0e7f2d5c-a755-44ab-8208-2096289ef581","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Services rough-in","Mechanical"
"04601827-3b08-42dc-87f5-66f1be8d89da","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Services rough-in","Hydraulic"
"71cdde55-5363-4051-a7d6-042ec54a2096","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Services rough-in","Fire"
"1a8c6586-9e5c-4ae4-81f0-5be0172a2e14","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Framing/Sheeting"
"368fdca1-c43c-42be-9e77-6bbf5f3a22d5","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Waterproofing"
"39885ec3-d083-41d7-ad20-61061dc4c2a0","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Waterproofing","Internal Areas"
"31a81eea-449f-46cd-8294-2392b54ee129","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Waterproofing","Balcony Areas"
"feb4f1e1-c395-4460-aae5-02c0db6cca7f","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Tiling & Paving"
"27700031-1aeb-4f62-b9f9-b58f89873f87","","work-in-progress","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Tiling & Paving","Tiling - Internal Areas"
"b2fc3e95-e159-41f7-a570-e695de97e607","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Tiling & Paving","Tiling - External Balcony Paver System"
"76d896a3-3cf5-466b-8e80-9b6dfafab6c1","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2205","Defects Checklist"
"c17b6a65-38be-48c2-afea-c59341145858","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2206"
"e7915cfc-0635-43b8-a90c-0ea9313e4dfb","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Services rough-in"
"7b565372-b2c5-453a-939a-845b94e581ed","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Services rough-in","Electrical"
"84e5de71-f5ed-4265-8540-c754be5ac5ce","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Services rough-in","Mechanical"
"72673898-b4e9-40b8-80b9-f2f7d373d105","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Services rough-in","Hydraulic"
"80adc809-4f12-4f04-8db7-ef28b41c5c02","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Services rough-in","Fire"
"180de698-a36c-4dfe-bc5a-962372d17417","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Framing/Sheeting"
"2365ff8b-b636-407e-aa08-0596ab8cde93","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Waterproofing"
"17ebc649-4276-4d0c-a2a4-c5f7d21f89bc","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Waterproofing","Internal Areas"
"41b3b2c1-d937-443b-a86d-c26b090bdd89","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Waterproofing","Balcony Areas"
"406156c4-f603-42f5-add3-2ee4078980d0","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Tiling & Paving"
"0c7f74ce-0921-4f97-a438-4723184616e3","","work-in-progress","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Tiling & Paving","Tiling - Internal Areas"
"2a667777-1068-4294-9899-fb54e07a5bf9","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Tiling & Paving","Tiling - External Balcony Paver System"
"e162c52f-ea7e-4e81-9cd3-956a8cdb653f","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2206","Defects Checklist"
"80630aea-bd75-44b3-9fe7-31f12dff9aa8","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2207"
"72f1ffc7-0c59-4be4-875c-ecb4278e5abf","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Services rough-in"
"8f8c8174-1525-403b-b651-028cf9aa7c80","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Services rough-in","Electrical"
"170db935-681b-46ce-8e52-7a65437d5e98","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Services rough-in","Mechanical"
"d0f0fc51-7d3b-4284-8ce6-e3ed00dadeaa","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Services rough-in","Hydraulic"
"33a5e339-71db-46cf-8a22-f82dceae80e9","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Services rough-in","Fire"
"f032e219-01e1-4056-a47e-9614629bd804","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Framing/Sheeting"
"d30fced5-1b27-4755-ab5c-c2ef76a98268","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Waterproofing"
"116ce38b-c569-4564-948a-3288a775d8d4","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Waterproofing","Internal Areas"
"a67c40eb-7b82-42b5-a5df-4e31086c9267","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Waterproofing","Balcony Areas"
"4324d478-2b32-4d15-b176-596d0560880a","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Tiling & Paving"
"3d69be22-cc92-4bee-aa00-228687a6fd05","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Tiling & Paving","Tiling - Internal Areas"
"0439491a-b25a-489e-8df3-0e655a168e1f","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Tiling & Paving","Tiling - External Balcony Paver System"
"930f9ead-7d36-42db-8922-f9f06e1e8caf","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","2207","Defects Checklist"
"b3c01d06-f5f3-45b3-be48-56d365120fe3","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 22","Corridor"
"dc9ef914-dabb-48ca-9a32-54ccb95ed92c","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23"
"6c8a5d28-a7e0-498f-b02f-a1444beca2f9","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","General"
"faeea73e-c2ba-42fd-8108-effb2566b570","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","General","Curtain Wall"
"c0054eb6-38b5-477f-9b18-1b6c25f5aa4e","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","General","Render (Core Walls)"
"e19ad2e7-872e-4319-842c-4fcdc649cbcd","","not-started","Level Compliance","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","General","Level Compliance"
"10d7c0ad-e716-4e8e-9fa8-72c735c0bb0b","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","General","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Skylight"
"a29bd912-5e7c-4c06-8276-a93bb465aa73","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2301"
"2c2c53f1-103e-40c6-8f03-77180d79e303","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Services rough-in"
"f695eeac-e8e9-4605-a2f7-e4ab15e32773","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Services rough-in","Electrical"
"66952173-0f1c-4514-aa6d-be8547602ec6","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Services rough-in","Mechanical"
"711aa3f4-1eb9-4429-899c-9ef2eb70a00e","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Services rough-in","Hydraulic"
"05e8fb2d-0ec8-4642-9373-c61f68fa9697","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Services rough-in","Fire"
"10b31bae-93d0-45fc-b63c-76a54a242f4c","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Framing/Sheeting"
"b1f6ed16-50b4-408f-b1d6-2e727695f8fb","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Waterproofing"
"8184ddf8-9045-4f69-8901-47cc78e7fb6f","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Waterproofing","Internal Areas"
"e47ec6f6-77e9-419a-af2f-5542dbc69475","","fail","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Waterproofing","Balcony Areas"
"edc21eb9-ec38-4402-9a4e-f2cc5fee735b","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Tiling & Paving"
"412e007c-966d-4f78-a486-2620751dd55e","","work-in-progress","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Tiling & Paving","Tiling - Internal Areas"
"67468454-f8ea-4ea6-9a0a-520edf241d01","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Tiling & Paving","Tiling - External Balcony Paver System"
"b7a0b8b2-3bd7-42b2-9da0-dec43d9d2fd9","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2301","Defects Checklist"
"33c17c4d-fe78-4273-b56d-5efea85ea9f1","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2302"
"2d948a92-35de-48dd-a7ac-ff8ac180c856","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Services rough-in"
"3790942e-9233-4e47-a464-5f442b8bf4aa","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Services rough-in","Electrical"
"8283d00f-0b7a-4485-97f3-174411cded46","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Services rough-in","Mechanical"
"c2cc8833-c0fc-4b66-b040-566abe7a266f","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Services rough-in","Hydraulic"
"c15a7b37-5c24-46cf-8c8f-5fd30f414ccf","","work-in-progress","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Services rough-in","Fire"
"22159d80-f70b-4772-a439-94a6d81d4306","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Framing/Sheeting"
"1445718a-1146-41c1-a466-55f5b42e8510","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Waterproofing"
"6ce3d5e7-006c-4a5d-b7c9-974594b17874","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Waterproofing","Internal Areas"
"ebe90bbd-2711-48a9-8622-a9a98aa8437c","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Waterproofing","Balcony Areas"
"648a0462-f350-4959-90a5-2f027ea61c74","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Tiling & Paving"
"017c849e-c95d-4575-a36c-53855a9bad21","","work-in-progress","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Tiling & Paving","Tiling - Internal Areas"
"0f9a74ea-f908-4d57-aaf4-b8ecaef03979","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Tiling & Paving","Tiling - External Balcony Paver System"
"a6cfd0ea-adb3-4a9b-a48c-4cb667bee9fa","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2302","Defects Checklist"
"f313dbf3-2360-4ee7-ae91-2c1d9e11f7dc","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2305"
"040441be-7351-4f7a-8678-a2f18d83947b","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Services rough-in"
"2583e7b7-b15f-4cd3-af96-cffe9f326f62","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Services rough-in","Electrical"
"f793c94c-d5cb-4b84-bd8e-3ca0cca6ac16","","fail","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Services rough-in","Mechanical"
"745e26b8-ec52-4b18-b543-1aa53acba3e6","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Services rough-in","Hydraulic"
"7132573e-5478-4010-965d-d9deaef961f8","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Services rough-in","Fire"
"2971b269-5578-4e44-8e2a-60c721a8c29f","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Framing/Sheeting"
"ebf9d5b4-86a7-4a56-b805-5649436f3f4e","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Waterproofing"
"b61d548e-e095-4ef5-9fa0-7c980c8a2c9c","","fail","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Waterproofing","Internal Areas"
"2ec2acb2-910c-416e-9073-05c0132d9b43","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Waterproofing","Balcony Areas"
"cba4eeef-b238-4448-ae9d-ddc5dfa95bff","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Tiling & Paving"
"40b08d86-8fbe-4370-a3b3-7d1b52610e61","","work-in-progress","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Tiling & Paving","Tiling - Internal Areas"
"8e0fc869-7738-476f-a858-06564aa4e27c","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Tiling & Paving","Tiling - External Balcony Paver System"
"d9e382b9-6957-4c00-b3c8-3c6ac5d6179c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2305","Defects Checklist"
"c4a84219-30e4-4baf-8d91-b580b44329a6","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2306"
"ef5b0a8f-f219-48f3-950e-4adf1a0c49fe","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Services rough-in"
"a841df21-e026-4b5b-881d-52718c34e004","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Services rough-in","Electrical"
"bec3298a-a994-4015-82f2-809833ab61a2","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Services rough-in","Mechanical"
"6521a0e8-3f45-48f7-9294-72ff434c2942","","work-in-progress","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Services rough-in","Hydraulic"
"d6c54173-3b72-4389-b46a-f0760f638b8a","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Services rough-in","Fire"
"08122633-0f22-405f-af44-1a1a8f9c3311","","fail","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Framing/Sheeting"
"be62e17c-2295-4acd-b4e3-820a79f521c6","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Waterproofing"
"8e527c86-854d-4fb8-944a-353a5842b9b1","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Waterproofing","Internal Areas"
"4a64c0fd-a948-41e7-9692-c95d7c31de7a","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Waterproofing","Balcony Areas"
"803649ac-9ead-49b6-a96f-272fca44a157","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Tiling & Paving"
"e45824c6-5759-4929-af76-77848a356663","","work-in-progress","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Tiling & Paving","Tiling - Internal Areas"
"9136f317-8df6-44bc-8dca-15b2cca22a32","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Tiling & Paving","Tiling - External Balcony Paver System"
"51c00a4a-2624-44bb-b83b-55c9cf178229","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2306","Defects Checklist"
"bd3162a7-c70d-455a-a43f-247db7c28fd3","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2307"
"a86e60f7-f814-40e0-9117-b0e24a0e7353","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Services rough-in"
"cf7fadcc-ac9c-4653-a0c5-07ccdec93563","","not-started","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Services rough-in","Electrical"
"cfdbf90b-f649-4c11-9246-3267a9d935d1","","not-started","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Services rough-in","Mechanical"
"1669dc63-c0a2-4019-9054-4a6c1ea35039","","not-started","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Services rough-in","Hydraulic"
"bbb7b15d-daed-4b68-9009-410abbbca4c1","","not-started","Services Rough-in - Fire","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Services rough-in","Fire"
"db12da74-2ed3-409b-b0de-2b82b221ddda","","work-in-progress","Framing/Sheeting","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Framing/Sheeting"
"e12e7555-7c48-41ca-aac5-4b9630575024","","work-in-progress","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Waterproofing"
"3f3bc6d9-880b-4584-ba54-f90b5954f29c","","work-in-progress","Waterproofing - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Waterproofing","Internal Areas"
"c5cdb263-c446-4266-bb1f-824d10081878","","not-started","Waterproofing - Balcony Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Waterproofing","Balcony Areas"
"ca6cec0d-68d9-416e-a6b8-a7c660f1da26","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Tiling & Paving"
"758660e5-7e54-4e95-9f14-f9e8316e3c11","","not-started","Tiling - Internal Areas","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Tiling & Paving","Tiling - Internal Areas"
"dee9692c-5ed8-42f4-8f19-853ad2d9607b","","not-started","Tiling - External Balcony Paver System","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Tiling & Paving","Tiling - External Balcony Paver System"
"2a3dd439-d807-4aca-b4e0-991dce57596c","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","2307","Defects Checklist"
"552ed457-33a8-4c18-97f8-9e74546d7246","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 23","Corridor"
"73d77429-cdac-44ed-bfb7-12b8e0e4103d","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 24"
"619e6b60-9cbb-40a9-895c-60499f43be55","","not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 24","General"
"ace33e8b-3a05-4082-b585-0a13c8c8ba2e","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 24","General","Curtain Wall"
"ba91fdcc-2e4e-4d51-88d4-3750de611eb0","","no-status-not-started","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 24","General","Render (Core Walls)"
"e45c117f-07c4-4302-ae7d-81b1c9080ca3","","not-started","Level Compliance","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 24","General","Level Compliance"
"a9d18174-c0aa-41de-950a-9143f8a9070f","","not-started","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Curtain Wall","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 24","General","101C-SDC-TMP-CON-ITP-015 - 2 - Facade Skylight"
"5e63986f-5e9c-4fec-9fcd-b718e4b60b57","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 24","2401"
"15fb9dc9-25ac-4f12-bba7-632210550117","","fail","","folder","TRUE","FALSE","Site QA","Fit Out & Façade","Level 24","2401","Services rough-in"
"8dd113d9-74e8-4e56-91f4-99dcc8453faf","","work-in-progress","Services Rough-in - Electrical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 24","2401","Services rough-in","Electrical"
"d0e7dea6-cb65-4826-bda2-89d3464c2c29","","work-in-progress","Services Rough-in - Mechanical","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 24","2401","Services rough-in","Mechanical"
"12f6c438-f398-4aeb-9943-9b107f8d53ca","","fail","Services Rough-in - Hydraulic","checklist","FALSE","FALSE","Site QA","Fit Out & Façade","Level 24","2401","Services rough-in","Hydraulic"
