Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2
Overall Progress,,,,,
,Scope,,,,
,Rows,,,,
,,Site QA,,Site QA,
,Columns,,,,
,,BTS Install,,BTS Install,
,,Mains Install,,Mains Install,
,,First Fix - Switchboards,,Switchboards,First Fix
,,First Fix - Kitchen,,Kitchen,First Fix
,,First Fix - Living,,Living,First Fix
,,First Fix - Bedroom 1,,Bedroom 1,First Fix
,,First Fix - Bedroom 2,,Bedroom 2,First Fix
,,First Fix - Bedroom 3,,Bedroom 3,First Fix
,,First Fix - Bathroom,,Bathroom,First Fix
,,First Fix - Ensuite,,Ensuite,First Fix
,,First Fix - Laundry,,Laundry,First Fix
,,First Fix - Garage,,Garage,First Fix
,,First Fix - Exterior,,Exterior,First Fix
,,Strip Out,,Strip Out,
,,Second Fix - Switchboards,,Switchboards,Second Fix
,,Second Fix - Kitchen,,Kitchen,Second Fix
,,Second Fix - Living,,Living,Second Fix
,,Second Fix - Bedroom 1,,Bedroom 1,Second Fix
,,Second Fix - Bedroom 2,,Bedroom 2,Second Fix
,,Second Fix - Bedroom 3,,Bedroom 3,Second Fix
,,Second Fix - Bathroom,,Bathroom,Second Fix
,,Second Fix - Ensuite,,Ensuite,Second Fix
,,Second Fix - Laundry,,Laundry,Second Fix
,,Second Fix - Garage,,Garage,Second Fix
,,Second Fix - Exterior,,Exterior,Second Fix
,,Compliance,,Compliance,
