,,"Rings 3501 - 4000 (3901 to 3925)","dynamic","rings.","prestart","site qa","rings 3501 - 4000","3901 to 3925"
,,"Rings 3501 - 4000 (3926 to 3950)","dynamic","rings.","prestart","site qa","rings 3501 - 4000","3926 to 3950"
,,"Rings 3501 - 4000 (3951 to 3975)","dynamic","rings.","3951 to 3975","prestart","site qa","rings 3501 - 4000"
,,"Daily Prestart - Date:21/6/23",,"rings.","3951 to 3975","daily prestart - date:21/6/23","site qa","rings 3501 - 4000"
,,"Daily Prestart - Date:22/6/23",,"rings.","3951 to 3975","site qa","rings 3501 - 4000","daily prestart - date:22/6/23"
,,"Rings 3501 - 4000 (3976 to 4000)","dynamic","rings.","prestart","3976 to 4000","site qa","rings 3501 - 4000"
,,"Daily Prestart - Date:23/6/23",,"rings.","3976 to 4000","daily prestart - date:23/6/23","site qa","rings 3501 - 4000"
,,"Rings 4001 - 4500 (4001 to 4025)","dynamic","rings.","rings 4001 - 4500","prestart","4001 to 4025","site qa"
,,"Rings 4001 - 4500 (4026 to 4050)","dynamic","rings.","rings 4001 - 4500","4026 to 4050","prestart","site qa"
,,"Rings 4001 - 4500 (4051 to 4075)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4051 to 4075"
,,"Rings 4001 - 4500 (4076 to 4100)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4076 to 4100"
,,"Rings 4001 - 4500 (4101 to 4125)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4101 to 4125"
,,"Daily Prestart - Date:4/7/23",,"rings.","rings 4001 - 4500","daily prestart - date:4/7/23","site qa","4101 to 4125"
,,"Daily Prestart - Date:5/7/23",,"rings.","rings 4001 - 4500","site qa","4101 to 4125","daily prestart - date:5/7/23"
,,"Rings 4001 - 4500 (4126 to 4150)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4126 to 4150"
,,"Daily Prestart - Date:6/7/23",,"rings.","rings 4001 - 4500","site qa","daily prestart - date:6/7/23","4126 to 4150"
,,"Rings 4001 - 4500 (4151 to 4175)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4151 to 4175"
,,"Daily Prestart - Date:7/7/23",,"rings.","rings 4001 - 4500","daily prestart - date:7/7/23","site qa","4151 to 4175"
,,"Daily Prestart - Date:8/7/23",,"rings.","rings 4001 - 4500","daily prestart - date:8/7/23","site qa","4151 to 4175"
,,"Rings 4001 - 4500 (4176 to 4200)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4176 to 4200"
,,"Daily Prestart - Date:10/7/23",,"rings.","rings 4001 - 4500","site qa","daily prestart - date:10/7/23","4176 to 4200"
,,"Rings 4001 - 4500 (4201 to 4225)","dynamic","rings.","rings 4001 - 4500","4201 to 4225","prestart","site qa"
,,"Daily Prestart - Date:12/7/23",,"rings.","rings 4001 - 4500","daily prestart - date:12/7/23","4201 to 4225","site qa"
,,"Rings 4001 - 4500 (4226 to 4250)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4226 to 4250"
,,"Daily Prestart - Date:17/7/23",,"rings.","rings 4001 - 4500","site qa","daily prestart - date:17/7/23","4226 to 4250"
,,"Rings 4001 - 4500 (4251 to 4275)","dynamic","rings.","rings 4001 - 4500","4251 to 4275","prestart","site qa"
,,"Daily Prestart - Date:19/7/23",,"rings.","rings 4001 - 4500","4251 to 4275","site qa","daily prestart - date:19/7/23"
,,"Rings 4001 - 4500 (4276 to 4300)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4276 to 4300"
,,"Daily Prestart - Date:24/7/23",,"rings.","rings 4001 - 4500","site qa","4276 to 4300","daily prestart - date:24/7/23"
,,"Rings 4001 - 4500 (4301 to 4325)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4301 to 4325"
,,"Daily Prestart - Date:25/7/23",,"rings.","rings 4001 - 4500","site qa","daily prestart - date:25/7/23","4301 to 4325"
,,"Rings 4001 - 4500 (4326 to 4350)","dynamic","rings.","rings 4001 - 4500","4326 to 4350","prestart","site qa"
,,"Daily Prestart - Date:27/7/23",,"rings.","rings 4001 - 4500","4326 to 4350","site qa","daily prestart - date:27/7/23"
,,"Rings 4001 - 4500 (4351 to 4375)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4351 to 4375"
,,"Daily Prestart - Date:31/7/23",,"rings.","rings 4001 - 4500","site qa","daily prestart - date:31/7/23","4351 to 4375"
,,"Rings 4001 - 4500 (4376 to 4400)","dynamic","rings.","rings 4001 - 4500","prestart","4376 to 4400","site qa"
,,"Daily Prestart - Date:2/8/23",,"rings.","rings 4001 - 4500","4376 to 4400","site qa","daily prestart - date:2/8/23"
,,"Rings 4001 - 4500 (4401 to 4425)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4401 to 4425"
,,"Daily Prestart - Date:05/08/2033",,"rings.","rings 4001 - 4500","site qa","daily prestart - date:05/08/2033","4401 to 4425"
,,"Rings 4001 - 4500 (4426 to 4450)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4426 to 4450"
,,"Daily Prestart - Date:08:10pm",,"rings.","rings 4001 - 4500","daily prestart - date:08:10pm","site qa","4426 to 4450"
,,"Rings 4001 - 4500 (4451 to 4475)","dynamic","rings.","rings 4001 - 4500","prestart","4451 to 4475","site qa"
,,"Daily Prestart - Date:10/08/23",,"rings.","rings 4001 - 4500","4451 to 4475","site qa","daily prestart - date:10/08/23"
,,"Rings 4001 - 4500 (4476 to 4500)","dynamic","rings.","rings 4001 - 4500","prestart","site qa","4476 to 4500"
,,"Daily Prestart - Date:14/08/23",,"rings.","rings 4001 - 4500","daily prestart - date:14/08/23","site qa","4476 to 4500"
,,"Rings 4501 - 4750 (4501 to 4525)","dynamic","rings.","4501 to 4525","prestart","site qa","rings 4501 - 4750"
,,"Daily Prestart - Date:15/08/23",,"rings.","4501 to 4525","site qa","rings 4501 - 4750","daily prestart - date:15/08/23"
,,"Rings 4501 - 4750 (4526 to 4550)","dynamic","rings.","prestart","site qa","rings 4501 - 4750","4526 to 4550"
,,"Daily Prestart - Date:18/8/23",,"rings.","site qa","rings 4501 - 4750","4526 to 4550","daily prestart - date:18/8/23"
,,"Rings 4501 - 4750 (4551 to 4575)","dynamic","rings.","prestart","site qa","rings 4501 - 4750","4551 to 4575"
,,"Rings 4501 - 4750 (4576 to 4600)","dynamic","rings.","prestart","site qa","rings 4501 - 4750","4576 to 4600"
,,"Daily Prestart - Date:29/8/23",,"rings.","daily prestart - date:29/8/23","site qa","rings 4501 - 4750","4576 to 4600"
,,"Rings 4501 - 4750 (4601 to 4625)","dynamic","rings.","prestart","4601 to 4625","site qa","rings 4501 - 4750"
,,"Rings 4501 - 4750 (4626 to 4650)","dynamic","rings.","4626 to 4650","prestart","site qa","rings 4501 - 4750"
,,"Rings 4501 - 4750 (4651 to 4675)","dynamic","rings.","prestart","site qa","rings 4501 - 4750","4651 to 4675"
,,"Rings 4501 - 4750 (4676 to 4700)","dynamic","rings.","prestart","site qa","rings 4501 - 4750","4676 to 4700"
,,"Rings 4501 - 4750 (4701 to 4725)","dynamic","rings.","prestart","site qa","rings 4501 - 4750","4701 to 4725"
,,"Rings 4501 - 4750 (4726 to 4750)","dynamic","rings.","prestart","site qa","rings 4501 - 4750","4726 to 4750"
,"Columns"
,,"Elec. tools/leads tagged & safe to use",,"are all electrical tools and leads tagged and safe to use?"
,,"Daily Calibration of elec. spark tester",,"has the daily calibration of the electronic spark tester been completed?"
,,"Extruders calibration certs current",,"are the extruders calibration certs current?"
,,"Air temp",,"air temp"
,,"Surface temp",,"surface temp"
,,"Dew point",,"dew point"
,,"Trial weld completed & numbered",,"trial weld completed sucessfully and numbered?"

"QA - Electronic Testing"
,"Scope",,,"site qa","rings."
,"Rows"
,,"Rings 1-500 - 1 to 25","grouping","rings.","site qa","rings 1-500","1 to 25"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","1 to 25"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","1 to 25","electronic testing - phase 2"
,,"Rings 1-500 - 26 to 50","grouping","rings.","site qa","rings 1-500","26 to 50"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","26 to 50"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","26 to 50"
,,"Rings 1-500 - 51 to 75","grouping","rings.","site qa","rings 1-500","51 to 75"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","51 to 75"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","51 to 75"
,,"Rings 1-500 - 76 to 100","grouping","rings.","site qa","rings 1-500","76 to 100"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","76 to 100"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","76 to 100"
,,"Rings 1-500 - 101 to 125","grouping","rings.","site qa","rings 1-500","101 to 125"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","101 to 125"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","101 to 125"
,,"Rings 1-500 - 126 to 150","grouping","rings.","126 to 150","site qa","rings 1-500"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","126 to 150","site qa","rings 1-500"
,,"Electronic Testing - Phase 2",,"rings.","126 to 150","site qa","rings 1-500","electronic testing - phase 2"
,,"Rings 1-500 - 151 to 175","grouping","rings.","site qa","rings 1-500","151 to 175"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","151 to 175"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","151 to 175"
,,"Rings 1-500 - 176 to 200","grouping","rings.","176 to 200","site qa","rings 1-500"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","176 to 200","site qa","rings 1-500"
,,"Electronic Testing - Phase 2",,"rings.","176 to 200","site qa","rings 1-500","electronic testing - phase 2"
,,"Rings 1-500 - 201 to 225","grouping","rings.","site qa","rings 1-500","201 to 225"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","201 to 225"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","201 to 225"
,,"Rings 1-500 - 226 to 250","grouping","rings.","226 to 250","site qa","rings 1-500"
,,"Electronic Testing - Phase 1",,"rings.","226 to 250","electronic testing - phase 1","site qa","rings 1-500"
,,"Electronic Testing - Phase 2",,"rings.","226 to 250","site qa","rings 1-500","electronic testing - phase 2"
,,"Rings 1-500 - 251 to 275","grouping","rings.","site qa","rings 1-500","251 to 275"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","251 to 275"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","251 to 275"
,,"Rings 1-500 - 276 to 300","grouping","rings.","site qa","rings 1-500","276 to 300"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","276 to 300"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","276 to 300"
,,"Rings 1-500 - 301 to 325","grouping","rings.","301 to 325","site qa","rings 1-500"
,,"Electronic Testing - Phase 1",,"rings.","301 to 325","electronic testing - phase 1","site qa","rings 1-500"
,,"Electronic Testing - Phase 2",,"rings.","301 to 325","site qa","rings 1-500","electronic testing - phase 2"
,,"Rings 1-500 - 326 to 350","grouping","rings.","326 to 350","site qa","rings 1-500"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","326 to 350","site qa","rings 1-500"
,,"Electronic Testing - Phase 2",,"rings.","326 to 350","site qa","rings 1-500","electronic testing - phase 2"
,,"Rings 1-500 - 351 to 375","grouping","rings.","site qa","rings 1-500","351 to 375"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","351 to 375"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","351 to 375"
,,"Rings 1-500 - 376 to 400","grouping","rings.","site qa","rings 1-500","376 to 400"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","376 to 400"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","376 to 400"
,,"Rings 1-500 - 401 to 425","grouping","rings.","site qa","rings 1-500","401 to 425"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","401 to 425"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","401 to 425","electronic testing - phase 2"
,,"Rings 1-500 - 426 to 450","grouping","rings.","site qa","rings 1-500","426 to 450"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","426 to 450"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","426 to 450"
,,"Rings 1-500 - 451 to 475","grouping","rings.","451 to 475","site qa","rings 1-500"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","451 to 475","site qa","rings 1-500"
,,"Electronic Testing - Phase 2",,"rings.","451 to 475","site qa","rings 1-500","electronic testing - phase 2"
,,"Rings 1-500 - 476 to 500","grouping","rings.","site qa","rings 1-500","476 to 500"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1-500","476 to 500"
,,"Electronic Testing - Phase 2",,"rings.","site qa","rings 1-500","electronic testing - phase 2","476 to 500"
,,"Rings 501 - 1000 - 501 to 525","grouping","rings.","rings 501 - 1000","501 to 525","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","501 to 525","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","501 to 525","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 526 to 550","grouping","rings.","rings 501 - 1000","site qa","526 to 550"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","526 to 550"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","526 to 550"
,,"Rings 501 - 1000 - 551 to 575","grouping","rings.","rings 501 - 1000","site qa","551 to 575"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","551 to 575"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","551 to 575","electronic testing - phase 2"
,,"Rings 501 - 1000 - 576 to 600","grouping","rings.","rings 501 - 1000","576 to 600","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","576 to 600","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","576 to 600","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 601 to 625","grouping","rings.","rings 501 - 1000","site qa","601 to 625"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","601 to 625"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","601 to 625"
,,"Rings 501 - 1000 - 626 to 650","grouping","rings.","rings 501 - 1000","626 to 650","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","626 to 650","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","626 to 650","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 651 to 675","grouping","rings.","rings 501 - 1000","651 to 675","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","651 to 675","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","651 to 675","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 676 to 700","grouping","rings.","rings 501 - 1000","site qa","676 to 700"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","676 to 700"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","676 to 700","electronic testing - phase 2"
,,"Rings 501 - 1000 - 701 to 725","grouping","rings.","rings 501 - 1000","site qa","701 to 725"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","701 to 725"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","701 to 725"
,,"Rings 501 - 1000 - 726 to 750","grouping","rings.","rings 501 - 1000","site qa","726 to 750"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","726 to 750"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","726 to 750","electronic testing - phase 2"
,,"Rings 501 - 1000 - 751 to 775","grouping","rings.","rings 501 - 1000","site qa","751 to 775"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","751 to 775"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","751 to 775"
,,"Rings 501 - 1000 - 776 to 800","grouping","rings.","rings 501 - 1000","776 to 800","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","776 to 800","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","776 to 800","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 801 to 825","grouping","rings.","rings 501 - 1000","801 to 825","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","801 to 825","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","801 to 825","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 826 to 850","grouping","rings.","rings 501 - 1000","826 to 850","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","826 to 850","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","826 to 850","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 851 to 875","grouping","rings.","rings 501 - 1000","site qa","851 to 875"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","851 to 875"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","851 to 875"
,,"Rings 501 - 1000 - 876 to 900","grouping","rings.","rings 501 - 1000","site qa","876 to 900"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","876 to 900"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","876 to 900"
,,"Rings 501 - 1000 - 901 to 925","grouping","rings.","rings 501 - 1000","901 to 925","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","901 to 925","electronic testing - phase 1","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","901 to 925","site qa","electronic testing - phase 2"
,,"Rings 501 - 1000 - 926 to 950","grouping","rings.","rings 501 - 1000","site qa","926 to 950"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","926 to 950"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","926 to 950"
,,"Rings 501 - 1000 - 951 to 975","grouping","rings.","rings 501 - 1000","site qa","951 to 975"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","site qa","951 to 975"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","site qa","electronic testing - phase 2","951 to 975"
,,"Rings 501 - 1000 - 976 to 1000","grouping","rings.","rings 501 - 1000","976 to 1000","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 501 - 1000","electronic testing - phase 1","976 to 1000","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 501 - 1000","976 to 1000","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1001 to 1025","grouping","rings.","rings 1001 - 1500","site qa","1001 to 1025"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1001 to 1025"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","1001 to 1025","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1026 to 1050","grouping","rings.","rings 1001 - 1500","site qa","1026 to 1050"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1026 to 1050"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1026 to 1050"
,,"Rings 1001 - 1500 - 1051 to 1075","grouping","rings.","rings 1001 - 1500","1051 to 1075","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","1051 to 1075","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1051 to 1075","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1076 to 1100","grouping","rings.","rings 1001 - 1500","site qa","1076 to 1100"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1076 to 1100"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1076 to 1100"
,,"Rings 1001 - 1500 - 1101 to 1125","grouping","rings.","rings 1001 - 1500","1101 to 1125","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","1101 to 1125","electronic testing - phase 1","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1101 to 1125","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1126 to 1150","grouping","rings.","rings 1001 - 1500","site qa","1126 to 1150"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1126 to 1150"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1126 to 1150"
,,"Rings 1001 - 1500 - 1151 to 1175","grouping","rings.","rings 1001 - 1500","site qa","1151 to 1175"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1151 to 1175"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1151 to 1175"
,,"Rings 1001 - 1500 - 1176 to 1200","grouping","rings.","rings 1001 - 1500","site qa","1176 to 1200"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1176 to 1200"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1176 to 1200"
,,"Rings 1001 - 1500 - 1201 to 1225","grouping","rings.","rings 1001 - 1500","site qa","1201 to 1225"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1201 to 1225"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1201 to 1225"
,,"Rings 1001 - 1500 - 1226 to 1250","grouping","rings.","rings 1001 - 1500","1226 to 1250","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","1226 to 1250","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1226 to 1250","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1251 to 1275","grouping","rings.","rings 1001 - 1500","site qa","1251 to 1275"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1251 to 1275"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1251 to 1275"
,,"Rings 1001 - 1500 - 1276 to 1300","grouping","rings.","rings 1001 - 1500","1276 to 1300","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","1276 to 1300","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1276 to 1300","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1301 to 1325","grouping","rings.","rings 1001 - 1500","site qa","1301 to 1325"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1301 to 1325"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1301 to 1325"
,,"Rings 1001 - 1500 - 1326 to 1350","grouping","rings.","rings 1001 - 1500","site qa","1326 to 1350"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1326 to 1350"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","electronic testing - phase 2","1326 to 1350"
,,"Rings 1001 - 1500 - 1351 to 1375","grouping","rings.","rings 1001 - 1500","1351 to 1375","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","1351 to 1375","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1351 to 1375","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1376 to 1400","grouping","rings.","rings 1001 - 1500","1376 to 1400","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","1376 to 1400","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1376 to 1400","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1401 to 1425","grouping","rings.","rings 1001 - 1500","1401 to 1425","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","1401 to 1425","electronic testing - phase 1","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1401 to 1425","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1426 to 1450","grouping","rings.","rings 1001 - 1500","1426 to 1450","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","1426 to 1450","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1426 to 1450","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1451 to 1475","grouping","rings.","rings 1001 - 1500","1451 to 1475","site qa"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","1451 to 1475","site qa"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","1451 to 1475","site qa","electronic testing - phase 2"
,,"Rings 1001 - 1500 - 1476 to 1500","grouping","rings.","rings 1001 - 1500","site qa","1476 to 1500"
,,"Electronic Testing - Phase 1",,"rings.","rings 1001 - 1500","electronic testing - phase 1","site qa","1476 to 1500"
,,"Electronic Testing - Phase 2",,"rings.","rings 1001 - 1500","site qa","1476 to 1500","electronic testing - phase 2"
,,"Rings 1501 - 2000 - 1501 to 1525","grouping","rings.","site qa","rings 1501 - 2000","1501 to 1525"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","site qa","rings 1501 - 2000","1501 to 1525"
,,"Electronic Testing - Phase 2",,"rings.","site qa","electronic testing - phase 2","rings 1501 - 2000","1501 to 1525"
,,"Rings 1501 - 2000 - 1526 to 1550","grouping","rings.","1526 to 1550","site qa","rings 1501 - 2000"
,,"Electronic Testing - Phase 1",,"rings.","electronic testing - phase 1","1526 to 1550","site qa","rings 1501 - 2000"
,,"Electronic Testing - Phase 2",,"rings.","1526 to 1550","site qa","electronic testing - phase 2","rings 1501 - 2000"
,,"Rings 1501 - 2000 - 1551 to 1575","grouping","rings.","site qa","1551 to 1575","rings 1501 - 2000"
