Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
,,Level 2 - Lobby P0241,,Site QA,Rough In,Parish Hall,Level 2,Lobby P0241
,,Level 2 - Meeting P0202,,Site QA,Rough In,Parish Hall,Level 2,Meeting P0202
,,Level 2 - Reception P0201,,Site QA,Rough In,Parish Hall,Level 2,Reception P0201
,,Level 2 - Stage P0207,,Site QA,Rough In,Parish Hall,Level 2,Stage P0207
,,Level 2 - ST P0290,,Site QA,Rough In,Parish Hall,Level 2,ST P0290
,,Level 2 - ST P0291,,Site QA,Rough In,Parish Hall,Level 2,ST P0291
,,Level 3 - ACC P0302,,Site QA,Rough In,Parish Hall,Level 3,ACC P0302
,,Level 3 - Assistant Priest's Office P0303,,Site QA,Rough In,Parish Hall,Level 3,Assistant Priest's Office P0303
,,Level 3 - Elec/Comms,,Site QA,Rough In,Parish Hall,Level 3,Elec/Comms
,,Level 3 - Meeting Room P0305,,Site QA,Rough In,Parish Hall,Level 3,Meeting Room P0305
,,Level 3 - Priest's Office P0304,,Site QA,Rough In,Parish Hall,Level 3,Priest's Office P0304
,,Level 4 - Plant P0484,,Site QA,Rough In,Parish Hall,Level 4,Plant P0484
,,Rough In - RAC (Residential Aged Care),grouping,Rough In - RAC (Residential Aged Care),,,,
,,Level 1 - ACC WC B0142,,Site QA,Rough In,RAC (Residential Aged Care),Level 1,ACC WC B0142
,Columns,,,,,,,
,,Light circuits complete and light control,,light circuits complete and light control,,,,
,,Light switches and brackets,,light switches and brackets,,,,
,,Exhaust Fans (4 pin plug),,exhaust fans (4 pin plug),,,,
,,Power circuits 2 off minimum,,power circuits 2 off minimum,,,,
,,Power outlets and brackets,,power outlets and brackets,,,,
,,Oven circuit 4mm minimum,,oven circuit 4mm minimum,,,,
,,Smoke detectors (interlinked),,smoke detectors (interlinked),,,,
,,Communications cables and brackets,,communications cables and brackets,,,,
,,Intercom cables and brackets,,intercom cables and brackets,,,,
,,MATV cabling and brackets,,matv cabling and brackets,,,,
,,NBN conduit installed with draw wire,,nbn conduit installed with draw wire,,,,
,,Fire sealed penetrations,,fire sealed penetrations,,,,
,,Rubbish removed,,rubbish removed,,,,
