Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
A&T Electrical Group - Concrete Suspended Slabs Checklist,,,,,,,,
,Scope,,,A&T Electrical Group - Levande Epping,,,,
,Rows,,,,,,,
,,Basement 2,grouping,Basement 2,,,,
,,Pour 1,,Site QA,In Slab Work,Basement 2,Pour 1,
,,Pour 2,,Site QA,In Slab Work,Basement 2,Pour 2,
,,Pour 3,,Site QA,In Slab Work,Basement 2,Pour 3,
,,Pour 4,,Site QA,In Slab Work,Basement 2,Pour 4,
,,Pour 5,,Site QA,In Slab Work,Basement 2,Pour 5,
,,Pour 6,,Site QA,In Slab Work,Basement 2,Pour 6,
,,Pour 7,,Site QA,In Slab Work,Basement 2,Pour 7,
,,Pour 8,,Site QA,In Slab Work,Basement 2,Pour 8,
,,Pour 9,,Site QA,In Slab Work,Basement 2,Pour 9,
,,Pour 10,,Site QA,In Slab Work,Basement 2,Pour 10,
,,Pour 11,,Site QA,In Slab Work,Basement 2,Pour 11,
,,Pour 12,,Site QA,In Slab Work,Basement 2,Pour 12,
,,Pour 13,,Site QA,In Slab Work,Basement 2,Pour 13,
,,Basement 1,grouping,Basement 1,,,,
,,Pour 1,,Site QA,In Slab Work,Basement 1,Pour 1,
,,Pour 2,,Site QA,In Slab Work,Basement 1,Pour 2,
,,Pour 3,,Site QA,In Slab Work,Basement 1,Pour 3,
,,Pour 4,,Site QA,In Slab Work,Basement 1,Pour 4,
,,Lower Ground,grouping,Lower Ground,,,,
,,Pour 1,,Site QA,In Slab Work,Lower Ground,Pour 1,
,,Pour 2,,Site QA,In Slab Work,Lower Ground,Pour 2,
,,Pour 3,,Site QA,In Slab Work,Lower Ground,Pour 3,
,,Pour 4,,Site QA,In Slab Work,Lower Ground,Pour 4,
,,Upper Ground,grouping,Upper Ground,,,,
,,Pour 1,,Site QA,In Slab Work,Upper Ground,Pour 1,
,,Pour 2,,Site QA,In Slab Work,Upper Ground,Pour 2,
,,Pour 3,,Site QA,In Slab Work,Upper Ground,Pour 3,
,,Pour 4,,Site QA,In Slab Work,Upper Ground,Pour 4,
,,School,grouping,School,,,,
,,Level 1 - Pour 1,,Site QA,In Slab Work,School,Level 1,Pour 1
,,Level 2 - Pour 1,,Site QA,In Slab Work,School,Level 2,Pour 1
,,Level 2 - Pour 2,,Site QA,In Slab Work,School,Level 2,Pour 2
,,Level 3 - Pour 1,,Site QA,In Slab Work,School,Level 3,Pour 1
,,Level 3 - Pour 2,,Site QA,In Slab Work,School,Level 3,Pour 2
,,Level 4 - Pour 1,,Site QA,In Slab Work,School,Level 4,Pour 1
,,Level 4 - Pour 2,,Site QA,In Slab Work,School,Level 4,Pour 2
,,Parish Hall,grouping,Parish Hall,,,,
,,Level 1 - Pour 1,,Site QA,In Slab Work,Parish Hall,Level 1,Pour 1
,,Level 2 - Pour 1,,Site QA,In Slab Work,Parish Hall,Level 2,Pour 1
,,Level 2 - Pour 2,,Site QA,In Slab Work,Parish Hall,Level 2,Pour 2
,,Level 3 - Pour 1,,Site QA,In Slab Work,Parish Hall,Level 3,Pour 1
,,Level 3 - Pour 2,,Site QA,In Slab Work,Parish Hall,Level 3,Pour 2
,,Level 4 - Pour 1,,Site QA,In Slab Work,Parish Hall,Level 4,Pour 1
,,Level 4 - Pour 2,,Site QA,In Slab Work,Parish Hall,Level 4,Pour 2
,,RAC (Residential Aged Care),grouping,RAC (Residential Aged Care),,,,
,,Level 1 - Pour 1,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 1,Pour 1
,,Level 1 - Pour 2,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 1,Pour 2
,,Level 2 - Pour 1,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 2,Pour 1
,,Level 2 - Pour 2,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 2,Pour 2
,,Level 3 - Pour 1,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 3,Pour 1
,,Level 3 - Pour 2,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 3,Pour 2
,,Level 4 - Pour 1,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 4,Pour 1
,,Level 4 - Pour 2,,Site QA,In Slab Work,RAC (Residential Aged Care),Level 4,Pour 2
,Columns,,,,,,,
,,Lighting services conduits & cast in boxes are installed,,lighting services conduits and cast in boxes have been installed in accordance with design and as per electrical drawings.,,,,
,,Power services conduits and cast in boxes are installed,,power services conduits and cast in boxes have been installed in accordance with design and as per electrical drawings.,,,,
,,Communication services conduits and cast in boxes have been installed,,communication services conduits and cast in boxes have been installed in accordance with design and as per electrical drawings.,,,,
,,Security services conduits and cast in boxes have been installed,,security services conduits and cast in boxes have been installed in accordance with design and as per electrical drawings.,,,,
,,All Penetrations have been installed in accordance with design,,all penetrations have been installed in accordance with design and as per electrical drawings.,,,,
,,,,,,,,
A&T Electrical Group - Installation of Cable & Wiring (Rough In) Checklist,,,,,,,,
,Scope,,,A&T Electrical Group - Levande Epping,,,,
,Rows,,,,,,,
,,,grouping,Temp Boards,,,,
,,,,Site QA,Temp Boards,Installation of Temporary Power Board,,
,,Rough In - Lower Ground,grouping,Rough In - Lower Ground,,,,
,,Back of House,,Site QA,Rough In,Lower Ground,Back of House,
,,Common Area,,Site QA,Rough In,Lower Ground,Common Area,
,,Cafe BOH C0515,,Site QA,Rough In,Lower Ground,Cafe BOH C0515,
,,Lobby C0640,,Site QA,Rough In,Lower Ground,Lobby C0640,
,,Office C0517,,Site QA,Rough In,Lower Ground,Office C0517,
,,Site Comms Room C0584,,Site QA,Rough In,Lower Ground,Site Comms Room C0584,
,,Switch Room C0585,,Site QA,Rough In,Lower Ground,Switch Room C0585,
,,Rough In - Upper Ground,grouping,Rough In - Upper Ground,,,,
,,Back of House,,Site QA,Rough In,Upper Ground,Back of House,
,,Common Area,,Site QA,Rough In,Upper Ground,Common Area,
,,Parish Hall Storage & Comms,,Site QA,Rough In,Upper Ground,Parish Hall Storage & Comms,
,,Comms Room C0780,,Site QA,Rough In,Upper Ground,Comms Room C0780,
,,DB C0786,,Site QA,Rough In,Upper Ground,DB C0786,
,,Lobby C0841,,Site QA,Rough In,Upper Ground,Lobby C0841,
,,Rough In - School,grouping,Rough In - School,,,,
,,Level 1 - ACC S0109,,Site QA,Rough In,School,Level 1,ACC S0109
,,Level 1 - ACC S0115,,Site QA,Rough In,School,Level 1,ACC S0115
,,Level 1 - Administration S102,,Site QA,Rough In,School,Level 1,Administration S102
,,Level 1 - Circulation S0108,,Site QA,Rough In,School,Level 1,Circulation S0108
,,Level 1 - FS S0183,,Site QA,Rough In,School,Level 1,FS S0183
,,Level 1 - Interview Room S0104,,Site QA,Rough In,School,Level 1,Interview Room S0104
,,Level 1 - Principal's Office S0105,,Site QA,Rough In,School,Level 1,Principal's Office S0105
,,Level 1 - Reception S0103,,Site QA,Rough In,School,Level 1,Reception S0103
,,Level 1 - Services S0180,,Site QA,Rough In,School,Level 1,Services S0180
,,Level 1 - Sick Bay S0110,,Site QA,Rough In,School,Level 1,Sick Bay S0110
,,Level 1 - Staff & Student Entry S0111,,Site QA,Rough In,School,Level 1,Staff & Student Entry S0111
,,Level 1 - Store S0190,,Site QA,Rough In,School,Level 1,Store S0190
,,Level 1 - Uni S0106,,Site QA,Rough In,School,Level 1,Uni S0106
,,Level 1 - Uni S0107,,Site QA,Rough In,School,Level 1,Uni S0107
,,Level 1 - Uni S0112,,Site QA,Rough In,School,Level 1,Uni S0112
,,Level 1 - Uni S0113,,Site QA,Rough In,School,Level 1,Uni S0113
,,Level 1 - Waiting S0101,,Site QA,Rough In,School,Level 1,Waiting S0101
,,Level 2 - ACC S0203,,Site QA,Rough In,School,Level 2,ACC S0203
,,Level 2 - Circulation S0241,,Site QA,Rough In,School,Level 2,Circulation S0241
,,Level 2 - Cleaner S0290,,Site QA,Rough In,School,Level 2,Cleaner S0290
,,Level 2 - Exploration Lab S0217,,Site QA,Rough In,School,Level 2,Exploration Lab S0217
,,Level 2 - Fem S0202,,Site QA,Rough In,School,Level 2,Fem S0202
,,Level 2 - Games & Construction S0206,,Site QA,Rough In,School,Level 2,Games & Construction S0206
,,Level 2 - Home Base Grade 2 S0207,,Site QA,Rough In,School,Level 2,Home Base Grade 2 S0207
,,Level 2 - Home Base Kinder S0212,,Site QA,Rough In,School,Level 2,Home Base Kinder S0212
,,Level 2 - Kinder Outdoor Learning S0214,,Site QA,Rough In,School,Level 2,Kinder Outdoor Learning S0214
,,Level 2 - Male S0201,,Site QA,Rough In,School,Level 2,Male S0201
,,Level 2 - Media Hub S0205,,Site QA,Rough In,School,Level 2,Media Hub S0205
,,Level 2 - Media Hub S0216,,Site QA,Rough In,School,Level 2,Media Hub S0216
,,Level 2 - Nook S0204,,Site QA,Rough In,School,Level 2,Nook S0204
,,Level 2 - Outdoor Learning S0209,,Site QA,Rough In,School,Level 2,Outdoor Learning S0209
,,Level 2 - Services S0280,,Site QA,Rough In,School,Level 2,Services S0280
,,Level 2 - ST S0291,,Site QA,Rough In,School,Level 2,ST S0291
,,Level 2 - Studio Lab & Learning Commons S0208,,Site QA,Rough In,School,Level 2,Studio Lab & Learning Commons S0208
,,Level 2 - Uni S0215,,Site QA,Rough In,School,Level 2,Uni S0215
,,Level 3 - ACC S0303,,Site QA,Rough In,School,Level 3,ACC S0303
,,Level 3 - Circulation S0341,,Site QA,Rough In,School,Level 3,Circulation S0341
,,Level 3 - Circulation S0342,,Site QA,Rough In,School,Level 3,Circulation S0342
,,Level 3 - Circulation S0343,,Site QA,Rough In,School,Level 3,Circulation S0343
,,Level 3 - Cleaner S0390,,Site QA,Rough In,School,Level 3,Cleaner S0390
,,Level 3 - Exploration Lab S0321,,Site QA,Rough In,School,Level 3,Exploration Lab S0321
,,Level 3 - Fem S0302,,Site QA,Rough In,School,Level 3,Fem S0302
,,Level 3 - FS S0383,,Site QA,Rough In,School,Level 3,FS S0383
,,Level 3 - Games & Construction S0306,,Site QA,Rough In,School,Level 3,Games & Construction S0306
,,Level 3 - Games & Construction S0317,,Site QA,Rough In,School,Level 3,Games & Construction S0317
,,Level 3 - Home Base Grade 3 S0307,,Site QA,Rough In,School,Level 3,Home Base Grade 3 S0307
,,Level 3 - Home Base Grade 4 S0310,,Site QA,Rough In,School,Level 3,Home Base Grade 4 S0310
,,Level 3 - Home Base Grade 5 S0312,,Site QA,Rough In,School,Level 3,Home Base Grade 5 S0312
,,Level 3 - Home Base Grade 6 S0316,,Site QA,Rough In,School,Level 3,Home Base Grade 6 S0316
,,Level 3 - Incubator S0320,,Site QA,Rough In,School,Level 3,Incubator S0320
,,Level 3 - Incubator S0322,,Site QA,Rough In,School,Level 3,Incubator S0322
,,Level 3 - Male S0301,,Site QA,Rough In,School,Level 3,Male S0301
,,Level 3 - Media Hub S0305,,Site QA,Rough In,School,Level 3,Media Hub S0305
,,Level 3 - Media Hub S0318,,Site QA,Rough In,School,Level 3,Media Hub S0318
,,Level 3 - Nook S0304,,Site QA,Rough In,School,Level 3,Nook S0304
,,Level 3 - Nook S0311,,Site QA,Rough In,School,Level 3,Nook S0311
,,Level 3 - Nook S0319,,Site QA,Rough In,School,Level 3,Nook S0319
,,Level 3 - Outdoor Learning S0309,,Site QA,Rough In,School,Level 3,Outdoor Learning S0309
,,Level 3 - Outdoor Learning S0315,,Site QA,Rough In,School,Level 3,Outdoor Learning S0315
,,Level 3 - Services S0380,,Site QA,Rough In,School,Level 3,Services S0380
,,Level 3 - Studio Lab & Learning Commons S0308,,Site QA,Rough In,School,Level 3,Studio Lab & Learning Commons S0308
,,Level 3 - Studio Lab & Learning Commons S0314,,Site QA,Rough In,School,Level 3,Studio Lab & Learning Commons S0314
,,Level 4 - ACC S0403,,Site QA,Rough In,School,Level 4,ACC S0403
,,Level 4 - ACC S0404,,Site QA,Rough In,School,Level 4,ACC S0404
,,Level 4 - Covered Area S0402,,Site QA,Rough In,School,Level 4,Covered Area S0402
,,Level 4 - Outdoor Learning S0401,,Site QA,Rough In,School,Level 4,Outdoor Learning S0401
,,Level 4 - Plant S0405,,Site QA,Rough In,School,Level 4,Plant S0405
,,Stairs - Stair 8 S0360,,Site QA,Rough In,School,Stairs,Stair 8 S0360
,,Stairs - Stair 9 S0261,,Site QA,Rough In,School,Stairs,Stair 9 S0261
,,Stairs - Stair 9 S0361,,Site QA,Rough In,School,Stairs,Stair 9 S0361
,,Stairs - Stair C0850,,Site QA,Rough In,School,Stairs,Stair C0850
,,Upper Ground - School Comms Room C0783,,Site QA,Rough In,School,Upper Ground,School Comms Room C0783
,,Upper Ground - School Lobby UG C0741,,Site QA,Rough In,School,Upper Ground,School Lobby UG C0741
,,Upper Ground - School Lobby UG Mezz C0640,,Site QA,Rough In,School,Upper Ground,School Lobby UG Mezz C0640
,,Upper Ground - School Storage C0791,,Site QA,Rough In,School,Upper Ground,School Storage C0791
,,Rough In - Parish Hall,grouping,Rough In - Parish Hall,,,,
,,Level 1 - ACC P0102,,Site QA,Rough In,Parish Hall,Level 1,ACC P0102
,,Level 1 - Airlock P0141,,Site QA,Rough In,Parish Hall,Level 1,Airlock P0141
,,Level 1 - CLNR P0108,,Site QA,Rough In,Parish Hall,Level 1,CLNR P0108
,,Level 1 - FEM P0103,,Site QA,Rough In,Parish Hall,Level 1,FEM P0103
,,Level 1 - Lettable Space P0101,,Site QA,Rough In,Parish Hall,Level 1,Lettable Space P0101
,,Level 1 - Lobby P0140,,Site QA,Rough In,Parish Hall,Level 1,Lobby P0140
,,Level 1 - Male P0104,,Site QA,Rough In,Parish Hall,Level 1,Male P0104
,,Level 1 - Meter Room RB146,,Site QA,Rough In,Parish Hall,Level 1,Meter Room RB146
,,Level 2 - ACC P0203,,Site QA,Rough In,Parish Hall,Level 2,ACC P0203
,,Level 2 - AV Store P0292,,Site QA,Rough In,Parish Hall,Level 2,AV Store P0292
,,Level 2 - Elec P0293,,Site QA,Rough In,Parish Hall,Level 2,Elec P0293
,,Level 2 - Family Room P0205,,Site QA,Rough In,Parish Hall,Level 2,Family Room P0205
,,Level 2 - Foyer P0209,,Site QA,Rough In,Parish Hall,Level 2,Foyer P0209
,,Level 2 - Foyer P0240,,Site QA,Rough In,Parish Hall,Level 2,Foyer P0240
,,Level 2 - Hall P206,,Site QA,Rough In,Parish Hall,Level 2,Hall P206
,,Level 2 - Kitchen & Servery P0208,,Site QA,Rough In,Parish Hall,Level 2,Kitchen & Servery P0208
