Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,
931225ac-ab5d-5364-b426-701b1cb6bc14,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA ITP List,CRL-ITR-006 - Chilled Water Pipe Systems,Steel is primed and weld painted after works are completed (PA10),,,,,,,,
87b1c553-655b-5273-9a6f-2d8b19161f5d,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,CRL-ITR-006 - CHW L0 FCU fed from L1 ,Steel is primed and weld painted after works are completed (PA10),,,,,,,
169425f6-51b8-5e90-ba95-5bba79abf1af,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B4,CRL-ITR-006 - Zone 4 to Zone 7 (Grid 19),Steel is primed and weld painted after works are completed (PA10),,,,,,,
8aff330b-b6a4-55e2-a569-a257226c0a76,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B4,CRL-ITR-006 - Zone 7 (Grid 19) to Zone 11,Steel is primed and weld painted after works are completed (PA10),,,,,,,
24c293db-e6ce-5b5b-b7cf-22411680ab47,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG - 138701 (piping),CHW / HHW F & R Main Piping Run,CRL-ITR-006 - Chilled Water Pipe Systems,Steel is primed and weld painted after works are completed (PA10),,,,,
e99a1670-c54f-5972-b867-95ff455b5583,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L3 Plant,CRL-AOT-MEC-AES-DRG - 138701 (piping),Condensate Drain Piping Run,CRL-ITR-006 - Chilled Water Pipe Systems,Steel is primed and weld painted after works are completed (PA10),,,,,
6b5d7910-e7ba-56cd-8a21-98ffe9c19b60,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,L2 Plant,CRL-AOT-MEC-AES-DRG-138601 (Piping),CHW / HHW F & R Main Piping Run,CRL-ITR-006 - Chilled Water Pipe Systems,Steel is primed and weld painted after works are completed (PA10),,,,,
ef63cb97-c666-5459-a904-a30decc0b6c2,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L2 Plant,CRL-AOT-MEC-AES-DRG-138601 (Piping),Condensate Drain Piping Run,CRL-ITR-006 - Chilled Water Pipe Systems,Steel is primed and weld painted after works are completed (PA10),,,,,
e1e109a9-33f7-5732-ad6c-168b145ed9b4,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-138501 (Piping),CHW / HHW F & R Main Piping Run,CRL-ITR-006 - Chilled Water Pipe Systems,Steel is primed and weld painted after works are completed (PA10),,,,,
f2ecfc06-9401-5db4-8b08-4dfaa39404f1,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L1 Plant,CRL-AOT-MEC-AES-DRG-138501 (Piping),Condensate Drain Piping Run,CRL-ITR-006 - Chilled Water Pipe Systems,Steel is primed and weld painted after works are completed (PA10),,,,,
