"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"a6d667d0-7f06-40d7-9273-101e0c9b7d70","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"fd58f035-ff7d-452a-b51e-ed457ae42be7","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","SOG B-1"
"eb3c1e79-f848-479e-89ff-ab909502b07b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Mar-24"
"40aff50e-3853-44d1-93fe-b2a8a2ad98d7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Apr-24"
"369e33d4-017d-4d70-b18b-7729602db936","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","May-24"
"8d89d389-d161-4239-b9e9-eaa85d76ecf8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Jun-24"
"70dab8ec-6a5c-42ff-a91d-872873ddb2e7","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Jul-24"
"9d4b82e5-4f12-448c-a448-b4af5e2828ac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Aug-24"
"aec04cd9-891b-4972-98da-38a5ee373b37","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Sep-24"
"1db9b565-f406-4fbc-88cb-b03758ee1f0b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Oct-24"
"afd2e798-023b-4e8d-bbab-11802fc6c85b","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Nov-24"
"91386455-7f9a-46b1-bcb7-3993cab58f2a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Dec-24"
"cc1bd9f0-084f-49bf-887b-0114617a4430","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Jan-25"
"79efee62-8e39-4ac5-8ad7-9ff69f8434c5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Feb-25"
"2abebeb8-bead-43ef-bbcf-2d3d2dd93785","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Mar-25"
"d9c92f2c-770d-4826-9f4d-0a9c38fc1728","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Apr-25"
"27bde785-4f70-4866-80fd-599c105af149","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","May-25"
"e532b493-0069-483c-a820-3d86b791ee15","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Toolbox","Jun-25"
"56fd7f36-10f5-475d-8129-049eb3ead16e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Start"
"eccffce1-6135-4b43-b566-0d42340e5ccd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Jan-23"
"9c126ecf-5910-4f65-8d92-852d503c2642","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Feb-23"
"56b797a3-e353-4013-bfd3-0f8be59683ae","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Mar-23"
"e6cf0c18-a119-4177-82d0-514c19c89ce3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Apr-23"
"2b0c5374-e0b5-4a02-a3e3-0d537be94b65","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Start","May-23"
"057764ac-5338-44d6-a64d-95513449a94e","","checklist-flat","work-in-progress","Daily Pre Start","checklist-flat","FALSE","FALSE","Pre Start","May-23","Daily Pre Start 13.5.23"
"18e3ba4c-9b61-4d9b-bd5d-9d15946db889","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Start","Jun-23"
"4bf7d5af-97ed-48f6-9d84-033ae2cf7440","","folder-normal","work-in-progress","","step","TRUE","FALSE","Pre Start","Jun-23","Prestart "
"089490cd-98e9-42fe-98c4-8120a761b6a4","","checklist-flat","work-in-progress","Daily Pre Start","checklist-flat","FALSE","FALSE","Pre Start","Jun-23","Prestart ","Daily Pre Start"
"e50b7e37-60a5-40c4-bae5-49b0d976d9f2","","checklist-flat","pass","Daily Pre Start","checklist-flat","FALSE","FALSE","Pre Start","Jun-23","Prestart ","Daily Pre Start"
"140b4079-548d-430a-ad04-51e8c6498dc6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Jul-23"
"f339c936-bf20-4dce-b1ca-90baed9a2db9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Aug-23"
"316785f5-9d7b-4ea6-8f01-816bbe789806","","folder-normal","not-started","","step","TRUE","FALSE","Pre Start","Sep-23"
"7a5a38e5-bdea-48f6-90e3-c09bdfcc97ea","","checklist-flat","not-started","Daily Pre Start","checklist-flat","FALSE","FALSE","Pre Start","Sep-23","Daily Pre Start Thursday 14th September "
"3054f877-5f73-409b-bc3e-ce59f83561c0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Oct-23"
"7d6ab7be-a501-49eb-89f5-b1d8d5a43a80","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Nov-23"
"47212b06-3046-48cf-b32f-e9af9210a76d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Dec-23"
"c48fccc8-460f-4c24-bcfd-bee446b3b7c8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Jan-24"
"09d31ffa-1b67-4e43-9ec4-f59992164878","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Feb-24"
"eb667762-5f6a-4582-8a2b-9f8586ff7209","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Mar-24"
"cc752d02-e140-4d31-b199-c85826ef08d6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Apr-24"
"8883e32a-e82c-415c-8436-89b33bf73dab","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","May-24"
"eadc9c87-3722-4ae7-ac32-975230e028a3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Jun-24"
"f897ca17-650e-4fae-9838-5da67c3be0cf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Jul-24"
"82e67e45-d040-49ef-9de6-28e2bd370e3f","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Aug-24"
"41f81e55-9ddb-40a6-b70a-84d678e2d4f2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Sep-24"
"93a6ded3-a641-4a92-b0ec-a31e9e774a85","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Oct-24"
"a3f662ea-2b84-4d8f-b61c-9e30fb3e6fca","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Nov-24"
"73ef2020-3ca5-4206-b7ec-6caf6108c1ff","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Dec-24"
"1c8bece7-4207-4f27-a518-bb074aa98bc8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Jan-25"
"cc2c98be-9f1f-42e4-9dc4-0432cfeaeb5c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Feb-25"
"00d6a31f-1e56-4101-8376-26cf24d1aad2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Mar-25"
"8e9f3122-b009-41c5-8b05-d0022743c40e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Apr-25"
"bf3afd67-44b8-4805-b33e-fdb15dcd5ee3","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","May-25"
"9190e132-aabe-4cdf-a98a-2da2c40497cf","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Pre Start","Jun-25"
"558a5305-05ff-40e8-a4a6-a94d007ad8ab","","folder-normal","fail","","step","TRUE","FALSE","Incident Report"
"04de185c-daac-4078-9cd3-7c1acd82d530","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jan-23"
"4f63c478-434e-41cd-bc29-56a7ed5aa49c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Feb-23"
"127727bf-6c65-4769-9c8c-144355c3e231","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Mar-23"
"b97a02b8-a0fb-451f-8502-14fec65a7ca6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Apr-23"
"a1509e0a-3b29-42e9-bfa4-fdd8b24cb615","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","May-23"
"0cffabd5-2cbd-4402-9033-7a6069d88f1e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jun-23"
"7c86ccda-5a45-4c4b-9c83-ed5e0b829989","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jul-23"
"647cf294-c15c-47cd-9928-99e4cabc5d7e","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","Aug-23"
"3a411cc9-8f4d-46d7-ab58-63cfddf63f45","","folder-normal","work-in-progress","","step","TRUE","FALSE","Incident Report","Aug-23","Incident report Friday 25th August"
"b707c2a3-185e-40ee-b386-c8d98d940a5a","","checklist-flat","work-in-progress","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","Aug-23","Incident report Friday 25th August","Injury Form"
"0726507e-d135-4530-880b-5d445af44f7b","","folder-normal","fail","","step","TRUE","FALSE","Incident Report","Sep-23"
"e42c8c2c-0ce6-482f-921e-e936f2d1542c","","folder-normal","pass","","step","TRUE","FALSE","Incident Report","Sep-23","Thursday 7th Chevron one incident report"
"b3148e63-1fcf-4c7a-b7cf-b60aebc42017","","checklist-flat","pass","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","Sep-23","Thursday 7th Chevron one incident report","Injury Form"
"f813df4e-f191-401b-a283-1b84c813255e","","checklist-flat","fail","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","Sep-23","Injury Form Joe Capps 21.09.2023"
"f58a75db-c035-49a0-b519-307771b6ea18","","folder-normal","pass","","step","TRUE","FALSE","Incident Report","Sep-23","Injury form Cameron Graham"
"f85f931d-c5bf-400b-8cdc-709c6d4e7516","","checklist-flat","pass","Injury Form","checklist-flat","FALSE","FALSE","Incident Report","Sep-23","Injury form Cameron Graham","Injury Form"
"419cd254-8f05-4ffb-9c7d-281a0b74e8eb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Oct-23"
"1941607d-1636-4bc5-adcc-3f79b1145c30","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Nov-23"
"0392d145-8344-49ea-b7d9-ff64612c2172","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Dec-23"
"f4f93295-080f-4d12-b3ce-f2b2e7d26616","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jan-24"
"15ce3dbf-d7c8-4ddb-a92c-6391c97ed921","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Feb-24"
"da02f9ea-8fda-406a-b885-54fcc4e8f1ea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Mar-24"
"3df1da27-860c-4858-9487-f872ea3bc6df","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Apr-24"
"1564f88e-9c69-4dce-9eb4-84067fab3b86","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","May-24"
"dace2fc2-5f2f-4b46-be75-3299ef53b39d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jun-24"
"05d2f69b-5a65-4561-b67f-3e966cd1f332","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jul-24"
"0c7ee3ea-3706-4363-942e-6dcf9b177415","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Aug-24"
"a53181d4-57a6-410c-a77e-0b1362b8cfd2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Sep-24"
"05d3aa1a-2cf8-49bd-954b-b74811afec24","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Oct-24"
"470c0eea-0069-48d5-a3b6-c7b7c1073fea","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Nov-24"
"4fab434a-03bf-4290-8149-c31a4eacaeac","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Dec-24"
"5948a8db-5423-4ad7-ab53-948d590e0876","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jan-25"
"c75d5206-a6fb-48fb-819d-c231b4f110d6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Feb-25"
"871155e1-8176-45e4-86f2-6d3d6a5ef978","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Mar-25"
"edd8b83b-45a2-45ed-9fcf-232b2b15283c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Apr-25"
"48d5c8f2-a818-4bbd-9f43-d90c59a7de7e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","May-25"
"36d29820-49b4-486c-85b4-4b8b18e104c0","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Incident Report","Jun-25"
"93c88a71-836c-4a97-b175-41980eb2c2e8","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI"
"8ec4be5a-8d2a-4ee3-8d5f-eb1d6d8266a1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jan-23"
"579ce27b-d76d-4c29-8d82-6ddae4ec47d2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Feb-23"
"743c8fa6-600b-4705-a52e-b721d3b8388d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Mar-23"
"9c575dec-f944-4039-970c-66a7191bac83","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Apr-23"
"c041a288-4c71-4ee0-af99-634bd18bcb5d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Apr-23","May 2023"
"de88ead2-c20c-4f3b-9c46-0f57378184c2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Jun-23"
"476a95d5-0ea7-42e3-9a08-4f142d15d48c","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Jun-23","Basement 3 Edge board around sheet piling."
"f8014d78-528e-4cb7-98f5-5a72d7ee0a15","","checklist-flat","work-in-progress","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Jun-23","Basement 3 Edge board around sheet piling.","Variation / Site Instruction"
"a4e645ca-8369-4b53-aaf1-bf95d018a910","","checklist-flat","work-in-progress","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Jun-23","Storm water pits basement 3 "
"164d163c-0cd4-4170-bcac-f6021a45d679","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Jun-23","Penos to CFA and de-watering wells "
"d0a1e78b-4b35-4581-a714-2a94495824e0","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Jun-23","Penos to CFA and de-watering wells ","CFA and De- Watering wells penos "
"c8bff793-6507-4f4c-ba0f-e78355fdd5e0","","checklist-flat","work-in-progress","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Jun-23","Penos to CFA and de-watering wells ","CFA and De- Watering wells penos ","Variation / Site Instruction"
"0d0b6c3e-6ac0-4274-9a7b-b8b73f14a9eb","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Jun-23","Couplers to edge boards pour 1 Basement 3 "
"8fe6e6e3-b266-494d-9084-84244f2553bc","","checklist-flat","work-in-progress","S.O.G Checklist","checklist-flat","FALSE","FALSE","Variations / SI","Jun-23","Couplers to edge boards pour 1 Basement 3 ","S.O.G Checklis"
"3086b87e-eb20-42cc-baf8-fdfc43ff4a0e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jun-23","Energex earthing grid "
"c7aebf8f-c3da-4c05-ab73-7e96789e0e6c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jul-23"
"4ec811d3-d6ce-441f-9b27-d1e05695d66f","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Aug-23"
"4dc2b081-9657-4b38-8ae8-87013fae7ea2","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Aug-23","Site instruction "
"a98dadec-b903-49d4-9790-4a4766d4f664","","checklist-flat","work-in-progress","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Aug-23","Site instruction ","Variation / Site Instruction"
"acf5a685-b2f1-4b61-9d45-784cdb5736ca","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Sep-23"
"affe90fd-4998-4636-a1b4-db853bed3bcb","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Oct-23"
"940583a0-ed4e-4ac6-acf5-b0429c9d1b80","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Nov-23"
"ad3f4e8c-d81a-4e9d-90c4-15fdadc97015","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Dec-23"
"a8a57703-0351-4f3a-b2bb-ae06d2661aa9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jan-24"
"3cb1cf55-60c3-4606-80df-8f75c16beda8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Feb-24"
"4295acdb-eb49-4ea6-a91e-02b204e9a25c","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Mar-24"
"fe2612f2-e918-4846-a571-36e5205a2e5d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Apr-24"
"48282b1a-e37a-4faf-9731-74a0722ce733","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","May-24"
"10ada3bc-9796-4fe9-8b18-a34366a5ab19","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jun-24"
"522ad6c1-3100-4d2a-aef5-2d244ef76863","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jul-24"
"67e27ee7-7402-4e64-bfb5-a3515adf2561","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Aug-24"
"f3b5f2ea-8d08-4e1a-8e7e-3f4a25f21513","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Sep-24"
"07833e68-64e6-4695-98a7-c2bcdf05dddc","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Oct-24"
"f09dd289-5f31-438a-b66d-232072a87731","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Nov-24"
"7ebe78e5-d8cf-4be2-89d7-44cb278aa7e2","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Dec-24"
"b462e911-9db5-4035-8ff4-93e175b09d29","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jan-25"
"a654a19e-5c01-425d-a353-c4ab348ae44a","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Feb-25"
"3507257e-e7e7-46bb-b5b5-9029aa314928","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Mar-25"
"033754e1-f65d-4155-bd69-cbbbc4313f34","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Apr-25"
"f5870e4c-dbc0-4768-8450-4148158aeed8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","May-25"
"b2142295-f7a4-43ae-b2d9-3a7c44b00cee","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","Jun-25"
"e8342a95-a1f8-44b9-9582-5c29d3d4ed90","","folder-normal","pass","","step","TRUE","FALSE","Variations / SI","May 2023"
"c5ae90ea-449c-4e0b-baad-e0958027996c","","checklist-flat","pass","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","May 2023","Variation ground floor north and south load out slabs"
"171e9107-5675-4ae0-9af2-e12aa6856ff6","","checklist-flat","pass","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","May 2023","Variation ground floor column boards and couplers"
"777023f3-5dfb-4e77-8728-5df16a0d4a95","","checklist-flat","pass","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","May 2023","Variation upstand walls basement 1"
"0d9266c8-17b0-4448-8460-344712c60514","","checklist-flat","pass","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","May 2023","Variation Basement 1 column boards and couplers"
"5a5d7ece-46f4-4793-b5eb-fdd7ca478cb1","","checklist-flat","pass","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","May 2023","Variation basement 1 caps and ferals"
"2dbefdf5-4a19-4082-abbb-80871c31a7ca","","checklist-flat","pass","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","May 2023","Variation ground street work "
"53ea2038-1275-464c-8e67-c85424a41901","","checklist-flat","pass","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","May 2023","Variation basement 1 pour 4 infill blinder slab"
"6d2f2104-43b8-457b-a476-2dbcc8870936","","checklist-flat","not-started","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Ground floor north and south load out slabs "
"a7bb53d7-c2f6-47ab-a77a-f22e17fd8bb4","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","May 2023"
"73ea53c1-58ed-469a-9a85-ce75a2df11cd","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Variations / SI","May 2023"
"b6c2b3f5-59fa-4f79-93fa-e694ba6b8c0e","","checklist-flat","not-started","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Variation / Site Instruction"
"19eeb727-21c0-40c6-ab55-11a271f5f1d8","","checklist-flat","work-in-progress","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Basement 3 Energex chase pour 2 "
"48f0596b-523d-4ec5-837c-3530359a9b26","","folder-normal","work-in-progress","","step","TRUE","FALSE","Variations / SI","Couplers pour 1 basement 3 "
"18b825b9-ff24-4dcc-a38b-d9671f3f2ca1","","checklist-flat","work-in-progress","57054ca8533ee37140ab5c99405eca374549ec4fc8494de23c9163574eff89e9","checklist-flat","FALSE","FALSE","Variations / SI","Couplers pour 1 basement 3 ","Variation / Site Instruction"
"d0ecdf22-cb56-4678-94da-b830017e3284","","folder-normal","work-in-progress","","step","TRUE","FALSE","Progress Claims"
"df559c36-62a6-401b-ae75-d519df77aecb","","folder-normal","not-started","","step","TRUE","FALSE","Progress Claims","Jan-23"
"1802d190-69a5-43ea-9c58-3aed4f07c7b8","","checklist-flat","not-started","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Jan-23","Progress Claim Checklists"
"be632a58-32b0-483d-bc19-613c0e7a40a6","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Feb-23"
"4d64ed18-d240-4f50-8eeb-e1f5b0c50d40","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Mar-23"
"767c276c-7f47-4477-bbd0-0e8be84a0c83","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Apr-23"
"e3c76bb7-cc76-4bd8-8fdf-cdaaef084c91","","folder-normal","not-started","","step","TRUE","FALSE","Progress Claims","May-23"
"ff7fb21a-8a40-4228-97be-d5ad7b628a2e","","checklist-flat","not-started","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","May-23","Progress Claim Checklists"
"338601cc-d4c7-4102-9518-058cef7ec38c","","folder-normal","pass","","step","TRUE","FALSE","Progress Claims","Jun-23"
"1717a07d-d85a-455c-bcd8-05edc38f30ec","","checklist-flat","pass","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Jun-23","Progress Claim Test"
"d999a34f-0678-449f-9c63-d959601da75f","","folder-normal","pass","","step","TRUE","FALSE","Progress Claims","Jul-23"
"1e311c19-e348-44cc-90d3-2b15a174ba3d","","checklist-flat","pass","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Jul-23","Progress Claim July 23"
"ac894316-86ec-4df9-996f-f4e05cf540ef","","folder-normal","pass","","step","TRUE","FALSE","Progress Claims","Aug-23"
"54fe6a98-5c0d-43fb-b549-965e4968dd4b","","checklist-flat","pass","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Aug-23","Progress Claim Aug 23"
"d8c6b620-df3b-42d6-b853-8aff57c06a1d","","checklist-flat","pass","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Aug-23","Progress Claim Aug 23 Part B"
"3ac3476e-7717-464c-bec3-411faabdfe5f","","folder-normal","pass","","step","TRUE","FALSE","Progress Claims","Sep-23"
"9453b50a-6c54-4618-aebe-ce3b46cc2cb4","","checklist-flat","pass","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Sep-23","Progress Claim Checklists Sept 23"
"b974b063-4be8-4a14-aaa1-13597f3190c0","","folder-normal","pass","","step","TRUE","FALSE","Progress Claims","Oct-23"
"3538820d-1cde-49d1-8f5d-2ef0f633a4da","","checklist-flat","pass","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Oct-23","Progress Claim October 23"
"0efe15dc-5972-44e2-ad55-c301e85090aa","","folder-normal","work-in-progress","","step","TRUE","FALSE","Progress Claims","Nov-23"
"9bfffa8c-c512-46cc-a455-0c20f58f7ebe","","checklist-flat","work-in-progress","Progress Claim Checklist","checklist-flat","FALSE","FALSE","Progress Claims","Nov-23","Progress Claim Nov 23"
"f011d67b-4a05-493e-bd88-98816fa0775e","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Dec-23"
"083c1929-d9ee-49b2-b4f7-f05e4be3da48","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Jan-24"
"53d35b4d-30c0-4693-ba87-808c73b9ca52","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Feb-24"
"cfff7e83-6a5f-4cd6-96a1-2c199a4b6bb9","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Mar-24"
"25e2c928-83b1-462b-9942-127bd17c9596","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Apr-24"
"be90131c-0e02-4e8e-8d01-d20ee2a5b5c1","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","May-24"
"594046b6-2e92-4a7d-b78c-6a258c341a9d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Jun-24"
"74bb2d82-618e-413e-8764-2621dc8c6635","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Jul-24"
"13b05de3-817e-4510-a11f-ac6dec883b82","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Aug-24"
"67c7260d-d665-4466-ab3a-8460b6bcf375","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Progress Claims","Sep-24"
