Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
Structure Overall Progress,,,,,,,,
,Scope,,,Structure,,,,
,Rows,,,,,,,
,,West Tower,dynamic,West Tower,Structure,Site QA,,
,,East Tower,dynamic,East Tower,Structure,Site QA,,
,Columns,,,,,,,
,,Columns,,Columns,,,,
,,Precast,,Precast,,,,
,,Concrete Pour,,Concrete Pour,,,,
,,Jump Form,,Jump Form,,,,
,,Capping Beams,,Capping Beams,,,,
,,Bulk Excavation,,Bulk Excavation,,,,
,,Detailed Excavation,,Detailed Excavation,,,,
,,Formwork & Reinforcing,,Formwork & Reinforcing,,,,
,,Lift Pit,,Lift Pit,,,,
,,Pad footings,,Pad footings,,,,
,,Strip footings,,Strip footings,,,,
,,Ground Beams,,Ground Beams,,,,
,,SOG,,SOG,,,,
,,Hydraulic Groundwork,,Hydraulic Groundwork,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Earthworks Overall Progress,,,,,,,,
,Scope,,,Earthworks,,,,
,Rows,,,,,,,
,,Anchors,grouping,Anchors,,,,
,,Anchors,,Anchors,Earthworks,Site QA,,
,,Basement 1,dynamic,Basement 1,Earthworks,Site QA,,
,Columns,,,,,,,
,,Shoring Wall 1,,Shoring Wall 1,,,,
,,Shoring Wall 2,,Shoring Wall 2,,,,
,,Shoring Wall 3,,Shoring Wall 3,,,,
,,Shoring Wall 4,,Shoring Wall 4,,,,
,,Sheet Pile Wall 1,,Sheet Pile Wall 1,,,,
,,Sheet Pile Wall 2,,Sheet Pile Wall 2,,,,
,,Sheet Pile Wall 3,,Sheet Pile Wall 3,,,,
,,Sheet Pile Wall 4,,Sheet Pile Wall 4,,,,
,,Sheet Pile Wall 5,,Sheet Pile Wall 5,,,,
,,Sheet Pile Wall 6,,Sheet Pile Wall 6,,,,
,,Sheet Pile Wall 7,,Sheet Pile Wall 7,,,,
,,Sheet Pile Wall 8,,Sheet Pile Wall 8,,,,
,,Sheet Pile Wall 9,,Sheet Pile Wall 9,,,,
,,Crane Base 1,,Crane Base 1,,,,
,,Crane Base 2,,Crane Base 2,,,,
,,Lift Pit,,Lift Pit,,,,
,,,,,,,,
Facade Progress,,,,,,,,
,Scope,,,Facade,,,,
,Rows,,,,,,,
,,Ground Floor - Level 4,grouping,Ground Floor - Level 4,,,,
,,Ground Floor,,Site QA,Facade,Ground Floor,,
,,Level 1,,Site QA,Facade,Level 1,,
,,Level 2,,Site QA,Facade,Level 2,,
,,Level 3,,Site QA,Facade,Level 3,,
,,Level 4,,Site QA,Facade,Level 4,,
,,West Tower,dynamic,West Tower,Site QA,Facade,West Tower,
,,East Tower,dynamic,East Tower,Site QA,Facade,East Tower,
,Columns,,,,,,,
,,North Elevation,,North Elevation,,,,
,,East Elevation,,East Elevation,,,,
,,South Elevation,,South Elevation,,,,
,,West Elevation,,West Elevation,,,,
,,,,,,,,
Fit Out - Basement,,,,,,,,
,Scope,,,Fit Out,Basement 1,,,
,Rows,,,,,,,
,,Basement 1,grouping,Basement 1,,,,
,,"Lift 01, 02, 03",,"Lift 01, 02, 03",,,,
,,"Lift 04, 05, 06",,"Lift 04, 05, 06",,,,
,,"Lift 07, 08, 09",,"Lift 07, 08, 09",,,,
,,Lift 10,,Lift 10,,,,
,,Lift 11,,Lift 11,,,,
,,FS01,,FS01,,,,
,,FS02,,FS02,,,,
,,FS03,,FS03,,,,
,,Carpark & Line Markings,,Carpark & Line Markings,,,,
,,Rainwater Tank,,Rainwater Tank,,,,
,,Stormwater Tank,,Stormwater Tank,,,,
,,Grease Arrestor,,Grease Arrestor,,,,
,,CW Booster Pump Set,,CW Booster Pump Set,,,,
,,Pub Storage,,Pub Storage,,,,
,,Fan Room,,Fan Room,,,,
,,Residential Garbage,,Residential Garbage,,,,
,,Hotel Bin Room,,Hotel Bin Room,,,,
,,Hotel Storage,,Hotel Storage,,,,
,,Hotel Linen & Housekeeping,,Hotel Linen & Housekeeping,,,,
,,Bike Rack,,Bike Rack,,,,
,,Plumbing,,Plumbing,,,,
,,Electrical,,Electrical,,,,
,,Mechanical,,Mechanical,,,,
,,Fire Services,,Fire Services,,,,
,Columns,,,,,,,
,,Fit Out,,Basement 1,,Site QA,Fit Out,Basement 1
,,,,,,,,
Fit Out - Ground Floor,,,,,,,,
,Scope,,,Fit Out,Ground Floor,,,
,Rows,,,,,,,
,,Ground Floor,grouping,Ground Floor,,,,
,,"Residential Lobby, Lift & Stairs",,"Residential Lobby, Lift & Stairs",Site QA,Fit Out,Ground Floor,
,,"Hotel Lobby, Lift, Stairs",,"Hotel Lobby, Lift, Stairs",Site QA,Fit Out,Ground Floor,
,,Fire Pump Room,,Fire Pump Room,Site QA,Fit Out,Ground Floor,
,,Waste Room,,Waste Room,Site QA,Fit Out,Ground Floor,
,,Bulky Waste,,Bulky Waste,Site QA,Fit Out,Ground Floor,
,,Grease Arrestor Access,,Grease Arrestor Access,Site QA,Fit Out,Ground Floor,
