Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,,
,,MDB-Hotel - HOTEL ROOM RISER - EDB-H-L9-COM,dynamic,Site QA,Switchboards,MSB-3,MDB-Hotel,HOTEL ROOM RISER,EDB-H-L9-COM
,,MDB-Hotel - HOTEL ROOM RISER - EDB-H-L10-COM,dynamic,Site QA,Switchboards,MSB-3,MDB-Hotel,HOTEL ROOM RISER,EDB-H-L10-COM
,Columns,,,,,,,,
,,DB installed,,DB installed,,,,,
,,CB's installed,,CB's installed,,,,,
,,Mains roughed in,,Mains roughed in,,,,,
,,Lighting feeds roughed in,,Lighting feeds roughed in,,,,,
,,Power feeds roughed in,,Power feeds roughed in,,,,,
,,Lighting control feeds roughed in (CBUS & DALI),,Lighting control feeds roughed in (CBUS & DALI),,,,,
,,Mains fit off,,Mains fit off,,,,,
,,Lighting fit off,,Lighting fit off,,,,,
,,Power fit off,,Power fit off,,,,,
,,Lighting control fit off (CBUS & DALI),,Lighting control fit off (CBUS & DALI),,,,,
,,Schedule completed (attached to door),,Schedule completed (attached to door),,,,,
,,DB cleaned,,DB cleaned,,,,,
,,Glands tight,,Glands tight,,,,,
,,Escutchion secured,,Escutchion secured,,,,,
,,CES recived ,,CES recived ,,,,,
,,DB complete,,DB complete,,,,,
