Rich Type,Id,Warnings,type,name,values,prefix,postfix,Usage Count,User Addable,Template Name,Template Id
checklist-flat,,,checklist,Transplumb General Works ITP,,,,,Yes,Transplumb General Works ITP,453ebf4e-9fd0-4a51-90ed-066a243a45b2
checkpoint-status,,,checkpoint,Has a Prestart & SWMS sign off been completed before works start,,,,,,,
checkpoint-status,,,checkpoint,Client notified of works to be carried out - description of works in comments below,,,,,,,
button,b007ad0a-ca15-58cc-a54c-b74ffec71e56,,button,Do any of the works require pressure testing on completion,"Yes,No",,,,,,
checkpoint-status,,,checkpoint,All requested works completed,,,,,,,
checkpoint-status,,,checkpoint,Area clean & works signed off below,,,,,,,
