Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress - Internal,,,,,,
,Scope,,,Internal,,
,Rows,,,,,
,,Internal - Ground,grouping,Internal - Ground,,
,,0.01,,0.01,Ground,Internal 
,,Internal - Level 1,grouping,Internal - Level 1,,
,,1.01,,1.01,Level 1,Internal 
,,1.02,,1.02,Level 1,Internal 
,,1.03,,1.03,Level 1,Internal 
,,1.04,,1.04,Level 1,Internal 
,,1.05,,1.05,Level 1,Internal 
,,Internal - Level 2,grouping,Internal - Level 2,,
,,2.01,,2.01,Level 2,Internal 
,,2.02,,2.02,Level 2,Internal 
,,2.03,,2.03,Level 2,Internal 
,,2.04,,2.04,Level 2,Internal 
,,2.05,,2.05,Level 2,Internal 
,,2.06,,2.06,Level 2,Internal 
,,2.07,,2.07,Level 2,Internal 
,,2.08,,2.08,Level 2,Internal 
,,2.09,,2.09,Level 2,Internal 
,,2.10,,2.10,Level 2,Internal 
,,2.11,,2.11,Level 2,Internal 
,,Internal - Level 3,grouping,Internal - Level 3,,
,,3.01,,3.01,Level 3,Internal 
,,3.02,,3.02,Level 3,Internal 
,,3.03,,3.03,Level 3,Internal 
,,3.04,,3.04,Level 3,Internal 
,,3.05,,3.05,Level 3,Internal 
,,3.06,,3.06,Level 3,Internal 
,,3.07,,3.07,Level 3,Internal 
,,3.08,,3.08,Level 3,Internal 
,,3.09,,3.09,Level 3,Internal 
,,3.10,,3.10,Level 3,Internal 
,,3.11,,3.11,Level 3,Internal 
,,3.12,,3.12,Level 3,Internal 
,,3.13,,3.13,Level 3,Internal 
,,Internal - Level 4,grouping,Internal - Level 4,,
,,4.01,,4.01,Level 4,Internal 
,,4.02,,4.02,Level 4,Internal 
,,4.03,,4.03,Level 4,Internal 
,,4.04,,4.04,Level 4,Internal 
,,4.05,,4.05,Level 4,Internal 
,,4.06,,4.06,Level 4,Internal 
,,4.07,,4.07,Level 4,Internal 
,,4.08,,4.08,Level 4,Internal 
,,4.09,,4.09,Level 4,Internal 
,,4.10,,4.10,Level 4,Internal 
,,4.11,,4.11,Level 4,Internal 
,,Internal - Level 5,grouping,Internal - Level 5,,
,,5.01,,5.01,Level 5,Internal 
,,5.02,,5.02,Level 5,Internal 
,,5.03,,5.03,Level 5,Internal 
,,5.04,,5.04,Level 5,Internal 
,,5.05,,5.05,Level 5,Internal 
,,5.06,,5.06,Level 5,Internal 
,,5.07,,5.07,Level 5,Internal 
,,5.08,,5.08,Level 5,Internal 
,,Internal - Level 6,grouping,Internal - Level 6,,
,,6.01,,6.01,Level 6,Internal 
,,6.02,,6.02,Level 6,Internal 
,,6.03,,6.03,Level 6,Internal 
,,6.04,,6.04,Level 6,Internal 
,,6.05,,6.05,Level 6,Internal 
,,6.06,,6.06,Level 6,Internal 
,,6.07,,6.07,Level 6,Internal 
,,6.08,,6.08,Level 6,Internal 
,,Internal - Level 7,grouping,Internal - Level 7,,
,,7.01,,7.01,Level 7,Internal 
,,7.02,,7.02,Level 7,Internal 
,,7.03,,7.03,Level 7,Internal 
,,7.04,,7.04,Level 7,Internal 
,,7.05,,7.05,Level 7,Internal 
,,7.06,,7.06,Level 7,Internal 
,,7.07,,7.07,Level 7,Internal 
,,7.08,,7.08,Level 7,Internal 
,,Internal - Level 8,grouping,Internal - Level 8,,
,,8.01,,8.01,Level 8,Internal 
,,8.02,,8.02,Level 8,Internal 
,,8.03,,8.03,Level 8,Internal 
,,8.04,,8.04,Level 8,Internal 
,,8.05,,8.05,Level 8,Internal 
,,8.06,,8.06,Level 8,Internal 
,,8.07,,8.07,Level 8,Internal 
,,8.08,,8.08,Level 8,Internal 
,,Internal - Level 9,grouping,Internal - Level 9,,
,,9.01,,9.01,Level 9,Internal 
,,9.02,,9.02,Level 9,Internal 
,,9.03,,9.03,Level 9,Internal 
,,9.04,,9.04,Level 9,Internal 
,,9.05,,9.05,Level 9,Internal 
,,9.06,,9.06,Level 9,Internal 
,,9.07,,9.07,Level 9,Internal 
,,9.08,,9.08,Level 9,Internal 
,,Internal - Level 10,grouping,Internal - Level 10,,
,,10.01,,10.01,Level 10,Internal 
,,10.02,,10.02,Level 10,Internal 
,,10.03,,10.03,Level 10,Internal 
,,10.04,,10.04,Level 10,Internal 
,,10.05,,10.05,Level 10,Internal 
,,10.06,,10.06,Level 10,Internal 
,,10.07,,10.07,Level 10,Internal 
,,10.08,,10.08,Level 10,Internal 
,,Internal - Level 11,grouping,Internal - Level 11,,
,,11.01,,11.01,Level 11,Internal 
,,11.02,,11.02,Level 11,Internal 
,,11.03,,11.03,Level 11,Internal 
,,11.04,,11.04,Level 11,Internal 
,,11.05,,11.05,Level 11,Internal 
,,11.06,,11.06,Level 11,Internal 
,,11.07,,11.07,Level 11,Internal 
,,11.08,,11.08,Level 11,Internal 
,,Internal - Level 12,grouping,Internal - Level 12,,
,,12.01,,12.01,Level 12,Internal 
,,12.02,,12.02,Level 12,Internal 
,,12.03,,12.03,Level 12,Internal 
,,12.04,,12.04,Level 12,Internal 
,,12.05,,12.05,Level 12,Internal 
,,12.06,,12.06,Level 12,Internal 
,,12.07,,12.07,Level 12,Internal 
,,12.08,,12.08,Level 12,Internal 
,Columns,,,,,
,,Opening Wraped & Prepared Correctly ,,Opening Wraped & Prepared Correctly ,,
,,External Flashings / Weather Seals As Per Shop Drawing ,,External Flashings / Weather Seals As Per Shop Drawing ,,
,,Installed / Fixed As Per Shop Drawings,,Installed / Fixed As Per Shop Drawings,,
,,Airseals Completed (photo),,Airseals Completed (photo),,
,,Site Glazing Completed,,Site Glazing Completed,,
,,Trade Clean & Sign off,,Trade Clean & Sign off,,
