"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"3d321021-b6f6-41b6-88c0-a8434b527a36","","folder-normal","work-in-progress","","step","TRUE","FALSE","Manufacturing QA"
"09809baa-34c7-4f33-8234-7168558a1013","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-01"
"c20e491f-d022-469c-8bf7-550e9fe1a85a","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-01","Apartment 1.04"
"48f3c31e-d642-4d59-aa4b-f7b4cad26fa4","","checklist-flat","pass","Windows Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-01","Apartment 1.04","W-104-02 - W25"
"ba93ac65-4a12-58c9-9a49-abee983f6e9f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Surface finish is compliant to standards"
"53dff670-c1ab-5780-8d73-2d851e7f0c98","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Small Joint and back sealing correct"
"d384c41c-ac76-5f2b-a916-11ec3a72d45b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Hardware is correct and correctly fitted"
"ac1fa434-6e9f-5e59-a0c1-e5c06aa461e0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","01003 Liner adaptor fitted to specified centres"
"cc747821-f9ef-5f1d-acaa-558b733966a3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Item number & description written on adaptor"
"c6d46c0c-2b9f-5c45-be3b-6796c5c35521","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Sizes are correct against job sheets"
"9f18f8fe-c2b6-5127-be00-1505d1bfe194","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Drainage correct as per APL manufacturing pack"
"1404c016-f1b4-5d29-b485-45505441aee4","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Sashes are fitted square and operating correctly"
"c9141be2-9988-5fdb-abde-42595fd5f03b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Restrictor stays fitted where required"
"4a28bebd-3053-5f90-ae2f-78139bae6523","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-06 - W21","Correct beads supplied for site glazing"
"fd840d27-3d00-4189-9888-e289905793da","","checklist-flat","pass","Windows Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B"
"e535c905-5aba-5cb8-a78e-0f2acd5e00f4","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","WANZ notes applied"
"31b2dc7e-8cda-53bd-879f-a75e6d53766f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Surface finish is compliant to standards"
"adad76bf-1e3a-5ed8-a403-b7153fd117d7","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Small Joint and back sealing correct"
"fb4d5cfd-914f-51cb-918e-a93b7cb15151","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Hardware is correct and correctly fitted"
"08b1fc00-616d-5d33-86c7-a117b97ecad1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","01003 Liner adaptor fitted to specified centres"
"17d6a2aa-ffbe-5848-a55c-fcf6d5da9dc5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Item number & description written on adaptor"
"fb9b2afc-babb-52d6-8f5f-bba9375346e6","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Sizes are correct against job sheets"
"d2237fec-7887-5fe8-aed6-bf292946d9e9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Drainage correct as per APL manufacturing pack"
"c9257205-77da-5359-8e16-273f21deb87f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Sashes are fitted square and operating correctly"
"a60f0fb0-4679-5826-910c-6663082d9f75","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Restrictor stays fitted where required"
"b5d68342-a765-558a-a2fc-a715b30f618d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-05 - W11B","Correct beads supplied for site glazing"
"cfb1d880-a551-4e56-afee-efc86d650c89","","checklist-flat","pass","Windows Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21"
"d9c447ca-faf8-5779-b320-9d22efd8ee8f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","WANZ notes applied"
"82dc34b6-249b-5404-903a-2bdc4c287d1d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Surface finish is compliant to standards"
"41bf84fd-b756-56f7-989d-a9d133e2c4ce","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Small Joint and back sealing correct"
"269d823f-13de-58b2-96cb-67225762e9be","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Hardware is correct and correctly fitted"
"734a840e-71b9-5a46-b0ad-4f49a0f62d7d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","01003 Liner adaptor fitted to specified centres"
"66f9e263-0c7b-56be-a0e3-4640a99c4563","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Item number & description written on adaptor"
"3e7e3057-0123-5c99-9e9d-735b95aca2af","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Sizes are correct against job sheets"
"a9a67d74-f7ef-549c-857b-a0782d5d193f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Drainage correct as per APL manufacturing pack"
"73a7f472-17a6-51f7-89ae-14d7d386c1c5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Sashes are fitted square and operating correctly"
"7b91142c-0f0c-5034-b1be-476d33a9b196","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Restrictor stays fitted where required"
"29fca231-a9c6-5548-8bcd-d59879b9f2e3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-04 - W21","Correct beads supplied for site glazing"
"c5a5217c-e6a8-4c91-950b-1e2e044a9d0a","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34"
"ee762801-cf88-5cb3-bd32-29d43772032a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","WANZ notes applied"
"0b0f2c4a-3f9c-5912-9fb8-03ff3c0156b8","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Surface finish is compliant to standards"
"cd0d7da8-9e72-5b10-8b5a-a9e5a96e4668","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Small Joint and back sealing correct"
"30ff3f6a-8bc1-5950-9f7d-1e91d5799b06","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Hardware is correct and correctly fitted"
"3a7c03dc-6ae1-5487-9111-adf2228127bd","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","01003 Liner adaptor fitted to specified centres"
"8319dfb1-ba6c-5a96-abcf-9737452a07bd","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Item number & description written on adaptor"
"d58fb044-8114-5a90-86e1-631a3852d186","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Sizes are correct against job sheets"
"ea131917-dd68-5d37-bd29-c648e325db6f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Drainage correct as per APL manufacturing pack"
"b80c05d5-d2db-5870-98ba-a7ca4a08507a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Sashes are fitted square and operating correctly"
"d4d0e758-3d95-5298-81e9-75d30723a32c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Restrictor stays fitted where required"
"bbf3ae04-5dea-579c-88d5-e068ddf6ce43","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Correct beads supplied for site glazing"
"f45fcc77-4af2-5441-bba8-63e273acd9e5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-03 - W34","Stiffeners fitted - 25x50x2.5 Galvenised steel R.H.S fitted inside mullion"
"b98f4143-eb6c-4ab8-b157-84fc317d657a","","checklist-flat","pass","Windows Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10"
"c64295ca-51cd-5656-b7be-b8422c61be14","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","WANZ notes applied"
"e90f6ff4-cb09-5a44-929c-e1bdb7f7f5b7","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Surface finish is compliant to standards"
"e8d5cb27-cf8a-501b-b172-aa7ae984f533","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Small Joint and back sealing correct"
"3b57abd7-7cd1-542d-9b5d-eb9f79d2f11f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Hardware is correct and correctly fitted"
"b3deb3d7-0056-5988-84af-49ab684c4c46","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","01003 Liner adaptor fitted to specified centres"
"9991f08e-9bb7-5dd8-9350-6e8452a4b123","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Item number & description written on adaptor"
"228c59f8-fb8b-5275-9086-951fcd635d28","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Sizes are correct against job sheets"
"fa30409c-c078-53f9-970f-6bd004d4ada7","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Drainage correct as per APL manufacturing pack"
"cde75d59-d1d9-5e99-8cb9-57bffe3a4fe0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Sashes are fitted square and operating correctly"
"ba797bac-829c-5c0f-a50d-97443ad881e9","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Restrictor stays fitted where required"
"133d2d91-8b54-58ba-87c4-1586766ce1c7","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-02 - W10","Correct beads supplied for site glazing"
"fe8f2cea-a0e0-449a-a96d-1ce3ca52e7ce","","checklist-flat","pass","Slider Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H"
"d41a3015-2d71-5c92-acbe-c5525e1cd810","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","WANZ notes applied"
"a7d4fe54-26ff-5ba1-9dbd-3281bf2da391","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Surface finish is compliant to standards"
"613e9b6e-d0d0-56d5-8802-6b2a4769e644","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Small Joint and back sealing correct"
"810548c0-4a83-5fe0-a4fd-0c66aba11e9b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Hardware is correct and correctly fitted"
"9d815438-3395-5fc5-ae29-9a6727ac851f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","01003 Liner adaptor fitted to specified centres"
"8235506b-7aa4-50c8-9900-42286bcda3ac","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Item number & description written on adaptor"
"ace5c461-7bd7-581f-a250-83442039404e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Sizes are correct against job sheets"
"a7e7dc47-5f85-5dba-bbf4-000cbf8d2a53","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Drainage correct as per APL manufacturing pack"
"775ec1d2-9a0e-57cb-a617-446f3c6d8b2c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Panels are sliding freely"
"ad6e4f3d-fab5-5d3d-a610-471fcc055083","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Correct weight rollers fitted"
"d0424df4-e536-5d75-86b1-6474b61a227a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Stops and end caps fitted correctly"
"b530a199-d435-5c87-9680-772f6617e902","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Infills fitted correctly"
"854a3a81-5861-598e-9332-e1ef98d833de","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.11","W-311-01 - W50H","Correct beads supplied for site glazing"
"1b10b43d-67ff-427c-a16f-c525037e45be","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-02","Apartment 3.10"
"f593f3c7-93f0-4838-8015-0e0484fde5e9","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34"
"20421850-8cbf-5a94-ab37-9366a0d6f74a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","WANZ notes applied"
"ed008cff-b245-5435-9c33-523dc957b45f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Surface finish is compliant to standards"
"747b0ab6-81b7-5853-87b8-2456ac6f2339","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Small Joint and back sealing correct"
"ab04b996-1432-5c1d-8e96-14f7c01dbdee","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Hardware is correct and correctly fitted"
"5ee110e7-d446-5402-bfbe-a22ed1e5fc69","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","01003 Liner adaptor fitted to specified centres"
"bf4acb56-990a-5c41-b314-4ad850c56a19","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Item number & description written on adaptor"
"8e9d114f-2343-5ada-9ddf-312d26435b0e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Sizes are correct against job sheets"
"3373ec5b-9004-567c-8323-e2e99c4244ac","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Drainage correct as per APL manufacturing pack"
"c40ce01f-77e2-594b-8523-d05441503e79","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Sashes are fitted square and operating correctly"
"c19fe244-0815-5cb5-9b4b-a8523049fcbd","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Restrictor stays fitted where required"
"e9a64ee4-8ce8-59a7-a088-8aac3e5c5384","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Correct beads supplied for site glazing"
"583af056-f687-531f-b6bc-a21227f08e5e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-04 - W34","Stiffeners fitted - 25x50x2.5 Galvenised steel R.H.S fitted inside mullion"
"2f0018dc-1f50-4c8a-a374-7ce48386277f","","checklist-flat","pass","Windows Manufacturing","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10"
"d08c414a-8c81-5329-8096-2c4a28282ec4","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","WANZ notes applied"
"fdbdae3a-ea30-5fef-bf70-be75c327752a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Surface finish is compliant to standards"
"c81c387a-4f82-57be-88e5-b11cf4a3d8c1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Small Joint and back sealing correct"
"24efbcce-5ab9-5c9c-96a1-f0146719ad2b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Hardware is correct and correctly fitted"
"7c86e933-3934-5d11-9a23-a3ebfd39828a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","01003 Liner adaptor fitted to specified centres"
"bb38567d-4f14-57e4-bd22-efa7c8000476","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Item number & description written on adaptor"
"2f15747b-c625-5ca5-827b-c81e6d7c3b2e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Sizes are correct against job sheets"
"faf066bf-ad91-53a5-9418-d97ed7379dd3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Drainage correct as per APL manufacturing pack"
"f11a9dc5-3f5f-56ae-b886-0cda515a4005","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Sashes are fitted square and operating correctly"
"1c2b1839-4fc4-5424-9d18-38cba837840d","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Restrictor stays fitted where required"
"45eea4c3-2f0c-5e0f-a7a0-a2dc337220d7","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-03 - W10","Correct beads supplied for site glazing"
"24eb89fd-89b0-485f-8b39-df6f578a7844","","checklist-flat","pass","Slider Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H"
"b3346e4e-0b46-5c19-87a4-40048550ac66","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","WANZ notes applied"
"7008852d-0fc4-5410-a95c-1d1b99d08fe0","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Surface finish is compliant to standards"
"1cfb75a3-8a11-5bbe-a53c-3a706f6a28ae","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Small Joint and back sealing correct"
"02a81104-90d3-520b-84df-4b8815ba78df","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Hardware is correct and correctly fitted"
"8db56519-cb57-59ee-bc0d-eb92f746fcda","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","01003 Liner adaptor fitted to specified centres"
"ddd5a4b8-b2c6-5521-b88b-ad5de4473cf4","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Item number & description written on adaptor"
"9faff423-c1f2-561e-92c6-a3eaf394dc64","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Sizes are correct against job sheets"
"b3949192-1851-5e98-b959-031ad0a6f1b7","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Drainage correct as per APL manufacturing pack"
"6a3197cf-fbcf-5517-b194-5199b393dddc","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Panels are sliding freely"
"5b3e7b92-e8c0-58af-8dbe-b55955f49f19","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Correct weight rollers fitted"
"2f9911fd-cff9-5e6e-a974-c233bbc7d979","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Stops and end caps fitted correctly"
"734bc531-7db9-5e84-87b3-ed7a31577e49","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Infills fitted correctly"
"5a4084b9-dff8-50bb-9842-950b24da118f","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Correct beads supplied for site glazing"
"450f74b8-594c-5aa8-9db6-bcf555c3dc68","","checkpoint-status","not-applicable","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-02 - W48H","Stiffeners fitted - 47x27x3 Bended galvenised steel channel fitted inside interlocker"
"fb2c6a76-6275-4b2f-88b4-fbad87f18cdf","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A"
"8de00921-1313-5777-81f5-b0c8f7ff2440","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","WANZ notes applied"
"3673f58a-9115-5a46-92f0-fc599fd5b99b","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Surface finish is compliant to standards"
"037ca47b-f07b-5bb4-90d3-100cc3f1077c","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Small Joint and back sealing correct"
"6e6330f9-bf4d-5930-8c7c-38472f3f48af","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Hardware is correct and correctly fitted"
"59892f64-cb05-570b-90d1-736438712eb7","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","01003 Liner adaptor fitted to specified centres"
"17b53f16-86cc-5265-a686-bea855ba7c9e","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Item number & description written on adaptor"
"eacb3038-54e5-504e-ae03-e0cfdb3ae54a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Sizes are correct against job sheets"
"746a5849-a084-5640-8054-43458ea9b2ab","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Drainage correct as per APL manufacturing pack"
"4ecd577a-8ae5-5543-9763-118afcc1889a","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Sashes are fitted square and operating correctly"
"2a3ee2bd-a78c-515f-bdcf-dd1e5f24def5","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Restrictor stays fitted where required"
"1ee3f6b4-85f8-5891-9445-438a3c18b444","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Correct beads supplied for site glazing"
"98582d47-1460-56dd-b303-c3500cdf2f91","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.10","W-310-01 - W34A","Stiffeners fitted - 25x50x2.5 Galvenised steel R.H.S fitted inside mullion"
"281e9013-5acb-4dcf-b9aa-fced91eb25cc","","folder-normal","pass","","step","TRUE","FALSE","Manufacturing QA","7546-02","Apartment 3.09"
"5c32125a-577b-4051-98f0-70dd23df3403","","checklist-flat","pass","Windows Manufacturing (with Stiffeners fitted)","checklist-flat","FALSE","FALSE","Manufacturing QA","7546-02","Apartment 3.09","W-309-02 - W34"
"161e0538-4a21-5122-b114-814677fe8f79","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.09","W-309-02 - W34","WANZ notes applied"
"0bcd358b-c965-5b86-bdf3-44ba07ab20f1","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.09","W-309-02 - W34","Surface finish is compliant to standards"
"237eb4e4-ad98-5af1-a1f0-62944a365048","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.09","W-309-02 - W34","Small Joint and back sealing correct"
"c1f4f9d5-750f-52a2-8cd3-430da7bd72e3","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.09","W-309-02 - W34","Hardware is correct and correctly fitted"
"e409f01b-b0f8-5579-8503-23f1f9dd30bc","","checkpoint-status","pass","","","TRUE","TRUE","Manufacturing QA","7546-02","Apartment 3.09","W-309-02 - W34","01003 Liner adaptor fitted to specified centres"
