Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
MF Structures - Lift Cores Progress,,,,,,,
,Scope,,,MF Structures - Levande Epping,,,
,Rows,,,,,,
,,Tower,grouping,Tower,,,
,,Basement 3,,Basement 3,Tower,Lift Cores,Site QA
,,Basement 2,,Basement 2,Tower,Lift Cores,Site QA
,,Basement 1,,Basement 1,Tower,Lift Cores,Site QA
,,Lower Ground,,Lower Ground,Tower,Lift Cores,Site QA
,,Upper Ground,,Upper Ground,Tower,Lift Cores,Site QA
,,Level 1,,Level 1,Tower,Lift Cores,Site QA
,,Level 2,,Level 2,Tower,Lift Cores,Site QA
,,Level 3,,Level 3,Tower,Lift Cores,Site QA
,,Level 4,,Level 4,Tower,Lift Cores,Site QA
,,Level 5,,Level 5,Tower,Lift Cores,Site QA
,,Level 6,,Level 6,Tower,Lift Cores,Site QA
,,Level 7,,Level 7,Tower,Lift Cores,Site QA
,,Level 8,,Level 8,Tower,Lift Cores,Site QA
,,Level 9,,Level 9,Tower,Lift Cores,Site QA
,,Level 10,,Level 10,Tower,Lift Cores,Site QA
,,Level 11,,Level 11,Tower,Lift Cores,Site QA
,,Level 12,,Level 12,Tower,Lift Cores,Site QA
,,Level 13,,Level 13,Tower,Lift Cores,Site QA
,,Level 14,,Level 14,Tower,Lift Cores,Site QA
,,Level 15,,Level 15,Tower,Lift Cores,Site QA
,,Level 16,,Level 16,Tower,Lift Cores,Site QA
,,Level 17,,Level 17,Tower,Lift Cores,Site QA
,,Level 18,,Level 18,Tower,Lift Cores,Site QA
,,Level 19,,Level 19,Tower,Lift Cores,Site QA
,,Level 20,,Level 20,Tower,Lift Cores,Site QA
,,Level 21,,Level 21,Tower,Lift Cores,Site QA
,,Level 22,,Level 22,Tower,Lift Cores,Site QA
,,Level 23,,Level 23,Tower,Lift Cores,Site QA
,,Level 24,,Level 24,Tower,Lift Cores,Site QA
,,Level 25,,Level 25,Tower,Lift Cores,Site QA
,,Level 26,,Level 26,Tower,Lift Cores,Site QA
,,Level 27,,Level 27,Tower,Lift Cores,Site QA
,,Level 28,,Level 28,Tower,Lift Cores,Site QA
,,Level 29,,Level 29,Tower,Lift Cores,Site QA
,,Roof Level,,Roof Level,Tower,Lift Cores,Site QA
,,School,grouping,School,,,
,,Lower Ground,,Lower Ground,School,Lift Cores,Site QA
,,Upper Ground,,Upper Ground,School,Lift Cores,Site QA
,,Level 1,,Level 1,School,Lift Cores,Site QA
,,Level 2,,Level 2,School,Lift Cores,Site QA
,,Level 3,,Level 3,School,Lift Cores,Site QA
,,Level 4,,Level 4,School,Lift Cores,Site QA
,,Parish,grouping,Parish,,,
,,Lower Ground,,Lower Ground,Parish,Lift Cores,Site QA
,,Upper Ground,,Upper Ground,Parish,Lift Cores,Site QA
,,Level 1,,Level 1,Parish,Lift Cores,Site QA
,,Level 2,,Level 2,Parish,Lift Cores,Site QA
,,Level 3,,Level 3,Parish,Lift Cores,Site QA
,Columns,,,,,,
,,Pre Pour,,Pre Pour,,,
,,Formwork,,Formwork,,,
,,,,,,,
MF Structures - Stairs Progress,,,,,,,
,Scope,,,MF Structures - Levande Epping,,,
,Rows,,,,,,
,,Stair Core (Tower),grouping,Stair Core (Tower),,,
,,Basement 2,,Basement 2,Stair Core (Tower),Stairs,Site QA
,,Basement 1,,Basement 1,Stair Core (Tower),Stairs,Site QA
,,Lower Ground,,Lower Ground,Stair Core (Tower),Stairs,Site QA
,,Upper Ground,,Upper Ground,Stair Core (Tower),Stairs,Site QA
,,Level 1,,Level 1,Stair Core (Tower),Stairs,Site QA
,,Level 2,,Level 2,Stair Core (Tower),Stairs,Site QA
,,Level 3,,Level 3,Stair Core (Tower),Stairs,Site QA
,,Level 4,,Level 4,Stair Core (Tower),Stairs,Site QA
,,Level 5,,Level 5,Stair Core (Tower),Stairs,Site QA
,,Level 6,,Level 6,Stair Core (Tower),Stairs,Site QA
,,Level 7,,Level 7,Stair Core (Tower),Stairs,Site QA
,,Level 8,,Level 8,Stair Core (Tower),Stairs,Site QA
,,Level 9,,Level 9,Stair Core (Tower),Stairs,Site QA
,,Level 10,,Level 10,Stair Core (Tower),Stairs,Site QA
,,Level 11,,Level 11,Stair Core (Tower),Stairs,Site QA
,,Level 12,,Level 12,Stair Core (Tower),Stairs,Site QA
,,Level 13,,Level 13,Stair Core (Tower),Stairs,Site QA
,,Level 14,,Level 14,Stair Core (Tower),Stairs,Site QA
,,Level 15,,Level 15,Stair Core (Tower),Stairs,Site QA
,,Level 16,,Level 16,Stair Core (Tower),Stairs,Site QA
,,Level 17,,Level 17,Stair Core (Tower),Stairs,Site QA
,,Level 18,,Level 18,Stair Core (Tower),Stairs,Site QA
,,Level 19,,Level 19,Stair Core (Tower),Stairs,Site QA
,,Level 20,,Level 20,Stair Core (Tower),Stairs,Site QA
,,Level 21,,Level 21,Stair Core (Tower),Stairs,Site QA
,,Level 22,,Level 22,Stair Core (Tower),Stairs,Site QA
,,Level 23,,Level 23,Stair Core (Tower),Stairs,Site QA
,,Level 24,,Level 24,Stair Core (Tower),Stairs,Site QA
,,Level 25,,Level 25,Stair Core (Tower),Stairs,Site QA
,,Level 26,,Level 26,Stair Core (Tower),Stairs,Site QA
,,Level 27,,Level 27,Stair Core (Tower),Stairs,Site QA
,,Level 28,,Level 28,Stair Core (Tower),Stairs,Site QA
,,Level 29,,Level 29,Stair Core (Tower),Stairs,Site QA
,,Stair 04 (South West Stair),grouping,Stair 04 (South West Stair),,,
,,Basement 2,,Basement 2,Stair 04 (South West Stair),Stairs,Site QA
,,Basement 1,,Basement 1,Stair 04 (South West Stair),Stairs,Site QA
,,Lower Ground,,Lower Ground,Stair 04 (South West Stair),Stairs,Site QA
,,Upper Ground,,Upper Ground,Stair 04 (South West Stair),Stairs,Site QA
,,Stair 05 (RAC Western Egress),grouping,Stair 05 (RAC Western Egress),,,
,,Lower Ground,,Lower Ground,Stair 05 (RAC Western Egress),Stairs,Site QA
,,Upper Ground,,Upper Ground,Stair 05 (RAC Western Egress),Stairs,Site QA
,,Level 1,,Level 1,Stair 05 (RAC Western Egress),Stairs,Site QA
,,Leverl 2,,Leverl 2,Stair 05 (RAC Western Egress),Stairs,Site QA
,,Level 3,,Level 3,Stair 05 (RAC Western Egress),Stairs,Site QA
,,Level 4,,Level 4,Stair 05 (RAC Western Egress),Stairs,Site QA
,,Stair 06,grouping,Stair 06,,,
,,Basement 2,,Basement 2,Stair 06,Stairs,Site QA
,,Basement 1,,Basement 1,Stair 06,Stairs,Site QA
