type,name,values,prefix,postfix,usage count,user addable,template name,Resource Id
checklist,Decommission AC Unit,,,,,,,
section,Details,,,,,,,
checkpoint,Indoor unit Condition ,,,,,,,
checkpoint,Outdoor Condition ,,,,,,,
checkpoint,Test unit is cooling/heating correctly ,,,,,,,
checkpoint,Units has been pump down correctly ,,,,,,,
checkpoint,Old installation with units removed,,,,,,,
checkpoint,Wall plate attached,,,,,,,
checkpoint,Remote attached to indoor unit ,,,,,,,
checkpoint,Indoor model and serial,,,,,,,
checkpoint,Outdoor Model and serial ,,,,,,,
checkpoint,Indoor and outdoor stored away ,,,,,,,
checkpoint,Electrical left safe (Lock out tagg out),,,,,,,
