Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Overall Progress,,,,,,
,Scope,,,,,
,Rows,,,,,
,,B00-Basement - Stage 1 - Basement - Operational - Utilities Rooms,dynamic,Operational - Utilities Rooms,Stage 1 - Basement,B00-Basement
,,B00-Basement - Stage 1 - Basement - Village Ammenities Rooms,dynamic,Village Ammenities Rooms,Stage 1 - Basement,B00-Basement
,,B00-Basement - Stage 1 - Basement - Stairs/Lift Lobbies,dynamic,Stairs/Lift Lobbies,Stage 1 - Basement,B00-Basement
,,B00-Basement - Stage 1 - Basement - Hallways/Corridors,dynamic,Hallways/Corridors,Stage 1 - Basement,B00-Basement
,,B00-Basement - Stage 2 - Basement - Operational - Utilities Rooms,dynamic,Operational - Utilities Rooms,Stage 2 - Basement,B00-Basement
,,B00-Basement - Stage 2 - Basement - Village Ammenities Rooms,dynamic,Village Ammenities Rooms,Stage 2 - Basement,B00-Basement
,,B00-Basement - Stage 2 - Basement - Stairs/Lift Lobbies,dynamic,Stairs/Lift Lobbies,Stage 2 - Basement,B00-Basement
,,B00-Basement - Stage 3 - Basement - Operational - Utilities Rooms,dynamic,Operational - Utilities Rooms,Stage 3 - Basement ,B00-Basement
,,B00-Basement - Stage 3 - Basement - Village Ammenities Rooms,dynamic,Village Ammenities Rooms,Stage 3 - Basement ,B00-Basement
,,B00-Basement - Stage 3 - Basement - Stairs/Lift Lobbies,dynamic,Stairs/Lift Lobbies,Stage 3 - Basement ,B00-Basement
,,B00-Basement - Stage 4 - Basement - Operational - Utilities Rooms,dynamic,Operational - Utilities Rooms,Stage 4 - Basement,B00-Basement
,,B00-Basement - Stage 4 - Basement - Village Ammenities Rooms,dynamic,Village Ammenities Rooms,Stage 4 - Basement,B00-Basement
,,B00-Basement - Stage 4 - Basement - Stairs/Lift Lobbies,dynamic,Stairs/Lift Lobbies,Stage 4 - Basement,B00-Basement
,,B00-Basement - Stage 4 - Basement - Hallways/Corridors,dynamic,Hallways/Corridors,Stage 4 - Basement,B00-Basement
,,B02 - Ground Level - Common Areas - Utilities rooms,dynamic,Common Areas - Utilities rooms,Ground Level ,B02
,,B02 - Ground Level - Independent Apartments,dynamic,Independent Apartments,Ground Level ,B02
,,B02 - Level 1 - Common Areas - Utilities rooms,dynamic,Common Areas - Utilities rooms,Level 1,B02
,,B02 - Level 1 - Independent Apartments,dynamic,Independent Apartments,Level 1,B02
,,B02 - Level 2 - Common Areas - Utilities rooms,dynamic,Common Areas - Utilities rooms,Level 2,B02
,,B02 - Level 2 - Independent Apartments,dynamic,Independent Apartments,Level 2,B02
,,B02 - Level 3 - Common Areas - Utilities rooms,dynamic,Common Areas - Utilities rooms,Level 3,B02
,Columns,,,,,
,,Prewire,,Prewire,,
,,Termination and Testing,,Termination and Testing,,
,,Pre-wire,,Pre-wire,,
,,Commissioning,,Commissioning,,
,,,,,,
,,,,,,
,,,,,,
