"Matrix Name","Dimension","Name","Type / Data Field","Tag 1","Tag 2"
"Auscool - Rough In Progress"
,"Scope",,
,"Rows"
,,"Basements","dynamic","auscool","basements"
,,"Ground Floor","dynamic","ground floor","auscool"
,,"Level 2","dynamic","auscool","level 2"
,,"Level 3","dynamic","auscool","level 3"
,,"Level 4","dynamic","level 4","auscool"
,,"Level 5","dynamic","level 5","auscool"
,,"Level 6","dynamic","auscool","level 6"
,,"Level 7","dynamic","auscool","level 7"
,,"Level 8","dynamic","level 8","auscool"
,,"Level 9","dynamic","level 9","auscool"
,,"Level 10","dynamic","auscool","level 10"
,,"Level 11","dynamic","level 11","auscool"
,,"Level 12","dynamic","level 12","auscool"
,,"Level 13","dynamic","auscool","level 13"
,,"Level 14","dynamic","auscool","level 14"
,,"Level 15","dynamic","level 15","auscool"
,,"Level 16","dynamic","level 16","auscool"
,,"Level 17","dynamic","auscool","level 17"
,,"Level 18","dynamic","auscool","level 18"
,,"Level 19","dynamic","level 19","auscool"
,,"Level 20","dynamic","auscool","level 20"
,,"Level 21","dynamic","auscool","level 21"
,,"Level 22","dynamic","level 22","auscool"
,,"Level 23","dynamic","level 23","auscool"
,,"Level 24","dynamic","auscool","level 24"
,,"Level 25","dynamic","auscool","level 25"
,,"Level 26","dynamic","level 26","auscool"
,,"Level 27","dynamic","level 27","auscool"
,,"Level 28","dynamic","auscool","level 28"
,,"Level 29","dynamic","auscool","level 29"
,,"Level 30","dynamic","level 30","auscool"
,,"Level 31","dynamic","auscool","level 31"
,,"Level 32","dynamic","auscool","level 32"
,,"Level 33","dynamic","level 33","auscool"
,,"Level 34","dynamic","level 34","auscool"
,,"Level 35","dynamic","auscool","level 35"
,,"Level 36","dynamic","auscool","level 36"
,,"Level 37","dynamic","level 37","auscool"
,,"Level 38","dynamic","level 38","auscool"
,,"Level 39","dynamic","auscool","level 39"
,,"Level 40","dynamic","level 40","auscool"
,,"Level 41","dynamic","level 41","auscool"
,,"Level 42","dynamic","auscool","level 42"
,,"Level 43","dynamic","auscool","level 43"
,,"Level 44","dynamic","level 44","auscool"
,,"Level 45","dynamic","level 45","auscool"
,,"Level 46","dynamic","auscool","level 46"
,,"Level 47","dynamic","auscool","level 47"
,,"Level 48","dynamic","level 48","auscool"
,,"Level 49","dynamic","level 49","auscool"
,,"Level 50","dynamic","auscool","level 50"
,,"Level 51","dynamic","level 51","auscool"
,,"Level 52","dynamic","level 52","auscool"
,,"Level 53","dynamic","auscool","level 53"
,,"Level 54","dynamic","auscool","level 54"
,,"Level 55","dynamic","level 55","auscool"
,,"Level 56","dynamic","level 56","auscool"
,"Columns"
,,"Corridor",,"corridor"
,,"Pipe Riser",,"pipe riser"
,,"Riser",,"riser"
,,"Rough In",,"rough in"
,,"Fit Off",,"fit off"
,,"Commissioning",,"commissioning"

"SCSA - Overall Progress"
,"Scope",,
,"Rows"
,,"Basements","dynamic","basements","scsa"
,,"Ground Floor","dynamic","ground floor","scsa"
,,"Level 1","dynamic","level 1","scsa"
,,"Level 2","dynamic","level 2","scsa"
,,"Level 3","dynamic","scsa","level 3"
,,"Level 4","dynamic","level 4","scsa"
,,"Level 5","dynamic","level 5","scsa"
,,"Level 6","dynamic","level 6","scsa"
,,"Level 7","dynamic","scsa","level 7"
,,"Level 8","dynamic","level 8","scsa"
,,"Level 9","dynamic","level 9","scsa"
,,"Level 10","dynamic","level 10","scsa"
,,"Level 11","dynamic","level 11","scsa"
,,"Level 12","dynamic","level 12","scsa"
,,"Level 13","dynamic","scsa","level 13"
,,"Level 14","dynamic","level 14","scsa"
,,"Level 15","dynamic","level 15","scsa"
,,"Level 16","dynamic","level 16","scsa"
,,"Level 17","dynamic","scsa","level 17"
,,"Level 18","dynamic","level 18","scsa"
,,"Level 19","dynamic","level 19","scsa"
,,"Level 20","dynamic","scsa","level 20"
,,"Level 21","dynamic","level 21","scsa"
,,"Level 22","dynamic","level 22","scsa"
,,"Level 23","dynamic","level 23","scsa"
,,"Level 24","dynamic","scsa","level 24"
,,"Level 25","dynamic","level 25","scsa"
,,"Level 26","dynamic","level 26","scsa"
,,"Level 27","dynamic","level 27","scsa"
,,"Level 28","dynamic","scsa","level 28"
,,"Level 29","dynamic","level 29","scsa"
,,"Level 30","dynamic","level 30","scsa"
,,"Level 31","dynamic","scsa","level 31"
,,"Level 32","dynamic","level 32","scsa"
,,"Level 33","dynamic","level 33","scsa"
,,"Level 34","dynamic","level 34","scsa"
,,"Level 35","dynamic","scsa","level 35"
,,"Level 36","dynamic","level 36","scsa"
,,"Level 37","dynamic","level 37","scsa"
,,"Level 38","dynamic","level 38","scsa"
,,"Level 39","dynamic","scsa","level 39"
,,"Level 40","dynamic","level 40","scsa"
,,"Level 41","dynamic","level 41","scsa"
,,"Level 42","dynamic","scsa","level 42"
,,"Level 43","dynamic","level 43","scsa"
,,"Level 44","dynamic","level 44","scsa"
,,"Level 45","dynamic","level 45","scsa"
,,"Level 46","dynamic","scsa","level 46"
