type,name,values,prefix,postfix,usage count,user addable,template name
checklist,Refurb Checklist,,,,,Yes,Refurb Checklist
section,Disconnection/Isolation,,,,,,
checkpoint,Current locations of Plates and Cabling (Attach Photos),,,,,,
checkpoint,Disable Nurse Call in the Edge/ECall System,,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
section,First Fix,,,,,,
checkpoint,Approval to start work is obtained,,,,,,
checkpoint,Install/Re-route cabling to new positions (Attach Photos),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
section,Second Fix,,,,,,
checkpoint,Approval to start work is obtained,,,,,,
checkpoint,Install Call Points/TV/Data Plates (Attach Photos),,,,,,
checkpoint,Nurse Call tested through Edge/Displays and Pagers,,,,,,
checkpoint,Bedroom 1 - Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 1 - Pendant,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 1 - Pullout Alarm,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 2 - Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 2 - Pendant,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 2 - Pullout Alarm,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bathroom - Toilet Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bathroom - Pullcord,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Toilet - Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Kitchen/Living Space - Nurse Presence,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Never Alone PIR,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Additional Call Points - Please note location,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,MATV/Data tested and commissioned,,,,,,
checkpoint,Smoke Alarms installed and tested (Attach Photos),,,,,,
checkpoint,Area is left clean and tidy (Attach Photos),,,,,,
,,,,,,,
checklist,Second Fix (Bedroom 1 to Never Alone PIR/Additional Call Points),,,,,Yes,Refurb Checklist (Second Fix)
section,Details,,,,,,
checkpoint,Bedroom 1 - Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 1 - Pendant,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 1 - Pullout Alarm,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 2 - Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 2 - Pendant,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bedroom 2 - Pullout Alarm,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bathroom - Toilet Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Bathroom - Pullcord,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Toilet - Button,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Kitchen/Living Space - Nurse Presence,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
button,Shows on Edge,"Yes,No,N/A",,,,,
button,Displays Assignments,"Yes,No,N/A",,,,,
button,Shows on Pager,"Yes,No,N/A",,,,,
checkpoint,Never Alone PIR,,,,,,
button,Enabled,"Yes,No,N/A",,,,,
