Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,
a369e193-5e0c-4e3a-9109-ee560145ed1b,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Aria Gardens,1. Completed Refurbs,Kowhai Room 50 - Job #58495,Aria Gardens - Kowhai Room 50 - Refurb Checklist,,,
b8a05bf4-f7e5-4c8a-8b5a-bb495e7f0723,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Aria Gardens,1. Completed Refurbs,Kowhai Room 58 - Job #58588,Aria Gardens - Kowhai Room 58 - Refurb Checklist,,,
5a8ea6e4-4dfd-4421-8979-2c2a3a7fa4ff,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Aria Gardens,1. Completed Refurbs,Kowhai Shower - Job #59957,Aria Gardens - Kowhai Shower - Refurb Checklist,,,
f7ee2a2b-6e7e-4140-8689-9bc50191e0c1,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Aria Gardens,1. Completed Refurbs,Room 61 - Job #63331,Aria Gardens - Room 61 - Refurb Checklist,,,
bfcaa964-4fd3-44b2-afd8-5c092c3416c6,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Apartment 326 - Job #59342,Knightsbridge - Apartment 326 - Refurb Checklist,,,
4fe297e6-6aeb-49f2-bcc5-124719c1cd0f,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Apartment 330 - Job #61752,Knightsbridge - Apartment 330 - Refurb Checklist,,,
9caf0236-a320-481e-b0fa-27e531ecc2f7,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Apartment 429 - Job #59510,Knightsbridge - Apartment 429 - Refurb Checklist,,,
5615f7da-9477-4c0f-b722-17d012e7053b,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Villa 31 - Job #57809,Knightsbridge - Villa 31 - Refurb Checklist,,,
ae6311dd-229b-4fbb-9cf6-c69706660617,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Villa 47 - Job #57953,Knightsbridge - Villa 47 - Refurb Checklist,,,
8ad1f214-2e54-4492-9c07-e3e7c27ce8db,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Villa 147 - Job #61716,Knightsbridge - Villa 147 - Refurb Checklist,,,
3a40bd18-1f7d-41a7-a1a4-2ecb665386a3,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Villa 83 - Job #57607,Knightsbridge - Villa 83 - Refurb Checklist,,,
dcce0d85-6c00-4313-9a3a-39eb2bf408e2,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Villa 93 - Job #58555,Knightsbridge - Villa 93 - Refurb Checklist,,,
600f370c-9a2a-49d4-ab1a-6614a661b8d3,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Villa 100 - Job #59872,Knightsbridge - Villa 100 - Refurb Checklist,,,
1dd2f605-f12c-49f7-ba04-2362aa98e9f7,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,1. Completed Refurbs,Villa 121- Job #56779,Knightsbridge - Villa 121 - Refurb Checklist,,,
2ac3ba4c-5e91-4d21-b031-bc2d3bca5059,,checklist-sectioned,work-in-progress,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,Apartment 301 - Job #63078,Knightsbridge - Apartment 301 - Refurb Checklist,,,,
9ecea514-4e81-4374-9134-b560a5fd562e,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,Apartment 412 - Job #62301,Knightsbridge - Apartment 412 - Refurb Checklist,,,,
2c22ede0-7160-4375-94ca-91679841b819,,checklist-sectioned,work-in-progress,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Knightsbridge,Villa 101 - Job #63305,Knightsbridge - Villa 101 - Refurb Checklist,,,,
c222155e-a6ef-4c37-a24a-d9f2b7b31f56,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Mayfair Village,1. Completed Refurbs,Villa 74 - Job #57273,Mayfair - Villa 74 - Refurb Checklist,,,
1072a5dd-327a-41c1-a3ba-ef525ba2fe8c,,checklist-sectioned,not-started,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Mayfair Village,Villa 24 - Job #63652,Mayfair Village - Villa 24 - Refurb Checklist,,,,
d0da788c-7b62-45b3-91da-08dc2957ec4d,,checklist-sectioned,work-in-progress,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Mayfair Village,Villa 70 - Job #62522,Mayfair Village - Villa 70 - Refurb Checklist,,,,
2f0ef665-ade2-47cb-8449-1716c54e189a,,checklist-sectioned,work-in-progress,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Mayfair Village,Villa 79 - Job #63124,Mayfair Village - Villa 79 - Refurb Checklist,,,,
4ab372ad-ff05-4ca0-a254-21f3f2d9cc00,,checklist-sectioned,work-in-progress,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Mayfair Village,Villa 98 - Job #62144,Mayfair Village - Villa 98 - Refurb Checklist,,,,
e7d569c9-c158-4498-b4ea-c8e6bc8dc461,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Apartment 329 ,Refurb Checklist,,
7788e78d-d14a-480d-b2fc-d9e5d1b15174,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Clubhouse Refurbishment - Stage 1 - CC #55930-23116,Parklane - Clubhouse Refurbishment Stage 1 - Refurb Checklist,,
226b46aa-0572-4f97-a77d-4122af21ed4a,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Clubhouse Refurbishment - Stage 2 - CC #55930-27932,Parklane - Clubhouse Refurbishment Stage 2 - Refurb Checklist,,
6e71da8f-80d7-43cf-a016-0bade5a6d90a,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Villa 42 Refurbishment - CC #55930-23455,Parklane - Villa 42 Refurbishment - Refurb Checklist,,
6ce83ce3-5c0c-4e5c-a180-efd216114e05,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Villa 43 Refurbishment - CC #55930-27157,Parklane - Villa 43 Refurbishment - Refurb Checklist,,
22310cee-2954-47ba-9131-664c7323f553,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Villa 47 Refurbishment - CC #55930-26804,Parklane - Villa 47 Refurbishment - Refurb Checklist,,
ab9b181e-a256-4df9-8aee-aec40c5b6b5c,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Villa 48 Refurbishment - CC #55930-26805,Parklane - Villa 48 Refurbishment - Refurb Checklist,,
a7962ce6-4f38-473b-bb09-348726386401,,checklist-sectioned,pass,"zSYS - Refurb Checklist (old version, 07-03-24)",checklist,FALSE,FALSE,Auckland,Arvida - Refurbs,Parklane,Job #55930,1. Completed Refurbs,Villa 49 Refurbishment - CC #55930-27158,Parklane - Villa 49 Refurbishment - Refurb Checklist,,
