resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
,,step,,,Site QA,,,,,,,,
,,step,,,,LG,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Master Ensuite ,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 3,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Bathroom 4,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 4,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 5,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 6,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 7,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 8,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 9,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 10,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 11,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 3,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 12,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 13,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 3,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 4,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 14,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 3,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Bathroom 4,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
,,step,,,,APT 15,,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Master Ensuite ,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Ensuite 1,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Ensuite 2,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Ensuite 3,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Powder room,,,,,,
Wet Area Tiling – Floors,Wet Area Tiling – Walls,folder-with-checklists,,,,,Laundry,,,,,,
Wet Area Tiling – Floors,,folder-with-checklists,,,,,Balcony,,,,,,
