"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"5e4cbd57-6a57-426a-a8bd-ffa9c74a41a9","","checklist-flat","pass","SYS - PT - Job Details","checklist-flat","FALSE","FALSE","Job Details"
"802a1875-234a-4193-8e0c-e4b6a73b082c","","folder-normal","work-in-progress","","step","TRUE","FALSE","QA"
"a64b740f-b757-4ab2-8df8-f435989b0588","","checklist-sectioned","work-in-progress","Fibertite Roof Overlay","checklist","FALSE","FALSE","QA","Fibertite Roof Overlay main roof zone 1-GL 12-7 R-B"
"4c9cd53c-2944-4424-ada6-0a22b66fbba5","","checklist-sectioned","work-in-progress","QA - Fibertite to Plywood Checklist","checklist","FALSE","FALSE","QA","Fibertite to Plywood gutter GL- R"
"220dbcfe-36d0-468d-85ab-9131700c9164","","checklist-sectioned","work-in-progress","Fibertite Roof Overlay","checklist","FALSE","FALSE","QA","Fibertite Roof Overlay zone 2 GL-7-3 R-B"
"8f075944-1bea-49c1-a277-cb757a0ece87","","checklist-sectioned","work-in-progress","Fibertite Roof Overlay","checklist","FALSE","FALSE","QA","Fibertite Roof Overlay zone 3 GL-3-Y3 -R-B"
"47d8fc79-fa76-433f-8615-4f5b7a29c3ef","","checklist-sectioned","work-in-progress","Fibertite Roof Overlay","checklist","FALSE","FALSE","QA","Fibertite Roof Overlay zone 4 GL-Y3-Y6 -M-B"
"71d04d20-35ed-41d4-adf2-f7e9378c2956","","checklist-sectioned","work-in-progress","Fibertite Roof Overlay","checklist","FALSE","FALSE","QA","Fibertite Roof Overlay zone 5 GL-9-1 -A-B"
"e886e53c-7e12-413d-b2dd-3dc0698bf738","","checklist-sectioned","not-started","QA - Fibertite to Plywood Checklist","checklist","FALSE","FALSE","QA","Fibertite to Plywood  GUTTER GL-B"
