"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1d1e6a92-4c79-4cfd-b6a1-eea37e486c63","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA"
"320e6e77-1cd7-4e50-97b7-0763c598e6c1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B"
"1288f73d-af33-474c-9d1d-c76834ed5bb1","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Lower Ground"
"a6ecec03-b91a-4fc3-bfca-7d236c26ca48","","folder-normal","work-in-progress","","step","TRUE","FALSE","Site QA","Building B","Lower Ground","50"
"2f9c5221-e4be-4d86-ad9d-6401cc5273fa","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","55","Walls"
"236b1b18-f9d2-45ec-af83-a4bb11ce4c74","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","55","Ceilings"
"144cea97-7ec3-42ee-8a86-8397de63cedd","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","55","Speedpanel"
"1ebef502-a4af-43fd-94d8-2f9474d0884e","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","56"
"e25b0971-730a-489d-8811-49c5071be098","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","56","Walls"
"c293ed8b-feae-4d63-8a1d-0089e58b4873","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","56","Ceilings"
"39e018ac-f428-4810-a87d-eacfd86d34b6","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","56","Speedpanel"
"00c686de-7dc5-4fae-88a5-db229505b092","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","58"
"5816e200-2a59-404e-bfcb-ad4680276667","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","58","Walls"
"cb2c805f-4094-4319-9ca9-09e661a6fff1","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","58","Ceilings"
"d635db7e-e905-455c-8141-1abd7c0241bc","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","58","Speedpanel"
"2a637a49-5e19-40ed-9910-fa21c8bc7026","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","59"
"a9f6919f-f156-43e7-a37f-bd19896c9d00","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","59","Walls"
"ea87cf85-2c7b-4fa4-bb09-ef51f3594ec8","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","59","Ceilings"
"504affd8-ffc5-4c24-93e8-3eccf3014a3e","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","59","Speedpanel"
"a5ed82aa-249f-4c19-8f55-f9ca20ae0a7c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","60"
"99d84d87-1672-4776-a817-39c0b5896ccc","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","60","Walls"
"1f9bc198-f712-484b-8d37-e589ff1e94ee","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","60","Ceilings"
"754ca4f1-c4b5-40b7-9827-ac8aa44aa56f","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","60","Speedpanel"
"13d08efe-d973-498d-b498-ad4fe4d4b7c0","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 6","61"
"6d121528-d523-4f05-b31d-038321c7f683","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","61","Walls"
"20e2c592-878e-4e0b-8871-67d47199ba82","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","61","Ceilings"
"42da7fc7-967a-4664-a860-9b9284d97d8d","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 6","61","Speedpanel"
"8b22fd25-a0b0-49eb-bd3f-e651adcf62b5","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building B","Level 7"
"7503c0bb-4a23-443c-b26f-a9cd52102ce6","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","50"
"a578d6a7-6b7c-48f4-bee6-25331456c535","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","50","Walls"
"b392cfd9-253f-4fc3-abe1-77b4e6ec948b","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","50","Ceilings"
"1f3a34fe-de84-44b6-8366-9b7955a0acc1","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","50","Speedpanel"
"d534563a-5e72-4e8d-8237-629d37924baa","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","51"
"8108084b-60d3-49de-87de-98881a700734","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","51","Walls"
"99106eae-5102-4b4b-9aa2-7a8dadc5cb91","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","51","Ceilings"
"8a78f5d1-1080-4414-a86e-b9688ab6a2ae","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","51","Speedpanel"
"9daa0289-95dd-49f3-9514-ea0470a9a5ad","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","52"
"69872644-fe64-49fe-9456-9f23a192e322","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","52","Walls"
"eb0fa465-2f5a-4f7f-8fde-758675945b56","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","52","Ceilings"
"04a3da1c-87c8-4220-988c-150505f43b0f","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","52","Speedpanel"
"e3b33993-de93-4a89-96e6-10006857fec2","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","53"
"57b99193-4e27-431f-a783-e48b15a4258f","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","53","Walls"
"d99936cd-d86e-4806-9d80-81a5ba4182a9","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","53","Ceilings"
"a882de9a-d2b1-46a4-889e-0db55b25d941","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","53","Speedpanel"
"1ba9d0eb-5f9b-4521-a12e-e53380fbc43c","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","55"
"d4b22eaa-7136-42a0-92c4-7dd298b14122","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","55","Walls"
"053d6ada-398e-4d5e-a176-fba3ff55fa34","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","55","Ceilings"
"78577c37-5f25-412e-b81e-faf3cda0e6a1","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","55","Speedpanel"
"bfbf9b20-cd2d-4636-a490-2aa71603ce77","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","56"
"3d4cafac-2bcd-468c-9f91-9ecbf2dbd794","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","56","Walls"
"c477cee7-5fbc-44c1-9845-78f095966098","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","56","Ceilings"
"2a5ae66f-9459-4765-9018-afe051f3eb0c","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","56","Speedpanel"
"2de361f8-d499-4746-8d4c-10df6bdf198d","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","58"
"fad814ef-4b9b-4a9c-ab70-5697a3c7f998","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","58","Walls"
"57eccfa8-3a6d-4429-8e77-8df7c034bd04","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","58","Ceilings"
"84879503-0d6b-4554-8a61-86d31d22e18d","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","58","Speedpanel"
"6acecfdd-c2eb-4813-9f8b-b27e602d5332","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","59"
"7bb71d2f-f988-48b4-b6c8-00f4612bd3fa","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","59","Walls"
"87210f1d-d531-4a3b-ac84-916b5097ea75","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","59","Ceilings"
"3baf246f-6601-40c2-a884-e11e85096e65","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","59","Speedpanel"
"c0b216e2-f3f1-4cec-ab5c-98916110936e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","60"
"d3b5a94b-0062-4a48-91f1-b4c8f8b2b109","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","60","Walls"
"ea84de5e-9167-4d87-ae3c-f2fe9af6d975","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","60","Ceilings"
"3723d4a6-1bae-4af0-a887-24209ce32b57","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","60","Speedpanel"
"270647fc-b531-45d8-b800-82e5684825b0","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 7","61"
"b75c74ee-6f5c-4163-9fc0-4d755c143660","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","61","Walls"
"75e20d67-9f23-456c-8cc9-87d0d4e8458c","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","61","Ceilings"
"5dd492a7-f25f-4d61-b46e-f15b80f71286","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 7","61","Speedpanel"
"58e70815-2c01-4681-81c9-de71c3cff1ff","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8"
"15f902c8-6780-4c00-ae26-51c3789f052a","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","50"
"0fda1d74-5195-4475-b984-7940d994fa7a","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","50","Walls"
"539525dd-a6f5-4504-be14-5116c1f39e9a","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","50","Ceilings"
"38225d15-b353-452d-b494-4f92a5aba0d3","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","50","Speedpanel"
"a2469121-cb17-4155-a3e1-3869332c0a7f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","51"
"ef85f8b1-94f0-4a50-bc16-72e801429e7f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","51","Walls"
"95b37a8c-efc7-4799-805c-4b81bcde55aa","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","51","Ceilings"
"347f418b-1427-4873-82d4-a165a47f17b7","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","51","Speedpanel"
"53ee1fd9-f47b-4a02-b8fa-afd3204a0e85","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","52"
"7f0965a7-cf76-4b12-8307-07383c011c2f","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","52","Walls"
"97aea9bf-6906-4cde-94c0-4bb08d94d447","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","52","Ceilings"
"4d88c853-576f-4b43-bc14-90979fe2ffc1","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","52","Speedpanel"
"ec19f56e-34e3-48bf-988d-3b526d56c34b","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","53"
"1aea8741-777b-42f6-b0db-bdea37ff80bc","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","53","Walls"
"c21bb6c9-9982-4755-a386-ae27c02bd966","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","53","Ceilings"
"7943a7ea-791f-4192-b2a4-721a2ce6cb36","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","53","Speedpanel"
"2c506c0f-cb5e-47a6-9372-74b38cc3d013","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","55"
"58c104ee-3704-4c9f-a0c4-0c7e10bbcf6c","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","55","Walls"
"ea3d366f-a93d-4344-89ce-b5283417b711","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","55","Ceilings"
"5345f267-b4e7-4dc6-8e13-4d3de6e2e4a3","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","55","Speedpanel"
"6f67ec86-bdb4-4498-9d1f-da9fc0e1c9ea","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","56"
"ce234467-04c2-4e7b-adca-3eb788ff0163","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","56","Walls"
"b74bf866-3f36-47d7-a20d-42fc8b3d1875","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","56","Ceilings"
"049e1f1c-9e41-4e43-9db2-081e141cfbcf","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","56","Speedpanel"
"f48cf221-a06f-4a0f-8268-cd1fc662ef9f","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","58"
"3affa8ad-e9b4-49cb-9634-1957577125b2","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","58","Walls"
"5b000310-3575-40ae-b480-fde6c534442c","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","58","Ceilings"
"178c8d0d-273c-45da-a092-e445ee32ba13","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","58","Speedpanel"
"a74d5f63-a9da-4a15-8962-9e2c155db944","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","59"
"34259d9d-3a65-4c21-ae7e-0010d2bcadab","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","59","Walls"
"4510c44d-6afe-483f-8d98-8ce69e9dc343","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","59","Ceilings"
"2cec1727-b6bd-4605-a07f-16fec7539ffb","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","59","Speedpanel"
"869e60ee-e7ee-4f36-be30-cc2420158ebd","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","60"
"efa8c5bf-1405-49d8-9215-0eee3b537ee9","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","60","Walls"
"bdf9db14-9e65-4f14-95fe-a0333e921f42","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","60","Ceilings"
"cde9ee1e-c826-416e-8d17-363e58afbdb2","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","60","Speedpanel"
"f847456b-7e98-4ed4-8512-e6b66f3afa2c","","folder-normal","not-started","","step","TRUE","FALSE","Site QA","Building B","Level 8","61"
"ea127d7d-70c3-47a8-a2d0-37dea719503c","","checklist-flat","not-started","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","61","Walls"
"cdcd60b0-1630-4f58-880a-c61f3e959846","","checklist-flat","not-started","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","61","Ceilings"
"c6460ff6-8441-41e4-b45c-2e5043d99299","","checklist-flat","not-started","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 8","61","Speedpanel"
"aa68f2a9-3892-4ee8-bfa0-96bc7aabb51d","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building B","Level 9"
"da0f5385-9011-444c-8f92-5af57cff4b0e","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","50"
"6761048d-c971-45ee-bccb-88ef83e5aea8","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","50","Walls"
"e21fd177-2f1a-48b7-9905-d6e01decb2dc","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","50","Ceilings"
"291d300e-1e7b-4244-bade-86c8faadb8a0","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","50","Speedpanel"
"d0f235a3-242f-40c7-9adb-a54c18824f5c","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","51"
"f42e616b-5f45-44a9-b808-dc8deac73b56","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","51","Walls"
"6703bffd-13c3-4586-9c6e-552231293894","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","51","Ceilings"
"924b7177-eac4-4d2a-8c5b-7589900325d2","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","51","Speedpanel"
"5068a06a-7d19-461f-b0ba-7798e8b27074","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","52"
"8ffd870d-b44c-4a62-98c8-81038c1ad6d4","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","52","Walls"
"af85f145-5ce8-4248-82eb-dad663f29add","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","52","Ceilings"
"7d546e4b-530f-4fdf-9d8f-473890b97747","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","52","Speedpanel"
"5c85af65-8eff-438d-a7d2-6261ffbdeef4","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","53"
"68b039fa-fd21-4f17-b1a4-42dae3a6a682","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","53","Walls"
"917a2a9c-d84f-48d3-b04c-7985b1467333","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","53","Ceilings"
"66f9787c-7d7b-4e99-89a4-cb3a01b12c06","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","53","Speedpanel"
"5e17e3e7-3bda-4ea7-a949-63d2024fd79f","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","55"
"f8f54983-ca32-4639-9ae2-36fe00cf43a9","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","55","Walls"
"fdba557c-3776-480a-ac07-21bead9a8fc1","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","55","Ceilings"
"02780c9d-559c-40fe-90e1-751ae3c10302","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","55","Speedpanel"
"9cc00bad-03ba-401b-8abd-92455983c506","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","56"
"5a2eea72-d32f-4e91-af02-ec566caeb220","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","56","Walls"
"d34a60c0-2a0b-49f3-9668-68b2135000b3","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","56","Ceilings"
"d0103b09-209f-41c2-a896-e97a00a6c8f1","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","56","Speedpanel"
"b845452d-6256-47dd-8e67-4b7ce9bb8a11","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","58"
"5fd398be-5be6-464f-b14f-0aa8fa9190c0","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","58","Walls"
"1e204b7a-c0f9-4730-b97c-3e7e99d075af","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","58","Ceilings"
"bb48ce11-794f-4d8f-8623-a4b10c956eb0","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","58","Speedpanel"
"4860a8ff-7f63-4b8f-b7ec-daff4b7dceb3","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","59"
"b51169f8-6029-42b5-bb08-c2480dff8e60","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","59","Walls"
"c5fb2e2d-eddd-4bf8-84a7-6a50da2951c7","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","59","Ceilings"
"4ca40ac7-bf2f-476c-88b8-8e274a7bbafe","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","59","Speedpanel"
"1979ff6c-c449-4e9b-83c7-3e3eef8f488a","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","60"
"5ca6f381-5bd2-474e-8777-f5a92f0229fa","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","60","Walls"
"ec4a1ba2-b15b-4729-9d3d-ce47828b7abd","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","60","Ceilings"
"4754598d-7656-4e75-9db1-32c03d8fbe13","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","60","Speedpanel"
"3b679b00-4ce2-4b89-96fe-7a448b71915a","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 9","61"
"e2354314-a1d5-48b6-a815-9e98faf610ea","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","61","Walls"
"bc1d7441-1e40-42da-b76f-7b3ccdaa650e","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","61","Ceilings"
"d1e2677f-8b9e-4f20-af39-7ccc385b09b3","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 9","61","Speedpanel"
"a6e305e9-f404-49fa-9cc1-37b1108ca0a8","","folder-normal","no-status-not-started","","step","TRUE","FALSE","Site QA","Building B","Level 10"
"92f3a1d1-c545-4644-813c-bd5b99bfc009","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 10","50"
"2fdcd296-4c94-44fe-8d88-3604cffcf63d","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","50","Walls"
"a2f2fab4-e3be-445b-aa4e-b0859a8b3c5b","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","50","Ceilings"
"8a08d402-7194-4e29-a7fb-8b5e2d6e7344","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","50","Speedpanel"
"1686343d-a95c-4791-bd4d-8fdca27ad382","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 10","51"
"2f7be232-82c1-4e6c-845a-7958165deb89","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","51","Walls"
"63760fbb-13c6-467b-ae66-f9ac6ec4d934","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","51","Ceilings"
"ea05fdb6-ec5f-4788-ae19-905f11b1de2d","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","51","Speedpanel"
"9bc25455-da0c-4d7f-ae97-84f4634f379a","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 10","52"
"9203d586-afbe-40f6-b033-98b72ff2bf64","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","52","Walls"
"027700ef-2d44-4474-ac20-af6f675254da","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","52","Ceilings"
"14ae8514-216c-4fb3-874b-c09283bab229","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","52","Speedpanel"
"be790cf5-9cd2-435e-87d2-7642363b95eb","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 10","53"
"2084576e-ab5e-423f-a647-5a7ccac16e28","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","53","Walls"
"055ed6a3-4d7f-4132-a6dd-39965d455bac","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","53","Ceilings"
"5e2b82a3-7425-44ff-90fb-a8c734dca2aa","","checklist-flat","","Speedpanel Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","53","Speedpanel"
"9e6010cc-7dd8-4533-b5ab-4ce68bcb0626","","folder-normal","","","step","TRUE","FALSE","Site QA","Building B","Level 10","55"
"63f38d1e-7b9d-43dd-943b-684cb06e9f94","","checklist-flat","","Wall Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","55","Walls"
"094eb7e1-3e84-40fc-bd46-1f6f3430f2bc","","checklist-flat","","Ceiling Checklist","checklist-flat","FALSE","FALSE","Site QA","Building B","Level 10","55","Ceilings"
