type,name,values,prefix,postfix,usage count,user addable,template name
checklist-flat,ITP-007A-Lighting Control (Dali) rough-in (V.171121),,,,,,ITP-007A-Lighting Control (Dali) rough-in (V.171121)
checkpoint,Details - Pass once entered,,,,,,
text,DALI No / Relay No,,,,,,
text,Circuit Attched,,,,,,
text,Rough-In feed start location,,,,,,
text,Loops/Backbone,,,,,,
text,Finish Location,,,,,,
select,Control Type,"Dali,DMX,DSI,Relay,Other (Specify Below)",,,,,
text,Other (Specify Here),,,,,,
select,Type of Cable Installed,"Twin 1.5,Twin 2.5,CAT5e,CAT6a,Dyna Liite,CBUS,Two Pair Shielded,Other (Specify below)",,,,,
text,Other (Specify Here),,,,,,
select,No. of ights per Universe,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65",,,,,
