Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
Electrical Rough-in Progress,,,,,,,
,Scope,,,Rough In,,,
,Rows,,,,,,
,,Basement 1 - Level 4,grouping,Basement 1 - Level 4,,,
,,Basement 1,,Basement 1,Rough In,Site QA,
,,Ground,,Ground,Rough In,Site QA,
,,Level 1,,Level 1,Rough In,Site QA,
,,Level 2,,Level 2,Rough In,Site QA,
,,Level 3,,Level 3,Rough In,Site QA,
,,Level 4,,Level 4,Rough In,Site QA,
,,West Tower - Level 5,dynamic,Level 5,West Tower,Rough In,Site QA
,,West Tower - Level 6,dynamic,Level 6,West Tower,Rough In,Site QA
,,West Tower - Level 7,dynamic,Level 7,West Tower,Rough In,Site QA
,,West Tower - Level 8,dynamic,Level 8,West Tower,Rough In,Site QA
,,West Tower - Level 9,dynamic,Level 9,West Tower,Rough In,Site QA
,,West Tower - Level 10,dynamic,Level 10,West Tower,Rough In,Site QA
,,West Tower - Level 11,dynamic,Level 11,West Tower,Rough In,Site QA
,,West Tower - Level 12,dynamic,Level 12,West Tower,Rough In,Site QA
,,West Tower - Level 13,dynamic,Level 13,West Tower,Rough In,Site QA
,,West Tower - Level 14,dynamic,Level 14,West Tower,Rough In,Site QA
,,West Tower - Level 15,dynamic,Level 15,West Tower,Rough In,Site QA
,,West Tower - Level 16,dynamic,Level 16,West Tower,Rough In,Site QA
,,West Tower - Level 17,dynamic,Level 17,West Tower,Rough In,Site QA
,,West Tower - Level 18,dynamic,Level 18,West Tower,Rough In,Site QA
,,West Tower - Level 19,dynamic,Level 19,West Tower,Rough In,Site QA
,,West Tower - Level 20,dynamic,Level 20,West Tower,Rough In,Site QA
,,West Tower - Level 21,dynamic,Level 21,West Tower,Rough In,Site QA
,,West Tower - Level 22,dynamic,Level 22,West Tower,Rough In,Site QA
,,West Tower - Level 23,dynamic,Level 23,West Tower,Rough In,Site QA
,,West Tower - Level 24,dynamic,Level 24,West Tower,Rough In,Site QA
,,West Tower - Level 25,dynamic,Level 25,West Tower,Rough In,Site QA
,,West Tower - Level 26,dynamic,Level 26,West Tower,Rough In,Site QA
,,West Tower - Level 27,dynamic,Level 27,West Tower,Rough In,Site QA
,,East Tower - Level 5,dynamic,Level 5,East Tower,Rough In,Site QA
,,East Tower - Level 6,dynamic,Level 6,East Tower,Rough In,Site QA
,,East Tower - Level 7,dynamic,Level 7,East Tower,Rough In,Site QA
