Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,
Waterproofing ITP,,,,,,
,Scope,,,Site QA,Waterproofing,
,Rows,,,,,
,,GROUND FLOOR,grouping,GROUND FLOOR,,
,,Ground Floor - G.01,dynamic,G.01,Ground Floor,Waterproofing
,,Ground Floor - G.02,dynamic,G.02,Ground Floor,Waterproofing
,,Ground Floor - G.03,dynamic,G.03,Ground Floor,Waterproofing
,,Ground Floor - G.04,dynamic,G.04,Ground Floor,Waterproofing
,,Ground Floor - G.05,dynamic,G.05,Ground Floor,Waterproofing
,,Ground Floor - G.06,dynamic,G.06,Ground Floor,Waterproofing
,,Ground Floor - G.07,dynamic,G.07,Ground Floor,Waterproofing
,,Ground Floor - G.08,dynamic,G.08,Ground Floor,Waterproofing
,,Ground Floor - G.09,dynamic,G.09,Ground Floor,Waterproofing
,,Ground Floor - G.10,dynamic,G.10,Ground Floor,Waterproofing
,,LEVEL 1,grouping,LEVEL 1,,
,,Level 1 - 1.01,dynamic,1.01,Level 1,Waterproofing
,,Level 1 - 1.02,dynamic,1.02,Level 1,Waterproofing
,,Level 1 - 1.03,dynamic,1.03,Level 1,Waterproofing
,,Level 1 - 1.04,dynamic,1.04,Level 1,Waterproofing
,,Level 1 - 1.05,dynamic,1.05,Level 1,Waterproofing
,,Level 1 - 1.06,dynamic,1.06,Level 1,Waterproofing
,,Level 1 - 1.07,dynamic,1.07,Level 1,Waterproofing
,,Level 1 - 1.08,dynamic,1.08,Level 1,Waterproofing
,,Level 1 - 1.09,dynamic,1.09,Level 1,Waterproofing
,,Level 1 - 1.10,dynamic,1.10,Level 1,Waterproofing
,,LEVEL 2,grouping,LEVEL 2,,
,,Level 2 - 2.01,dynamic,2.01,Level 2,Waterproofing
,,Level 2 - 2.02,dynamic,2.02,Level 2,Waterproofing
,,Level 2 - 2.03,dynamic,2.03,Level 2,Waterproofing
,,Level 2 - 2.04,dynamic,2.04,Level 2,Waterproofing
,,Level 2 - 2.05,dynamic,2.05,Level 2,Waterproofing
,,Level 2 - 2.06,dynamic,2.06,Level 2,Waterproofing
,,Level 2 - 2.07,dynamic,2.07,Level 2,Waterproofing
,,Level 2 - 2.08,dynamic,2.08,Level 2,Waterproofing
,,Level 2 - 2.09,dynamic,2.09,Level 2,Waterproofing
,,Level 2 - 2.10,dynamic,2.10,Level 2,Waterproofing
,,LEVEL 3,grouping,LEVEL 3,,
,,Level 3 - 3.01,dynamic,3.01,Level 3,Waterproofing
,,Level 3 - 3.02,dynamic,3.02,Level 3,Waterproofing
,,Level 3 - 3.03,dynamic,3.03,Level 3,Waterproofing
,,Level 3 - 3.04,dynamic,3.04,Level 3,Waterproofing
,,Level 3 - 3.05,dynamic,3.05,Level 3,Waterproofing
,,Level 3 - 3.06,dynamic,3.06,Level 3,Waterproofing
,,Level 3 - 3.07,dynamic,3.07,Level 3,Waterproofing
,,Level 3 - 3.08,dynamic,3.08,Level 3,Waterproofing
,,Level 3 - 3.09,dynamic,3.09,Level 3,Waterproofing
,,Level 3 - 3.10,dynamic,3.10,Level 3,Waterproofing
,,LEVEL 4,grouping,LEVEL 4,,
,,Level 4 - 4.01,dynamic,4.01,Level 4,Waterproofing
,,Level 4 - 4.02,dynamic,4.02,Level 4,Waterproofing
,,Level 4 - 4.03,dynamic,4.03,Level 4,Waterproofing
,,Level 4 - 4.04,dynamic,4.04,Level 4,Waterproofing
,,Level 4 - 4.05,dynamic,4.05,Level 4,Waterproofing
,,Level 4 - 4.06,dynamic,4.06,Level 4,Waterproofing
,,Level 4 - 4.07,dynamic,4.07,Level 4,Waterproofing
,,Level 4 - 4.08,dynamic,4.08,Level 4,Waterproofing
,,Level 4 - 4.09,dynamic,4.09,Level 4,Waterproofing
,,Level 4 - 4.10,dynamic,4.10,Level 4,Waterproofing
,,LEVEL 5,grouping,LEVEL 5,,
,,Level 5 - 5.01,dynamic,5.01,Level 5,Waterproofing
,,Level 5 - 5.02,dynamic,5.02,Level 5,Waterproofing
,,Level 5 - 5.03,dynamic,5.03,Level 5,Waterproofing
,,Level 5 - 5.04,dynamic,5.04,Level 5,Waterproofing
,,Level 5 - 5.05,dynamic,5.05,Level 5,Waterproofing
,,Level 5 - 5.06,dynamic,5.06,Level 5,Waterproofing
,,Level 5 - 5.07,dynamic,5.07,Level 5,Waterproofing
,,Level 5 - 5.08,dynamic,5.08,Level 5,Waterproofing
,,Level 5 - 5.09,dynamic,5.09,Level 5,Waterproofing
,,Level 5 - 5.10,dynamic,5.10,Level 5,Waterproofing
,,LEVEL 6,grouping,LEVEL 6,,
,,Level 6 - 6.01,dynamic,6.01,Level 6,Waterproofing
,,Level 6 - 6.02,dynamic,6.02,Level 6,Waterproofing
,,Level 6 - 6.03,dynamic,6.03,Level 6,Waterproofing
,,Level 6 - 6.04,dynamic,6.04,Level 6,Waterproofing
,,Level 6 - 6.05,dynamic,6.05,Level 6,Waterproofing
,,Level 6 - 6.06,dynamic,6.06,Level 6,Waterproofing
,Columns,,,,,
,,Specifications & Safety,,Specifications & Safety,,
,,Hobs,,Hobs,,
,,Bathrooms & Laundries,,Bathrooms & Laundries,,
,,Balconies,,Balconies,,
,,Planter Boxes,,Planter Boxes,,
,,Hold Point,,Hold Point,,
,,,,,,
Tiling ITP,,,,,,
,Scope,,,Site QA,Tiling,
,Rows,,,,,
,,BASEMENT 1,grouping,BASEMENT 1,,
,,Basement 1 - B1,dynamic,B1,Basement 1,Tiling
,,GROUND FLOOR,grouping,GROUND FLOOR,,
,,Ground Floor - G.external,,G.external,Ground Floor,Tiling
,,Ground Floor - G.01,dynamic,G.01,Ground Floor,Tiling
,,Ground Floor - G.02,dynamic,G.02,Ground Floor,Tiling
,,Ground Floor - G.03,dynamic,G.03,Ground Floor,Tiling
,,Ground Floor - G.04,dynamic,G.04,Ground Floor,Tiling
,,Ground Floor - G.05,dynamic,G.05,Ground Floor,Tiling
,,Ground Floor - G.06,dynamic,G.06,Ground Floor,Tiling
,,Ground Floor - G.07,dynamic,G.07,Ground Floor,Tiling
,,Ground Floor - G.08,dynamic,G.08,Ground Floor,Tiling
,,Ground Floor - G.09,dynamic,G.09,Ground Floor,Tiling
,,Ground Floor - G.10,dynamic,G.10,Ground Floor,Tiling
,,LEVEL 1,grouping,LEVEL 1,,
,,Level 1 - L1 Lift lobby,,L1 Lift lobby,Level 1,Tiling
,,Level 1 - 1.01,dynamic,1.01,Level 1,Tiling
,,Level 1 - 1.02,dynamic,1.02,Level 1,Tiling
,,Level 1 - 1.03,dynamic,1.03,Level 1,Tiling
,,Level 1 - 1.04,dynamic,1.04,Level 1,Tiling
,,Level 1 - 1.05,dynamic,1.05,Level 1,Tiling
,,Level 1 - 1.06,dynamic,1.06,Level 1,Tiling
,,Level 1 - 1.07,dynamic,1.07,Level 1,Tiling
,,Level 1 - 1.08,dynamic,1.08,Level 1,Tiling
,,Level 1 - 1.09,dynamic,1.09,Level 1,Tiling
,,Level 1 - 1.10,dynamic,1.10,Level 1,Tiling
,,LEVEL 2,grouping,LEVEL 2,,
,,Level 2 - L2 Lift lobby,,L2 Lift lobby,Level 2,Tiling
,,Level 2 - 2.01,dynamic,2.01,Level 2,Tiling
,,Level 2 - 2.02,dynamic,2.02,Level 2,Tiling
,,Level 2 - 2.03,dynamic,2.03,Level 2,Tiling
,,Level 2 - 2.04,dynamic,2.04,Level 2,Tiling
,,Level 2 - 2.05,dynamic,2.05,Level 2,Tiling
,,Level 2 - 2.06,dynamic,2.06,Level 2,Tiling
,,Level 2 - 2.07,dynamic,2.07,Level 2,Tiling
,,Level 2 - 2.08,dynamic,2.08,Level 2,Tiling
,,Level 2 - 2.09,dynamic,2.09,Level 2,Tiling
,,Level 2 - 2.10,dynamic,2.10,Level 2,Tiling
,,LEVEL 3,grouping,LEVEL 3,,
,,Level 3 - L3 Lift lobby,,L3 Lift lobby,Level 3,Tiling
,,Level 3 - 3.01,dynamic,3.01,Level 3,Tiling
,,Level 3 - 3.02,dynamic,3.02,Level 3,Tiling
,,Level 3 - 3.03,dynamic,3.03,Level 3,Tiling
,,Level 3 - 3.04,dynamic,3.04,Level 3,Tiling
,,Level 3 - 3.05,dynamic,3.05,Level 3,Tiling
,,Level 3 - 3.06,dynamic,3.06,Level 3,Tiling
,,Level 3 - 3.07,dynamic,3.07,Level 3,Tiling
,,Level 3 - 3.08,dynamic,3.08,Level 3,Tiling
,,Level 3 - 3.09,dynamic,3.09,Level 3,Tiling
,,Level 3 - 3.10,dynamic,3.10,Level 3,Tiling
,,LEVEL 4,grouping,LEVEL 4,,
,,Level 4 - L4 Lift lobby,,L4 Lift lobby,Level 4,Tiling
,,Level 4 - 4.01,dynamic,4.01,Level 4,Tiling
,,Level 4 - 4.02,dynamic,4.02,Level 4,Tiling
,,Level 4 - 4.03,dynamic,4.03,Level 4,Tiling
,,Level 4 - 4.04,dynamic,4.04,Level 4,Tiling
,,Level 4 - 4.05,dynamic,4.05,Level 4,Tiling
,,Level 4 - 4.06,dynamic,4.06,Level 4,Tiling
,,Level 4 - 4.07,dynamic,4.07,Level 4,Tiling
,,Level 4 - 4.08,dynamic,4.08,Level 4,Tiling
,,Level 4 - 4.09,dynamic,4.09,Level 4,Tiling
,,Level 4 - 4.10,dynamic,4.10,Level 4,Tiling
,,LEVEL 5,grouping,LEVEL 5,,
,,Level 5 - L5 Lift lobby,,L5 Lift lobby,Level 5,Tiling
,,Level 5 - 5.01,dynamic,5.01,Level 5,Tiling
,,Level 5 - 5.02,dynamic,5.02,Level 5,Tiling
,,Level 5 - 5.03,dynamic,5.03,Level 5,Tiling
,,Level 5 - 5.04,dynamic,5.04,Level 5,Tiling
,,Level 5 - 5.05,dynamic,5.05,Level 5,Tiling
,,Level 5 - 5.06,dynamic,5.06,Level 5,Tiling
,,Level 5 - 5.07,dynamic,5.07,Level 5,Tiling
,,Level 5 - 5.08,dynamic,5.08,Level 5,Tiling
,,Level 5 - 5.09,dynamic,5.09,Level 5,Tiling
,,Level 5 - 5.10,dynamic,5.10,Level 5,Tiling
,,LEVEL 6,grouping,LEVEL 6,,
,,Level 6 - Public Toilet,,Public Toilet,Level 6,Tiling
,,Level 6 - L6 Lift lobby,,L6 Lift lobby,Level 6,Tiling
,,Level 6 - 6.01,dynamic,6.01,Level 6,Tiling
,,Level 6 - 6.02,dynamic,6.02,Level 6,Tiling
,,Level 6 - 6.03,dynamic,6.03,Level 6,Tiling
,,Level 6 - 6.04,dynamic,6.04,Level 6,Tiling
,,Level 6 - 6.05,dynamic,6.05,Level 6,Tiling
,,Level 6 - 6.06,dynamic,6.06,Level 6,Tiling
,Columns,,,,,
,,Sand & Cement Bedding,,Sand & Cement Bedding,,
,,Floor Tiling,,Floor Tiling,,
,,Wall Tiling,,Wall Tiling,,
