resource,resource,resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.9.10 AC-3.9.210,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.9.11 AC-3.9.211,,,,,
,,,,step,,,,,Level 10,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.01a AC-3.1001a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.01b AC-3.1001b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.02 AC-3.10.202,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.03 AC-3.10.203,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.04 AC-3.10.204,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.05 AC-3.10.205,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.06 AC-3.10.206,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.07 AC-3.10.207,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.08 AC-3.10.208,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.09 AC-3.10.209,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.10 AC-3.10.210,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.10.11 AC-3.10.211,,,,,
,,,,step,,,,,Level 11,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.01a AC-3.1101a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.01b AC-3.1101b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.02 AC-3.11.202,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.03 AC-3.11.203,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.04 AC-3.11.204,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.05 AC-3.11.205,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.06 AC-3.11.206,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.07 AC-3.11.207,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.08 AC-3.11.208,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.09 AC-3.11.209,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.10 AC-3.11.210,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,3.11.11 AC-3.11.211,,,,,
,,,,step,,,,,Roof,,,,,,
Condenser,,,,checklist,,,,,,CU-3.101,,,,,
Condenser,,,,checklist,,,,,,CU-3.102,,,,,
Condenser,,,,checklist,,,,,,CU-3.103,,,,,
Condenser,,,,checklist,,,,,,CU-3.104,,,,,
Condenser,,,,checklist,,,,,,CU-3.105,,,,,
Condenser,,,,checklist,,,,,,CU-3.106,,,,,
Condenser,,,,checklist,,,,,,CU-3.107,,,,,
Condenser,,,,checklist,,,,,,CU-3.108,,,,,
Condenser,,,,checklist,,,,,,CU-3.109,,,,,
Condenser,,,,checklist,,,,,,CU-3.110,,,,,
Condenser,,,,checklist,,,,,,CU-3.111,,,,,
Condenser,,,,checklist,,,,,,CU-3.201,,,,,
Condenser,,,,checklist,,,,,,CU-3.202,,,,,
Condenser,,,,checklist,,,,,,CU-3.203,,,,,
Condenser,,,,checklist,,,,,,CU-3.204,,,,,
Condenser,,,,checklist,,,,,,CU-3.205,,,,,
Condenser,,,,checklist,,,,,,CU-3.206,,,,,
Condenser,,,,checklist,,,,,,CU-3.207,,,,,
Condenser,,,,checklist,,,,,,CU-3.208,,,,,
Condenser,,,,checklist,,,,,,CU-3.209,,,,,
Condenser,,,,checklist,,,,,,CU-3.210,,,,,
Condenser,,,,checklist,,,,,,CU-3.211,,,,,
Condenser,,,,checklist,,,,,,CU-3.301,,,,,
Condenser,,,,checklist,,,,,,CU-3.302,,,,,
Condenser,,,,checklist,,,,,,CU-3.303,,,,,
Condenser,,,,checklist,,,,,,CU-3.304,,,,,
Condenser,,,,checklist,,,,,,CU-3.305,,,,,
Condenser,,,,checklist,,,,,,CU-3.306,,,,,
Condenser,,,,checklist,,,,,,CU-3.307,,,,,
Condenser,,,,checklist,,,,,,CU-3.308,,,,,
Condenser,,,,checklist,,,,,,CU-3.309,,,,,
Condenser,,,,checklist,,,,,,CU-3.310,,,,,
Condenser,,,,checklist,,,,,,CU-3.311,,,,,
Condenser,,,,checklist,,,,,,CU-3.401,,,,,
Condenser,,,,checklist,,,,,,CU-3.402,,,,,
Condenser,,,,checklist,,,,,,CU-3.403,,,,,
Condenser,,,,checklist,,,,,,CU-3.404,,,,,
Condenser,,,,checklist,,,,,,CU-3.405,,,,,
Condenser,,,,checklist,,,,,,CU-3.406,,,,,
Condenser,,,,checklist,,,,,,CU-3.407,,,,,
Condenser,,,,checklist,,,,,,CU-3.408,,,,,
Condenser,,,,checklist,,,,,,CU-3.409,,,,,
Condenser,,,,checklist,,,,,,CU-3.410,,,,,
Condenser,,,,checklist,,,,,,CU-3.411,,,,,
Condenser,,,,checklist,,,,,,CU-3.501,,,,,
Condenser,,,,checklist,,,,,,CU-3.502,,,,,
Condenser,,,,checklist,,,,,,CU-3.503,,,,,
Condenser,,,,checklist,,,,,,CU-3.504,,,,,
Condenser,,,,checklist,,,,,,CU-3.505,,,,,
Condenser,,,,checklist,,,,,,CU-3.506,,,,,
Condenser,,,,checklist,,,,,,CU-3.507,,,,,
Condenser,,,,checklist,,,,,,CU-3.508,,,,,
Condenser,,,,checklist,,,,,,CU-3.509,,,,,
Condenser,,,,checklist,,,,,,CU-3.510,,,,,
Condenser,,,,checklist,,,,,,CU-3.511,,,,,
Condenser,,,,checklist,,,,,,CU-3.601,,,,,
Condenser,,,,checklist,,,,,,CU-3.602,,,,,
Condenser,,,,checklist,,,,,,CU-3.603,,,,,
Condenser,,,,checklist,,,,,,CU-3.604,,,,,
Condenser,,,,checklist,,,,,,CU-3.605,,,,,
Condenser,,,,checklist,,,,,,CU-3.606,,,,,
Condenser,,,,checklist,,,,,,CU-3.607,,,,,
Condenser,,,,checklist,,,,,,CU-3.608,,,,,
Condenser,,,,checklist,,,,,,CU-3.609,,,,,
Condenser,,,,checklist,,,,,,CU-3.610,,,,,
Condenser,,,,checklist,,,,,,CU-3.611,,,,,
Condenser,,,,checklist,,,,,,CU-3.612,,,,,
Condenser,,,,checklist,,,,,,CU-3.701,,,,,
Condenser,,,,checklist,,,,,,CU-3.702,,,,,
Condenser,,,,checklist,,,,,,CU-3.703,,,,,
Condenser,,,,checklist,,,,,,CU-3.704,,,,,
Condenser,,,,checklist,,,,,,CU-3.705,,,,,
Condenser,,,,checklist,,,,,,CU-3.706,,,,,
Condenser,,,,checklist,,,,,,CU-3.707,,,,,
Condenser,,,,checklist,,,,,,CU-3.708,,,,,
Condenser,,,,checklist,,,,,,CU-3.709,,,,,
Condenser,,,,checklist,,,,,,CU-3.710,,,,,
Condenser,,,,checklist,,,,,,CU-3.801,,,,,
Condenser,,,,checklist,,,,,,CU-3.802,,,,,
Condenser,,,,checklist,,,,,,CU-3.803,,,,,
Condenser,,,,checklist,,,,,,CU-3.804,,,,,
Condenser,,,,checklist,,,,,,CU-3.805,,,,,
Condenser,,,,checklist,,,,,,CU-3.806,,,,,
Condenser,,,,checklist,,,,,,CU-3.807,,,,,
Condenser,,,,checklist,,,,,,CU-3.808,,,,,
Condenser,,,,checklist,,,,,,CU-3.809,,,,,
Condenser,,,,checklist,,,,,,CU-3.810,,,,,
Condenser,,,,checklist,,,,,,CU-3.901,,,,,
Condenser,,,,checklist,,,,,,CU-3.902,,,,,
Condenser,,,,checklist,,,,,,CU-3.903,,,,,
Condenser,,,,checklist,,,,,,CU-3.904,,,,,
Condenser,,,,checklist,,,,,,CU-3.905,,,,,
Condenser,,,,checklist,,,,,,CU-3.906,,,,,
Condenser,,,,checklist,,,,,,CU-3.907,,,,,
Condenser,,,,checklist,,,,,,CU-3.908,,,,,
Condenser,,,,checklist,,,,,,CU-3.910,,,,,
Condenser,,,,checklist,,,,,,CU-3.911,,,,,
Condenser,,,,checklist,,,,,,CU-3.1001,,,,,
Condenser,,,,checklist,,,,,,CU-3.1002,,,,,
Condenser,,,,checklist,,,,,,CU-3.1003,,,,,
Condenser,,,,checklist,,,,,,CU-3.1004,,,,,
Condenser,,,,checklist,,,,,,CU-3.1005,,,,,
Condenser,,,,checklist,,,,,,CU-3.1006,,,,,
Condenser,,,,checklist,,,,,,CU-3.1007,,,,,
Condenser,,,,checklist,,,,,,CU-3.1008,,,,,
Condenser,,,,checklist,,,,,,CU-3.1009,,,,,
Condenser,,,,checklist,,,,,,CU-3.1101,,,,,
Condenser,,,,checklist,,,,,,CU-3.1102,,,,,
Condenser,,,,checklist,,,,,,CU-3.1103,,,,,
Condenser,,,,checklist,,,,,,CU-3.1104,,,,,
Condenser,,,,checklist,,,,,,CU-3.1105,,,,,
,,,,step,,,,Building 4,,,,,,,
,,,,step,,,,,Level 1,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.1.01 AC-4.101,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.1.02 AC-4.102,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.1.03 AC-4.103,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.1.04 AC-4.104,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.1.05 AC-4.105,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.1.06 AC-4.106,,,,,
,,,,step,,,,,Level 2,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.2.01 AC-4.201,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.2.02 AC-4.202,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.2.03 AC-4.203,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.2.04 AC-4.204,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.2.05 AC-4.205,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.2.06 AC-4.206,,,,,
,,,,step,,,,,Level 3,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.3.01 AC-4.301,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.3.02 AC-4.302,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.3.03 AC-4.303,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.3.04 AC-4.304,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.3.05 AC-4.305,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.3.06 AC-4.306,,,,,
,,,,step,,,,,Level 4,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.4.01 AC-4.401,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.4.02 AC-4.402,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.4.03 AC-4.403,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.4.04 AC-4.404,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.4.05 AC-4.405,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.4.06 AC-4.406,,,,,
,,,,step,,,,,Level 5,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.5.01 AC-4.501,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.5.02 AC-4.502,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.5.03 AC-4.503,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.5.04 AC-4.504,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.5.05 AC-4.505,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.5.06 AC-4.506,,,,,
,,,,step,,,,,Level 6,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.6.01 AC-4.601,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.6.02 AC-4.602,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.6.03 AC-4.603,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.6.04 AC-4.604,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.6.05 AC-4.605,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.6.06 AC-4.606,,,,,
,,,,step,,,,,Level 7,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.7.01 AC-4.701,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.7.02 AC-4.702,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.7.03 AC-4.703,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.7.04 AC-4.704,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.7.05 AC-4.705,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.7.06 AC-4.706,,,,,
,,,,step,,,,,Level 8,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.8.01 AC-4.801,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.8.02 AC-4.802,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.8.03 AC-4.803,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.8.04 AC-4.804,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.8.05 AC-4.805,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.8.06 AC-4.806,,,,,
,,,,step,,,,,Level 9,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.9.01 AC-4.901,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.9.02 AC-4.902,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.9.03 AC-4.903,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.9.04 AC-4.904,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.9.05 AC-4.905,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.9.06 AC-4.906,,,,,
,,,,step,,,,,Level 10,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.10.01 AC-4.1001,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.10.02 AC-4.1002,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.10.03 AC-4.1003,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.10.04 AC-4.1004,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.10.05 AC-4.1005,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.10.06 AC-4.1006,,,,,
,,,,step,,,,,Level 11,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.11.01 AC-4.1101,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.11.02 AC-4.1102,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.11.03 AC-4.1103,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.11.04 AC-4.1104,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.11.05 AC-4.1105,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,4.11.06 AC-4.1106,,,,,
,,,,step,,,,,Roof,,,,,,
Condenser,,,,checklist,,,,,,CU-4.101,,,,,
Condenser,,,,checklist,,,,,,CU-4.102,,,,,
Condenser,,,,checklist,,,,,,CU-4.103,,,,,
Condenser,,,,checklist,,,,,,CU-4.104,,,,,
Condenser,,,,checklist,,,,,,CU-4.105,,,,,
Condenser,,,,checklist,,,,,,CU-4.106,,,,,
Condenser,,,,checklist,,,,,,CU-4.201,,,,,
Condenser,,,,checklist,,,,,,CU-4.202,,,,,
Condenser,,,,checklist,,,,,,CU-4.203,,,,,
Condenser,,,,checklist,,,,,,CU-4.204,,,,,
Condenser,,,,checklist,,,,,,CU-4.205,,,,,
Condenser,,,,checklist,,,,,,CU-4.206,,,,,
Condenser,,,,checklist,,,,,,CU-4.301,,,,,
Condenser,,,,checklist,,,,,,CU-4.302,,,,,
Condenser,,,,checklist,,,,,,CU-4.303,,,,,
Condenser,,,,checklist,,,,,,CU-4.304,,,,,
Condenser,,,,checklist,,,,,,CU-4.305,,,,,
Condenser,,,,checklist,,,,,,CU-4.306,,,,,
Condenser,,,,checklist,,,,,,CU-4.401,,,,,
Condenser,,,,checklist,,,,,,CU-4.402,,,,,
Condenser,,,,checklist,,,,,,CU-4.403,,,,,
Condenser,,,,checklist,,,,,,CU-4.404,,,,,
Condenser,,,,checklist,,,,,,CU-4.405,,,,,
Condenser,,,,checklist,,,,,,CU-4.406,,,,,
Condenser,,,,checklist,,,,,,CU-4.501,,,,,
Condenser,,,,checklist,,,,,,CU-4.502,,,,,
Condenser,,,,checklist,,,,,,CU-4.503,,,,,
Condenser,,,,checklist,,,,,,CU-4.504,,,,,
Condenser,,,,checklist,,,,,,CU-4.505,,,,,
Condenser,,,,checklist,,,,,,CU-4.601,,,,,
Condenser,,,,checklist,,,,,,CU-4.602,,,,,
Condenser,,,,checklist,,,,,,CU-4.603,,,,,
Condenser,,,,checklist,,,,,,CU-4.604,,,,,
Condenser,,,,checklist,,,,,,CU-4.605,,,,,
Condenser,,,,checklist,,,,,,CU-4.701,,,,,
Condenser,,,,checklist,,,,,,CU-4.702,,,,,
Condenser,,,,checklist,,,,,,CU-4.703,,,,,
Condenser,,,,checklist,,,,,,CU-4.704,,,,,
Condenser,,,,checklist,,,,,,CU-4.705,,,,,
Condenser,,,,checklist,,,,,,CU-4.801,,,,,
Condenser,,,,checklist,,,,,,CU-4.802,,,,,
Condenser,,,,checklist,,,,,,CU-4.803,,,,,
Condenser,,,,checklist,,,,,,CU-4.804,,,,,
Condenser,,,,checklist,,,,,,CU-4.805,,,,,
Condenser,,,,checklist,,,,,,CU-4.901,,,,,
Condenser,,,,checklist,,,,,,CU-4.902,,,,,
Condenser,,,,checklist,,,,,,CU-4.903,,,,,
Condenser,,,,checklist,,,,,,CU-4.904,,,,,
Condenser,,,,checklist,,,,,,CU-4.905,,,,,
Condenser,,,,checklist,,,,,,CU-4.1001,,,,,
Condenser,,,,checklist,,,,,,CU-4.1002,,,,,
Condenser,,,,checklist,,,,,,CU-4.1003,,,,,
Condenser,,,,checklist,,,,,,CU-4.1004,,,,,
Condenser,,,,checklist,,,,,,CU-4.1001,,,,,
Condenser,,,,checklist,,,,,,CU-4.1002,,,,,
Condenser,,,,checklist,,,,,,CU-4.1003,,,,,
Condenser,,,,checklist,,,,,,CU-4.1004,,,,,
,,,,step,,,,Building 5,,,,,,,
,,,,step,,,,,Level 1,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.1.01 AC-5.101,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.1.02a AC-5.102a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.1.02b AC-5.102b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.1.03 AC-5.103,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.1.04 AC-5.104,,,,,
,,,,step,,,,,Level 2,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.2.01 AC-5.201,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.2.02a AC-5.202a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.2.02b AC-5.202b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.2.03 AC-5.203,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.2.04 AC-5.204,,,,,
,,,,step,,,,,Level 3,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.3.01 AC-5.301,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.3.02a AC-5.302a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.3.02b AC-5.302b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.3.03 AC-5.303,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.3.04 AC-5.304,,,,,
,,,,step,,,,,Level 4,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.4.01 AC-5.401,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.4.02a AC-5.402a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.4.02b AC-5.402b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.4.03 AC-5.403,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.4.04 AC-5.404,,,,,
,,,,step,,,,,Level 5,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.5.01 AC-5.501,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.5.02a AC-5.502a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.5.02b AC-5.502b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.5.03 AC-5.503,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.5.04 AC-5.504,,,,,
,,,,step,,,,,Level 6,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.6.01 AC-5.601,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.6.02a AC-5.602a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.6.02b AC-5.602b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.6.03 AC-5.603,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.6.04 AC-5.604,,,,,
,,,,step,,,,,Level 7,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.7.01 AC-5.701,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.7.02a AC-5.702a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.7.02b AC-5.702b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.7.03 AC-5.703,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.7.04 AC-5.704,,,,,
,,,,step,,,,,Level 8,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.8.01 AC-5.801,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.8.02a AC-5.802a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.8.02b AC-5.802b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.8.03 AC-5.803,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.8.04 AC-5.804,,,,,
,,,,step,,,,,Level 9,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.9.01 AC-5.901,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.9.02a AC-5.902a,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.9.02b AC-5.902b,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.9.03 AC-5.903,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.9.04 AC-5.904,,,,,
,,,,step,,,,,Level 10,,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.10.01 AC-5.1001,,,,,
Fan Coil Unit,Pipework,Fan Installation,Ductwork,folder-with-checklists,,,,,,5.10.02a AC-5.1002a,,,,,
