"Step Id","Warnings","State","Checklist Template","Type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"2ab5b453-9019-4b31-9892-a31e223d968d","","pass","","folder","TRUE","FALSE","FHC-ITP-001 - Subgrade Preparation"
"010f2e15-b3f2-4b60-acf4-4d9d0d39a94a","","pass","FHC-ITP-001 - Subgrade Preparation Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-001 - Subgrade Preparation","FHC-ITP-001 - Subgrade Preparation Burwood"
"e519e8b6-efd6-487f-966c-c535e6becff6","","work-in-progress","","folder","TRUE","FALSE","FHC-ITP-003 - Track Placement"
"efa59c87-0daa-4f74-b95b-7de60b589b23","","work-in-progress","FHC-ITP-003 - Track Placement Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-003 - Track Placement","FHC-ITP-003 - Track Placement Burwood Lot 1"
"cddff1a4-f975-4b3a-9550-fe101a8e1f73","","work-in-progress","","folder","TRUE","FALSE","FHC-ITP-004 - Concrete Track Slab Pour"
"a6d22fd6-95c0-486e-a214-17a67eec9e4e","","work-in-progress","FHC-ITP-004 - Concrete Track Slab Pour Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-004 - Concrete Track Slab Pour","FHC-ITP-004 - Concrete Track Slab Pour Burwood - Pour 1 - 22/05"
"43e71234-d801-43eb-a46f-3e4f56f17183","","pass","","folder","TRUE","FALSE","FHC-ITP-005 - Subsurface Drainage"
"97522505-3d79-4dc6-a7f6-5e83a1cac046","","pass","FHC-ITP-005 - Subsurface Drainage Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-005 - Subsurface Drainage","FHC-ITP-005 - Subsurface Drainage Burwood South"
"9adc1074-6b12-4bc7-97ff-4222b1a9e742","","pass","FHC-ITP-005 - Subsurface Drainage Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-005 - Subsurface Drainage","FHC-ITP-005 - Subsurface Drainage Burwood - North"
"4f1006df-0d20-4c6d-8679-f80691db3cf1","","pass","","folder","TRUE","FALSE","FHC-ITP-006 - Kerb and Channel"
"e8651c97-f8a4-4ddd-b2f2-38265c51e85d","","pass","FHC-ITP-006 - Kerb and Channel Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-006 - Kerb and Channel","FHC-ITP-006 - Kerb and Channel Burwood "
"78f8fbf4-382e-489d-b8f0-120f49f25a7b","","work-in-progress","","folder","TRUE","FALSE","FHC-ITP-007 - Structural Concrete Construction"
"61014199-2f84-4ded-9f95-02317f2f4415","","work-in-progress","FHC-ITP-007 - Structural Concrete Construction Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-007 - Structural Concrete Construction","FHC-ITP-007 - Structural Concrete Construction Burwood Lot 1"
"9f4cda9f-9f11-4722-9aee-39b89d94eef7","","work-in-progress","FHC-ITP-007 - Structural Concrete Construction Burwood Rev 2","checklist","FALSE","FALSE","FHC-ITP-007 - Structural Concrete Construction","FHC-ITP-007 - Structural Concrete Construction Burwood - Lot 2 North"
