Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 10,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 10,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 10,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 10,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 11,grouping,Level 11,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 11,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 11,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 11,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 11,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 12,grouping,Level 12,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 12,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 12,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 12,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 12,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 13,grouping,Level 13,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 13,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 13,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 13,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 13,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 15,grouping,Level 15,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 15,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 15,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 15,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 15,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 16,grouping,Level 16,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 16,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 16,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 16,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 16,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 17,grouping,Level 17,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 17,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 17,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 17,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 17,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 18,grouping,Level 18,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 18,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 18,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 18,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 18,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 19,grouping,Level 19,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 19,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 19,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 19,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 19,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 20,grouping,Level 20,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 20,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 20,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 20,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 20,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 21,grouping,Level 21,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 21,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 21,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 21,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 21,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 22,grouping,Level 22,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 22,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 22,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 22,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 22,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 23,grouping,Level 23,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 23,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 23,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 23,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 23,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 25,grouping,Level 25,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 25,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 25,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 25,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 25,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 26,grouping,Level 26,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 26,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 26,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 26,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 26,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 27,grouping,Level 27,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 27,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 27,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 27,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 27,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 28,grouping,Level 28,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 28,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 28,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 28,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 28,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 29,grouping,Level 29,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 29,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 29,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 29,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 29,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 30,grouping,Level 30,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 30,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 30,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 30,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 30,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 31,grouping,Level 31,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 31,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 31,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 31,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 31,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,,Level 32,grouping,Level 32,,,,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 1,,Site QA,Level 32,Fire Stairs,Speedpanel Stair Pressurisation Shaft 1,
,,Fire Stairs - Speedpanel Stair Pressurisation Shaft 2,,Site QA,Level 32,Fire Stairs,Speedpanel Stair Pressurisation Shaft 2,
,,Fire Stairs - Speedpanel Scissor Stair Dividing Wall,,Site QA,Level 32,Fire Stairs,Speedpanel Scissor Stair Dividing Wall,
,,Northern Core Risers & Plant Rooms - Speedpanel Northern Core Risers & Plant Rooms,,Site QA,Level 32,Northern Core Risers & Plant Rooms,Speedpanel Northern Core Risers & Plant Rooms,
,Columns,,,,,,,
,,Materials Inspected upon delivery,,Materials Inspected upon delivery,,,,
,,Wall dimension checked against drawings & setout,,Wall dimension checked against drawings & setout; Wall types confirmed against partition plans,,,,
,,C-Track installed as manufacturer's spec. to top/bottom/both sides,,"C-Track installed as manufacturer's specification to top, bottom and both sides",,,,
,,Panels installed as manufacturer's specs.,,Panels installed as manufacturer's specifications,,,,
,,Comprehensive first of type inspection,,Comprehensive first of type inspection,,,,
,,,,,,,,
ITP 002 Installation of Soffit Insulation,,,,,,,,
,Scope,,,Site QA,,,,
,Rows,,,,,,,
,,Under Slab Insulation,grouping,Under Slab Insulation,,,,
,,Level 1,,Site QA,Level 1,Under Slab Insulation,,
,,Level 2,,Site QA,Level 2,Under Slab Insulation,,
,,Level 3,,Site QA,Level 3,Under Slab Insulation,,
,,Level 5,,Site QA,Level 5,Under Slab Insulation,,
,,Level 6,,Site QA,Level 6,Under Slab Insulation,,
,,Level 7,,Site QA,Level 7,Under Slab Insulation,,
,,Level 8,,Site QA,Level 8,Under Slab Insulation,,
,,Level 9,,Site QA,Level 9,Under Slab Insulation,,
,,Level 10,,Site QA,Level 10,Under Slab Insulation,,
,,Level 11,,Site QA,Level 11,Under Slab Insulation,,
,,Level 12,,Site QA,Level 12,Under Slab Insulation,,
,,Level 13,,Site QA,Level 13,Under Slab Insulation,,
,,Level 15,,Site QA,Level 15,Under Slab Insulation,,
,,Level 16,,Site QA,Level 16,Under Slab Insulation,,
,,Level 17,,Site QA,Level 17,Under Slab Insulation,,
,,Level 18,,Site QA,Level 18,Under Slab Insulation,,
,,Level 19,,Site QA,Level 19,Under Slab Insulation,,
,,Level 20,,Site QA,Level 20,Under Slab Insulation,,
,,Level 21,,Site QA,Level 21,Under Slab Insulation,,
,,Level 22,,Site QA,Level 22,Under Slab Insulation,,
,,Level 23,,Site QA,Level 23,Under Slab Insulation,,
,,Level 25,,Site QA,Level 25,Under Slab Insulation,,
,,Level 26,,Site QA,Level 26,Under Slab Insulation,,
,,Level 27,,Site QA,Level 27,Under Slab Insulation,,
,,Level 28,,Site QA,Level 28,Under Slab Insulation,,
,,Level 29,,Site QA,Level 29,Under Slab Insulation,,
,,Level 30,,Site QA,Level 30,Under Slab Insulation,,
,,Level 31,,Site QA,Level 31,Under Slab Insulation,,
,,Level 32,,Site QA,Level 32,Under Slab Insulation,,
,Columns,,,,,,,
,,Materials Inspected upon delivery,,Materials Inspected upon delivery,Materials,,,
,,Insulation dimension checked against drawings & Setout,,Insulation dimension checked against drawings and Setout; Insulation types confirmed against Insulation set out plans,Under Slab Insulation,,,
,,Foil surface of insulation board should face down,,The foil surface of the insulation board should face down,Under Slab Insulation,,,
,,Fix insulation panel to concrete soffits with minimum 5 No.,,Fix insulation panel to concrete soffits with minimum 5 No. Appropriate insulation fasteners with a minimum head diameter of 35 mm,Under Slab Insulation,,,
,,Tape board joints with min. 96mm wide aluminium foil tape,,"Tape board joints with a minimum 96mm wide appropriate aluminium foil tape, detail as per attached Installation Instructions",Under Slab Insulation,,,
,,Exposed board edge covered with foil tape lapped 48mm to underside,,Exposed board edge covered with foil tape lapped 48mm on to underside,Under Slab Insulation,,,
,,Check against cast-in penetrations. All penetrations/collars/dampers fully exposed,,Check against cast-in penetrations. All penetrations/collars/dampers to be fully exposed,Under Slab Insulation,,,
,,,,,,,,
ITP 003 Installation of Internal Partitions (L1-L9),,,,,,,,
,Scope,,,Site QA,,,,
,Rows,,,,,,,
,,Level 1,grouping,Level 1,,,,
,,1E - Wall Framing & Sheeting,,Site QA,Level 1,1E,Wall Framing & Sheeting,
,,1E - Suspended Framing,,Site QA,Level 1,1E,Suspended Framing,
,,1E - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 1,1E,Balcony Wall and Ceiling- Framing and Sheeting,
,,1F - Wall Framing & Sheeting,,Site QA,Level 1,1F,Wall Framing & Sheeting,
,,1F - Suspended Framing,,Site QA,Level 1,1F,Suspended Framing,
,,1F - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 1,1F,Balcony Wall and Ceiling- Framing and Sheeting,
,,KWH Corridor - Corridor Wall Framing & Sheeting,,Site QA,Level 1,KWH Corridor,Corridor Wall Framing & Sheeting,
,,KWH Corridor - Corridor Suspended Framing,,Site QA,Level 1,KWH Corridor,Corridor Suspended Framing,
,,KWH Corridor - Garbage Room Suspended Framing,,Site QA,Level 1,KWH Corridor,Garbage Room Suspended Framing,
,,KWH Corridor - Garbage Room Wall Framing & Sheeting,,Site QA,Level 1,KWH Corridor,Garbage Room Wall Framing & Sheeting,
,,Level 2,grouping,Level 2,,,,
,,2A - Wall Framing & Sheeting,,Site QA,Level 2,2A,Wall Framing & Sheeting,
,,2A - Suspended Framing,,Site QA,Level 2,2A,Suspended Framing,
,,2A - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2A,Balcony Wall and Ceiling- Framing and Sheeting,
,,2B - Wall Framing & Sheeting,,Site QA,Level 2,2B,Wall Framing & Sheeting,
,,2B - Suspended Framing,,Site QA,Level 2,2B,Suspended Framing,
,,2B - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2B,Balcony Wall and Ceiling- Framing and Sheeting,
,,2C - Wall Framing & Sheeting,,Site QA,Level 2,2C,Wall Framing & Sheeting,
,,2C - Suspended Framing,,Site QA,Level 2,2C,Suspended Framing,
,,2C - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2C,Balcony Wall and Ceiling- Framing and Sheeting,
,,2D - Wall Framing & Sheeting,,Site QA,Level 2,2D,Wall Framing & Sheeting,
,,2D - Suspended Framing,,Site QA,Level 2,2D,Suspended Framing,
,,2D - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2D,Balcony Wall and Ceiling- Framing and Sheeting,
,,2E - Wall Framing & Sheeting,,Site QA,Level 2,2E,Wall Framing & Sheeting,
,,2E - Suspended Framing,,Site QA,Level 2,2E,Suspended Framing,
,,2E - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2E,Balcony Wall and Ceiling- Framing and Sheeting,
,,2F - Wall Framing & Sheeting,,Site QA,Level 2,2F,Wall Framing & Sheeting,
,,2F - Suspended Framing,,Site QA,Level 2,2F,Suspended Framing,
,,2F - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2F,Balcony Wall and Ceiling- Framing and Sheeting,
,,2G - Wall Framing & Sheeting,,Site QA,Level 2,2G,Wall Framing & Sheeting,
,,2G - Suspended Framing,,Site QA,Level 2,2G,Suspended Framing,
,,2G - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2G,Balcony Wall and Ceiling- Framing and Sheeting,
,,2H - Wall Framing & Sheeting,,Site QA,Level 2,2H,Wall Framing & Sheeting,
,,2H - Suspended Framing,,Site QA,Level 2,2H,Suspended Framing,
,,2H - Balcony Wall and Ceiling- Framing and Sheeting,,Site QA,Level 2,2H,Balcony Wall and Ceiling- Framing and Sheeting,
,,OMKT Corridor - Corridor Wall Framing & Sheeting,,Site QA,Level 2,OMKT Corridor,Corridor Wall Framing & Sheeting,
,,OMKT Corridor - Corridor Suspended Framing,,Site QA,Level 2,OMKT Corridor,Corridor Suspended Framing,
,,OMKT Corridor - Garbage Room Suspended Framing,,Site QA,Level 2,OMKT Corridor,Garbage Room Suspended Framing,
,,OMKT Corridor - Garbage Room Wall Framing & Sheeting,,Site QA,Level 2,OMKT Corridor,Garbage Room Wall Framing & Sheeting,
,,KWH Corridor - Corridor Wall Framing & Sheeting,,Site QA,Level 2,KWH Corridor,Corridor Wall Framing & Sheeting,
,,KWH Corridor - Corridor Suspended Framing,,Site QA,Level 2,KWH Corridor,Corridor Suspended Framing,
,,KWH Corridor - Garbage Room Suspended Framing,,Site QA,Level 2,KWH Corridor,Garbage Room Suspended Framing,
,,KWH Corridor - Garbage Room Wall Framing & Sheeting,,Site QA,Level 2,KWH Corridor,Garbage Room Wall Framing & Sheeting,
,,Level 3,grouping,Level 3,,,,
,,3A - Wall Framing & Sheeting,,Site QA,Level 3,3A,Wall Framing & Sheeting,
,,3A - Suspended Framing,,Site QA,Level 3,3A,Suspended Framing,
