Matrix Name,Dimension,Name,Type / Data Field,Tag 1,Tag 2,,
ITP 005 Installation of Ceiling System,,,,,,,
,Scope,,,Site QA,,,
,Rows,,,,,,
,,Level 1,grouping,Level 1,,,
,,1E - Suspended Ceiling Sheeting,,Site QA,Level 1,1E,Suspended Ceiling Sheeting
,,1F - Suspended Ceiling Sheeting,,Site QA,Level 1,1F,Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 1,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 1,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 2,grouping,Level 2,,,
,,2A - Suspended Ceiling Sheeting,,Site QA,Level 2,2A,Suspended Ceiling Sheeting
,,2B - Suspended Ceiling Sheeting,,Site QA,Level 2,2B,Suspended Ceiling Sheeting
,,2C - Suspended Ceiling Sheeting,,Site QA,Level 2,2C,Suspended Ceiling Sheeting
,,2D - Suspended Ceiling Sheeting,,Site QA,Level 2,2D,Suspended Ceiling Sheeting
,,2E - Suspended Ceiling Sheeting,,Site QA,Level 2,2E,Suspended Ceiling Sheeting
,,2F - Suspended Ceiling Sheeting,,Site QA,Level 2,2F,Suspended Ceiling Sheeting
,,2G - Suspended Ceiling Sheeting,,Site QA,Level 2,2G,Suspended Ceiling Sheeting
,,2H - Suspended Ceiling Sheeting,,Site QA,Level 2,2H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 2,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 2,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 2,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 2,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 3,grouping,Level 3,,,
,,3A - Suspended Ceiling Sheeting,,Site QA,Level 3,3A,Suspended Ceiling Sheeting
,,3B - Suspended Ceiling Sheeting,,Site QA,Level 3,3B,Suspended Ceiling Sheeting
,,3C - Suspended Ceiling Sheeting,,Site QA,Level 3,3C,Suspended Ceiling Sheeting
,,3D - Suspended Ceiling Sheeting,,Site QA,Level 3,3D,Suspended Ceiling Sheeting
,,3E - Suspended Ceiling Sheeting,,Site QA,Level 3,3E,Suspended Ceiling Sheeting
,,3F - Suspended Ceiling Sheeting,,Site QA,Level 3,3F,Suspended Ceiling Sheeting
,,3G - Suspended Ceiling Sheeting,,Site QA,Level 3,3G,Suspended Ceiling Sheeting
,,3H - Suspended Ceiling Sheeting,,Site QA,Level 3,3H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 3,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 3,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 3,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 3,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 5,grouping,Level 5,,,
,,5A - Suspended Ceiling Sheeting,,Site QA,Level 5,5A,Suspended Ceiling Sheeting
,,5B - Suspended Ceiling Sheeting,,Site QA,Level 5,5B,Suspended Ceiling Sheeting
,,5C - Suspended Ceiling Sheeting,,Site QA,Level 5,5C,Suspended Ceiling Sheeting
,,5D - Suspended Ceiling Sheeting,,Site QA,Level 5,5D,Suspended Ceiling Sheeting
,,5E - Suspended Ceiling Sheeting,,Site QA,Level 5,5E,Suspended Ceiling Sheeting
,,5F - Suspended Ceiling Sheeting,,Site QA,Level 5,5F,Suspended Ceiling Sheeting
,,5G - Suspended Ceiling Sheeting,,Site QA,Level 5,5G,Suspended Ceiling Sheeting
,,5H - Suspended Ceiling Sheeting,,Site QA,Level 5,5H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 5,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 5,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 5,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 5,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 6,grouping,Level 6,,,
,,6A - Suspended Ceiling Sheeting,,Site QA,Level 6,6A,Suspended Ceiling Sheeting
,,6B - Suspended Ceiling Sheeting,,Site QA,Level 6,6B,Suspended Ceiling Sheeting
,,6C - Suspended Ceiling Sheeting,,Site QA,Level 6,6C,Suspended Ceiling Sheeting
,,6D - Suspended Ceiling Sheeting,,Site QA,Level 6,6D,Suspended Ceiling Sheeting
,,6E - Suspended Ceiling Sheeting,,Site QA,Level 6,6E,Suspended Ceiling Sheeting
,,6F - Suspended Ceiling Sheeting,,Site QA,Level 6,6F,Suspended Ceiling Sheeting
,,6G - Suspended Ceiling Sheeting,,Site QA,Level 6,6G,Suspended Ceiling Sheeting
,,6H - Suspended Ceiling Sheeting,,Site QA,Level 6,6H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 6,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 6,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 6,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 6,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 7,grouping,Level 7,,,
,,7A - Suspended Ceiling Sheeting,,Site QA,Level 7,7A,Suspended Ceiling Sheeting
,,7B - Suspended Ceiling Sheeting,,Site QA,Level 7,7B,Suspended Ceiling Sheeting
,,7C - Suspended Ceiling Sheeting,,Site QA,Level 7,7C,Suspended Ceiling Sheeting
,,7D - Suspended Ceiling Sheeting,,Site QA,Level 7,7D,Suspended Ceiling Sheeting
,,7E - Suspended Ceiling Sheeting,,Site QA,Level 7,7E,Suspended Ceiling Sheeting
,,7F - Suspended Ceiling Sheeting,,Site QA,Level 7,7F,Suspended Ceiling Sheeting
,,7G - Suspended Ceiling Sheeting,,Site QA,Level 7,7G,Suspended Ceiling Sheeting
,,7H - Suspended Ceiling Sheeting,,Site QA,Level 7,7H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 7,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 7,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 7,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 7,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 8,grouping,Level 8,,,
,,8A - Suspended Ceiling Sheeting,,Site QA,Level 8,8A,Suspended Ceiling Sheeting
,,8B - Suspended Ceiling Sheeting,,Site QA,Level 8,8B,Suspended Ceiling Sheeting
,,8C - Suspended Ceiling Sheeting,,Site QA,Level 8,8C,Suspended Ceiling Sheeting
,,8D - Suspended Ceiling Sheeting,,Site QA,Level 8,8D,Suspended Ceiling Sheeting
,,8E - Suspended Ceiling Sheeting,,Site QA,Level 8,8E,Suspended Ceiling Sheeting
,,8F - Suspended Ceiling Sheeting,,Site QA,Level 8,8F,Suspended Ceiling Sheeting
,,8G - Suspended Ceiling Sheeting,,Site QA,Level 8,8G,Suspended Ceiling Sheeting
,,8H - Suspended Ceiling Sheeting,,Site QA,Level 8,8H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 8,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 8,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 8,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 8,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 9,grouping,Level 9,,,
,,9A - Suspended Ceiling Sheeting,,Site QA,Level 9,9A,Suspended Ceiling Sheeting
,,9B - Suspended Ceiling Sheeting,,Site QA,Level 9,9B,Suspended Ceiling Sheeting
,,9C - Suspended Ceiling Sheeting,,Site QA,Level 9,9C,Suspended Ceiling Sheeting
,,9D - Suspended Ceiling Sheeting,,Site QA,Level 9,9D,Suspended Ceiling Sheeting
,,9E - Suspended Ceiling Sheeting,,Site QA,Level 9,9E,Suspended Ceiling Sheeting
,,9F - Suspended Ceiling Sheeting,,Site QA,Level 9,9F,Suspended Ceiling Sheeting
,,9G - Suspended Ceiling Sheeting,,Site QA,Level 9,9G,Suspended Ceiling Sheeting
,,9H - Suspended Ceiling Sheeting,,Site QA,Level 9,9H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 9,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 9,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 9,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 9,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 10,grouping,Level 10,,,
,,10A - Suspended Ceiling Sheeting,,Site QA,Level 10,10A,Suspended Ceiling Sheeting
,,10B - Suspended Ceiling Sheeting,,Site QA,Level 10,10B,Suspended Ceiling Sheeting
,,10C - Suspended Ceiling Sheeting,,Site QA,Level 10,10C,Suspended Ceiling Sheeting
,,10D - Suspended Ceiling Sheeting,,Site QA,Level 10,10D,Suspended Ceiling Sheeting
,,10E - Suspended Ceiling Sheeting,,Site QA,Level 10,10E,Suspended Ceiling Sheeting
,,10F - Suspended Ceiling Sheeting,,Site QA,Level 10,10F,Suspended Ceiling Sheeting
,,10G - Suspended Ceiling Sheeting,,Site QA,Level 10,10G,Suspended Ceiling Sheeting
,,10H - Suspended Ceiling Sheeting,,Site QA,Level 10,10H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 10,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 10,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 10,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 10,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 11,grouping,Level 11,,,
,,11A - Suspended Ceiling Sheeting,,Site QA,Level 11,11A,Suspended Ceiling Sheeting
,,11B - Suspended Ceiling Sheeting,,Site QA,Level 11,11B,Suspended Ceiling Sheeting
,,11C - Suspended Ceiling Sheeting,,Site QA,Level 11,11C,Suspended Ceiling Sheeting
,,11D - Suspended Ceiling Sheeting,,Site QA,Level 11,11D,Suspended Ceiling Sheeting
,,11E - Suspended Ceiling Sheeting,,Site QA,Level 11,11E,Suspended Ceiling Sheeting
,,11F - Suspended Ceiling Sheeting,,Site QA,Level 11,11F,Suspended Ceiling Sheeting
,,11G - Suspended Ceiling Sheeting,,Site QA,Level 11,11G,Suspended Ceiling Sheeting
,,11H - Suspended Ceiling Sheeting,,Site QA,Level 11,11H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 11,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 11,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 11,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 11,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 12,grouping,Level 12,,,
,,12A - Suspended Ceiling Sheeting,,Site QA,Level 12,12A,Suspended Ceiling Sheeting
,,12B - Suspended Ceiling Sheeting,,Site QA,Level 12,12B,Suspended Ceiling Sheeting
,,12C - Suspended Ceiling Sheeting,,Site QA,Level 12,12C,Suspended Ceiling Sheeting
,,12D - Suspended Ceiling Sheeting,,Site QA,Level 12,12D,Suspended Ceiling Sheeting
,,12E - Suspended Ceiling Sheeting,,Site QA,Level 12,12E,Suspended Ceiling Sheeting
,,12F - Suspended Ceiling Sheeting,,Site QA,Level 12,12F,Suspended Ceiling Sheeting
,,12G - Suspended Ceiling Sheeting,,Site QA,Level 12,12G,Suspended Ceiling Sheeting
,,12H - Suspended Ceiling Sheeting,,Site QA,Level 12,12H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 12,OMKT Corridor,Corridor Suspended Ceiling Sheeting
,,OMKT Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 12,OMKT Corridor,Garbage Room Suspended Ceiling Sheeting
,,KWH Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 12,KWH Corridor,Corridor Suspended Ceiling Sheeting
,,KWH Corridor - Garbage Room Suspended Ceiling Sheeting,,Site QA,Level 12,KWH Corridor,Garbage Room Suspended Ceiling Sheeting
,,Level 13,grouping,Level 13,,,
,,13A - Suspended Ceiling Sheeting,,Site QA,Level 13,13A,Suspended Ceiling Sheeting
,,13B - Suspended Ceiling Sheeting,,Site QA,Level 13,13B,Suspended Ceiling Sheeting
,,13C - Suspended Ceiling Sheeting,,Site QA,Level 13,13C,Suspended Ceiling Sheeting
,,13D - Suspended Ceiling Sheeting,,Site QA,Level 13,13D,Suspended Ceiling Sheeting
,,13E - Suspended Ceiling Sheeting,,Site QA,Level 13,13E,Suspended Ceiling Sheeting
,,13F - Suspended Ceiling Sheeting,,Site QA,Level 13,13F,Suspended Ceiling Sheeting
,,13G - Suspended Ceiling Sheeting,,Site QA,Level 13,13G,Suspended Ceiling Sheeting
,,13H - Suspended Ceiling Sheeting,,Site QA,Level 13,13H,Suspended Ceiling Sheeting
,,OMKT Corridor - Corridor Suspended Ceiling Sheeting,,Site QA,Level 13,OMKT Corridor,Corridor Suspended Ceiling Sheeting
