"Step Id","Warnings","Rich Type","State","resource","type","addStep","addPost","Tier 1","Tier 2","Tier 3","Tier 4"
"1fc4b491-7ba7-46f0-80dd-d1f3b25e520a","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA"
"59496fdc-124a-452a-8067-7000d7fc0281","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs"
"3e90e029-c5d0-4cc6-90c7-ede6affaa351","","folder-normal","fail","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS"
"92900b0b-19ae-44f2-a9d0-6d401f3d3911","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS","Basement 2"
"a62a81f9-5fe6-4cfd-8e49-8ff709691d6e","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Temporary DBs","MDB TEMPS","Basement 2","AE 4634"
"d2f0422f-85eb-4006-9227-375112a294dc","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4404","Mandatory testing","CB6"
"db96065e-c632-4be8-aad3-6b1801e2025d","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4404","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"3a317a90-8842-45be-96bc-463c4c974f7a","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405"
"0c53ed95-ead9-44fd-adff-4b5a0dd53b19","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Leadins"
"6538dd9a-cb00-482b-88dc-b5a9fd0cab09","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Roughin"
"08710561-b809-48ca-a31b-91022aae9306","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Cut out"
"de3a8f5b-bbb0-4b8e-9ee4-fbb3aea3c476","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Commissioining"
"f31942cd-54c8-49c2-a5d3-2ab46034694f","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Mandatory testing"
"bffc9fa5-8019-45a0-9f4e-99e40277e4c8","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Mandatory testing","CB1"
"6316392e-9b92-4980-8e88-5dcde39c54d5","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Mandatory testing","CB2"
"9952e5ef-d869-4031-883b-0de800e8de75","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Mandatory testing","CB3"
"0d033cfd-f789-405e-a1a7-4c94f684d563","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Mandatory testing","CB4"
"64c49943-0747-47c6-9e26-ea2674f735f4","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Mandatory testing","CB5"
"cdccecde-fe96-48aa-80aa-987f8bd685fd","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","Mandatory testing","CB6"
"6892d14b-2357-4b07-9bb6-ed89bee87510","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4405","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"67122893-b6b6-4ed2-b817-b42341762299","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406"
"639555f6-d933-4898-bec3-d1ba6b4031d0","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Leadins"
"6b12acc1-85bb-49cb-b9f0-8bfe3816a9d4","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Roughin"
"3168a731-7b1c-46e3-af7b-d64dc30f22cc","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Cut out"
"72df603b-93b1-462d-8618-4bc39e0caec3","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Commissioining"
"cd90c6a3-fca1-4a1a-8a49-1ea0164901ef","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Mandatory testing"
"e3fee568-5d1b-4eff-9fdc-839294609b48","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Mandatory testing","CB1"
"6e1be346-3614-42c6-935d-9564567d2259","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Mandatory testing","CB2"
"cf321686-e85e-445e-9902-c1a5516cfbc1","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Mandatory testing","CB3"
"6447fbb0-fda5-41a7-b9a2-496649229037","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Mandatory testing","CB4"
"c7ee6610-18a6-4716-a50a-3199e9cf8108","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Mandatory testing","CB5"
"dd8f336e-3812-436d-9b88-1da57ca929c6","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","Mandatory testing","CB6"
"183e5fc1-9b60-4617-aef7-059f594c47d0","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4406","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"2cbfa9b8-a38e-4651-86a9-5f4bf48cedcc","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407"
"7f3e84be-6c48-4dec-a4cb-379160c8e5a2","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Leadins"
"87d364e6-ee12-4528-a5d9-2dee891e7ed7","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Roughin"
"e5d32ae3-568c-4e73-b681-7cf122485b76","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Cut out"
"21def4af-4133-4a0d-ae45-caad4a0142de","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Commissioining"
"fa0df7c0-ffa6-4564-a208-610de9a6fdb2","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Mandatory testing"
"b40f99cd-1281-495b-9446-6b290f51603f","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Mandatory testing","CB1"
"84a87f08-7b9a-433b-83b0-1581a0ff3e98","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Mandatory testing","CB2"
"0ae7c927-3660-4edd-a6b5-37533a446a07","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Mandatory testing","CB3"
"ed48c505-d4f4-47e7-ad71-7d9cadd2c0df","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Mandatory testing","CB4"
"f00f8fd9-5ac8-4a92-b647-f11783c0b5ac","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Mandatory testing","CB5"
"b56191f4-6097-45a9-acee-916931672aad","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","Mandatory testing","CB6"
"2e652ac0-a7c5-493d-80c2-8d7b55d99ee7","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4407","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"cfc59876-4d9a-4dd9-b8b0-05f29650f7a9","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408"
"95ccdf39-6a8c-44b5-8235-6b4f38c30f39","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Leadins"
"bd4abe8f-2264-4035-a2b1-833ee8b79824","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Roughin"
"ea24f77d-b18b-4fa9-a59f-016672e1372e","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Cut out"
"22c4e166-f5d2-46af-a569-801daf09e2d7","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Commissioining"
"143e38f2-08c0-4267-86fd-6f3f8af410c8","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Mandatory testing"
"07ac63f2-fa43-4f6f-83e4-ea9fdcaa5ad2","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Mandatory testing","CB1"
"09d597e2-7041-4e5b-a020-2d69def2b732","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Mandatory testing","CB2"
"3fb1e66f-6f16-4745-bce5-a2cb85c8ea42","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Mandatory testing","CB3"
"c92011bd-c018-4fef-a9cf-37abc9449182","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Mandatory testing","CB4"
"92da192f-8256-4e5a-948c-715d551be82e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Mandatory testing","CB5"
"3c962cac-1242-4dcc-8087-75fb91b4dc7b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","Mandatory testing","CB6"
"62e652ee-a51e-4f48-bdb7-d3e8f6324514","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4408","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"1579eede-d555-4781-98de-4e60a2f512a8","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409"
"289ea54b-01ed-4ba5-bae7-4e949792f4cb","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Leadins"
"e314a07d-8002-4e44-958e-c1fe7efe5eee","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Roughin"
"f5d3812e-af20-4db0-8b2d-c7ec949fd6d7","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Cut out"
"f8511185-a44f-4b3f-a6d5-5d9a5eea2041","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Commissioining"
"07210f07-ed98-41d4-b123-df9a2a03ec9f","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Mandatory testing"
"9c7bc945-1aa9-4b66-b33e-49f0d110a7f0","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Mandatory testing","CB1"
"531b5da6-8577-4f3b-b374-d5bd58b6649d","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Mandatory testing","CB2"
"7a2a119f-2532-4e76-bb71-d1dddd47a721","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Mandatory testing","CB3"
"c1f6823d-3156-45e6-9125-b2fb211e3d35","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Mandatory testing","CB4"
"9cb9ad8f-581f-4e88-9c18-0805a01f822a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Mandatory testing","CB5"
"3f70d35a-fd90-47d8-9993-1260f09b5e15","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","Mandatory testing","CB6"
"4726559d-2cde-4983-96f0-f2c0eb36bd09","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4409","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"03ad4802-a3a8-4bd3-8c98-381f8854a820","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410"
"12af2f98-0219-4e2b-8f45-1727a1fe59ff","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Leadins"
"690457b6-37f1-4b3a-8018-62538a69f535","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Roughin"
"81f112dd-20d7-466a-8945-b3f69ea699ba","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Cut out"
"c9faeb5e-ea48-4429-b14b-169423e65974","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Commissioining"
"5eb28211-c707-45a7-b4c9-ac47681abde9","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Mandatory testing"
"19a46e00-7047-4b00-9ce9-1302f7413598","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Mandatory testing","CB1"
"e5ddf15d-96b2-45b8-b539-55f7875eaf55","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Mandatory testing","CB2"
"f0b30ead-478b-476e-a1a1-afb7b03608e2","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Mandatory testing","CB3"
"1564b417-257a-40a7-b3d3-21f6b96ea44a","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Mandatory testing","CB4"
"817ef70a-3276-4463-b9a9-9ad92d63affb","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Mandatory testing","CB5"
"50d25575-5726-4647-b2cb-aeb058effa68","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","Mandatory testing","CB6"
"eeeaaba0-209c-43f2-b393-404bd3ebc09e","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4410","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"80da34d0-2e7a-4cc6-a2cb-03c526fefce9","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411"
"051a3aca-1e63-4dea-87f3-e08559d5aedc","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Leadins"
"14ad5969-ddb0-48ea-bd07-24910d8e1eba","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Roughin"
"badc4cb3-63e7-491d-a461-20e17f45740d","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Cut out"
"e503f243-70bf-4c00-b207-e99c26acb5eb","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Commissioining"
"e041047f-f45c-407a-bf60-6fe989de7bbc","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Mandatory testing"
"ab3476fe-f63f-4b65-9082-c8dc9a778c77","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Mandatory testing","CB1"
"3e4d8040-7279-4106-9aeb-7317bc392fab","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Mandatory testing","CB2"
"0cd04865-08c6-4d84-aac3-89225b9fbdb7","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Mandatory testing","CB3"
"bf5cf563-9cc0-4c62-97bb-1ba3e45e756c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Mandatory testing","CB4"
"272108c1-d948-47f6-a0f1-4a7616c2a83b","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Mandatory testing","CB5"
"1d2b7750-7855-4e31-a69b-70b3ea24ad92","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","Mandatory testing","CB6"
"8493016f-913c-452d-8acb-96279f88ca0a","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4411","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"80b686f6-bf40-4886-a5df-2c9018ea1f9e","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412"
"bb15ef3e-56a3-443f-8189-8ba667dd36ee","","checklist-flat","not-started","AE-ITCX-028 - Lead-Ins Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Leadins"
"2de363c4-02a0-4714-a0bf-2a1c64ead226","","checklist-flat","not-started","AE-ITCX-029 - Rough-In Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Roughin"
"3a23c815-3820-4364-862d-3f1e96c9567e","","checklist-flat","not-started","AE-ITCX-030 - Cut-Out Sheet (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Cut out"
"faf6abac-41bf-4cc8-9f54-7e0f47bca410","","checklist-sectioned","not-started","AE-ITCX-32 - Electrical Commissioning Checklist (Rev 0 +Names)","checklist","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Commissioining"
"70793201-de8d-4238-9b3d-cb3be92a16ba","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Mandatory testing"
"6c5ca748-90ee-4812-a084-04d0de243d6e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Mandatory testing","CB1"
"4af3ee98-bc52-451d-b4dd-d116f4785cca","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Mandatory testing","CB2"
"d020f470-d8db-4066-ba0e-a2f21157973c","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Mandatory testing","CB3"
"ed5bb614-2b28-4440-b141-94398321ff0e","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Mandatory testing","CB4"
"ea39b21c-3bd6-4e34-8385-8c8c88ddbb26","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Mandatory testing","CB5"
"91e970d4-fc83-47a1-a1ba-fe61313d4239","","checklist-flat","not-started","AE-ITCX-015 - Mandatory Test Results (Rev 1 +Names) 

","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","Mandatory testing","CB6"
"b7d36e1d-047d-4248-b8ef-a91e2449aa83","","checklist-flat","not-started","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names) v2","checklist-flat","FALSE","FALSE","Appselec - Site QA","Apartments","Level 44","Apartment 4412","AE-ITCX-31 - Fit-Off General Checklist (Rev 0 +Names)"
"ebc308ae-38eb-41ce-b847-d0f4a5974cdb","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 45"
"d9dc5f41-a8c1-49f8-ab8c-76165578bf4e","","folder-normal","not-started","","step","TRUE","FALSE","Appselec - Site QA","Apartments","Level 45","Apartment 4501"
