Step Id,Warnings,Rich Type,State,resource,type,addStep,addPost,Tier 1,Tier 2,Tier 3,Tier 4,Tier 5,,,,,,,,,,,,,,
c07a26a3-b485-5262-a53a-bf44806abb47,,checkpoint-status,not-started,,,TRUE,TRUE,Site QA ITP List,CRL-ITR-005 - Fan Coil Units,Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,,,
f1eb9759-c40f-5fd3-9b12-85e1e6a06a25,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L3 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL3-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
f72ce976-23d7-5e01-b0bc-c5f9f4bb4c49,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L3 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL3-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
94fbeb66-540a-5d22-bb7d-f32f3c66ba03,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
9af7d3d3-a490-56e3-94dd-2bbd10ca8fb7,,checkpoint-status,not-applicable,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
e2336be9-ca51-54f0-ab91-5e458a6cb266,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
08aabb19-acbb-5a1c-bd16-b75cc5be9e38,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
f9970cd3-4a2e-58e2-ace4-797bd2d34f4d,,checkpoint-status,fail,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
1900e7ec-e9e2-5b00-a132-f10297bd57c2,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
5196daa0-d1e3-5b6f-be98-3753b0cbeac4,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
17284523-9769-5548-b760-4043405ee4fe,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
26c39984-9145-5993-9e74-d974f78dd1ad,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-009),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
ab5fcada-a75c-5881-b6fc-630d49da2075,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-010),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
e4782e1b-0c92-5710-999c-de26d0e20a2f,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L2 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL2-ASS-FCU-011),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
8f73491b-2fc7-5e7c-a4c2-af4b77ca4360,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L1 Plant,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL1-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
87c7405e-05d7-5a7e-865f-629afbf069a8,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,FCUs,CRL-ITR-005 - Fan Coil Units(AOT-WEL0-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
39392889-a8c0-51f9-b903-b779d437d296,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEL0-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
b5a466a4-d2e6-5073-8e46-3bc7c01ffb1a,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,L0 Wellesley East,FCUs,CRL-ITR-005 - Fan Coil Units(AOT-WEL0-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
3bc8fa86-300d-5fba-baa7-fee169a948bd,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
c1caaa8d-511f-50b1-94ed-193570e035f6,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
9bb80b05-d506-5af7-928c-24693ca2534d,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
310cb148-3249-59de-9b6c-ebec8ffc801d,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
871b57ca-ce5f-5f1a-8842-0cf68bb8bd65,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-007),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
24ba4cbd-ee3f-555b-b99d-8ed164dd2b09,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-008),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
1f825df7-da37-5dcf-8072-a4a4c5193351,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-009),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
2981c28c-e89d-52c6-8090-5e56727631ab,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
4f86c6a8-2c3d-5d13-97cf-29f87a775c84,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B2 Upper Floor,FCUs,CRL-ITR-005 - Fan Coil Units (AOT-WEB2-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,,
6df7b619-cf08-5f9c-822d-0d2befc4f5d7,,checkpoint-status,not-started,,,TRUE,TRUE,Aotea Station,B1,Ducting,"CRL-AOT-MEC-AES-DRG-143103	B1 - ZONE 4A PLANTROOM ",CRL-ITR-005 - Fan Coil Units( AOT -VCB1-ASS-FCU-018),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
07bc9fca-20d7-5f1e-b7c5-9cf8dbcb2c81,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB1-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
11a386cb-93de-503a-91c4-352c236d1cca,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B1,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB1-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
10cee2b6-7262-5f1e-bfbb-a5b6639a2a12,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B2,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB2-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
d84b1f36-0af4-5449-9a2e-a8fdb7cbb036,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B2,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB2-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
62fe6beb-558a-5c74-827d-9698c02b8d10,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB3-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
ca2a2ad8-473e-5823-9492-d27fc317f2b7,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB3-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
a841d29e-ce78-59d1-b6fc-33f95ae0e480,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB3-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
f9d2177e-37bf-58b1-ae39-f65730ca2126,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B3,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB3-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
60a69557-6f67-5f2c-879c-05cbd1f95ebe,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B4,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB4-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
822b5759-eb40-5d8c-b7d5-0e614e726eac,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B4,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB4-ASS-FCU-002),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
8d169b1f-24b6-5dd7-b69b-ea65829f5a4b,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B4,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB4-ASS-FCU-003),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
7ca53483-3507-54f2-9999-fa8f9c1c750b,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B4,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB4-ASS-FCU-004),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
7b099485-419a-528b-b362-e55b34c02116,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B4,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB4-ASS-FCU-005),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
d8bcc9f1-8f70-57e3-b279-20aaaa0d5e24,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Beresford Square,B4,FCUs,CRL-ITR-005 - Fan Coil Units (KRD-BEB4-ASS-FCU-006),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
359e29cb-afe7-510d-967f-ad81fae21b78,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Future Cooling,Drawing No. 340011 (Ducting),FCUs,CRL-ITR-005 - Fan Coil Units,Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
335ada50-78e3-52ba-bf2a-7c03c2d245d1,,checkpoint-status,not-started,,,TRUE,TRUE,Karangahape Station,Future Cooling,Drawing No. 340011 (Ducting),FCUs,CRL-ITR-005 - Fan Coil Units,Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,,
4c300edf-8fa0-5e30-a92c-869c4f67050c,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-142101/ 1431101 -B1 - ZONE 3 A & B,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-013),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
0ab7f3ea-f658-500e-849c-3391ba9d471b,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-142101/ 1431101 -B1 - ZONE 3 A & B,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-014),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
9163d40f-faab-530a-912d-184911614856,,checkpoint-status,pass,,,TRUE,TRUE,Aotea Station,B1,Ducting,CRL-AOT-MEC-AES-DRG-143102-B1 - ZONE 4A ,FCU,CRL-ITR-005 - Fan Coil Units (AOT-VCB1-ASS-FCU-001),Unit First Fix QA,Correct mountings / Springs Installed,,,,,,,,,,,
